Org ID|Org Name|Station ID|WBID|Act Date|Act Time|Act Type|Act Category|Act Depth|Depth Units|Relative Depth|Characteristic|Result Value|Result Units|VQ|Analysis Date|Analysis Time|Procedure Name|Comment|Sample Fraction|MDL|MDL Units|PQL|Medium|Matrix
21FLBROW|Broward County Environmental Protection Department|110|3271|01/31/2017|10:45:00 AM|Field Msr/Obs|Routine Msr/Obs|0.50|m||Salinity|0.34|ppth||01/31/2017|10:45:00 AM|2520-B||Total|0.025|ppth|0.1|Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|110|3271|01/31/2017|10:45:00 AM|Field Msr/Obs|Routine Msr/Obs|0.50|m||Specific conductance|693|umho/cm||01/31/2017|10:45:00 AM|120.1|||1|umho/cm|4|Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|110|3271|01/31/2017|10:45:00 AM|Sample|Routine Sample|0.50|m||Fecal Coliform|84|#/100ml||02/02/2017|04:20:00 PM|9222-D||Total||||Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|110|3271|01/31/2017|10:45:00 AM|Field Msr/Obs|Routine Msr/Obs|0.50|m||Dissolved oxygen (DO)|6.95|mg/l||01/31/2017|10:45:00 AM|360.1||Total|0.05|mg/l|0.2|Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|120|3226F5|01/31/2017|10:15:00 AM|Field Msr/Obs|Routine Msr/Obs|0.50|m||pH|7.41|None||01/31/2017|10:15:00 AM|150.1||Total|0|None|0|Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|120|3226F5|01/31/2017|10:15:00 AM|Sample|Routine Sample|0.50|m||Fecal Coliform|52|#/100ml|B|02/02/2017|04:20:00 PM|9222-D||Total||||Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|120|3226F5|01/31/2017|10:15:00 AM|Field Msr/Obs|Routine Msr/Obs|0.50|m||Salinity|28.4|ppth||01/31/2017|10:15:00 AM|2520-B||Total|0.025|ppth|0.1|Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|120|3226F5|01/31/2017|10:15:00 AM|Field Msr/Obs|Routine Msr/Obs|0.50|m||Specific conductance|43900|umho/cm||01/31/2017|10:15:00 AM|120.1|||1|umho/cm|4|Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|120|3226F5|01/31/2017|10:15:00 AM|Field Msr/Obs|Routine Msr/Obs|0.50|m||Temperature, water|20.5|deg C||01/31/2017|10:15:00 AM|170.1|||0|deg C|0|Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|120|3226F5|01/31/2017|10:15:00 AM|Field Msr/Obs|Routine Msr/Obs|0.50|m||Dissolved oxygen (DO)|6.12|mg/l||01/31/2017|10:15:00 AM|360.1||Total|0.05|mg/l|0.2|Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|3|3264|01/31/2017|09:40:00 AM|Sample|Routine Sample|0.50|m||Fecal Coliform|19|#/100ml|B|02/02/2017|04:20:00 PM|9222-D||Total||||Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|3|3264|01/31/2017|09:40:00 AM|Field Msr/Obs|Routine Msr/Obs|0.50|m||Specific conductance|816|umho/cm||01/31/2017|09:40:00 AM|120.1|||1|umho/cm|4|Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|3|3264|01/31/2017|09:40:00 AM|Field Msr/Obs|Routine Msr/Obs|0.50|m||Salinity|0.4|ppth||01/31/2017|09:40:00 AM|2520-B||Total|0.025|ppth|0.1|Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|3|3264|01/31/2017|09:40:00 AM|Field Msr/Obs|Routine Msr/Obs|0.50|m||Dissolved oxygen (DO)|5.66|mg/l||01/31/2017|09:40:00 AM|360.1||Total|0.05|mg/l|0.2|Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|3|3264|01/31/2017|09:40:00 AM|Field Msr/Obs|Routine Msr/Obs|0.50|m||Temperature, water|19.2|deg C||01/31/2017|09:40:00 AM|170.1|||0|deg C|0|Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|3|3264|01/31/2017|09:40:00 AM|Field Msr/Obs|Routine Msr/Obs|0.50|m||pH|7.15|None||01/31/2017|09:40:00 AM|150.1||Total|0|None|0|Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|3|3264|01/31/2017|09:30:00 AM|Field Msr/Obs|Routine Msr/Obs|0.50|m||Temperature, water|19.2|deg C||01/31/2017|09:30:00 AM|170.1|||0|deg C|0|Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|3|3264|01/31/2017|09:30:00 AM|Field Msr/Obs|Routine Msr/Obs|0.50|m||Salinity|0.4|ppth||01/31/2017|09:30:00 AM|2520-B||Total|0.025|ppth|0.1|Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|3|3264|01/31/2017|09:30:00 AM|Field Msr/Obs|Routine Msr/Obs|0.50|m||Dissolved oxygen (DO)|6.55|mg/l||01/31/2017|09:30:00 AM|360.1||Total|0.05|mg/l|0.2|Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|3|3264|01/31/2017|09:30:00 AM|Field Msr/Obs|Routine Msr/Obs|0.50|m||Specific conductance|815|umho/cm||01/31/2017|09:30:00 AM|120.1|||1|umho/cm|4|Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|3|3264|01/31/2017|09:30:00 AM|Field Msr/Obs|Routine Msr/Obs|0.50|m||pH|7.04|None||01/31/2017|09:30:00 AM|150.1||Total|0|None|0|Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|3|3264|01/31/2017|09:30:00 AM|Sample|Routine Sample|0.50|m||Fecal Coliform|19|#/100ml|B|02/02/2017|04:20:00 PM|9222-D||Total||||Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|24|3277E|01/30/2017|12:00:00 PM|Field Msr/Obs|Routine Msr/Obs|0.50|m||pH|7.75|None||01/30/2017|12:00:00 PM|150.1||Total|0|None|0|Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|24|3277E|01/30/2017|12:00:00 PM|Field Msr/Obs|Routine Msr/Obs|0.50|m||Dissolved oxygen (DO)|6.75|mg/l||01/30/2017|12:00:00 PM|360.1||Total|0.05|mg/l|0.2|Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|24|3277E|01/30/2017|12:00:00 PM|Field Msr/Obs|Routine Msr/Obs|0.50|m||Salinity|30.4|ppth||01/30/2017|12:00:00 PM|2520-B||Total|0.025|ppth|0.1|Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|24|3277E|01/30/2017|12:00:00 PM|Field Msr/Obs|Routine Msr/Obs|0.50|m||Temperature, water|22.1|deg C||01/30/2017|12:00:00 PM|170.1|||0|deg C|0|Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|24|3277E|01/30/2017|12:00:00 PM|Field Msr/Obs|Routine Msr/Obs|0.50|m||Specific conductance|46800|umho/cm||01/30/2017|12:00:00 PM|120.1|||1|umho/cm|4|Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|24|3277E|01/30/2017|12:00:00 PM|Sample|Routine Sample|0.50|m||Fecal Coliform|74|#/100ml||02/02/2017|04:20:00 PM|9222-D||Total||||Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|22|3277C|01/30/2017|11:40:00 AM|Field Msr/Obs|Routine Msr/Obs|0.50|m||Temperature, water|20.9|deg C||01/30/2017|11:40:00 AM|170.1|||0|deg C|0|Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|22|3277C|01/30/2017|11:40:00 AM|Field Msr/Obs|Routine Msr/Obs|0.50|m||Salinity|0.32|ppth||01/30/2017|11:40:00 AM|2520-B||Total|0.025|ppth|0.1|Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|22|3277C|01/30/2017|11:40:00 AM|Field Msr/Obs|Routine Msr/Obs|0.50|m||Specific conductance|653|umho/cm||01/30/2017|11:40:00 AM|120.1|||1|umho/cm|4|Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|22|3277C|01/30/2017|11:40:00 AM|Sample|Routine Sample|0.50|m||Fecal Coliform|5|#/100ml|B|02/02/2017|04:20:00 PM|9222-D||Total||||Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|22|3277C|01/30/2017|11:40:00 AM|Field Msr/Obs|Routine Msr/Obs|0.50|m||pH|8.01|None||01/30/2017|11:40:00 AM|150.1||Total|0|None|0|Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|22|3277C|01/30/2017|11:40:00 AM|Field Msr/Obs|Routine Msr/Obs|0.50|m||Dissolved oxygen (DO)|3.78|mg/l||01/30/2017|11:40:00 AM|360.1||Total|0.05|mg/l|0.2|Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|15|3277A|01/30/2017|11:25:00 AM|Field Msr/Obs|Routine Msr/Obs|0.50|m||Dissolved oxygen (DO)|7.04|mg/l||01/30/2017|11:25:00 AM|360.1||Total|0.05|mg/l|0.2|Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|15|3277A|01/30/2017|11:25:00 AM|Sample|Routine Sample|0.50|m||Fecal Coliform|18|#/100ml|B|02/02/2017|04:20:00 PM|9222-D||Total||||Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|15|3277A|01/30/2017|11:25:00 AM|Field Msr/Obs|Routine Msr/Obs|0.50|m||Salinity|32.9|ppth||01/30/2017|11:25:00 AM|2520-B||Total|0.025|ppth|0.1|Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|15|3277A|01/30/2017|11:25:00 AM|Field Msr/Obs|Routine Msr/Obs|0.50|m||Specific conductance|50200|umho/cm||01/30/2017|11:25:00 AM|120.1|||1|umho/cm|4|Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|15|3277A|01/30/2017|11:25:00 AM|Field Msr/Obs|Routine Msr/Obs|0.50|m||Temperature, water|22.2|deg C||01/30/2017|11:25:00 AM|170.1|||0|deg C|0|Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|15|3277A|01/30/2017|11:25:00 AM|Field Msr/Obs|Routine Msr/Obs|0.50|m||pH|7.8|None||01/30/2017|11:25:00 AM|150.1||Total|0|None|0|Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|64|3276A|01/30/2017|11:00:00 AM|Field Msr/Obs|Routine Msr/Obs|0.50|m||Salinity|8.39|ppth||01/30/2017|11:00:00 AM|2520-B||Total|0.025|ppth|0.1|Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|64|3276A|01/30/2017|11:00:00 AM|Sample|Routine Sample|0.50|m||Fecal Coliform|460|#/100ml||02/02/2017|04:20:00 PM|9222-D||Total||||Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|64|3276A|01/30/2017|11:00:00 AM|Field Msr/Obs|Routine Msr/Obs|0.50|m||Dissolved oxygen (DO)|4.73|mg/l||01/30/2017|11:00:00 AM|360.1||Total|0.05|mg/l|0.2|Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|64|3276A|01/30/2017|11:00:00 AM|Field Msr/Obs|Routine Msr/Obs|0.50|m||Temperature, water|20.3|deg C||01/30/2017|11:00:00 AM|170.1|||0|deg C|0|Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|64|3276A|01/30/2017|11:00:00 AM|Field Msr/Obs|Routine Msr/Obs|0.50|m||Specific conductance|14700|umho/cm||01/30/2017|11:00:00 AM|120.1|||1|umho/cm|4|Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|64|3276A|01/30/2017|11:00:00 AM|Field Msr/Obs|Routine Msr/Obs|0.50|m||pH|7.53|None||01/30/2017|11:00:00 AM|150.1||Total|0|None|0|Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|31|3283|01/30/2017|10:55:00 AM|Sample|Routine Sample|0.50|m||Fecal Coliform|46|#/100ml||02/02/2017|04:20:00 PM|9222-D||Total||||Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|31|3283|01/30/2017|10:55:00 AM|Field Msr/Obs|Routine Msr/Obs|0.50|m||pH|7.92|None||01/30/2017|10:55:00 AM|150.1||Total|0|None|0|Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|31|3283|01/30/2017|10:55:00 AM|Field Msr/Obs|Routine Msr/Obs|0.50|m||Dissolved oxygen (DO)|3.4|mg/l||01/30/2017|10:55:00 AM|360.1||Total|0.05|mg/l|0.2|Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|31|3283|01/30/2017|10:55:00 AM|Field Msr/Obs|Routine Msr/Obs|0.50|m||Salinity|0.3|ppth||01/30/2017|10:55:00 AM|2520-B||Total|0.025|ppth|0.1|Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|31|3283|01/30/2017|10:55:00 AM|Field Msr/Obs|Routine Msr/Obs|0.50|m||Temperature, water|21.5|deg C||01/30/2017|10:55:00 AM|170.1|||0|deg C|0|Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|31|3283|01/30/2017|10:55:00 AM|Field Msr/Obs|Routine Msr/Obs|0.50|m||Specific conductance|614|umho/cm||01/30/2017|10:55:00 AM|120.1|||1|umho/cm|4|Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|111|3274|01/30/2017|10:30:00 AM|Field Msr/Obs|Routine Msr/Obs|0.50|m||Salinity|22.2|ppth||01/30/2017|10:30:00 AM|2520-B||Total|0.025|ppth|0.1|Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|111|3274|01/30/2017|10:30:00 AM|Field Msr/Obs|Routine Msr/Obs|0.50|m||Dissolved oxygen (DO)|6.03|mg/l||01/30/2017|10:30:00 AM|360.1||Total|0.05|mg/l|0.2|Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|111|3274|01/30/2017|10:30:00 AM|Field Msr/Obs|Routine Msr/Obs|0.50|m||pH|7.47|None||01/30/2017|10:30:00 AM|150.1||Total|0|None|0|Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|111|3274|01/30/2017|10:30:00 AM|Sample|Routine Sample|0.50|m||Fecal Coliform|56|#/100ml||02/02/2017|04:20:00 PM|9222-D||Total||||Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|111|3274|01/30/2017|10:30:00 AM|Field Msr/Obs|Routine Msr/Obs|0.50|m||Specific conductance|35200|umho/cm||01/30/2017|10:30:00 AM|120.1|||1|umho/cm|4|Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|111|3274|01/30/2017|10:30:00 AM|Field Msr/Obs|Routine Msr/Obs|0.50|m||Temperature, water|20.8|deg C||01/30/2017|10:30:00 AM|170.1|||0|deg C|0|Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|28|3279|01/30/2017|10:15:00 AM|Field Msr/Obs|Routine Msr/Obs|0.50|m||Dissolved oxygen (DO)|6.68|mg/l||01/30/2017|10:15:00 AM|360.1||Total|0.05|mg/l|0.2|Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|28|3279|01/30/2017|10:15:00 AM|Field Msr/Obs|Routine Msr/Obs|0.50|m||Specific conductance|672|umho/cm||01/30/2017|10:15:00 AM|120.1|||1|umho/cm|4|Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|28|3279|01/30/2017|10:15:00 AM|Field Msr/Obs|Routine Msr/Obs|0.50|m||pH|8.02|None||01/30/2017|10:15:00 AM|150.1||Total|0|None|0|Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|28|3279|01/30/2017|10:15:00 AM|Field Msr/Obs|Routine Msr/Obs|0.50|m||Temperature, water|20.3|deg C||01/30/2017|10:15:00 AM|170.1|||0|deg C|0|Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|28|3279|01/30/2017|10:15:00 AM|Field Msr/Obs|Routine Msr/Obs|0.50|m||Salinity|0.33|ppth||01/30/2017|10:15:00 AM|2520-B||Total|0.025|ppth|0.1|Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|28|3279|01/30/2017|10:15:00 AM|Sample|Routine Sample|0.50|m||Fecal Coliform|40|#/100ml||02/02/2017|04:20:00 PM|9222-D||Total||||Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|112|3274|01/30/2017|10:10:00 AM|Sample|Routine Sample|0.50|m||Fecal Coliform|40|#/100ml||02/02/2017|04:20:00 PM|9222-D||Total||||Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|112|3274|01/30/2017|10:10:00 AM|Field Msr/Obs|Routine Msr/Obs|0.50|m||Dissolved oxygen (DO)|6.21|mg/l||01/30/2017|10:10:00 AM|360.1||Total|0.05|mg/l|0.2|Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|112|3274|01/30/2017|10:10:00 AM|Field Msr/Obs|Routine Msr/Obs|0.50|m||Specific conductance|37000|umho/cm||01/30/2017|10:10:00 AM|120.1|||1|umho/cm|4|Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|112|3274|01/30/2017|10:10:00 AM|Field Msr/Obs|Routine Msr/Obs|0.50|m||Salinity|23.7|ppth||01/30/2017|10:10:00 AM|2520-B||Total|0.025|ppth|0.1|Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|112|3274|01/30/2017|10:10:00 AM|Field Msr/Obs|Routine Msr/Obs|0.50|m||pH|7.34|None||01/30/2017|10:10:00 AM|150.1||Total|0|None|0|Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|112|3274|01/30/2017|10:10:00 AM|Field Msr/Obs|Routine Msr/Obs|0.50|m||Temperature, water|21.2|deg C||01/30/2017|10:10:00 AM|170.1|||0|deg C|0|Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|112|3274|01/30/2017|10:00:00 AM|Field Msr/Obs|Routine Msr/Obs|0.50|m||Dissolved oxygen (DO)|6.25|mg/l||01/30/2017|10:00:00 AM|360.1||Total|0.05|mg/l|0.2|Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|112|3274|01/30/2017|10:00:00 AM|Field Msr/Obs|Routine Msr/Obs|0.50|m||pH|7.14|None||01/30/2017|10:00:00 AM|150.1||Total|0|None|0|Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|112|3274|01/30/2017|10:00:00 AM|Field Msr/Obs|Routine Msr/Obs|0.50|m||Salinity|23.7|ppth||01/30/2017|10:00:00 AM|2520-B||Total|0.025|ppth|0.1|Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|112|3274|01/30/2017|10:00:00 AM|Field Msr/Obs|Routine Msr/Obs|0.50|m||Temperature, water|21.2|deg C||01/30/2017|10:00:00 AM|170.1|||0|deg C|0|Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|112|3274|01/30/2017|10:00:00 AM|Field Msr/Obs|Routine Msr/Obs|0.50|m||Specific conductance|37000|umho/cm||01/30/2017|10:00:00 AM|120.1|||1|umho/cm|4|Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|112|3274|01/30/2017|10:00:00 AM|Sample|Routine Sample|0.50|m||Fecal Coliform|44|#/100ml||02/02/2017|04:20:00 PM|9222-D||Total||||Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|32|3284|01/30/2017|09:25:00 AM|Field Msr/Obs|Routine Msr/Obs|0.50|m||Temperature, water|19.9|deg C||01/30/2017|09:25:00 AM|170.1|||0|deg C|0|Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|32|3284|01/30/2017|09:25:00 AM|Sample|Routine Sample|0.50|m||Fecal Coliform|*Non-detect||B|02/02/2017|04:20:00 PM|9222-D||Total||||Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|32|3284|01/30/2017|09:25:00 AM|Field Msr/Obs|Routine Msr/Obs|0.50|m||Specific conductance|671|umho/cm||01/30/2017|09:25:00 AM|120.1|||1|umho/cm|4|Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|32|3284|01/30/2017|09:25:00 AM|Field Msr/Obs|Routine Msr/Obs|0.50|m||pH|7.68|None||01/30/2017|09:25:00 AM|150.1||Total|0|None|0|Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|32|3284|01/30/2017|09:25:00 AM|Field Msr/Obs|Routine Msr/Obs|0.50|m||Salinity|0.33|ppth||01/30/2017|09:25:00 AM|2520-B||Total|0.025|ppth|0.1|Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|32|3284|01/30/2017|09:25:00 AM|Field Msr/Obs|Routine Msr/Obs|0.50|m||Dissolved oxygen (DO)|4.2|mg/l||01/30/2017|09:25:00 AM|360.1||Total|0.05|mg/l|0.2|Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|32|3284|01/30/2017|09:15:00 AM|Field Msr/Obs|Routine Msr/Obs|0.50|m||Temperature, water|19.7|deg C||01/30/2017|09:15:00 AM|170.1|||0|deg C|0|Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|32|3284|01/30/2017|09:15:00 AM|Field Msr/Obs|Routine Msr/Obs|0.50|m||Specific conductance|698|umho/cm||01/30/2017|09:15:00 AM|120.1|||1|umho/cm|4|Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|32|3284|01/30/2017|09:15:00 AM|Field Msr/Obs|Routine Msr/Obs|0.50|m||Salinity|0.34|ppth||01/30/2017|09:15:00 AM|2520-B||Total|0.025|ppth|0.1|Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|32|3284|01/30/2017|09:15:00 AM|Field Msr/Obs|Routine Msr/Obs|0.50|m||pH|7.78|None||01/30/2017|09:15:00 AM|150.1||Total|0|None|0|Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|32|3284|01/30/2017|09:15:00 AM|Field Msr/Obs|Routine Msr/Obs|0.50|m||Dissolved oxygen (DO)|4.23|mg/l||01/30/2017|09:15:00 AM|360.1||Total|0.05|mg/l|0.2|Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|32|3284|01/30/2017|09:15:00 AM|Sample|Routine Sample|0.50|m||Fecal Coliform|2|#/100ml|B|02/02/2017|04:20:00 PM|9222-D||Total||||Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|12|3273|11/30/2016|11:30:00 AM|Field Msr/Obs|Routine Msr/Obs|0.50|m||Dissolved oxygen (DO)|7.44|mg/l||11/30/2016|11:30:00 AM|360.1||Total|0.05|mg/l|0.2|Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|12|3273|11/30/2016|11:30:00 AM|Sample|Routine Sample|0.50|m||Fecal Coliform|3|#/100ml|B|12/13/2016|04:11:00 PM|9222-D||Total||||Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|12|3273|11/30/2016|11:30:00 AM|Field Msr/Obs|Routine Msr/Obs|0.50|m||Specific conductance|596|umho/cm||11/30/2016|11:30:00 AM|120.1|||1|umho/cm|4|Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|12|3273|11/30/2016|11:30:00 AM|Field Msr/Obs|Routine Msr/Obs|0.50|m||pH|8.04|None||11/30/2016|11:30:00 AM|150.1||Total|0|None|0|Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|12|3273|11/30/2016|11:30:00 AM|Field Msr/Obs|Routine Msr/Obs|0.50|m||Salinity|0.29|ppth||11/30/2016|11:30:00 AM|2520-B||Total|0.025|ppth|0.1|Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|12|3273|11/30/2016|11:30:00 AM|Field Msr/Obs|Routine Msr/Obs|0.50|m||Temperature, water|23.2|deg C||11/30/2016|11:30:00 AM|170.1|||0|deg C|0|Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|8|3270|11/30/2016|10:45:00 AM|Sample|Routine Sample|0.50|m||Fecal Coliform|27|#/100ml|B|12/13/2016|04:11:00 PM|9222-D||Total||||Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|8|3270|11/30/2016|10:45:00 AM|Field Msr/Obs|Routine Msr/Obs|0.50|m||Temperature, water|22.2|deg C||11/30/2016|10:45:00 AM|170.1|||0|deg C|0|Water|Surface Water
21FLBROW|Broward County Environmental Protection Department|8|3270|11/30/2016|10:45:00 AM|Field Msr/Obs|Routine Msr/Obs|0.50|m||Salinity|0.32|ppth||11/30/2016|10:45:00 AM|2520-B||Total|0.025|ppth|0.1|Water|Surface Water
