Org ID|Org Name|Station ID|WBID|Act Date|Act Time|Act Type|Act Category|Act Depth|Depth Units|Relative Depth|Characteristic|Result Value|Result Units|VQ|Analysis Date|Analysis Time|Procedure Name|Comment|Sample Fraction|MDL|MDL Units|PQL|Medium|Matrix
21FLDADE|Dade Environmental Resource Management (Florida)|FBTC|8078|12/20/1994|09:42:00 AM|Field Msr/Obs|Replicate Msr/Obs|.1|m||Dissolved oxygen (DO)|7.14|mg/l||12/20/1994|09:42:00 AM|4500-O-G|D|Total||||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|FBTC|8078|12/20/1994|09:42:00 AM|Field Msr/Obs|Replicate Msr/Obs|.7|m||Dissolved oxygen (DO)|7.22|mg/l||12/20/1994|09:42:00 AM|4500-O-G|D|Total||||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|FBTC|8078|12/20/1994|09:42:00 AM|Field Msr/Obs|Replicate Msr/Obs|.1|m||Oxidation reduction potential (ORP)|350|mV||12/20/1994|09:42:00 AM||D|Total||||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|FBTC|8078|12/20/1994|09:42:00 AM|Field Msr/Obs|Replicate Msr/Obs|.1|m||Temperature, water|21.06|deg C||12/20/1994|09:42:00 AM|2550|D|Total||||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|FBTC|8078|12/20/1994|09:42:00 AM|Field Msr/Obs|Replicate Msr/Obs|.1|m||Specific conductance|31100|umho/cm||12/20/1994|09:42:00 AM|2510|D|Total||||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|FBTC|8078|12/20/1994|09:42:00 AM|Field Msr/Obs|Replicate Msr/Obs|.1|m||Salinity|19.3|ppth||12/20/1994|09:42:00 AM|2520-B|D|Total||||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|FBTC|8078|12/20/1994|09:42:00 AM|Field Msr/Obs|Replicate Msr/Obs|.1|m||pH|7.92|None||12/20/1994|09:42:00 AM|4500-H|D|Total||||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|FBTC|8078|12/20/1994|09:42:00 AM|Field Msr/Obs|Replicate Msr/Obs|.7|m||Temperature, water|21.06|deg C||12/20/1994|09:42:00 AM|2550|D|Total||||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|FBTC|8078|12/20/1994|09:42:00 AM|Field Msr/Obs|Replicate Msr/Obs|.7|m||Specific conductance|31100|umho/cm||12/20/1994|09:42:00 AM|2510|D|Total||||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|FBTC|8078|12/20/1994|09:42:00 AM|Field Msr/Obs|Replicate Msr/Obs|.7|m||Salinity|19.3|ppth||12/20/1994|09:42:00 AM|2520-B|D|Total||||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|FBTC|8078|12/20/1994|09:42:00 AM|Field Msr/Obs|Replicate Msr/Obs|.7|m||Oxidation reduction potential (ORP)|353|mV||12/20/1994|09:42:00 AM||D|Total||||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|FBHC|3303B1|12/19/1994|01:09:00 PM|Field Msr/Obs|Replicate Msr/Obs|0|m||Oxidation reduction potential (ORP)|329|mV||12/19/1994|01:09:00 PM||D|Total||||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|FBHC|3303B1|12/19/1994|01:09:00 PM|Field Msr/Obs|Replicate Msr/Obs|0|m||pH|7.85|None||12/19/1994|01:09:00 PM|4500-H|D|Total||||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|FBHC|3303B1|12/19/1994|01:09:00 PM|Field Msr/Obs|Replicate Msr/Obs|0|m||Salinity|2.3|ppth||12/19/1994|01:09:00 PM|2520-B|D|Total||||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|FBHC|3303B1|12/19/1994|01:09:00 PM|Field Msr/Obs|Replicate Msr/Obs|0|m||Dissolved oxygen (DO)|7.24|mg/l||12/19/1994|01:09:00 PM|4500-O-G|D|Total||||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|FBHC|3303B1|12/19/1994|01:09:00 PM|Field Msr/Obs|Replicate Msr/Obs|0|m||Temperature, water|22.9|deg C||12/19/1994|01:09:00 PM|2550|D|Total||||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|FBHC|3303B1|12/19/1994|01:09:00 PM|Field Msr/Obs|Replicate Msr/Obs|0|m||Specific conductance|4300|umho/cm||12/19/1994|01:09:00 PM|2510|D|Total||||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|FBHC|3303B1|12/19/1994|01:08:00 PM|Field Msr/Obs|Replicate Msr/Obs|.5|m||pH|7.8|None||12/19/1994|01:08:00 PM|4500-H|D|Total||||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|FBHC|3303B1|12/19/1994|01:08:00 PM|Field Msr/Obs|Replicate Msr/Obs|.5|m||Oxidation reduction potential (ORP)|334|mV||12/19/1994|01:08:00 PM||D|Total||||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|FBHC|3303B1|12/19/1994|01:08:00 PM|Field Msr/Obs|Replicate Msr/Obs|.5|m||Temperature, water|23.68|deg C||12/19/1994|01:08:00 PM|2550|D|Total||||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|FBHC|3303B1|12/19/1994|01:08:00 PM|Field Msr/Obs|Replicate Msr/Obs|.5|m||Dissolved oxygen (DO)|7.21|mg/l||12/19/1994|01:08:00 PM|4500-O-G|D|Total||||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|FBHC|3303B1|12/19/1994|01:08:00 PM|Field Msr/Obs|Replicate Msr/Obs|.5|m||Depth|0.5|m||12/19/1994|01:08:00 PM||D|Total||||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|FBHC|3303B1|12/19/1994|01:08:00 PM|Field Msr/Obs|Replicate Msr/Obs|.5|m||Specific conductance|6330|umho/cm||12/19/1994|01:08:00 PM|2510|D|Total||||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|FBHC|3303B1|12/19/1994|01:08:00 PM|Field Msr/Obs|Replicate Msr/Obs|.5|m||Salinity|3.5|ppth||12/19/1994|01:08:00 PM|2520-B|D|Total||||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|FBLS|6005|12/19/1994|10:50:00 AM|Field Msr/Obs|Replicate Msr/Obs|.1|m||Dissolved oxygen (DO)|6.15|mg/l||12/19/1994|10:50:00 AM|4500-O-G|D|Total||||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|FBLS|6005|12/19/1994|10:50:00 AM|Field Msr/Obs|Replicate Msr/Obs|.1|m||Temperature, water|23.57|deg C||12/19/1994|10:50:00 AM|2550|D|Total||||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|FBLS|6005|12/19/1994|10:50:00 AM|Field Msr/Obs|Replicate Msr/Obs|.1|m||Specific conductance|14210|umho/cm||12/19/1994|10:50:00 AM|2510|D|Total||||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|FBLS|6005|12/19/1994|10:50:00 AM|Field Msr/Obs|Replicate Msr/Obs|.1|m||Salinity|8.2|ppth||12/19/1994|10:50:00 AM|2520-B|D|Total||||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|FBLS|6005|12/19/1994|10:50:00 AM|Field Msr/Obs|Replicate Msr/Obs|.1|m||pH|7.92|None||12/19/1994|10:50:00 AM|4500-H|D|Total||||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|FBLS|6005|12/19/1994|10:50:00 AM|Field Msr/Obs|Replicate Msr/Obs|.1|m||Oxidation reduction potential (ORP)|327|mV||12/19/1994|10:50:00 AM||D|Total||||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|FBLS|6005|12/19/1994|10:49:00 AM|Field Msr/Obs|Replicate Msr/Obs|1|m||Salinity|8.4|ppth||12/19/1994|10:49:00 AM|2520-B|D|Total||||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|FBLS|6005|12/19/1994|10:49:00 AM|Field Msr/Obs|Replicate Msr/Obs|1|m||pH|7.9|None||12/19/1994|10:49:00 AM|4500-H|D|Total||||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|FBLS|6005|12/19/1994|10:49:00 AM|Field Msr/Obs|Replicate Msr/Obs|1|m||Depth|1|m||12/19/1994|10:49:00 AM||D|Total||||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|FBLS|6005|12/19/1994|10:49:00 AM|Field Msr/Obs|Replicate Msr/Obs|1|m||Oxidation reduction potential (ORP)|329|mV||12/19/1994|10:49:00 AM||D|Total||||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|FBLS|6005|12/19/1994|10:49:00 AM|Field Msr/Obs|Replicate Msr/Obs|1|m||Dissolved oxygen (DO)|5.91|mg/l||12/19/1994|10:49:00 AM|4500-O-G|D|Total||||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|FBLS|6005|12/19/1994|10:49:00 AM|Field Msr/Obs|Replicate Msr/Obs|1|m||Temperature, water|23.6|deg C||12/19/1994|10:49:00 AM|2550|D|Total||||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|FBLS|6005|12/19/1994|10:49:00 AM|Field Msr/Obs|Replicate Msr/Obs|1|m||Specific conductance|14480|umho/cm||12/19/1994|10:49:00 AM|2510|D|Total||||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|CG02|3292A|12/08/1994|12:30:00 PM|Field Msr/Obs|Replicate Msr/Obs|.2|m||Salinity|1.7|ppth||||2520-B|D|Total||||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|CG02|3292A|12/08/1994|12:30:00 PM|Field Msr/Obs|Replicate Msr/Obs|.2|m||Oxidation reduction potential (ORP)|451|mV|||||D|Total||||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|CG02|3292A|12/08/1994|12:30:00 PM|Sample|Routine Sample||||Silver|0.1|ug/l||||272.2|I|Total||||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|CG02|3292A|12/08/1994|12:30:00 PM|Field Msr/Obs|Replicate Msr/Obs|.2|m||Temperature, water|26.15|deg C||||2550|D|Total||||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|CG02|3292A|12/08/1994|12:30:00 PM|Field Msr/Obs|Replicate Msr/Obs|.2|m||Specific conductance|3067|umho/cm||||2510|D|Total||||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|CG02|3292A|12/08/1994|12:30:00 PM|Field Msr/Obs|Replicate Msr/Obs|.9|m||pH|6.98|None||||4500-H|D|Total||||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|CG02|3292A|12/08/1994|12:30:00 PM|Sample|Routine Sample||||Manganese|*Non-detect|ug/l|U|||200.7(W)|U|Total|5|ug/l||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|CG02|3292A|12/08/1994|12:30:00 PM|Sample|Routine Sample||||Antimony|*Non-detect|ug/l|U|||204.2|U|Total|5|ug/l||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|CG02|3292A|12/08/1994|12:30:00 PM|Sample|Routine Sample||||Chromium|*Non-detect|ug/l|U|||200.7(W)|U|Total|10|ug/l||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|CG02|3292A|12/08/1994|12:30:00 PM|Sample|Routine Sample||||Arsenic|*Non-detect|ug/l|U|||206.2|U|Total|10|ug/l||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|CG02|3292A|12/08/1994|12:30:00 PM|Field Msr/Obs|Replicate Msr/Obs|.2|m||Dissolved oxygen (DO)|4.24|mg/l||||4500-O-G|D|Total||||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|CG02|3292A|12/08/1994|12:30:00 PM|Field Msr/Obs|Replicate Msr/Obs|.9|m||Salinity|1.7|ppth||||2520-B|D|Total||||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|CG02|3292A|12/08/1994|12:30:00 PM|Sample|Routine Sample||||Phosphorus, phosphate (PO4) as PO4|0.04|mg/l||||365.1||Total|0.001|mg/l||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|CG02|3292A|12/08/1994|12:30:00 PM|Sample|Routine Sample||||Chemical Oxygen Demand (COD)|16|mg/l||||410.2||Total||||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|CG02|3292A|12/08/1994|12:30:00 PM|Sample|Routine Sample||||Nitrogen, ammonia (NH3) as NH3|0.07|mg/l||||350.1||Total|0.01|mg/l||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|CG02|3292A|12/08/1994|12:30:00 PM|Sample|Routine Sample||||Selenium|*Non-detect|ug/l|U|||270.2|U|Total|10|ug/l||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|CG02|3292A|12/08/1994|12:30:00 PM|Sample|Routine Sample||||Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N|1.83|mg/l||||353.2||Total|0.01|mg/l||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|CG02|3292A|12/08/1994|12:30:00 PM|Sample|Routine Sample||||Potassium|13.4|mg/l||||200.7(W)||Total||||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|CG02|3292A|12/08/1994|12:30:00 PM|Sample|Routine Sample||||Calcium|93.2|mg/l||||200.7(W)||Total||||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|CG02|3292A|12/08/1994|12:30:00 PM|Sample|Routine Sample||||Turbidity|0.9|NTU||||180.1||Total|0.1|NTU||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|CG02|3292A|12/08/1994|12:30:00 PM|Sample|Routine Sample||||Nitrogen, Kjeldahl|1.16|mg/l||||351.2||Total||||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|CG02|3292A|12/08/1994|12:30:00 PM|Sample|Routine Sample||||Apparent Color|13|PCU||||110.2||Total|5|PCU||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|CG02|3292A|12/08/1994|12:30:00 PM|Sample|Routine Sample||||Sodium|365|mg/l||||200.7(W)||Total||||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|CG02|3292A|12/08/1994|12:30:00 PM|Sample|Routine Sample||||Copper|40|ug/l||||200.7(W)||Total||||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|CG02|3292A|12/08/1994|12:30:00 PM|Sample|Routine Sample||||Magnesium|43.9|mg/l||||200.7(W)||Total||||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|CG02|3292A|12/08/1994|12:30:00 PM|Field Msr/Obs|Replicate Msr/Obs|.9|m||Dissolved oxygen (DO)|3.69|mg/l||||4500-O-G|D|Total||||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|CG02|3292A|12/08/1994|12:30:00 PM|Field Msr/Obs|Replicate Msr/Obs|.9|m||Temperature, water|26.13|deg C||||2550|D|Total||||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|CG02|3292A|12/08/1994|12:30:00 PM|Field Msr/Obs|Replicate Msr/Obs|.9|m||Specific conductance|3148|umho/cm||||2510|D|Total||||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|CG02|3292A|12/08/1994|12:30:00 PM|Sample|Routine Sample||||Thallium|*Non-detect|ug/l|U|||279.2|U|Total|2|ug/l||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|CG02|3292A|12/08/1994|12:30:00 PM|Sample|Routine Sample||||Mercury|*Non-detect|ug/l|U|||245.1|U|Total|0.2|ug/l||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|CG02|3292A|12/08/1994|12:30:00 PM|Sample|Routine Sample||||Lead|1.6|ug/l||||239.2|I|Total||||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|CG02|3292A|12/08/1994|12:30:00 PM|Sample|Routine Sample||||Cadmium|*Non-detect|ug/l|U|||213.2|U|Total|0.2|ug/l||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|CG02|3292A|12/08/1994|12:30:00 PM|Sample|Routine Sample||||Zinc|*Non-detect|ug/l|U|||200.7(W)|U|Total|10|ug/l||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|CG02|3292A|12/08/1994|12:30:00 PM|Sample|Routine Sample||||Nickel|*Non-detect|ug/l|U|||200.7(W)|U|Total|5|ug/l||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|CG02|3292A|12/08/1994|12:30:00 PM|Sample|Routine Sample||||Beryllium|*Non-detect|ug/l|U|||200.7(W)|U|Total|1|ug/l||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|CG02|3292A|12/08/1994|12:30:00 PM|Sample|Routine Sample||||Barium|*Non-detect|ug/l|U|||200.7(W)|U|Total|100|ug/l||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|CG02|3292A|12/08/1994|12:30:00 PM|Field Msr/Obs|Replicate Msr/Obs|.9|m||Oxidation reduction potential (ORP)|450|mV|||||D|Total||||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|CG02|3292A|12/08/1994|12:30:00 PM|Field Msr/Obs|Replicate Msr/Obs|.2|m||pH|6.96|None||||4500-H|D|Total||||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|SP04|3293|12/08/1994|12:15:00 PM|Field Msr/Obs|Replicate Msr/Obs|0|m||Oxidation reduction potential (ORP)|347|mV|||||D|Total||||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|SP04|3293|12/08/1994|12:15:00 PM|Field Msr/Obs|Replicate Msr/Obs|1|m||Oxidation reduction potential (ORP)|350|mV|||||D|Total||||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|SP04|3293|12/08/1994|12:13:00 PM|Field Msr/Obs|Replicate Msr/Obs|4.3|m||Oxidation reduction potential (ORP)|354|mV|||||D|Total||||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|SP04|3293|12/08/1994|12:12:00 PM|Field Msr/Obs|Replicate Msr/Obs|4.3|m||Dissolved oxygen (DO)|1.41|mg/l||||4500-O-G|D|Total||||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|SP04|3293|12/08/1994|12:12:00 PM|Field Msr/Obs|Replicate Msr/Obs|4.3|m||Salinity|0.3|ppth||||2520-B|D|Total||||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|SP04|3293|12/08/1994|12:12:00 PM|Field Msr/Obs|Replicate Msr/Obs|4.3|m||pH|7.44|None||||4500-H|D|Total||||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|SP04|3293|12/08/1994|12:12:00 PM|Sample|Routine Sample|1|m||Turbidity|1.2|NTU||||180.1||Total|0.1|NTU|0.4|Water|
21FLDADE|Dade Environmental Resource Management (Florida)|SP04|3293|12/08/1994|12:12:00 PM|Sample|Routine Sample|1|m||Nitrogen, ammonia (NH3) as NH3|0.15|mg/l||||350.1||Total|0.01|mg/l|0.04|Water|
21FLDADE|Dade Environmental Resource Management (Florida)|SP04|3293|12/08/1994|12:12:00 PM|Sample|Routine Sample|1|m||Apparent Color|54|PCU||||110.2||Total|5|PCU|20|Water|
21FLDADE|Dade Environmental Resource Management (Florida)|SP04|3293|12/08/1994|12:12:00 PM|Field Msr/Obs|Replicate Msr/Obs|4.3|m||Specific conductance|570|umho/cm||||2510|D|Total||||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|SP04|3293|12/08/1994|12:12:00 PM|Field Msr/Obs|Replicate Msr/Obs|1|m||Salinity|0.3|ppth||||2520-B|D|Total||||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|SP04|3293|12/08/1994|12:12:00 PM|Sample|Routine Sample|1|m||Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N|0.13|mg/l||||353.2||Total|0.01|mg/l|0.04|Water|
21FLDADE|Dade Environmental Resource Management (Florida)|SP04|3293|12/08/1994|12:12:00 PM|Field Msr/Obs|Replicate Msr/Obs|4.3|m||Depth|4.3|m|||||D|Total||||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|SP04|3293|12/08/1994|12:12:00 PM|Field Msr/Obs|Replicate Msr/Obs|1|m||pH|7.44|None||||4500-H|D|Total||||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|SP04|3293|12/08/1994|12:12:00 PM|Sample|Routine Sample|1|m||Phosphorus, phosphate (PO4) as PO4|0.008|mg/l||||365.1||Total|0.001|mg/l|0.004|Water|
21FLDADE|Dade Environmental Resource Management (Florida)|SP04|3293|12/08/1994|12:12:00 PM|Sample|Routine Sample|0|m||Fecal Coliform|80|cfu/100ml||||9222-D||Total|10|cfu/100ml|1|Water|
21FLDADE|Dade Environmental Resource Management (Florida)|SP04|3293|12/08/1994|12:12:00 PM|Sample|Routine Sample|0|m||Total Coliform|220|cfu/100ml||||9222-B||Total|10|cfu/100ml|1|Water|
21FLDADE|Dade Environmental Resource Management (Florida)|SP04|3293|12/08/1994|12:12:00 PM|Field Msr/Obs|Replicate Msr/Obs|0|m||Temperature, water|25.95|deg C||||2550|D|Total||||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|SP04|3293|12/08/1994|12:12:00 PM|Field Msr/Obs|Replicate Msr/Obs|0|m||Specific conductance|563|umho/cm||||2510|D|Total||||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|SP04|3293|12/08/1994|12:12:00 PM|Field Msr/Obs|Replicate Msr/Obs|0|m||Salinity|0.3|ppth||||2520-B|D|Total||||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|SP04|3293|12/08/1994|12:12:00 PM|Field Msr/Obs|Replicate Msr/Obs|0|m||pH|7.44|None||||4500-H|D|Total||||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|SP04|3293|12/08/1994|12:12:00 PM|Field Msr/Obs|Replicate Msr/Obs|0|m||Dissolved oxygen (DO)|1.39|mg/l||||4500-O-G|D|Total||||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|SP04|3293|12/08/1994|12:12:00 PM|Field Msr/Obs|Replicate Msr/Obs|1|m||Temperature, water|25.85|deg C||||2550|D|Total||||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|SP04|3293|12/08/1994|12:12:00 PM|Field Msr/Obs|Replicate Msr/Obs|1|m||Specific conductance|568|umho/cm||||2510|D|Total||||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|SP04|3293|12/08/1994|12:12:00 PM|Field Msr/Obs|Replicate Msr/Obs|1|m||Dissolved oxygen (DO)|1.39|mg/l||||4500-O-G|D|Total||||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|SP04|3293|12/08/1994|12:12:00 PM|Field Msr/Obs|Replicate Msr/Obs|4.3|m||Temperature, water|25.79|deg C||||2550|D|Total||||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|CG07|3292|12/08/1994|12:08:00 PM|Field Msr/Obs|Replicate Msr/Obs|1|m||Oxidation reduction potential (ORP)|267|mV|||||D|Total||||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|CG07|3292|12/08/1994|12:08:00 PM|Field Msr/Obs|Replicate Msr/Obs|0|m||Oxidation reduction potential (ORP)|284|mV|||||D|Total||||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|CG07|3292|12/08/1994|12:08:00 PM|Field Msr/Obs|Replicate Msr/Obs|2.7|m||Oxidation reduction potential (ORP)|267|mV|||||D|Total||||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|SP04|3293|12/08/1994|12:00:00 PM|Sample|Routine Sample||||Barium|*Non-detect|ug/l|U|||200.7(W)|U|Total|100|ug/l||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|SP04|3293|12/08/1994|12:00:00 PM|Sample|Routine Sample||||Chromium|*Non-detect|ug/l|U|||200.7(W)|U|Total|10|ug/l||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|SP04|3293|12/08/1994|12:00:00 PM|Sample|Routine Sample||||Total Suspended Solids (TSS)|*Non-detect|mg/l|U|||160.2|U|Total|4|mg/l||Water|
21FLDADE|Dade Environmental Resource Management (Florida)|SP04|3293|12/08/1994|12:00:00 PM|Sample|Routine Sample||||Calcium|63.5|mg/l||||200.7(W)||Total||||Water|
