Org ID|Org Name|Station ID|WBID|Act Date|Act Time|Act Type|Act Category|Act Depth|Depth Units|Relative Depth|Characteristic|Result Value|Result Units|VQ|Analysis Date|Analysis Time|Procedure Name|Comment|Sample Fraction|MDL|MDL Units|PQL|Medium|Matrix
21FLPBCH|Palm Beach County Environmental Resources Management Departm|18D|3226F1|11/02/2017|03:10:00 PM|Field Msr/Obs|Routine Msr/Obs|0.5|m||Dissolved oxygen (DO)|10.45|mg/l||11/02/2017|03:10:00 PM|FT_1500||||||Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|18D|3226F1|11/02/2017|03:10:00 PM|Field Msr/Obs|Routine Msr/Obs|0.5|m||Specific conductance|18466|uS/cm||11/02/2017|03:10:00 PM|FT_1200||||||Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|18C|3226F1|11/02/2017|02:50:00 PM|Field Msr/Obs|Routine Msr/Obs|0.5|m||pH|8.89|None||11/02/2017|02:50:00 PM|FT_1100||||||Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|18C|3226F1|11/02/2017|02:50:00 PM|Sample|Routine Sample|0.5|m||Nitrogen, ammonia as N|0.0333|mg/l||11/14/2017|10:26:00 AM|353.2||Total|0.014|mg/l|0.042|Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|18C|3226F1|11/02/2017|02:50:00 PM|Sample|Routine Sample|0.5|m||Chlorophyll a, corrected for pheophytin|13.3|mg/m3||11/13/2017|11:00:00 AM|2540-D||Total|1|mg/m3|3|Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|18C|3226F1|11/02/2017|02:50:00 PM|Sample|Routine Sample|0.5|m||Phosphorus, orthophosphate as P|0.0201|mg/l||11/03/2017|06:35:00 PM|365.3||Total|0.003|mg/l|0.009|Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|18C|3226F1|11/02/2017|02:50:00 PM|Sample|Routine Sample|0.5|m||Phosphorus as P|0.0838|mg/l||11/13/2017|02:43:00 PM|180.1||Total|0.00600|mg/l|0.20|Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|18C|3226F1|11/02/2017|02:50:00 PM|Sample|Routine Sample|0.5|m||Turbidity|8.7|NTU||11/03/2017|06:52:00 PM|351.2||Total|0.15|NTU|0.50|Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|18C|3226F1|11/02/2017|02:50:00 PM|Sample|Routine Sample|0.5|m||Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N|0.154|mg/l||11/10/2017|10:39:00 AM|6010B||Total|0.019|mg/l|0.057|Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|18C|3226F1|11/02/2017|02:50:00 PM|Sample|Routine Sample|0.5|m||Nitrogen, Kjeldahl|0.574|mg/l||11/10/2017|11:59:00 AM|365.1||Total|0.07|mg/l|0.21|Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|18C|3226F1|11/02/2017|02:50:00 PM|Field Msr/Obs|Routine Msr/Obs|0.5|m||Temperature, water|24.1|deg C||11/02/2017|02:50:00 PM|FT_1400||||||Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|18C|3226F1|11/02/2017|02:50:00 PM|Field Msr/Obs|Routine Msr/Obs|0.5|m||Salinity|9.32|ppth||11/02/2017|02:50:00 PM|FT_1300||||||Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|18C|3226F1|11/02/2017|02:50:00 PM|Field Msr/Obs|Routine Msr/Obs|0.5|m||Dissolved oxygen (DO)|8.12|mg/l||11/02/2017|02:50:00 PM|FT_1500||||||Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|18C|3226F1|11/02/2017|02:50:00 PM|Field Msr/Obs|Routine Msr/Obs|0.5|m||Specific conductance|16800|uS/cm||11/02/2017|02:50:00 PM|FT_1200||||||Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|11|3226E1|11/02/2017|01:25:00 PM|Field Msr/Obs|Routine Msr/Obs|0.5|m||pH|8.8|None||11/02/2017|01:25:00 PM|FT_1100||||||Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|11|3226E1|11/02/2017|01:25:00 PM|Sample|Routine Sample|0.5|m||Nitrogen, ammonia as N|*Non-detect||U|11/14/2017|10:26:00 AM|353.2||Total|0.0420|mg/l|0.050|Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|11|3226E1|11/02/2017|01:25:00 PM|Sample|Routine Sample|0.5|m||Chlorophyll a, corrected for pheophytin|10.2|mg/m3||11/13/2017|11:00:00 AM|2540-D||Total|1|mg/m3|3|Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|11|3226E1|11/02/2017|01:25:00 PM|Sample|Routine Sample|0.5|m||Phosphorus, orthophosphate as P|*Non-detect||U|11/03/2017|06:35:00 PM|365.3||Total|0.003|mg/l|0.009|Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|11|3226E1|11/02/2017|01:25:00 PM|Sample|Routine Sample|0.5|m||Phosphorus as P|0.0291|mg/l||11/13/2017|02:43:00 PM|180.1||Total|0.00600|mg/l|0.20|Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|11|3226E1|11/02/2017|01:25:00 PM|Sample|Routine Sample|0.5|m||Turbidity|3.2|NTU||11/03/2017|06:52:00 PM|351.2||Total|0.15|NTU|0.50|Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|11|3226E1|11/02/2017|01:25:00 PM|Sample|Routine Sample|0.5|m||Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N|0.0746|mg/l||11/10/2017|10:39:00 AM|6010B||Total|0.019|mg/l|0.057|Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|11|3226E1|11/02/2017|01:25:00 PM|Sample|Routine Sample|0.5|m||Nitrogen, Kjeldahl|0.203|mg/l||11/10/2017|11:59:00 AM|365.1||Total|0.07|mg/l|0.21|Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|11|3226E1|11/02/2017|01:25:00 PM|Field Msr/Obs|Routine Msr/Obs|0.5|m||Temperature, water|24.4|deg C||11/02/2017|01:25:00 PM|FT_1400||||||Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|11|3226E1|11/02/2017|01:25:00 PM|Field Msr/Obs|Routine Msr/Obs|0.5|m||Salinity|22.18|ppth||11/02/2017|01:25:00 PM|FT_1300||||||Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|11|3226E1|11/02/2017|01:25:00 PM|Field Msr/Obs|Routine Msr/Obs|0.5|m||Dissolved oxygen (DO)|7|mg/l||11/02/2017|01:25:00 PM|FT_1500||||||Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|11|3226E1|11/02/2017|01:25:00 PM|Field Msr/Obs|Routine Msr/Obs|0.5|m||Specific conductance|34800|uS/cm||11/02/2017|01:25:00 PM|FT_1200||||||Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|13|3226W2|11/02/2017|01:00:00 PM|Field Msr/Obs|Routine Msr/Obs|0.5|m||Salinity|7.94|ppth||11/02/2017|01:00:00 PM|FT_1300||||||Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|13|3226W2|11/02/2017|01:00:00 PM|Field Msr/Obs|Routine Msr/Obs|0.5|m||pH|8.53|None||11/02/2017|01:00:00 PM|FT_1100||||||Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|13|3226W2|11/02/2017|01:00:00 PM|Sample|Routine Sample|0.5|m||Nitrogen, ammonia as N|0.0790|mg/l||11/14/2017|10:26:00 AM|353.2||Total|0.0420|mg/l|0.050|Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|13|3226W2|11/02/2017|01:00:00 PM|Sample|Routine Sample|0.5|m||Chlorophyll a, corrected for pheophytin|14.6|mg/m3||11/13/2017|11:00:00 AM|2540-D||Total|1|mg/m3|3|Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|13|3226W2|11/02/2017|01:00:00 PM|Sample|Routine Sample|0.5|m||Phosphorus, orthophosphate as P|0.00652|mg/l||11/03/2017|06:35:00 PM|365.3||Total|0.003|mg/l|0.009|Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|13|3226W2|11/02/2017|01:00:00 PM|Sample|Routine Sample|0.5|m||Phosphorus as P|0.0547|mg/l||11/13/2017|02:43:00 PM|180.1||Total|0.00600|mg/l|0.20|Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|13|3226W2|11/02/2017|01:00:00 PM|Sample|Routine Sample|0.5|m||Turbidity|4.3|NTU||11/03/2017|06:52:00 PM|351.2||Total|0.15|NTU|0.50|Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|13|3226W2|11/02/2017|01:00:00 PM|Sample|Routine Sample|0.5|m||Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N|0.123|mg/l||11/10/2017|10:39:00 AM|6010B||Total|0.019|mg/l|0.057|Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|13|3226W2|11/02/2017|01:00:00 PM|Sample|Routine Sample|0.5|m||Nitrogen, Kjeldahl|0.405|mg/l||11/10/2017|11:59:00 AM|365.1||Total|0.07|mg/l|0.21|Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|13|3226W2|11/02/2017|01:00:00 PM|Field Msr/Obs|Routine Msr/Obs|0.5|m||Temperature, water|24.3|deg C||11/02/2017|01:00:00 PM|FT_1400||||||Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|13|3226W2|11/02/2017|01:00:00 PM|Field Msr/Obs|Routine Msr/Obs|0.5|m||Dissolved oxygen (DO)|7.41|mg/l||11/02/2017|01:00:00 PM|FT_1500||||||Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|13|3226W2|11/02/2017|01:00:00 PM|Field Msr/Obs|Routine Msr/Obs|0.5|m||Specific conductance|14168|uS/cm||11/02/2017|01:00:00 PM|FT_1200||||||Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|31E|3262B1|09/21/2017|03:15:00 PM|Sample|Routine Sample|0.5|m||Chlorophyll a, corrected for pheophytin|9.30|ug/l||10/09/2017|10:30:00 AM|353.2||Total|1|ug/l|3|Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|31E|3262B1|09/21/2017|03:15:00 PM|Field Msr/Obs|Routine Msr/Obs|0.5|m||Temperature, water|30.8|deg C||09/21/2017|03:15:00 PM|FT_1400||||||Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|31E|3262B1|09/21/2017|03:15:00 PM|Field Msr/Obs|Routine Msr/Obs|0.5|m||Dissolved oxygen (DO)|5.97|mg/l||09/21/2017|03:15:00 PM|FT_1500||||||Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|31E|3262B1|09/21/2017|03:15:00 PM|Field Msr/Obs|Routine Msr/Obs|0.5|m||Specific conductance|535|uS/cm||09/21/2017|03:15:00 PM|FT_1200||||||Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|31E|3262B1|09/21/2017|03:15:00 PM|Field Msr/Obs|Routine Msr/Obs|0.5|m||pH|8.85|None||09/21/2017|03:15:00 PM|FT_1100||||||Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|31E|3262B1|09/21/2017|03:15:00 PM|Sample|Routine Sample|0.5|m||Phosphorus, orthophosphate as P|0.650|mg/l||09/22/2017|11:19:00 AM|350.1||Total|0.00600|mg/l|0.050|Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|31E|3262B1|09/21/2017|03:15:00 PM|Sample|Routine Sample|0.5|m||Phosphorus as P|0.734|mg/l||09/29/2017|02:13:00 PM|351.2||Total|0.002|mg/l|0.006|Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|31E|3262B1|09/21/2017|03:15:00 PM|Sample|Routine Sample|0.5|m||Zinc|0.00182|mg/l||09/22/2017|02:38:00 PM|6010B||Total|0.00072|mg/l|0.00216|Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|31E|3262B1|09/21/2017|03:15:00 PM|Sample|Routine Sample|0.5|m||Turbidity|6.8|NTU||09/22/2017|12:00:00 PM|180.1||Total|0.15|NTU|0.20|Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|31E|3262B1|09/21/2017|03:15:00 PM|Sample|Routine Sample|0.5|m||Total Suspended Solids (TSS)|7.00|mg/l||09/25/2017|01:00:00 PM|365.3||Total|1|mg/l|3|Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|31E|3262B1|09/21/2017|03:15:00 PM|Sample|Routine Sample|0.5|m||Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N|0.0288|mg/l||09/25/2017|10:41:00 AM|365.1||Total|0.019|mg/l|0.057|Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|31E|3262B1|09/21/2017|03:15:00 PM|Sample|Routine Sample|0.5|m||Nitrogen, Kjeldahl|1.43|mg/l||09/27/2017|12:43:00 PM|6010B||Total|0.00900|mg/l|0.020|Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|31E|3262B1|09/21/2017|03:15:00 PM|Sample|Routine Sample|0.5|m||Lead|*Non-detect||U|09/22/2017|02:38:00 PM|6010B||Total|0.0014|mg/l|0.0042|Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|31E|3262B1|09/21/2017|03:15:00 PM|Sample|Routine Sample|0.5|m||Copper|0.00315|mg/l||09/22/2017|02:38:00 PM|6010B||Total|0.00065|mg/l|0.00195|Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|31E|3262B1|09/21/2017|03:15:00 PM|Sample|Routine Sample|0.5|m||Cadmium|*Non-detect||U|09/22/2017|02:38:00 PM|6010B||Total|0.00013|mg/l|0.00039|Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|31E|3262B1|09/21/2017|03:15:00 PM|Sample|Routine Sample|0.5|m||Arsenic|*Non-detect||U|09/22/2017|02:38:00 PM|2540-D||Total|0.00149|mg/l|0.00447|Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|31E|3262B1|09/21/2017|03:15:00 PM|Sample|Routine Sample|0.5|m||Nitrogen, ammonia as N|0.138|mg/l||09/26/2017|09:06:00 AM|6010B||Total|0.014|mg/l|0.042|Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|31C|3262D|09/21/2017|02:40:00 PM|Sample|Routine Sample|0.5|m||Cadmium|*Non-detect||U|09/22/2017|02:38:00 PM|6010B||Total|0.00013|mg/l|0.00039|Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|31C|3262D|09/21/2017|02:40:00 PM|Field Msr/Obs|Routine Msr/Obs|0.5|m||Temperature, water|30.2|deg C||09/21/2017|02:40:00 PM|FT_1400||||||Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|31C|3262D|09/21/2017|02:40:00 PM|Field Msr/Obs|Routine Msr/Obs|0.5|m||Dissolved oxygen (DO)|6.7|mg/l||09/21/2017|02:40:00 PM|FT_1500||||||Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|31C|3262D|09/21/2017|02:40:00 PM|Field Msr/Obs|Routine Msr/Obs|0.5|m||Specific conductance|488.5|uS/cm||09/21/2017|02:40:00 PM|FT_1200||||||Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|31C|3262D|09/21/2017|02:40:00 PM|Field Msr/Obs|Routine Msr/Obs|0.5|m||pH|8.48|None||09/21/2017|02:40:00 PM|FT_1100||||||Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|31C|3262D|09/21/2017|02:40:00 PM|Sample|Routine Sample|0.5|m||Nitrogen, ammonia as N|*Non-detect||U|09/26/2017|09:06:00 AM|6010B||Total|0.210|mg/l|0.50|Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|31C|3262D|09/21/2017|02:40:00 PM|Sample|Routine Sample|0.5|m||Chlorophyll a, corrected for pheophytin|15.5|ug/l||10/09/2017|10:30:00 AM|353.2||Total|1|ug/l|3|Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|31C|3262D|09/21/2017|02:40:00 PM|Sample|Routine Sample|0.5|m||Phosphorus, orthophosphate as P|0.0883|mg/l||09/22/2017|11:19:00 AM|350.1||Total|0.00600|mg/l|0.050|Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|31C|3262D|09/21/2017|02:40:00 PM|Sample|Routine Sample|0.5|m||Phosphorus as P|0.156|mg/l||09/29/2017|02:13:00 PM|351.2||Total|0.002|mg/l|0.006|Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|31C|3262D|09/21/2017|02:40:00 PM|Sample|Routine Sample|0.5|m||Zinc|0.00160|mg/l||09/22/2017|02:38:00 PM|6010B||Total|0.00072|mg/l|0.00216|Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|31C|3262D|09/21/2017|02:40:00 PM|Sample|Routine Sample|0.5|m||Turbidity|4.0|NTU||09/22/2017|12:00:00 PM|180.1||Total|0.15|NTU|0.20|Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|31C|3262D|09/21/2017|02:40:00 PM|Sample|Routine Sample|0.5|m||Total Suspended Solids (TSS)|5.00|mg/l||09/25/2017|01:00:00 PM|365.3||Total|1|mg/l|3|Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|31C|3262D|09/21/2017|02:40:00 PM|Sample|Routine Sample|0.5|m||Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N|*Non-detect||U|09/25/2017|10:41:00 AM|365.1||Total|0.019|mg/l|0.057|Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|31C|3262D|09/21/2017|02:40:00 PM|Sample|Routine Sample|0.5|m||Nitrogen, Kjeldahl|0.870|mg/l||09/27/2017|12:43:00 PM|6010B||Total|0.00900|mg/l|0.020|Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|31C|3262D|09/21/2017|02:40:00 PM|Sample|Routine Sample|0.5|m||Lead|*Non-detect||U|09/22/2017|02:38:00 PM|6010B||Total|0.0014|mg/l|0.0042|Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|31C|3262D|09/21/2017|02:40:00 PM|Sample|Routine Sample|0.5|m||Arsenic|*Non-detect||U|09/22/2017|02:38:00 PM|2540-D||Total|0.00149|mg/l|0.00447|Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|31C|3262D|09/21/2017|02:40:00 PM|Sample|Routine Sample|0.5|m||Copper|0.00426|mg/l||09/22/2017|02:38:00 PM|6010B||Total|0.00065|mg/l|0.00195|Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|31B|3262|09/21/2017|02:00:00 PM|Sample|Routine Sample|0.5|m||Phosphorus as P|0.222|mg/l||09/29/2017|02:13:00 PM|351.2||Total|0.002|mg/l|0.006|Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|31B|3262|09/21/2017|02:00:00 PM|Field Msr/Obs|Routine Msr/Obs|0.5|m||Temperature, water|30.7|deg C||09/21/2017|02:00:00 PM|FT_1400||||||Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|31B|3262|09/21/2017|02:00:00 PM|Field Msr/Obs|Routine Msr/Obs|0.5|m||Dissolved oxygen (DO)|7.68|mg/l||09/21/2017|02:00:00 PM|FT_1500||||||Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|31B|3262|09/21/2017|02:00:00 PM|Field Msr/Obs|Routine Msr/Obs|0.5|m||Specific conductance|476.6|uS/cm||09/21/2017|02:00:00 PM|FT_1200||||||Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|31B|3262|09/21/2017|02:00:00 PM|Field Msr/Obs|Routine Msr/Obs|0.5|m||pH|8.34|None||09/21/2017|02:00:00 PM|FT_1100||||||Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|31B|3262|09/21/2017|02:00:00 PM|Sample|Routine Sample|0.5|m||Zinc|0.00175|mg/l||09/22/2017|02:38:00 PM|6010B||Total|0.00072|mg/l|0.00216|Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|31B|3262|09/21/2017|02:00:00 PM|Sample|Routine Sample|0.5|m||Turbidity|4.6|NTU||09/22/2017|12:00:00 PM|180.1||Total|0.15|NTU|0.20|Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|31B|3262|09/21/2017|02:00:00 PM|Sample|Routine Sample|0.5|m||Total Suspended Solids (TSS)|6.20|mg/l||09/25/2017|01:00:00 PM|365.3||Total|1|mg/l|3|Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|31B|3262|09/21/2017|02:00:00 PM|Sample|Routine Sample|0.5|m||Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N|0.0692|mg/l||09/25/2017|10:41:00 AM|365.1||Total|0.019|mg/l|0.057|Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|31B|3262|09/21/2017|02:00:00 PM|Sample|Routine Sample|0.5|m||Nitrogen, Kjeldahl|0.900|mg/l||09/27/2017|12:43:00 PM|6010B||Total|0.00900|mg/l|0.020|Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|31B|3262|09/21/2017|02:00:00 PM|Sample|Routine Sample|0.5|m||Lead|*Non-detect||U|09/22/2017|02:38:00 PM|6010B||Total|0.0014|mg/l|0.0042|Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|31B|3262|09/21/2017|02:00:00 PM|Sample|Routine Sample|0.5|m||Copper|0.00432|mg/l||09/22/2017|02:38:00 PM|6010B||Total|0.00065|mg/l|0.00195|Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|31B|3262|09/21/2017|02:00:00 PM|Sample|Routine Sample|0.5|m||Cadmium|*Non-detect||U|09/22/2017|02:38:00 PM|6010B||Total|0.00013|mg/l|0.00039|Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|31B|3262|09/21/2017|02:00:00 PM|Sample|Routine Sample|0.5|m||Arsenic|*Non-detect||U|09/22/2017|02:38:00 PM|2540-D||Total|0.00149|mg/l|0.00447|Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|31B|3262|09/21/2017|02:00:00 PM|Sample|Routine Sample|0.5|m||Nitrogen, ammonia as N|0.0455|mg/l||09/26/2017|09:06:00 AM|6010B||Total|0.014|mg/l|0.042|Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|31B|3262|09/21/2017|02:00:00 PM|Sample|Routine Sample|0.5|m||Chlorophyll a, corrected for pheophytin|31.5|ug/l||10/09/2017|10:30:00 AM|353.2||Total|1|ug/l|3|Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|31B|3262|09/21/2017|02:00:00 PM|Sample|Routine Sample|0.5|m||Phosphorus, orthophosphate as P|0.151|mg/l||09/22/2017|11:19:00 AM|350.1||Total|0.00600|mg/l|0.050|Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|28|3256B|09/21/2017|12:30:00 PM|Sample|Routine Sample|0.5|m||Arsenic|*Non-detect||U|09/22/2017|02:38:00 PM|2540-D||Total|0.00149|mg/l|0.00447|Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|28|3256B|09/21/2017|12:30:00 PM|Field Msr/Obs|Routine Msr/Obs|0.5|m||Temperature, water|29.7|deg C||09/21/2017|12:30:00 PM|FT_1400||||||Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|28|3256B|09/21/2017|12:30:00 PM|Field Msr/Obs|Routine Msr/Obs|0.5|m||Dissolved oxygen (DO)|5.92|mg/l||09/21/2017|12:30:00 PM|FT_1500||||||Water|Surface Water
21FLPBCH|Palm Beach County Environmental Resources Management Departm|28|3256B|09/21/2017|12:30:00 PM|Field Msr/Obs|Routine Msr/Obs|0.5|m||Specific conductance|427|uS/cm||09/21/2017|12:30:00 PM|FT_1200||||||Water|Surface Water
