Requested report - WIN WAVES
ORGANIZATION ID = 21FLBROWPROJECT ID - PROJECT NAME = PROJ-001 - Surfacewater Quality Monitoring NetworkDEP ANALYTE GROUP = General Physical-Chemical | Biological | NutrientsDEP ANALYTE NAME - UNIT = Ammonia (N) - mg/L | Nitrogen- Total Kjeldahl - mg/L | Nitrate (N) - mg/L | Nitrate-Nitrite (N) - mg/L | Nitrite (N) - mg/L | Orthophosphate (P) - mg/L | pH - SU | Phosphorus- Total - mg/L | Salinity - PSU | Turbidity - NTU | Chlorophyll a, free of pheophytin - ug/L | Nitrogen- Total - mg/L | Silica (SiO2) - mg/L | Dissolved Oxygen - mg/L | Temperature, Water - deg C | Chlorophyll a- uncorrected - ug/L | Chlorophyll a- corrected - ug/L | Ammonia- Un-ionized (NH3) - mg/L | Silicate - mg/L
Report Run on MAY 27, 2025The data you are accessing are from the WIN Warehouse.  The WIN Warehouse is refreshed on a weekly basis with new data that are submitted to WIN.  The refresh process occurs on the weekend; data uploaded to WIN through each Friday are available in the WIN Warehouse by the following Monday.  WIN replaces Florida STORET as an active data repository.  Florida STORET data are accessible through STORET Public Access (SPA).The following data met your selection criteria
"Organization ID"|"Monitoring Location ID"|"Org Decimal Latitude"|"Org Latitude (DD MM SS.SSSS)"|"Org Decimal Longitude"|"Org Longitude (DD MM SS.SSSS)"|"WBID"|"Activity ID"|"Activity Type"|"Activity Start Date Time"|"Matrix"|"Sample Collection Type"|"Sampling Agency Name"|"Activity Depth"|"Activity Depth Unit"|"Activity Top Depth"|"Activity Bottom Depth"|"Activity Depth Top Bottom Unit"|"DEP Result ID"|"DEP Analyte Name"|"DEP Result Value Number"|"DEP Result Value Text"|"DEP Result Unit"|"DEP MDL"|"DEP PQL"|"Value Qualifier"|"Sample Fraction"|"Lab ID"|"Result Comments"|"Audit Censored Decisions"
"21FLBROW"|"40"|"26.03485"|""|"-80.11713"|""|"3226G3"|"170503-10:20-40S"|"Sample"|"05/03/2017 10:20:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"BROWARD COUNTY DEP"|"0.5"|"m"|""|""|""|"6429139"|"Phosphorus- Total"|"0.008"|""|"mg/L"|"0.008"|"0.032"|"U"|"Total"|"E46053"|""|""
"21FLBROW"|"40"|"26.03485"|""|"-80.11713"|""|"3226G3"|"170503-10:20-40S"|"Sample"|"05/03/2017 10:20:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"BROWARD COUNTY DEP"|"0.5"|"m"|""|""|""|"6427438"|"Nitrogen- Total Kjeldahl"|"0.053"|""|"mg/L"|"0.053"|"0.212"|"U"|"Total"|"E46053"|""|""
"21FLBROW"|"40"|"26.03485"|""|"-80.11713"|""|"3226G3"|"170503-10:20-40S"|"Sample"|"05/03/2017 10:20:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"BROWARD COUNTY DEP"|"0.5"|"m"|""|""|""|"6426886"|"Turbidity"|"3"|""|"NTU"|"0.1"|"0.4"|""|""|"E46053"|""|""
"21FLBROW"|"111"|"26.15322"|""|"-80.12933"|""|"3274"|"191112-13:25-111S"|"Sample"|"11/12/2019 13:25:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"BROWARD COUNTY DEP"|"0.5"|"m"|""|""|""|"6427571"|"Phosphorus- Total"|"0.37"|""|"mg/L"|"0.015"|"0.06"|""|"Total"|"E46053"|""|""
"21FLBROW"|"4"|"26.35132"|""|"-80.28333"|""|"3264"|"170711-11:10-4S"|"Sample"|"07/11/2017 11:10:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"BROWARD COUNTY DEP"|"0.5"|"m"|""|""|""|"6431565"|"Nitrogen- Total Kjeldahl"|"0.924"|""|"mg/L"|"0.053"|"0.212"|""|"Total"|"E46053"|""|""
"21FLBROW"|"7"|"26.21857"|""|"-80.17055"|""|"3270"|"190826-12:40-7S"|"Sample"|"08/26/2019 12:40:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"BROWARD COUNTY DEP"|"0.5"|"m"|""|""|""|"6426178"|"Orthophosphate (P)"|"0.005"|""|"mg/L"|"0.003"|"0.012"|"I"|"Dissolved"|"E46053"|""|""
"21FLBROW"|"7"|"26.21857"|""|"-80.17055"|""|"3270"|"190826-12:40-7S"|"Sample"|"08/26/2019 12:40:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"BROWARD COUNTY DEP"|"0.5"|"m"|""|""|""|"6422752"|"Nitrogen- Total Kjeldahl"|"1.1"|""|"mg/L"|"0.087"|"0.348"|""|"Total"|"E46053"|""|""
"21FLBROW"|"64"|"26.12837"|""|"-80.17503"|""|"3276A"|"191003-13:30-64F"|"Field"|"10/03/2019 13:30:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"BROWARD COUNTY DEP"|"0.5"|"m"|""|""|""|"6430709"|"pH"|"7.38"|""|"SU"|""|""|""|""|""|""|""
"21FLBROW"|"10"|"26.13687"|""|"-80.11832"|""|"3274"|"180228-13:10-10S"|"Sample"|"02/28/2018 13:10:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"BROWARD COUNTY DEP"|"0.5"|"m"|""|""|""|"6422762"|"Ammonia (N)"|"0.021"|""|"mg/L"|"0.021"|"0.084"|"QU"|"Dissolved"|"E46053"|""|""
"21FLBROW"|"10"|"26.13687"|""|"-80.11832"|""|"3274"|"180228-13:10-10S"|"Sample"|"02/28/2018 13:10:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"BROWARD COUNTY DEP"|"0.5"|"m"|""|""|""|"6428292"|"Chlorophyll a- corrected"|"2.25"|""|"ug/L"|"0.136"|"0.544"|""|"Total"|"E46053"|""|""
"21FLBROW"|"64"|"26.12837"|""|"-80.17503"|""|"3276A"|"180627-11:10-64S"|"Sample"|"06/27/2018 11:10:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"BROWARD COUNTY DEP"|"0.5"|"m"|""|""|""|"6424435"|"Phosphorus- Total"|"0.065"|""|"mg/L"|"0.022"|"0.088"|"I"|"Total"|"E46053"|""|""
"21FLBROW"|"7"|"26.21857"|""|"-80.17055"|""|"3270"|"180227-12:30-7F"|"Field"|"02/27/2018 12:30:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"BROWARD COUNTY DEP"|"0.5"|"m"|""|""|""|"6431553"|"Temperature, Water"|"26.3"|""|"deg C"|""|""|""|""|""|""|""
"21FLBROW"|"64"|"26.12837"|""|"-80.17503"|""|"3276A"|"190821-13:00-64S"|"Sample"|"08/21/2019 13:00:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"BROWARD COUNTY DEP"|"0.5"|"m"|""|""|""|"6426833"|"Ammonia (N)"|"0.074"|""|"mg/L"|"0.008"|"0.032"|""|"Dissolved"|"E46053"|""|""
"21FLBROW"|"112"|"26.16392"|""|"-80.12632"|""|"3274"|"170307-12:45-112S"|"Sample"|"03/07/2017 12:45:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"BROWARD COUNTY DEP"|"0.5"|"m"|""|""|""|"6423190"|"Phosphorus- Total"|"0.464"|""|"mg/L"|"0.008"|"0.032"|"?"|"Total"|"E46053"|"TP, TKN, TN, and TON data have been qualified with a ?, indicating that the presence or absence of the analyte cannot be accurately determined.  Do not use TP, TKN, TN, or TON data (reference PAL#272 and 273)."|""
"21FLBROW"|"36"|"26.19035"|""|"-80.1025"|""|"3226G1"|"180625-12:00-36S"|"Sample"|"06/25/2018 12:00:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"BROWARD COUNTY DEP"|"0.5"|"m"|""|""|""|"6431229"|"Phosphorus- Total"|"0.043"|""|"mg/L"|"0.022"|"0.088"|"I"|"Total"|"E46053"|"TKN: J qualifier due to low associated matrix spike recovery. Result may have negative bias due to matrix effects (reference PAL#223)."|""
"21FLBROW"|"128"|"26.06768"|""|"-80.18218"|""|"3277E"|"190521-09:00-128F"|"Field"|"05/21/2019 09:00:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"BROWARD COUNTY DEP"|"0.5"|"m"|""|""|""|"6427464"|"pH"|"7.27"|""|"SU"|""|""|""|""|""|""|""
"21FLBROW"|"39"|"26.0655"|""|"-80.11408"|""|"3226G3"|"170308-11:00-39F"|"Field"|"03/08/2017 11:00:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"BROWARD COUNTY DEP"|"0.5"|"m"|""|""|""|"6428764"|"Temperature, Water"|"22"|""|"deg C"|""|""|""|""|""|"TP, TKN, TN, and TON data have been qualified with a ?, indicating that the presence or absence of the analyte cannot be accurately determined.  Do not use TP, TKN, TN, or TON data (reference PAL#272 and 273)."|""
"21FLBROW"|"23"|"26.14965"|""|"-80.44182"|""|"3279"|"170306-09:05-23F"|"Field"|"03/06/2017 09:05:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"BROWARD COUNTY DEP"|"0.5"|"m"|""|""|""|"6426721"|"Salinity"|"0.47"|""|"PSU"|""|""|""|""|""|"TP, TKN, TN, and TON data have been qualified with a ?, indicating that the presence or absence of the analyte cannot be accurately determined.  Do not use TP, TKN, TN, or TON data (reference PAL#272 and 273)."|""
"21FLBROW"|"23"|"26.14965"|""|"-80.44182"|""|"3279"|"170306-09:05-23F"|"Field"|"03/06/2017 09:05:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"BROWARD COUNTY DEP"|"0.5"|"m"|""|""|""|"6426769"|"Temperature, Water"|"22.2"|""|"deg C"|""|""|""|""|""|"TP, TKN, TN, and TON data have been qualified with a ?, indicating that the presence or absence of the analyte cannot be accurately determined.  Do not use TP, TKN, TN, or TON data (reference PAL#272 and 273)."|""
"21FLBROW"|"19"|"26.10898"|""|"-80.15908"|""|"3277A"|"191003-09:45-19S"|"Sample"|"10/03/2019 09:45:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"BROWARD COUNTY DEP"|"0.5"|"m"|""|""|""|"6428437"|"Turbidity"|"0.75"|""|"NTU"|"0.08"|"0.08"|""|""|"E46053"|""|""
"21FLBROW"|"19"|"26.10898"|""|"-80.15908"|""|"3277A"|"191003-09:45-19S"|"Sample"|"10/03/2019 09:45:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"BROWARD COUNTY DEP"|"0.5"|"m"|""|""|""|"6424810"|"Orthophosphate (P)"|"0.029"|""|"mg/L"|"0.003"|"0.012"|""|"Dissolved"|"E46053"|""|""
"21FLBROW"|"110"|"26.23132"|""|"-80.12687"|""|"3271"|"170307-10:10-110F"|"Field"|"03/07/2017 10:10:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"BROWARD COUNTY DEP"|"0.5"|"m"|""|""|""|"6425374"|"Temperature, Water"|"20.3"|""|"deg C"|""|""|""|""|""|"TP, TKN, TN, and TON data have been qualified with a ?, indicating that the presence or absence of the analyte cannot be accurately determined.  Do not use TP, TKN, TN, or TON data (reference PAL#272 and 273)."|""
"21FLBROW"|"39"|"26.0655"|""|"-80.11408"|""|"3226G3"|"180228-11:25-39S"|"Sample"|"02/28/2018 11:25:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"BROWARD COUNTY DEP"|"0.5"|"m"|""|""|""|"6429928"|"Chlorophyll a- corrected"|"1.16"|""|"ug/L"|"0.136"|"0.544"|""|"Total"|"E46053"|""|""
"21FLBROW"|"26"|"26.06812"|""|"-80.1686"|""|"3277E"|"191118-10:15-26S"|"Sample"|"11/18/2019 10:15:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"BROWARD COUNTY DEP"|"0.5"|"m"|""|""|""|"6431774"|"Chlorophyll a- corrected"|"1.2"|""|"ug/L"|"0.136"|"0.544"|""|"Total"|"E46053"|""|""
"21FLBROW"|"26"|"26.06812"|""|"-80.1686"|""|"3277E"|"180827-09:40-26S"|"Sample"|"08/27/2018 09:40:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"BROWARD COUNTY DEP"|"0.5"|"m"|""|""|""|"6428051"|"Phosphorus- Total"|"0.066"|""|"mg/L"|"0.022"|"0.088"|"JI"|"Total"|"E46053"|"TP: J qualifier due to contamination in associated method blanks and continuing calibration blanks (reference PAL#223)."|""
"21FLBROW"|"36"|"26.19035"|""|"-80.1025"|""|"3226G1"|"180625-12:00-36F"|"Field"|"06/25/2018 12:00:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"BROWARD COUNTY DEP"|"0.5"|"m"|""|""|""|"6427615"|"Dissolved Oxygen"|"5.66"|""|"mg/L"|""|""|""|""|""|"TKN: J qualifier due to low associated matrix spike recovery. Result may have negative bias due to matrix effects (reference PAL#223)."|""
"21FLBROW"|"121"|"26.13533"|""|"-80.20202"|""|"3276"|"170503-11:50-121S"|"Sample"|"05/03/2017 11:50:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"BROWARD COUNTY DEP"|"0.5"|"m"|""|""|""|"6426805"|"Orthophosphate (P)"|"0.006"|""|"mg/L"|"0.006"|"0.024"|"U"|"Dissolved"|"E46053"|""|""
"21FLBROW"|"121"|"26.13533"|""|"-80.20202"|""|"3276"|"170503-11:50-121S"|"Sample"|"05/03/2017 11:50:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"BROWARD COUNTY DEP"|"0.5"|"m"|""|""|""|"6427282"|"Ammonia (N)"|"0.019"|""|"mg/L"|"0.016"|"0.064"|"I"|"Dissolved"|"E46053"|"A J qualifier is assigned to TPO4 due to a batch duplicate recovery outside acceptable limits (observed 35.%, limits -24.1%, reference PAL#276)."|""
"21FLBROW"|"121"|"26.13533"|""|"-80.20202"|""|"3276"|"170503-11:50-121S"|"Sample"|"05/03/2017 11:50:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"BROWARD COUNTY DEP"|"0.5"|"m"|""|""|""|"6430381"|"Nitrogen- Total Kjeldahl"|"0.134"|""|"mg/L"|"0.053"|"0.212"|"I"|"Total"|"E46053"|"A J qualifier is assigned to TPO4 due to a batch duplicate recovery outside acceptable limits (observed 35.%, limits -24.1%, reference PAL#276)."|""
"21FLBROW"|"40"|"26.03485"|""|"-80.11713"|""|"3226G3"|"181105-11:05-40S"|"Sample"|"11/05/2018 11:05:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"BROWARD COUNTY DEP"|"0.5"|"m"|""|""|""|"6429187"|"Ammonia (N)"|"0.022"|""|"mg/L"|"0.01"|"0.04"|"I"|"Dissolved"|"E46053"|"TP/TKN: J qualifiers due to high associated matrix spike recoveries. Results may have positive bias due to matrix effects (reference PAL#221)."|""
"21FLBROW"|"40"|"26.03485"|""|"-80.11713"|""|"3226G3"|"181105-11:05-40S"|"Sample"|"11/05/2018 11:05:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"BROWARD COUNTY DEP"|"0.5"|"m"|""|""|""|"6429255"|"Turbidity"|"3.2"|""|"NTU"|"0.1"|"0.4"|""|""|"E46053"|""|""
"21FLBROW"|"23"|"26.14965"|""|"-80.44182"|""|"3279"|"180828-09:15-23F"|"Field"|"08/28/2018 09:15:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"BROWARD COUNTY DEP"|"0.5"|"m"|""|""|""|"6423444"|"pH"|"7.36"|""|"SU"|""|""|""|""|""|"TP/TKN: J qualifiers due to high associated matrix spike recoveries. Results may have positive bias due to matrix effects (reference PAL#226)."|""
"21FLBROW"|"10"|"26.13687"|""|"-80.11832"|""|"3274"|"210224-13:30-10S"|"Sample"|"02/24/2021 13:30:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"BROWARD COUNTY DEP"|"0.5"|"m"|""|""|""|"9910915"|"Turbidity"|"0.65"|""|"NTU"|"0.08"|"0.08"|""|""|"E46053"|"0"|""
"21FLBROW"|"112"|"26.16392"|""|"-80.12632"|""|"3274"|"210830-13:05-112F"|"Field"|"08/30/2021 13:05:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"BROWARD COUNTY DEP"|"0.5"|"m"|""|""|""|"9912459"|"pH"|"7.75"|""|"SU"|""|""|"J"|""|""|"0"|""
"21FLBROW"|""|""|""|""|""|""|"210825-11:35-EB"|"Equipment Blank"|"08/25/2021 11:35:00"|"QCMatrix-Water"|"Intermediate Grab"|"BROWARD COUNTY DEP"|""|""|""|""|""|"9912798"|"Orthophosphate (P)"|"0.003"|""|"mg/L"|"0.003"|"0.012"|"U"|"Dissolved"|"E46053"|"0"|""
"21FLBROW"|"22"|"26.11607"|""|"-80.3166"|""|"3277C"|"210830-08:25-22F"|"Field"|"08/30/2021 08:25:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"BROWARD COUNTY DEP"|"0.5"|"m"|""|""|""|"9912976"|"pH"|"7.26"|""|"SU"|""|""|""|""|""|"0"|""
"21FLBROW"|"123"|"26.09062"|""|"-80.17882"|""|"3277A"|"210823-12:10-123F"|"Field"|"08/23/2021 12:10:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"BROWARD COUNTY DEP"|"0.5"|"m"|""|""|""|"9912592"|"Salinity"|"3.3"|""|"PSU"|""|""|""|""|""|"0"|""
"21FLBROW"|"6"|"26.2062"|""|"-80.13263"|""|"3270"|"210830-11:50-6S"|"Sample"|"08/30/2021 11:50:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"BROWARD COUNTY DEP"|"0.5"|"m"|""|""|""|"9912436"|"Phosphorus- Total"|"0.02"|""|"mg/L"|"0.013"|"0.052"|"I"|"Total"|"E46053"|"0"|""
"21FLBROW"|"6"|"26.2062"|""|"-80.13263"|""|"3270"|"210830-11:50-6S"|"Sample"|"08/30/2021 11:50:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"BROWARD COUNTY DEP"|"0.5"|"m"|""|""|""|"9912438"|"Orthophosphate (P)"|"0.006"|""|"mg/L"|"0.003"|"0.012"|"I"|"Dissolved"|"E46053"|"0"|""
"21FLBROW"|"124"|"26.06565"|""|"-80.21588"|""|"3281"|"211115-10:15-124S"|"Sample"|"11/15/2021 10:15:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"BROWARD COUNTY DEP"|"0.5"|"m"|""|""|""|"9913743"|"Nitrogen- Total Kjeldahl"|"1.64"|""|"mg/L"|"0.038"|"0.152"|""|"Total"|"E46053"|"0"|""
