Requested report - WIN WAVES
ORGANIZATION ID = 21FLBBAPPROJECT ID - PROJECT NAME = JTDIEOFF - Julia Tuttle Die-Off MonitoringDEP ANALYTE GROUP = General Physical-Chemical | Biological | NutrientsDEP ANALYTE NAME - UNIT = Ammonia (N) - mg/L | Nitrogen- Total Kjeldahl - mg/L | Nitrate-Nitrite (N) - mg/L | pH - SU | Phosphorus- Total - mg/L | Salinity - PSU | Chlorophyll a, free of pheophytin - ug/L | Dissolved Oxygen - mg/L | Temperature, Water - deg C | Chlorophyll a- uncorrected - ug/L | Chlorophyll a- corrected - ug/L | Ammonia- Un-ionized (NH3) - mg/L
Report Run on APRIL 30, 2025The data you are accessing are from the WIN Warehouse.  The WIN Warehouse is refreshed on a weekly basis with new data that are submitted to WIN.  The refresh process occurs on the weekend; data uploaded to WIN through each Friday are available in the WIN Warehouse by the following Monday.  WIN replaces Florida STORET as an active data repository.  Florida STORET data are accessible through STORET Public Access (SPA).The following data met your selection criteria
"Organization ID"|"Monitoring Location ID"|"Org Decimal Latitude"|"Org Latitude (DD MM SS.SSSS)"|"Org Decimal Longitude"|"Org Longitude (DD MM SS.SSSS)"|"WBID"|"Activity ID"|"Activity Type"|"Activity Start Date Time"|"Matrix"|"Sample Collection Type"|"Sampling Agency Name"|"Activity Depth"|"Activity Depth Unit"|"Activity Top Depth"|"Activity Bottom Depth"|"Activity Depth Top Bottom Unit"|"DEP Result ID"|"DEP Analyte Name"|"DEP Result Value Number"|"DEP Result Value Text"|"DEP Result Unit"|"DEP MDL"|"DEP PQL"|"Value Qualifier"|"Sample Fraction"|"Lab ID"|"Result Comments"|"Audit Censored Decisions"
"21FLBBAP"|"DM08"|"25.8398"|""|"-80.1704"|""|"3226H6"|"DM08-07/07/20-FP1"|"Field"|"07/07/2020 16:55:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"0.112"|"m"|""|""|""|"7189672"|"Dissolved Oxygen"|"7.39"|""|"mg/L"|""|""|""|""|""|""|""
"21FLBBAP"|"LR05"|"25.871488"|""|"-80.231037"|""|"3287"|"LR05-07/07/20"|"Sample"|"07/07/2020 12:10:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"0.639"|"m"|""|""|""|"7189519"|"Nitrogen- Total Kjeldahl"|"0.94"|""|"mg/L"|"0.08"|"0.2"|""|"Total"|"E31780"|""|""
"21FLBBAP"|"LR05"|"25.871488"|""|"-80.231037"|""|"3287"|"LR05-07/07/20"|"Sample"|"07/07/2020 12:10:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"0.639"|"m"|""|""|""|"7189522"|"Nitrate-Nitrite (N)"|"0.28"|""|"mg/L"|"0.004"|"0.01"|""|"Total"|"E31780"|""|""
"21FLBBAP"|"LR05"|"25.871488"|""|"-80.231037"|""|"3287"|"LR05-07/07/20-FP1"|"Field"|"07/07/2020 12:10:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"0.639"|"m"|""|""|""|"7188599"|"pH"|"7.62"|""|"SU"|""|""|"?"|""|""|"Sensor failed verification"|""
"21FLBBAP"|"VR11"|"25.8047"|""|"-80.1794"|""|"3226H6"|"VR11-10/12/20-FP1"|"Field"|"10/12/2020 09:00:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"1381"|"m"|""|""|""|"7490867"|"pH"|"7.64"|""|"SU"|""|""|"J"|""|""|"There are no calibration or verification records for sampling event"|""
"21FLBBAP"|"VR11"|"25.8047"|""|"-80.1794"|""|"3226H6"|"VR11-10/12/20-FP1"|"Field"|"10/12/2020 09:00:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"1381"|"m"|""|""|""|"7491533"|"Temperature, Water"|"29.347"|""|"deg C"|""|""|"J"|""|""|"There are no calibration or verification records for sampling event"|""
"21FLBBAP"|"DM08"|"25.8398"|""|"-80.1704"|""|"3226H6"|"DM08-07/07/20-FP1"|"Field"|"07/07/2020 16:55:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"0.112"|"m"|""|""|""|"7184457"|"pH"|"8.04"|""|"SU"|""|""|"?"|""|""|"Sensor failed verification"|""
"21FLBBAP"|"VR11"|"25.8047"|""|"-80.1794"|""|"3226H6"|"VR11-10/12/20-FP1"|"Field"|"10/12/2020 09:00:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"1381"|"m"|""|""|""|"7491146"|"Dissolved Oxygen"|"4.94"|""|"mg/L"|""|""|"J"|""|""|"There are no calibration or verification records for sampling event"|""
"21FLBBAP"|"LR05"|"25.871488"|""|"-80.231037"|""|"3287"|"LR05-07/07/20-FP1"|"Field"|"07/07/2020 12:10:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"0.639"|"m"|""|""|""|"7184321"|"Temperature, Water"|"29.399"|""|"deg C"|""|""|""|""|""|""|""
"21FLBBAP"|"LR05"|"25.871488"|""|"-80.231037"|""|"3287"|"LR05-07/07/20"|"Sample"|"07/07/2020 12:10:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"0.639"|"m"|""|""|""|"7185001"|"Phosphorus- Total"|"0.039"|""|"mg/L"|"0.002"|"0.005"|""|"Total"|"E31780"|""|""
"21FLBBAP"|"LR03"|"25.8468"|""|"-80.1829"|""|"3226H6"|"LR03B-08/05/21-FP1"|"Field"|"08/05/2021 13:45:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"7"|"ft"|""|""|""|"9072821"|"pH"|"7.57"|""|"SU"|""|""|"J"|""|""|"There are no calibration or verification records for sampling event"|""
"21FLBBAP"|"LR03"|"25.8468"|""|"-80.1829"|""|"3226H6"|"LR03B-08/05/21-FP1"|"Field"|"08/05/2021 13:45:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"7"|"ft"|""|""|""|"9072875"|"Temperature, Water"|"28.426"|""|"deg C"|""|""|"J"|""|""|"There are no calibration or verification records for sampling event"|""
"21FLBBAP"|"LR03"|"25.8468"|""|"-80.1829"|""|"3226H6"|"LR03B-08/05/21-FP1"|"Field"|"08/05/2021 13:45:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"7"|"ft"|""|""|""|"9073008"|"Dissolved Oxygen"|"1.74"|""|"mg/L"|""|""|"J"|""|""|"There are no calibration or verification records for sampling event"|""
"21FLBBAP"|"VR11"|"25.8047"|""|"-80.1794"|""|"3226H6"|"VR11-11/05/19"|"Sample"|"11/05/2019 07:45:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"4.5"|"ft"|""|""|""|"6185863"|"Phosphorus- Total"|"0.009"|""|"mg/L"|"0.004"|"0.01"|"I"|"Total"|"E31780"|""|""
"21FLBBAP"|"BB14"|"25.83"|""|"-80.1586"|""|"3226H6"|"BB14-03/04/20-FP1"|"Field"|"03/04/2020 09:35:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"1.5"|"ft"|""|""|""|"6191800"|"pH"|"8.13"|""|"SU"|""|""|""|""|""|""|""
"21FLBBAP"|"JFK03"|"25.8628"|""|"-80.1697"|""|"3226H5"|"JFK03-09/09/19"|"Sample"|"09/10/2019 14:30:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"3"|"ft"|""|""|""|"6183752"|"Nitrogen- Total Kjeldahl"|"0.39"|""|"mg/L"|"0.16"|"0.4"|"I"|"Total"|"E31780"|""|""
"21FLBBAP"|"VR11"|"25.8047"|""|"-80.1794"|""|"3226H6"|"VR11-11/05/19"|"Sample"|"11/05/2019 07:45:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"4.5"|"ft"|""|""|""|"6185556"|"Chlorophyll a, free of pheophytin"|"0.69"|""|"ug/L"|"0.12"|"0.36"|""|"Total"|"E31780"|""|""
"21FLBBAP"|"WQ04"|"25.826"|""|"-80.1341"|""|"3226H6"|"WQ04-03/04/20"|"Sample"|"03/04/2020 11:05:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"7.5"|"ft"|""|""|""|"6191832"|"Chlorophyll a, free of pheophytin"|"1.2"|""|"ug/L"|"0.06"|"0.18"|""|"Total"|"E31780"|""|""
"21FLBBAP"|"BB14"|"25.83"|""|"-80.1586"|""|"3226H6"|"BB14-03/04/20-FP1"|"Field"|"03/04/2020 09:35:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"1.5"|"ft"|""|""|""|"6191849"|"Dissolved Oxygen"|"7.31"|""|"mg/L"|""|""|""|""|""|""|""
"21FLBBAP"|"WQ04"|"25.826"|""|"-80.1341"|""|"3226H6"|"WQ04-03/04/20"|"Sample"|"03/04/2020 11:05:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"7.5"|"ft"|""|""|""|"6191528"|"Phosphorus- Total"|"0.011"|""|"mg/L"|"0.004"|"0.01"|""|"Total"|"E31780"|""|""
"21FLBBAP"|"JFK03"|"25.8628"|""|"-80.1697"|""|"3226H5"|"JFK03-09/09/19"|"Sample"|"09/10/2019 14:30:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"3"|"ft"|""|""|""|"6182675"|"Ammonia (N)"|"0.004"|""|"mg/L"|"0.002"|"0.005"|"I"|"Total"|"E31780"|""|""
"21FLBBAP"|"VR11"|"25.8047"|""|"-80.1794"|""|"3226H6"|"VR11-11/05/19"|"Sample"|"11/05/2019 07:45:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"4.5"|"ft"|""|""|""|"6185655"|"Ammonia (N)"|"0.014"|""|"mg/L"|"0.002"|"0.005"|""|"Total"|"E31780"|""|""
"21FLBBAP"|"JFK03"|"25.8628"|""|"-80.1697"|""|"3226H5"|"JFK03-09/09/19"|"Sample"|"09/10/2019 14:30:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"3"|"ft"|""|""|""|"6182816"|"Phosphorus- Total"|"0.013"|""|"mg/L"|"0.004"|"0.01"|""|"Total"|"E31780"|""|""
"21FLBBAP"|"JFK03"|"25.8628"|""|"-80.1697"|""|"3226H5"|"JFK03-09/09/19"|"Sample"|"09/10/2019 14:30:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"3"|"ft"|""|""|""|"6182472"|"Chlorophyll a, free of pheophytin"|"3.6"|""|"ug/L"|"0.0028"|"0.0084"|""|"Total"|"E31780"|"Laboratory blank failure. Result is >10 times blank."|""
"21FLBBAP"|"JFK03"|"25.8628"|""|"-80.1697"|""|"3226H5"|"JFK03-09/09/19"|"Sample"|"09/10/2019 14:30:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"3"|"ft"|""|""|""|"6183966"|"Nitrate-Nitrite (N)"|"0.018"|""|"mg/L"|"0.004"|"0.01"|""|"Total"|"E31780"|""|""
"21FLBBAP"|"WQ04"|"25.826"|""|"-80.1341"|""|"3226H6"|"WQ04-03/04/20"|"Sample"|"03/04/2020 11:05:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"7.5"|"ft"|""|""|""|"6191375"|"Nitrogen- Total Kjeldahl"|"0.21"|""|"mg/L"|"0.16"|"0.4"|"I"|"Total"|"E31780"|""|""
"21FLBBAP"|"BB14"|"25.83"|""|"-80.1586"|""|"3226H6"|"BB14-03/04/20-FP1"|"Field"|"03/04/2020 09:35:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"1.5"|"ft"|""|""|""|"6191438"|"Temperature, Water"|"22.572"|""|"deg C"|""|""|""|""|""|""|""
"21FLBBAP"|"WQ04"|"25.826"|""|"-80.1341"|""|"3226H6"|"WQ04-09/09/19-FP1"|"Field"|"09/09/2019 13:00:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"7.5"|"ft"|""|""|""|"6182699"|"pH"|"8.01"|""|"SU"|""|""|"J"|""|""|"There are no calibration or verification records for sampling event"|""
"21FLBBAP"|"WQ04"|"25.826"|""|"-80.1341"|""|"3226H6"|"WQ 04-06/30/19-FP1"|"Field"|"07/01/2019 15:05:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"7"|"ft"|""|""|""|"6180827"|"Dissolved Oxygen"|"7.29"|""|"mg/L"|""|""|"J"|""|""|"There are no calibration or verification records for sampling event"|""
"21FLBBAP"|"WQ04"|"25.826"|""|"-80.1341"|""|"3226H6"|"WQ 04-06/30/19-FP1"|"Field"|"07/01/2019 15:05:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"7"|"ft"|""|""|""|"6180429"|"pH"|"7.85"|""|"SU"|""|""|"J"|""|""|"There are no calibration or verification records for sampling event"|""
"21FLBBAP"|"VR11"|"25.8047"|""|"-80.1794"|""|"3226H6"|"VR11-11/05/19"|"Sample"|"11/05/2019 07:45:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"4.5"|"ft"|""|""|""|"6185466"|"Nitrogen- Total Kjeldahl"|"0.32"|""|"mg/L"|"0.16"|"0.4"|"I"|"Total"|"E31780"|""|""
"21FLBBAP"|"VR11"|"25.8047"|""|"-80.1794"|""|"3226H6"|"VR11-11/05/19"|"Sample"|"11/05/2019 07:45:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"4.5"|"ft"|""|""|""|"6185480"|"Nitrate-Nitrite (N)"|"0.009"|""|"mg/L"|"0.004"|"0.01"|"I"|"Total"|"E31780"|""|""
"21FLBBAP"|"WQ04"|"25.826"|""|"-80.1341"|""|"3226H6"|"WQ04-03/04/20"|"Sample"|"03/04/2020 11:05:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"7.5"|"ft"|""|""|""|"6191764"|"Nitrate-Nitrite (N)"|"0.005"|""|"mg/L"|"0.004"|"0.01"|"I"|"Total"|"E31780"|""|""
"21FLBBAP"|"WQ04"|"25.826"|""|"-80.1341"|""|"3226H6"|"WQ04-03/04/20"|"Sample"|"03/04/2020 11:05:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"7.5"|"ft"|""|""|""|"6191771"|"Ammonia (N)"|"0.008"|""|"mg/L"|"0.002"|"0.005"|""|"Total"|"E31780"|""|""
"21FLBBAP"|"WQ04"|"25.826"|""|"-80.1341"|""|"3226H6"|"WQ04-09/09/19-FP1"|"Field"|"09/09/2019 13:00:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"7.5"|"ft"|""|""|""|"6182560"|"Temperature, Water"|"31.045"|""|"deg C"|""|""|"J"|""|""|"There are no calibration or verification records for sampling event"|""
"21FLBBAP"|"WQ04"|"25.826"|""|"-80.1341"|""|"3226H6"|"WQ 04-06/30/19-FP1"|"Field"|"07/01/2019 15:05:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"7"|"ft"|""|""|""|"6180416"|"Temperature, Water"|"30.721"|""|"deg C"|""|""|"J"|""|""|"There are no calibration or verification records for sampling event"|""
"21FLBBAP"|"DM08"|"25.8398"|""|"-80.1704"|""|"3226H6"|"DM 08 REP-06/30/19"|"Field Replicate"|"06/30/2019 14:10:00"|"AQUEOUS-Surface Water"|"Direct Grab"|"FDEP BISCAYNE BAY AQUATIC PRESERVES"|"1"|"ft"|""|""|""|"6180923"|"Nitrogen- Total Kjeldahl"|"0.61"|""|"mg/L"|"0.16"|"0.4"|""|"Total"|"E31780"|""|""
