"","program","Monitoring.Location.ID","slope","tau","chi_square","z","n_values","mean","min","max","coefficient.of.variation","significant_trend"
"27","MiamiBeach","1",NA,NA,NA,NA,11,NA,NA,NA,NA,NA
"28","MiamiBeach","10",NA,NA,NA,NA,11,NA,NA,NA,NA,NA
"29","MiamiBeach","11",NA,NA,NA,NA,11,NA,NA,NA,NA,NA
"30","MiamiBeach","12",NA,NA,NA,NA,11,NA,NA,NA,NA,NA
"31","MiamiBeach","13",NA,NA,NA,NA,11,NA,NA,NA,NA,NA
"32","MiamiBeach","14",NA,NA,NA,NA,11,NA,NA,NA,NA,NA
"33","MiamiBeach","15",NA,NA,NA,NA,11,NA,NA,NA,NA,NA
"34","MiamiBeach","16",NA,NA,NA,NA,11,NA,NA,NA,NA,NA
"35","MiamiBeach","17",NA,NA,NA,NA,11,NA,NA,NA,NA,NA
"36","MiamiBeach","18",NA,NA,NA,NA,11,NA,NA,NA,NA,NA
"37","MiamiBeach","19",NA,NA,NA,NA,11,NA,NA,NA,NA,NA
"38","MiamiBeach","2",NA,NA,NA,NA,11,NA,NA,NA,NA,NA
"39","MiamiBeach","20",NA,NA,NA,NA,11,NA,NA,NA,NA,NA
"40","MiamiBeach","21",NA,NA,NA,NA,11,NA,NA,NA,NA,NA
"41","MiamiBeach","22",NA,NA,NA,NA,11,0.313636363636364,0.25,0.59,0.304245669535676,NA
"42","MiamiBeach","23",NA,NA,NA,NA,11,0.321818181818182,0.24,0.61,0.317441735319325,NA
"43","MiamiBeach","24",NA,NA,NA,NA,11,0.308181818181818,0.23,0.44,0.19513224168659,NA
"44","MiamiBeach","25",NA,NA,NA,NA,10,0.356,0.23,1,0.646162398706479,NA
"45","MiamiBeach","26",NA,NA,NA,NA,11,NA,NA,NA,NA,NA
"46","MiamiBeach","27",NA,NA,NA,NA,11,NA,NA,NA,NA,NA
"47","MiamiBeach","28",NA,NA,NA,NA,11,0.383636363636364,0.23,1,0.579620078045465,NA
"48","MiamiBeach","29",NA,NA,NA,NA,11,0.348181818181818,0.21,1,0.633134235461084,NA
"49","MiamiBeach","3",NA,NA,NA,NA,11,NA,NA,NA,NA,NA
"50","MiamiBeach","30",NA,NA,NA,NA,11,0.34,0.24,1,0.649460782463789,NA
"51","MiamiBeach","31",NA,NA,NA,NA,11,0.337272727272727,0.24,1,0.65606601890866,NA
"52","MiamiBeach","32",NA,NA,NA,NA,11,0.37,0.23,1.1,0.66455716896699,NA
"53","MiamiBeach","33",NA,NA,NA,NA,11,0.348181818181818,0.23,1.1,0.72131877306943,NA
"54","MiamiBeach","34",NA,NA,NA,NA,11,0.421818181818182,0.23,1.2,0.800494398918048,NA
"55","MiamiBeach","35",NA,NA,NA,NA,11,0.313636363636364,0.22,0.41,0.190917483228295,NA
"56","MiamiBeach","36",NA,NA,NA,NA,11,0.618181818181818,0.23,1.8,0.804503167191256,NA
"57","MiamiBeach","37",NA,NA,NA,NA,11,0.355454545454545,0.22,1,0.615895861655008,NA
"58","MiamiBeach","38",NA,NA,NA,NA,11,NA,NA,NA,NA,NA
"59","MiamiBeach","39",NA,NA,NA,NA,11,0.289090909090909,0.24,0.37,0.131678048365489,NA
"60","MiamiBeach","3A",NA,NA,NA,NA,8,1.24375,0.49,2.3,0.537001123929506,NA
"61","MiamiBeach","3B",NA,NA,NA,NA,9,NA,NA,NA,NA,NA
"62","MiamiBeach","3b",NA,NA,NA,NA,1,0.32,0.32,0.32,NA,NA
"63","MiamiBeach","4",NA,NA,NA,NA,11,NA,NA,NA,NA,NA
"64","MiamiBeach","40",NA,NA,NA,NA,11,0.280909090909091,0.21,0.45,0.251446106093414,NA
"65","MiamiBeach","41",NA,NA,NA,NA,11,NA,NA,NA,NA,NA
"66","MiamiBeach","5",NA,NA,NA,NA,11,NA,NA,NA,NA,NA
"67","MiamiBeach","6",NA,NA,NA,NA,11,NA,NA,NA,NA,NA
"68","MiamiBeach","7",NA,NA,NA,NA,11,NA,NA,NA,NA,NA
"69","MiamiBeach","8",NA,NA,NA,NA,11,NA,NA,NA,NA,NA
"70","MiamiBeach","9",NA,NA,NA,NA,11,NA,NA,NA,NA,NA
