"","program","Monitoring.Location.ID","slope","tau","chi_square","z","n_values","mean","min","max","coefficient.of.variation"
"51","BROWARD","14",0,-0.183333333333333,0.498535792481414,0.659335338359719,28,0.0168571428571429,0.008,0.035,0.305790144960487
"52","BROWARD","15",-0.00516666666666667,-0.325814536340852,0.996380731624503,0.132881012233531,42,0.133904761904762,0.026,0.627,0.952230251596385
"53","BROWARD","16",0.001125,0.105797101449275,0.338362106305472,0.558184649422657,27,0.107333333333333,0.064,0.334,0.525183158861279
"54","BROWARD","17",0.00925,0.305263157894737,0.411501217394102,0.128530783753856,22,0.0702272727272727,0.013,0.168,0.574657971175314
"55","BROWARD","19",-0.000249999999999998,-0.0961538461538462,0.61264290257527,0.944014824394146,43,0.0974883720930233,0.022,0.588,1.18512058255437
"56","BROWARD","2",-0.0055,-0.263888888888889,0.365199847888028,0.118288741075065,28,0.0749642857142857,0.022,0.191,0.548455146895685
"57","BROWARD","20",-0.004,-0.205513784461153,0.344663731812258,0.0712390723698092,42,0.0543333333333333,0.013,0.34,1.12437721574682
"58","BROWARD","22",0,-0.0933333333333333,NA,1,28,0.0175,0.008,0.07,0.61416880885857
"59","BROWARD","23",-0.000666666666666667,-0.295031055900621,NA,0.0146356335133703,52,0.0203076923076923,0.013,0.096,0.713426494289426
"60","BROWARD","24",-0.0035,-0.111111111111111,NA,0.736255207644077,27,0.142555555555556,0.012,0.608,0.988451319630051
"61","BROWARD","25",-0.00799999999999998,-0.0694444444444444,0.215707605694991,0.655391533075629,28,0.131071428571429,0.031,0.403,0.703609715850295
"62","BROWARD","26",-2e-04,0.0694444444444444,0.620339392089538,1,27,0.104148148148148,0.019,0.616,1.23766854803335
"63","BROWARD","28",-0.00125,-0.233333333333333,0.295346860425306,0.182422439451736,28,0.0225357142857143,0.008,0.085,0.656895465504679
"64","BROWARD","29",-5e-04,-0.293333333333333,NA,0.0542455040105856,28,0.0195357142857143,0.013,0.072,0.596543561909749
"65","BROWARD","3",-0.008,-0.277777777777778,0.288337516823395,0.0742387396791502,28,0.0897142857142857,0.018,0.185,0.555876864004388
"66","BROWARD","31",-2e-04,-0.32,NA,0.0278743673399469,28,0.0177857142857143,0.013,0.075,0.665324836113274
"67","BROWARD","32",-6e-04,-0.5,NA,0.00213166730399778,28,0.0176785714285714,0.013,0.068,0.58684953024504
"68","BROWARD","33",-0.0036,-0.0615384615384615,0.750456474900043,0.812380364087885,27,0.163333333333333,0.014,0.605,0.819284476131796
"69","BROWARD","34",-0.00216666666666667,-0.0307692307692308,0.262339209361185,1,27,0.192740740740741,0.008,0.671,0.830617669630585
"70","BROWARD","35",-0.00416666666666667,-0.0331111111111111,0.00281723525550914,0.698916076434643,52,0.168346153846154,0.008,0.706,0.962238873678783
"71","BROWARD","36",-0.001,-0.0769230769230769,0.51854198858768,0.812380364087885,27,0.14037037037037,0.01,0.574,1.01625327370217
"72","BROWARD","37",-0.0018,0.0076923076923077,0.396614607081975,1,27,0.152296296296296,0.01,0.656,1.01823315180247
"73","BROWARD","38",-0.0093,-0.333333333333333,0.686986582039439,0.559304946892258,27,0.17437037037037,0.008,0.704,0.87226935813333
"74","BROWARD","39",-0.000375,-0.08,0.211563413460861,1,26,0.144692307692308,0.008,0.649,0.829032192944052
"75","BROWARD","4",-0.003,-0.485248447204969,0.959538811099475,0.000147727684007727,54,0.0277962962962963,0.008,0.1,0.715619572347056
"76","BROWARD","40",-0.0034,-0.16,0.705030207382138,0.395315251764,52,0.205365384615385,0.008,0.817,0.888080995315094
"77","BROWARD","41",-0.00445833333333333,-0.415384615384615,0.716983842928063,0.293270726697762,27,0.165481481481481,0.01,0.605,0.971923907334978
"78","BROWARD","5",0.0046,0.166666666666667,0.806967114071239,0.598161452683528,28,0.130321428571429,0.017,0.621,1.08818176427079
"79","BROWARD","6",0.001,0.391666666666667,0.897854909868817,0.0731397996589089,28,0.0222857142857143,0.008,0.042,0.354765208867014
"80","BROWARD","64",0.00375,0.214285714285714,NA,0.0712390723698092,42,0.0951904761904762,0.046,0.222,0.415483303999373
"81","BROWARD","7",0.00175,0.4,0.979539186710645,0.0757315432821297,26,0.0240384615384615,0.008,0.04,0.378259221169822
"82","BROWARD","8",-0.000999999999999997,-0.277777777777778,NA,0.366052516444951,27,0.0201481481481481,0.013,0.039,0.333712444391359
"83","BROWARD","89",-0.000666666666666667,-0.354166666666667,NA,0.109067196597176,28,0.0197142857142857,0.008,0.077,0.660049660429488
"84","DEP","BAK020",-0.00295666666666667,-0.711960132890365,0.99765747842811,6.04271429687598e-16,86,0.0163487325581395,0.00533,0.193,1.32401301302593
"85","DEP","BAK021",-0.003,-0.731893687707641,0.999897972368298,4.39525319661593e-17,86,0.0156076279069767,0.00533,0.208,1.44419017962356
"86","DEP","BAK022",-0.003,-0.715836101882613,0.999999397838729,3.3867658581042e-16,86,0.0162427441860465,0.00533,0.212,1.45560621073011
"87","DEP","BAK023",-0.003,-0.719712070874862,0.999999663449018,1.88000457336467e-16,86,0.0154872209302326,0.00533,0.204,1.42838985811725
"88","DEP","BAK024",-0.003,-0.662126245847176,0.999951450733418,4.69555429375017e-14,86,0.0155107558139535,0.00533,0.185,1.30220792586285
"89","DEP","BAK025",-0.003,-0.704761904761905,0.999999498253906,9.1852905769231e-16,86,0.0152141860465116,0.00533,0.184,1.32019659974827
"90","DEP","BAK026",-0.003,-0.669324473975637,0.999002366306955,2.11551777628879e-14,86,0.0166634534883721,0.00533,0.274,1.76224421311486
"91","DEP","BAK027",-0.003223,-0.688150609080842,0.999985867340875,4.1933725323681e-15,86,0.0164689186046512,0.00533,0.282,1.83365098200987
"92","DEP","BAK028",-0.003,-0.715282392026578,0.99999731735942,2.52642067724635e-16,86,0.015602488372093,0.00533,0.212,1.48593353548693
"93","DEP","BAK029",-0.00304233333333333,-0.737430786267996,0.99997035052224,3.25303922675585e-17,86,0.0152238837209302,0.00533,0.177,1.2929411708151
"94","DEP","BAK030",-0.001165,-0.327574750830565,0.745602486457806,0.000438478960300099,86,0.0209877325581395,0.00533,0.196,1.05086564800194
"95","DEP","BAK031",-0.003223,-0.681395348837209,0.999920376643577,1.43229407023516e-14,86,0.0163011046511628,0.00533,0.236,1.56398275005051
"96","DEP","BAK032",-0.003,-0.715282392026578,0.999997549013259,2.86630028973314e-16,86,0.0160304418604651,0.00533,0.244,1.63695127022645
"97","DEP","BAK033",-0.003223,-0.712513842746401,0.999998284208548,4.53891086704589e-16,86,0.0163148139534884,0.00533,0.241,1.60316767114653
"98","DEP","BOC070",-0.00086,-0.315141787051899,0.627442785708649,0.000363438640920569,89,0.0189264269662921,0.00533,0.071,0.562415772310239
"99","DEP","BOC071",-0.00281633333333333,-0.656832298136646,0.962591883103319,9.86553719178916e-15,92,0.0154267065217391,0.00533,0.123,0.898237170817293
"100","DEP","BOC072",-0.0024175,-0.652435686918446,0.966217316132577,5.669868451086e-14,87,0.0149280114942529,0.00533,0.096,0.776714608126358
"101","DEP","BOC073",-0.00288966666666667,-0.686918445539135,0.991186009241193,7.55752715630476e-15,87,0.017926275862069,0.00533,0.129,0.995942301710809
"102","DEP","BOC074",-0.00288966666666667,-0.694581280788177,0.999134255153319,9.75994245947267e-16,87,0.0140438045977011,0.00533,0.084,0.719277775049579
"103","DEP","BOC075",-0.00288966666666667,-0.701149425287356,0.997430252760808,4.3106522766712e-16,87,0.0154268620689655,0.00533,0.148,1.09353747032449
"104","DEP","BOC076",-0.00241725,-0.631089217296114,0.979271251773518,6.67413897419494e-13,87,0.016786724137931,0.00533,0.182,1.14872230309809
"105","DEP","BOC077",-0.003,-0.679802955665025,0.999491950415455,3.43141488305376e-15,87,0.014798275862069,0.00533,0.089,0.863836054799793
"106","DEP","BOC078",-0.003,-0.706622879036672,0.999999220456371,3.35708967894303e-16,87,0.0134733333333333,0.00533,0.056,0.617949382361937
"107","DEP","BOC079",-0.00288966666666667,-0.705528188286809,0.999799931107599,3.79107500864163e-16,87,0.0136091264367816,0.00533,0.036,0.537770023862027
"108","DEP","BOC080",-5e-04,-0.0875752599890531,0.958123583804382,0.340673624703997,87,0.035074632183908,0.00533,0.16,0.910184414799045
"109","DEP","BOC081",-0.003,-0.735632183908046,0.99998065236272,2.58033337378384e-17,87,0.014037091954023,0.00533,0.095,0.790000356269218
"110","DEP","BOC082",-0.00295271428571429,-0.600985221674877,0.994833502990283,5.49705121878671e-12,87,0.015061908045977,0.00533,0.079,0.730747516277883
"111","DEP","BOC083",-0.003,-0.683634373289546,0.988663317883456,8.85697046079722e-15,87,0.0179266436781609,0.00533,0.16,1.37113623615192
"112","DEP","BOY090",-0.000999999999999999,-0.378626799557032,0.839192505271639,2.98064125067317e-05,86,0.0179574302325581,0.005331,0.06314,0.537993987887094
"113","DEP","BOY091",-0.00288966666666667,-0.675304540420819,0.980058651776845,2.27533548661841e-14,86,0.0172836162790698,0.00533,0.31,1.89616901384545
"114","DEP","BOY092",-0.0029175,-0.677671957671958,0.995960809580234,5.10923453054417e-16,90,0.0167494111111111,0.00533,0.329,2.02887012633697
"115","DEP","BOY093",-0.00241725,-0.522591362126246,0.911458911580976,5.16709108649907e-09,86,0.0183861627906977,0.00533,0.283,1.63745583438959
"116","DEP","BOY094",-0.003,-0.716389811738649,0.999999863102051,2.86630028973314e-16,86,0.0164947441860465,0.00533,0.309,1.98456564079093
"117","DEP","BOY095",-0.003223,-0.711960132890365,0.99999868683116,4.00898952428978e-16,86,0.0152741627906977,0.00533,0.175,1.26685635732134
"118","DEP","BOY096",-0.003,-0.69202657807309,0.999996805740549,3.15023322832043e-15,86,0.0149643953488372,0.00533,0.141,1.05225807582576
"119","DEP","BOY097",-0.00316725,-0.72358803986711,0.999999788025914,1.45897756345512e-16,86,0.0149553488372093,0.00533,0.141,1.11373766789365
"120","DEP","BOY098",-0.003,-0.697009966777409,0.999430899405772,2.76569176736039e-15,86,0.0159646511627907,0.00533,0.215,1.44946325223477
"121","DEP","BOY099",-0.003,-0.709191583610188,0.999999798045184,5.83420846386751e-16,86,0.0154764651162791,0.00533,0.219,1.51336773912386
"122","DEP","BOY100",-0.003,-0.719712070874862,0.99999236403969,1.65412228897652e-16,86,0.0147882325581395,0.00533,0.148,1.12734082703011
"123","DEP","BOY101",-0.00295271428571429,-0.680398671096345,0.998726566222033,1.16510707843634e-14,86,0.0151663604651163,0.00533,0.156,1.11613893586342
"124","DEP","BOYPB4",NA,NA,NA,NA,1,0.005331,0.005331,0.005331,NA
"125","DEP","GOC001",-0.00241725,-0.556944444444444,0.974993220660278,1.51675108833429e-08,72,0.0120674583333333,0.00533,0.04557,0.634667917145818
"126","DEP","GOC002",-0.00241725,-0.623943661971831,0.999737791851946,2.6735001915389e-10,71,0.0105321690140845,0.00533,0.015,0.448378402868373
"127","DEP","GOC003",-0.00241725,-0.567605633802817,0.999939879238173,9.94022840872771e-09,71,0.0108391267605634,0.00533,0.037,0.523604417439617
"128","DEP","GOC004",-0.0019338,-0.533802816901408,0.996146479258165,8.20734914688523e-08,71,0.0113516197183099,0.00533,0.06062,0.666358659990047
"129","DEP","GOC005",-0.00241725,-0.607042253521127,0.999900575167421,8.75047000710837e-10,71,0.0105320845070423,0.00533,0.015,0.448489900087544
"130","DEP","GOC006",-0.00241725,-0.590140845070423,0.999998653951272,2.43595828237044e-09,71,0.0105502957746479,0.00533,0.015,0.446471001008961
"131","DEP","GOC007",-0.0019338,-0.522535211267606,0.981043095170883,1.55492943382474e-07,71,0.0116188309859155,0.00533,0.06011,0.669101233969449
"132","DEP","GOC008",-0.0019338,-0.457746478873239,0.931189583745562,5.86753170360266e-06,71,0.0119613802816901,0.00533,0.0379,0.520340066193807
"133","DEP","GOC009",-0.00241725,-0.584507042253521,0.999997971519801,3.69879565536342e-09,71,0.0105226338028169,0.00533,0.015,0.44973110688861
"134","DEP","GOC010",-0.00241725,-0.550704225352113,0.997722418588424,2.9093694118303e-08,71,0.0108537605633803,0.00533,0.02937,0.47916769365005
"135","DEP","GOC011",-0.002097,-0.61830985915493,0.999992680843708,5.45966513341411e-10,71,0.0106867042253521,0.00533,0.015,0.429804157338384
"136","DEP","GOC012",-0.000999999999999999,-0.404225352112676,0.7314537779458,5.46644396851115e-05,71,0.0145284788732394,0.00533,0.0883,0.901088758434024
"137","DEP","GOC013",-0.0019338,-0.533802816901408,0.983685557235966,1.17766353150462e-07,71,0.0116854507042254,0.00533,0.023,0.440319045967296
"138","DEP","GOC014",5e-04,0.0535211267605634,0.691714877926943,0.61887340306771,71,0.0426285352112676,0.00533,0.223,0.781584878689525
"139","DEP","GOC015",-0.00241725,-0.388732394366197,0.122038078317323,0.000191069375238021,71,0.0172229577464789,0.00533,0.076,0.740640184183282
"140","DEP","HIL050",-0.002047,-0.665584415584416,0.992759267180128,1.2667828898104e-14,88,0.0156323295454545,0.00533,0.068,0.567005222074531
"141","DEP","HIL051",-0.00288966666666667,-0.729103343465045,0.999998426103852,1.86284813626912e-19,94,0.0134092446808511,0.00533,0.035,0.521244472786156
"142","DEP","HIL052",-0.00241725,-0.640941434044882,0.934614883710965,1.90882327675399e-13,87,0.0152181609195402,0.00533,0.04838,0.494853242309098
"143","DEP","HIL053",-0.00295271428571429,-0.739463601532567,0.997751250928618,1.04136495578573e-17,87,0.0138064827586207,0.00533,0.038,0.535199672187595
"144","DEP","HIL054",-0.003,-0.686918445539135,0.9999214347004,1.73087218004485e-15,87,0.0130774367816092,0.00533,0.026,0.536730451985923
"145","DEP","HIL055",-0.003,-0.687465790914067,0.998981886406079,1.9439658632939e-15,87,0.0132093908045977,0.00533,0.026,0.528010903481219
"146","DEP","HIL056",-0.00295271428571429,-0.76464148877942,0.99981927767822,1.10629577259203e-18,87,0.0134942988505747,0.00533,0.03,0.528349969576596
"147","DEP","HIL057",-0.0024175,-0.593322386425835,0.983074657710346,8.401260409553e-12,87,0.015505183908046,0.00533,0.058,0.605000727051543
"148","DEP","HIL058",-0.002765,-0.694033935413246,0.968462250701737,8.57224016317869e-16,87,0.0140938505747126,0.00533,0.037,0.5349719468046
"149","DEP","HIL059",-0.00266725,-0.669950738916256,0.999661588969739,1.48735386673303e-14,87,0.0140879425287356,0.00533,0.046,0.539636601238011
"150","DEP","HIL060",-0.00233333333333333,-0.435139573070608,0.749285222410721,9.55489199704939e-07,87,0.0192273793103448,0.00533,0.071,0.652049348621064
"151","DEP","HIL061",-0.003,-0.694581280788177,0.999903172111044,1.14164714082015e-15,87,0.0134648390804598,0.00533,0.034,0.53608879112955
"152","DEP","HIL062",-0.00295271428571429,-0.695128626163109,0.995881069579608,1.33343549993076e-15,87,0.0141452413793103,0.00533,0.03396,0.515752236937088
"153","DEP","HIL063",-0.002934,-0.694033935413246,0.999685262081788,8.66872471682554e-16,87,0.0140362988505747,0.00533,0.089,0.754358379664629
"154","DEP","ILW110",-0.00288966666666667,-0.664915161466886,0.998779641211752,4.4819392116091e-14,87,0.013172091954023,0.00533,0.033,0.551892611167909
"155","DEP","ILW111",-0.0025569,-0.676518883415435,0.990852892416007,1.2115818636057e-14,87,0.0132047126436782,0.00533,0.036,0.533084351200669
"156","DEP","ILW112",-0.00294325714285714,-0.652873563218391,0.992008023161166,1.15442207356274e-13,87,0.0133035172413793,0.00533,0.041,0.585677099207562
"157","DEP","ILW113",-0.00242991666666667,-0.672030651340996,0.999265442435302,1.65507846377561e-14,87,0.0128675632183908,0.00533,0.027,0.532513276788072
"158","DEP","ILW114",-0.00294325714285714,-0.679146141215107,0.9995579185824,8.54190859560145e-15,87,0.0128687816091954,0.00533,0.026,0.539638391654773
"159","DEP","ILW115",-0.00292119047619048,-0.666017316017316,0.999830931047759,1.40113388161589e-14,88,0.0134681931818182,0.00533,0.094,0.817064095017032
"160","DEP","ILW116",-0.00288966666666667,-0.695238095238095,0.998803087689641,1.91367141870127e-15,87,0.012806183908046,0.00533,0.026,0.534899698410958
"161","DEP","ILW117",-0.00288966666666667,-0.632293377120963,0.998477257161989,5.29591015104193e-13,87,0.0140084022988506,0.00533,0.105,0.876710115635392
"162","DEP","ILW118",-0.00292119047619048,-0.6831964969896,0.999063241890748,7.47768605702375e-15,87,0.0129278045977011,0.00533,0.026,0.536545616263769
"163","DEP","ILW119",-0.00288966666666667,-0.661688311688312,0.999779485219898,2.68187926163331e-14,88,0.012819875,0.00533,0.036,0.556981972370735
"164","DEP","JUP120",-0.0016691,-0.587411056376574,0.6193720360076,1.11208866528618e-10,87,0.0182617586206897,0.00533,0.177,1.07411454079017
"165","DEP","JUP121",-0.00241725,-0.579529282977559,0.96127560634523,6.38625561886712e-11,87,0.0161515287356322,0.00533,0.205,1.34139618738005
"166","DEP","JUP122",-0.00225175,-0.528845101258894,0.506704829442981,4.72956614818623e-09,87,0.0143704022988506,0.00533,0.03682,0.496852368016356
"167","DEP","JUP123",-0.0017885,-0.562452107279693,0.980809480139206,2.24940476587863e-10,87,0.0177484482758621,0.00533,0.179,1.08490829793206
"168","DEP","JUP124",-0.00292119047619048,-0.653858784893268,0.999355560662816,7.44947981417883e-14,87,0.0174980229885057,0.00533,0.186,1.30035370411646
"169","DEP","JUP125",-0.003,-0.688451012588944,0.999511158402498,2.84569459606998e-15,87,0.0184435287356322,0.00533,0.202,1.55097006072542
"170","DEP","JUP126",-0.003,-0.698850574712644,0.999528622179779,6.4317450353184e-16,87,0.0172236781609195,0.00533,0.217,1.50619180726684
"171","DEP","JUP127",-0.003223,-0.725561029009305,0.99998732176451,1.08405929487589e-16,87,0.017651908045977,0.00533,0.211,1.60087101036565
"172","DEP","JUP128",-0.003223,-0.709797482211275,0.999923837154422,3.76015124555937e-16,87,0.0188889310344828,0.00533,0.288,1.91418190558077
"173","DEP","JUP129",-0.003,-0.727859879584018,0.999983111624038,5.78541843055553e-17,87,0.0187249885057471,0.00533,0.301,2.03141013974169
"174","DEP","PEV040",-0.003223,-0.758139534883721,0.99774485183526,6.14391647966459e-18,86,0.0177793255813953,0.00533,0.304,1.85410430692924
"175","DEP","PEV041",-0.00288966666666667,-0.667884828349945,0.997733683388098,3.49649269003076e-14,86,0.0173016162790698,0.00533,0.29,1.76884565680932
"176","DEP","PEV042",-0.003223,-0.748504983388704,0.999992596543407,1.37409483828553e-17,86,0.0172873023255814,0.00533,0.29,1.86465408538782
"177","DEP","PEV043",-0.003223,-0.731581828133552,0.999997301391969,4.81939436009264e-17,87,0.0166564712643678,0.00533,0.293,1.85614641617227
"178","DEP","PEV044",-0.003223,-0.736617405582923,0.999945115816406,1.90419239941756e-17,87,0.0168050229885057,0.00533,0.312,1.95403954945207
"179","DEP","PEV045",-0.003223,-0.729125138427464,0.99992942151528,1.34316551463897e-16,86,0.0167926511627907,0.00533,0.32,2.01668607551466
"180","DEP","PEV046",-0.003223,-0.695348837209302,0.999995831072079,3.76595456569112e-15,86,0.0201884069767442,0.00533,0.311,2.07731826452825
"181","DEP","PEV047",-0.003223,-0.725802879291251,0.999954357617594,1.08436421059737e-16,86,0.0182663720930233,0.00533,0.317,1.97591526287621
"182","DEP","PEV048",-0.003,-0.729678848283499,0.999968657294753,7.07003384240532e-17,86,0.0159654651162791,0.00533,0.256,1.70685521736912
"183","DEP","PEV049",-0.003,-0.750166112956811,0.999821396059607,7.70020822945954e-18,86,0.0154783488372093,0.00533,0.237,1.62355555844081
"184","DEP","PEV050",0.000715,0.0795127353266888,0.680473435178137,0.381573905705021,86,0.0471796976744186,0.005331,0.338,1.05944884689809
"185","DEP","PEV051",-0.00241725,-0.521262458471761,0.98117714512393,2.05654584760957e-09,86,0.0195593372093023,0.00533,0.312,1.70777992769218
"186","DEP","PEV052",-0.00295271428571429,-0.706866002214839,0.999366854704863,1.17887663807996e-15,86,0.0163098604651163,0.00533,0.277,1.79086996243358
"187","DEP","PEV053",-0.003223,-0.700553709856035,0.999891016855608,1.0786740288124e-15,86,0.0167502325581395,0.00533,0.283,1.80484254521687
"188","DEP","STL161",0.00236975,0.22962962962963,0.588946502925894,0.019950317529579,72,0.0324909722222222,0.014,0.1028,0.507007949568356
"189","DEP","STL162",-5e-04,-0.129680365296804,0.246585607492036,0.218827190871233,73,0.0197500136986301,0.00723,0.057,0.507716167232074
"190","DEP","STL163",-0.00071,-0.262037037037037,0.128632544625514,0.0110292458492493,72,0.0163905555555556,0.00533,0.04785,0.51963475864623
"191","DEP","STL164",-0.001085,-0.389671361502347,0.477568537074701,0.000155284138387883,71,0.0148615915492958,0.00533,0.04474,0.513371431219722
"192","DEP","STL165",-0.00149833333333333,-0.479166666666667,0.541120988418634,1.4269946236802e-06,72,0.0138985416666667,0.00533,0.06794,0.624068527954289
"193","DEP","STL166",-0.000333333333333333,-0.135648148148148,0.461570591729549,0.206225540492768,72,0.0174759722222222,0.00533,0.04674,0.471405492974549
"194","DEP","STL167",-0.00151125,-0.456944444444444,0.652461998939027,4.28709910297358e-06,72,0.0135288611111111,0.00533,0.05183,0.58619028830513
"195","DEP","STL168",-0.0019338,-0.506944444444444,0.615308025510917,4.03896705038211e-07,72,0.0128305416666667,0.00533,0.04356,0.502972775643656
"196","DEP","STL169",0,0.0240740740740741,0.670096648823672,0.868670476489669,72,0.0199260138888889,0.00533,0.04811,0.481502805502959
"197","DEP","STL170",-0.001705625,-0.638425925925926,0.822189311792917,1.51861662552451e-10,72,0.0119899861111111,0.00533,0.021,0.380045460703204
"198","DEP","STL171",0,-0.0435185185185185,0.120226007717859,0.783511530472537,72,0.018351375,0.005331,0.05248,0.447275401153783
"199","DEP","STL172",-0.0019338,-0.456944444444444,0.344774440810543,4.69863654297487e-06,72,0.0131219305555556,0.00533,0.04282,0.525545799510257
"200","DEP","STLMC1",NA,NA,NA,NA,1,0.01491,0.01491,0.01491,NA
"201","DERM_BBWQ","AC01",0,0.0402180149168101,0.632080383397558,0.484157683211443,83,0.0123132530120482,0.003,0.119,1.17661428046491
