"","program","Monitoring.Location.ID","slope","tau","chi_square","z","n_values","mean","min","max","coefficient.of.variation","significant_slope","pvalue"
"30","BBAP","VR01",-0.001,-0.227672955974843,0.569447874821981,0.0742576012600124,53,0.00856603773584906,0.002,0.032,0.671210384056461,NA,0.0742576012600124
"31","BBAP","VR11",0,-0.208333333333333,0.110281605908174,0.88956616923909,32,0.01440625,0.004,0.074,0.885583926827537,NA,0.88956616923909
"32","BBAP","VS01",NA,NA,NA,NA,3,0.022,0.004,0.053,1.22558806933752,NA,NA
"33","BBAP","WQ01",NA,NA,NA,NA,3,0.0113333333333333,0.004,0.02,0.713197391351891,NA,NA
"34","BBAP","WQ02",NA,NA,NA,NA,3,0.00633333333333333,0.004,0.01,0.50756056636805,NA,NA
"35","BBAP","WQ04",NA,NA,NA,NA,3,0.0103333333333333,0.009,0.012,0.14782502241793,NA,NA
"36","BROWARD","1",-0.000833333333333333,-0.0733333333333333,0.600026569063206,0.913794864820559,31,0.0766451612903226,0.01,0.192,0.565485183272529,NA,0.913794864820559
"37","BROWARD","10",-0.00357142857142857,-0.0931034482758621,0.455704783291719,0.301898444428528,31,0.042,0.008,0.126,0.719924830207227,NA,0.301898444428528
"38","BROWARD","11",-0.00116666666666667,-0.0477987421383648,0.106331335042086,0.350412996849405,58,0.0815689655172414,0.008,0.237,0.847475200864692,NA,0.350412996849405
"39","BROWARD","110",0.0045,0.137931034482759,0.629454266753249,0.828262540835312,31,0.0847096774193548,0.008,0.232,0.922380823223147,NA,0.828262540835312
"40","BROWARD","111",-0.0025,-0.153333333333333,0.559923278008991,0.348082623632924,32,0.066,0.008,0.348,0.993103980984522,NA,0.348082623632924
"41","BROWARD","112",-0.00291666666666667,-0.169230769230769,0.576268572486436,0.342781711147911,30,0.0592666666666667,0.008,0.167,0.778450735079917,NA,0.342781711147911
"42","BROWARD","12",0.0032,0.214285714285714,0.359219669502132,0.299758370088715,31,0.0956451612903226,0.01,0.262,0.758004341820561,NA,0.299758370088715
"43","BROWARD","120",0,0.040625,0.563680795003576,1,32,0.0915,0.012,0.361,0.733200104642929,NA,1
"44","BROWARD","121",-0.00163333333333333,-0.287421383647799,0.118384143859801,0.0201397892156862,59,0.025,0.008,0.142,1.02272118423823,-0.00163333333333333,0.0201397892156862
"45","BROWARD","122",0.00625,0.0638528138528138,0.541019521074784,0.593517973439972,46,0.250847826086956,0.008,0.512,0.500149654527918,NA,0.593517973439972
"46","BROWARD","123",0.00145714285714286,0.0884615384615385,0.825732519303968,0.674986713970489,29,0.0812758620689655,0.017,0.26,0.821533888917673,NA,0.674986713970489
"47","BROWARD","124",-0.00208333333333334,-0.0552028218694885,0.380118433713799,0.756556594240642,58,0.283362068965517,0.008,0.872,0.819541956444166,NA,0.756556594240642
"48","BROWARD","125",-0.00282857142857143,-0.382716049382716,0.278550918871056,0.02229145521389,29,0.0310689655172414,0.008,0.08,0.713408201017128,-0.00282857142857143,0.02229145521389
"49","BROWARD","128",-0.00633333333333333,0.0333333333333333,0.426206988613224,0.773593246529478,25,0.21724,0.009,0.636,0.781596674356945,NA,0.773593246529478
"50","BROWARD","129",0.00433333333333333,0.503030303030303,0.737879545141183,0.378066843116311,24,0.120791666666667,0.008,0.296,0.79871003836103,NA,0.378066843116311
"51","BROWARD","14",-0.00479999999999999,-0.107142857142857,0.54131589737041,0.299758370088715,31,0.299838709677419,0.033,0.749,0.570965522557688,NA,0.299758370088715
"52","BROWARD","15",-5e-04,0.0658008658008658,0.524623639862668,0.885920242534073,46,0.0585869565217391,0.008,0.205,0.703965945656549,NA,0.885920242534073
"53","BROWARD","16",-0.00128571428571429,-0.0444444444444444,0.388622754947716,1,29,0.0823103448275862,0.008,0.258,0.935861925034587,NA,1
"54","BROWARD","17",0.00700000000000001,0.123333333333333,0.129776706915062,0.400531258303998,24,0.118416666666667,0.009,0.311,0.745046755758113,NA,0.400531258303998
"55","BROWARD","19",-0.001,-0.0304347826086956,0.555064763273219,0.638323185487076,48,0.0851875,0.009,0.328,0.691828132223584,NA,0.638323185487076
"56","BROWARD","2",0.002,0.114942528735632,0.513808522029635,0.385546631571102,31,0.0674838709677419,0.008,0.206,0.753435995287662,NA,0.385546631571102
"57","BROWARD","20",0,0.0670995670995671,0.775419016438225,1,46,0.105717391304348,0.01,0.336,0.70346091286193,NA,1
"58","BROWARD","22",0.013,0.178571428571429,0.028743533770821,0.0898865224397838,31,0.312709677419355,0.132,0.522,0.359975001593068,NA,0.0898865224397838
"59","BROWARD","23",0.012,0.251167133520075,0.03094488071479,0.300376868641613,56,0.236803571428571,0.07,0.656,0.598064811904638,NA,0.300376868641613
"60","BROWARD","24",-0.0035,0,0.400242246182954,0.385546631571102,31,0.102935483870968,0.014,0.359,0.824035904325854,NA,0.385546631571102
"61","BROWARD","25",-0.00171428571428572,0.0344827586206896,0.329836374279076,0.664389443171999,31,0.143935483870968,0.008,0.344,0.706938971147306,NA,0.664389443171999
"62","BROWARD","26",-0.0045,-0.103448275862069,0.427495105397209,0.664389443171999,31,0.17441935483871,0.01,0.512,0.831321552055657,NA,0.664389443171999
"63","BROWARD","28",-0.0013,-0.188888888888889,0.508272257141795,0.751829634045849,32,0.27634375,0.033,1.04,0.716485725103494,NA,0.751829634045849
"64","BROWARD","29",0.0195,0.25,0.0994424026663298,0.0197009365195938,31,0.384935483870968,0.06,0.806,0.428517250032847,0.0195,0.0197009365195938
"65","BROWARD","3",-0.001,-0.0229885057471264,0.333967096311512,0.913116080072374,31,0.113741935483871,0.008,0.282,0.632857090161329,NA,0.913116080072374
"66","BROWARD","31",-0.005,-0.130952380952381,NA,0.749119133000595,31,0.165096774193548,0.036,0.272,0.361257604807133,NA,0.749119133000595
"67","BROWARD","32",-0.0095,-0.214285714285714,0.449096552221806,0.137809707980861,31,0.183709677419355,0.025,0.38,0.416020303634617,NA,0.137809707980861
"68","BROWARD","33",-0.000399999999999999,-0.106666666666667,0.780158132071174,0.666833710697847,31,0.0543225806451613,0.008,0.132,0.627861807137153,NA,0.666833710697847
"69","BROWARD","34",-0.000333333333333333,-0.253333333333333,0.3155863093697,0.295455432745926,31,0.0183548387096774,0.008,0.058,0.745362300445537,NA,0.295455432745926
"70","BROWARD","35",-0.003875,-0.363690476190476,0.567306296644583,0.00747727567974115,58,0.0316551724137931,0.008,0.086,0.626760017502049,-0.003875,0.00747727567974115
"71","BROWARD","36",-0.00585714285714286,-0.553333333333333,0.781744973621133,0.00513828068653583,31,0.0361290322580645,0.008,0.106,0.741893870935252,-0.00585714285714286,0.00513828068653583
"72","BROWARD","37",-0.006,-0.453333333333333,0.889781066716432,0.0397044736572059,31,0.0331290322580645,0.008,0.092,0.687606280936043,-0.006,0.0397044736572059
"73","BROWARD","38",-0.001,-0.33448275862069,NA,0.0441346797184187,31,0.0249677419354839,0.008,0.105,0.893878589967447,-0.001,0.0441346797184187
"74","BROWARD","39",8e-04,0.0857142857142857,0.59481472612943,0.63013033330426,30,0.0339666666666667,0.008,0.106,0.736502157269667,NA,0.63013033330426
"75","BROWARD","4",0.00375,0.064021164021164,0.421246881835702,0.625807667914119,58,0.279655172413793,0.009,0.949,0.808143528330052,NA,0.625807667914119
"76","BROWARD","40",-0.00255,-0.413333333333333,0.859782069020615,0.00048417182361651,58,0.0240862068965517,0.008,0.083,0.643341333139211,-0.00255,0.00048417182361651
"77","BROWARD","41",-0.00533333333333333,-0.241379310344828,0.368389291933867,0.0481310137810618,31,0.0318064516129032,0.008,0.108,0.786440717112185,-0.00533333333333333,0.0481310137810618
"78","BROWARD","5",-0.00166666666666667,-0.107142857142857,0.425491621772226,0.299758370088715,31,0.0472258064516129,0.008,0.155,0.723377253671434,NA,0.299758370088715
"79","BROWARD","6",-0.00233333333333333,-0.210714285714286,0.602476707532825,0.348082623632924,31,0.0338064516129032,0.008,0.108,0.692176388072854,NA,0.348082623632924
"80","BROWARD","64",-0.002,-0.0606060606060606,0.459820362245153,0.389342377118066,46,0.0997173913043478,0.008,0.307,0.85303578636434,NA,0.389342377118066
"81","BROWARD","7",-0.002,-0.266666666666667,0.50593899302838,0.207025608156935,29,0.0367586206896552,0.008,0.105,0.583455961540153,NA,0.207025608156935
"82","BROWARD","8",-0.000999999999999997,0.0344827586206897,0.803594508758824,0.913116080072374,31,0.031258064516129,0.012,0.081,0.465438115858919,NA,0.913116080072374
"83","BROWARD","89",0.000599999999999999,0.0344827586206897,0.54130216744723,0.913116080072374,31,0.0399032258064516,0.008,0.126,0.58748713673289,NA,0.913116080072374
"84","DEP","BAK020",-0.001108,-0.296770662287904,0.86210064485039,0.000738335729452346,87,0.0154115517241379,0.001652,0.065,1.0490865781864,-0.001108,0.000738335729452346
"85","DEP","BAK021",-0.0016745,-0.492391899288451,0.980150252134933,3.42388717935673e-08,87,0.0141091379310345,0.00165,0.065,1.13600520047345,-0.0016745,3.42388717935673e-08
"86","DEP","BAK022",-0.0015,-0.478489326765189,0.980671858261857,1.20369297150277e-07,87,0.013414275862069,0.001652,0.065,1.19011951148221,-0.0015,1.20369297150277e-07
"87","DEP","BAK023",-0.00198525,-0.466666666666667,0.986579218369822,2.11649157298702e-07,87,0.0142462068965517,0.001652,0.065,1.1418883154712,-0.00198525,2.11649157298702e-07
"88","DEP","BAK024",-0.001915,-0.568910782703886,0.911862901579596,2.02112594178182e-10,87,0.0135234942528736,0.001652,0.065,1.19650854922585,-0.001915,2.02112594178182e-10
"89","DEP","BAK025",-0.001988875,-0.511548987411056,0.956455983193214,2.29709438585371e-08,87,0.0146924367816092,0.00165,0.082,1.22498601834711,-0.001988875,2.29709438585371e-08
"90","DEP","BAK026",-0.0015,-0.605911330049261,0.911500596463756,1.1970639723648e-11,87,0.0130172413793103,0.001652,0.079,1.31985256967555,-0.0015,1.1970639723648e-11
"91","DEP","BAK027",-0.00166333333333333,-0.460426929392447,0.994506645439517,4.04785871701101e-07,87,0.0151008275862069,0.001652,0.065,1.11689740485547,-0.00166333333333333,4.04785871701101e-07
"92","DEP","BAK028",-0.00178133333333333,-0.524685276409414,0.998375775042379,5.18574201580927e-09,87,0.0130321609195402,0.00165,0.065,1.20660535094463,-0.00178133333333333,5.18574201580927e-09
"93","DEP","BAK029",-0.00157691666666667,-0.530706075533662,0.997632015621208,2.28245333745168e-09,87,0.0134844022988506,0.00165,0.065,1.17124961579311,-0.00157691666666667,2.28245333745168e-09
"94","DEP","BAK030",-0.00071916666666667,-0.0642583470169677,0.955143618186564,0.566656978867943,87,0.0964099655172414,0.001652,0.3629,0.79953195517131,NA,0.566656978867943
"95","DEP","BAK031",-0.00184366666666667,-0.261083743842365,0.974953013418073,0.0037487715150598,87,0.0210271494252874,0.00165,0.113,1.04588975203893,-0.00184366666666667,0.0037487715150598
"96","DEP","BAK032",-0.0015,-0.353366174055829,0.818067215893889,0.000142923870918424,87,0.0205774942528736,0.001652,0.097,1.02439001660913,-0.0015,0.000142923870918424
"97","DEP","BAK033",-0.0015,-0.350629447181171,0.622393488877624,0.000115358844654078,87,0.0157415172413793,0.00165,0.065,1.05115273157644,-0.0015,0.000115358844654078
"98","DEP","BOC070",-0.002453,-0.213624338624339,0.841852891029825,0.019486716672297,90,0.0302677666666667,0.00326,0.1446,0.854121825816981,-0.002453,0.019486716672297
"99","DEP","BOC071",-0.002,-0.400409626216078,0.994050999523115,4.12905827318666e-06,93,0.0171296451612903,0.00165,0.06625,1.02967853741064,-0.002,4.12905827318666e-06
"100","DEP","BOC072",-0.00132195,-0.28517316017316,0.885179076394259,0.00134766676680404,88,0.0171677954545455,0.00165,0.0881,1.10350012631329,-0.00132195,0.00134766676680404
"101","DEP","BOC073",-0.0027575,-0.332792207792208,0.965787695973598,0.000234649259610374,88,0.0205937386363636,0.00165,0.07103,0.907635093337938,-0.0027575,0.000234649259610374
"102","DEP","BOC074",-0.00165625,-0.368506493506494,0.972584899429521,4.16126614882255e-05,88,0.015808,0.00165,0.065,1.10169145523258,-0.00165625,4.16126614882255e-05
"103","DEP","BOC075",-0.0019309,-0.459415584415584,0.997267046762376,2.10674940054266e-07,88,0.0153848295454545,0.00165,0.065,1.09039716571122,-0.0019309,2.10674940054266e-07
"104","DEP","BOC076",-0.0017245,-0.270021645021645,0.965474541167004,0.00275599136367116,88,0.02169125,0.001652,0.09078,0.925290507558986,-0.0017245,0.00275599136367116
"105","DEP","BOC077",-0.00172514285714286,-0.472943722943723,0.991914560374783,9.96422171543062e-08,88,0.015862875,0.00165,0.065,1.11087814177515,-0.00172514285714286,9.96422171543062e-08
"106","DEP","BOC078",-0.0015025,-0.433441558441558,0.709886012807761,7.99081224453056e-07,88,0.0155829318181818,0.00165,0.096,1.22462530302228,-0.0015025,7.99081224453056e-07
"107","DEP","BOC079",-0.001808,-0.482683982683983,0.98320729863834,5.92467549754332e-08,88,0.0154767045454545,0.001652,0.086,1.19790580438177,-0.001808,5.92467549754332e-08
"108","DEP","BOC080",-0.003387,-0.100649350649351,0.755851118987443,0.24262799854767,88,0.106479693181818,0.00165,0.527,1.1568899280234,NA,0.24262799854767
"109","DEP","BOC081",-0.00234634523809524,-0.365800865800866,0.990251507250951,5.07372878095325e-05,88,0.0194112272727273,0.00165,0.1202,1.26317285742158,-0.00234634523809524,5.07372878095325e-05
"110","DEP","BOC082",-0.0029675,-0.483225108225108,0.807242150568025,3.69220326997463e-08,88,0.0193636818181818,0.001652,0.076,1.08725257315534,-0.0029675,3.69220326997463e-08
"111","DEP","BOC083",-0.0016632,-0.367424242424242,0.808807684578383,5.02579283080301e-05,88,0.0198605227272727,0.001652,0.1934,1.30527285419984,-0.0016632,5.02579283080301e-05
"112","DEP","BOY090",-0.000613466666666667,-0.0997263273125342,0.827805456559641,0.303915629641008,87,0.021437091954023,0.001652,0.118,1.03726262959197,NA,0.303915629641008
"113","DEP","BOY091",-0.001504,-0.384783798576902,0.953524271054462,2.01173534938266e-05,87,0.018572724137931,0.001652,0.153,1.22510643457622,-0.001504,2.01173534938266e-05
"114","DEP","BOY092",-0.0015,-0.44887493458922,0.945222839355858,1.67232545268656e-07,91,0.0145932857142857,0.001652,0.065,1.13602954709581,-0.0015,1.67232545268656e-07
"115","DEP","BOY093",-0.0015,-0.365626710454297,0.724191070731428,5.65791429734077e-05,87,0.0165765862068966,0.001652,0.105,1.1663342854936,-0.0015,5.65791429734077e-05
"116","DEP","BOY094",-0.0018825,-0.480897646414888,0.541845138821215,7.16032147997549e-08,87,0.0158339655172414,0.001652,0.098,1.24851599412703,-0.0018825,7.16032147997549e-08
"117","DEP","BOY095",-0.001506375,-0.471483305966065,0.998933564780842,1.00447638062893e-07,87,0.0157318045977012,0.001652,0.07,1.18022666103131,-0.001506375,1.00447638062893e-07
"118","DEP","BOY096",-0.00163025,-0.48527640941434,0.953843467417112,4.28657072218714e-08,87,0.0139678965517241,0.001652,0.065,1.22133566657755,-0.00163025,4.28657072218714e-08
"119","DEP","BOY097",-0.002,-0.535741652983032,0.974763818698844,1.29990665353021e-09,87,0.0150047126436782,0.001652,0.069,1.19421372583468,-0.002,1.29990665353021e-09
"120","DEP","BOY098",-0.001875,-0.409304871373837,0.970923790817736,4.39961260802638e-06,87,0.0151552183908046,0.001652,0.06821,1.10340607071838,-0.001875,4.39961260802638e-06
"121","DEP","BOY099",-0.002,-0.565736179529283,0.900843442945176,1.35733908265661e-10,87,0.0145871034482759,0.001652,0.065,1.17067132000909,-0.002,1.35733908265661e-10
"122","DEP","BOY100",-0.00226725,-0.489655172413793,0.876164675124014,3.94124555492093e-08,87,0.0151186896551724,0.001652,0.065,1.11450906240646,-0.00226725,3.94124555492093e-08
"123","DEP","BOY101",-0.001761,-0.41455938697318,0.817414018234813,2.70572928105078e-06,87,0.0156924482758621,0.00165,0.065,1.07253814212552,-0.001761,2.70572928105078e-06
"124","DEP","BOYPB4",NA,NA,NA,NA,1,0.004118,0.004118,0.004118,NA,NA,NA
"125","DEP","GOC001",-0.000893375,-0.218981481481481,0.696918935456237,0.0262635406698193,72,0.0107882083333333,0.00165,0.048,0.869363259261969,-0.000893375,0.0262635406698193
"126","DEP","GOC002",-0.0011588,-0.205633802816901,0.927688965149727,0.0530493875306997,71,0.0128089295774648,0.001652,0.05181,0.722400459328046,NA,0.0530493875306997
"127","DEP","GOC003",-0.0008824,-0.208450704225352,0.655301276115229,0.0462792965885656,71,0.0124445915492958,0.003332,0.045,0.786869024202164,-0.0008824,0.0462792965885656
"128","DEP","GOC004",-0.001066,-0.398591549295775,0.581242306813586,0.000130522788373566,71,0.0101926056338028,0.00165,0.068,1.07830315179421,-0.001066,0.000130522788373566
"129","DEP","GOC005",-0.000641,-0.191549295774648,0.748655878809552,0.0746892454933245,71,0.0093212676056338,0.001652,0.047,0.872200451933149,NA,0.0746892454933245
"130","DEP","GOC006",-0.001116,-0.340845070422535,0.900346692109415,0.00127937739877435,71,0.0137759718309859,0.001652,0.064,1.06264325185967,-0.001116,0.00127937739877435
"131","DEP","GOC007",-0.001,-0.287323943661972,0.32323488261768,0.00564310222979583,71,0.0102361549295775,0.001652,0.08621,1.11194727729252,-0.001,0.00564310222979583
"132","DEP","GOC008",-0.000795666666666667,-0.316901408450704,0.773634858948336,0.0025255341370988,71,0.00767633802816901,0.00165,0.026,0.685491205795442,-0.000795666666666667,0.0025255341370988
"133","DEP","GOC009",-0.000782666666666667,-0.214084507042254,0.42286574952475,0.0456113849491607,71,0.0116439295774648,0.00165,0.08245,1.11149243832391,-0.000782666666666667,0.0456113849491607
"134","DEP","GOC010",-0.000575,-0.140845070422535,0.392591109886751,0.182647348257848,71,0.0105578873239437,0.00165,0.086,1.11725524734756,NA,0.182647348257848
"135","DEP","GOC011",-0.001,-0.236619718309859,0.146208103037601,0.0251188493002856,71,0.0153339577464789,0.00165,0.157,1.42736198892246,-0.001,0.0251188493002856
"136","DEP","GOC012",-0.000657,-0.0957746478873239,0.197495441232448,0.404172799917852,71,0.079191338028169,0.001763,0.8197,1.69552916887076,NA,0.404172799917852
"137","DEP","GOC013",-0.00095,-0.266197183098592,0.557175956465703,0.0119722851066709,71,0.0262297746478873,0.00165,0.311,2.02064224582455,-0.00095,0.0119722851066709
"138","DEP","GOC014",-0.026,-0.101408450704225,0.193157651392954,0.377234303848117,71,0.506224507042254,0.016,1.37,0.55216595118884,NA,0.377234303848117
"139","DEP","GOC015",-0.0118516666666667,-0.205633802816901,0.295935550252694,0.0606027430575168,71,0.160716732394366,0.001652,0.995,1.10842316973175,NA,0.0606027430575168
"140","DEP","HIL050",-0.0012424,-0.184590690208668,0.964576819370539,0.0422368711057069,89,0.0238170224719101,0.003031,0.1269,1.02847490906844,-0.0012424,0.0422368711057069
"141","DEP","HIL051",-0.00133305,-0.427443609022556,0.989252945659518,2.44281482194351e-07,95,0.0148753473684211,0.001652,0.071,1.2109715271081,-0.00133305,2.44281482194351e-07
"142","DEP","HIL052",-0.00187654166666667,-0.217532467532468,0.989916741716497,0.0172635456717385,88,0.0211182613636364,0.002302,0.08723,1.01131763243242,-0.00187654166666667,0.0172635456717385
"143","DEP","HIL053",-0.00240833333333333,-0.441017316017316,0.996359374157549,1.0025611564022e-06,88,0.0181530340909091,0.001652,0.088,1.08982941492337,-0.00240833333333333,1.0025611564022e-06
"144","DEP","HIL054",-0.001519125,-0.520562770562771,0.915089278691817,5.07239090293274e-09,88,0.0140352727272727,0.00165,0.065,1.21101415510635,-0.001519125,5.07239090293274e-09
"145","DEP","HIL055",-0.0015,-0.481060606060606,0.707487185667025,6.78316795094745e-08,88,0.0149311590909091,0.00165,0.065,1.17340285274918,-0.0015,6.78316795094745e-08
"146","DEP","HIL056",-0.00196166666666667,-0.4745670995671,0.9273913911322,1.51562974393266e-07,88,0.0160540909090909,0.00184,0.077,1.1681514855233,-0.00196166666666667,1.51562974393266e-07
"147","DEP","HIL057",-0.00187941666666667,-0.286796536796537,0.996042134594411,0.00137253262085057,88,0.0187672159090909,0.00165,0.07729,1.06425487541459,-0.00187941666666667,0.00137253262085057
"148","DEP","HIL058",-0.00175104166666667,-0.446969696969697,0.942306312550816,4.29799251133545e-07,88,0.0152073636363636,0.00165,0.065,1.15128025311691,-0.00175104166666667,4.29799251133545e-07
"149","DEP","HIL059",-0.0018682,-0.295995670995671,0.969726042521101,0.00121024910296694,88,0.0173196590909091,0.00165,0.06804,1.05161903225458,-0.0018682,0.00121024910296694
"150","DEP","HIL060",-0.0116808333333333,-0.243506493506493,0.988308762539536,0.00882074332004699,88,0.206269125,0.002354,1.02,1.13470426651596,-0.0116808333333333,0.00882074332004699
"151","DEP","HIL061",-0.00313116666666667,-0.416125541125541,0.935228293730385,3.34196431960763e-06,88,0.0252036022727273,0.00165,0.148,1.0286935602053,-0.00313116666666667,3.34196431960763e-06
"152","DEP","HIL062",-0.00206758333333333,-0.359848484848485,0.764753952819079,6.28523777120331e-05,88,0.0446011363636364,0.00165,0.2947,1.44383990060181,-0.00206758333333333,6.28523777120331e-05
"153","DEP","HIL063",-0.00161103571428571,-0.403679653679654,0.921219969039902,5.3406573747955e-06,88,0.0207983295454545,0.00165,0.165,1.38360425585826,-0.00161103571428571,5.3406573747955e-06
"154","DEP","ILW110",-0.00152133333333333,-0.365188834154351,0.754945635160281,6.04946476815476e-05,87,0.0154602413793103,0.001652,0.117,1.27090072171672,-0.00152133333333333,6.04946476815476e-05
"155","DEP","ILW111",-0.001482,-0.446633825944171,0.603827934617471,4.42769530947547e-07,87,0.0159228275862069,0.001652,0.081,1.10518107027464,-0.001482,4.42769530947547e-07
"156","DEP","ILW112",-0.00161183333333333,-0.553585112205802,0.953025388018823,5.43288310127389e-10,87,0.0128038620689655,0.001652,0.065,1.15420503340091,-0.00161183333333333,5.43288310127389e-10
"157","DEP","ILW113",-0.001529625,-0.460755336617406,0.934517731023064,3.05212596283441e-07,87,0.0138039655172414,0.00165,0.071,1.14079272059823,-0.001529625,3.05212596283441e-07
"158","DEP","ILW114",-0.00150833333333333,-0.581937602627258,0.652425338491781,3.31139263492124e-11,87,0.0120859770114943,0.00165,0.112,1.42178172505263,-0.00150833333333333,3.31139263492124e-11
"159","DEP","ILW115",-0.00143,-0.541017316017316,0.953549840275382,8.12919768789176e-10,88,0.0137723522727273,0.00165,0.119,1.37882524684626,-0.00143,8.12919768789176e-10
"160","DEP","ILW116",-0.0015,-0.548330596606459,0.999777995559255,9.74424560498568e-10,87,0.0127119310344828,0.00165,0.072,1.23957195114881,-0.0015,9.74424560498568e-10
"161","DEP","ILW117",-0.0018648,-0.519540229885057,0.94325902492391,3.28468918899824e-09,87,0.013973632183908,0.001652,0.092,1.19404916138594,-0.0018648,3.28468918899824e-09
"162","DEP","ILW118",-0.00151333333333333,-0.475095785440613,0.984616015726268,7.28214440448875e-08,87,0.0135495977011494,0.00165,0.081,1.21328964626169,-0.00151333333333333,7.28214440448875e-08
"163","DEP","ILW119",-0.00150916666666667,-0.510822510822511,0.63022069787008,7.31259272076303e-09,88,0.0133511590909091,0.00165,0.072,1.16912780999383,-0.00150916666666667,7.31259272076303e-09
"164","DEP","JUP120",-0.00243588333333333,-0.440831964969896,0.855126295473913,1.42590426120681e-06,87,0.0159103563218391,0.002197,0.081,1.10820164795057,-0.00243588333333333,1.42590426120681e-06
"165","DEP","JUP121",-0.00125441666666667,-0.471483305966065,0.627715345295011,1.76419328797137e-07,87,0.0136535172413793,0.001652,0.065,1.17878164722202,-0.00125441666666667,1.76419328797137e-07
"166","DEP","JUP122",-0.0015,-0.423207443897099,0.619839458029915,1.94811095543862e-06,87,0.0149517126436782,0.001652,0.065,1.0796877316599,-0.0015,1.94811095543862e-06
"167","DEP","JUP123",-0.00191193333333333,-0.394088669950739,0.922057459515471,1.08175491702451e-05,87,0.0160392413793103,0.001652,0.065,1.05466021515267,-0.00191193333333333,1.08175491702451e-05
"168","DEP","JUP124",-0.0020827,-0.596496989600438,0.933597748005493,2.34640587624096e-11,87,0.0142112528735632,0.001652,0.065,1.2246377375478,-0.0020827,2.34640587624096e-11
