"","program","Monitoring.Location.ID","slope","tau","chi_square","z","n_values","mean","min","max","coefficient.of.variation","significant_slope","pvalue"
"18","MiamiBeach","33",-0.0051,-0.37962962962963,0.452113988301794,0.00807148742526801,37,0.0303972972972973,0.0028,0.077,0.505233832364596,-0.0051,0.00807148742526801
"19","MiamiBeach","34",-0.004,-0.37270288397049,0.613002147646813,8.84911883611202e-05,71,0.0262042253521127,0.0028,0.086,0.535530391591033,-0.004,8.84911883611202e-05
"20","MiamiBeach","35",-0.004,-0.271929824561403,0.522983380887929,0.0661925797221934,39,0.0292461538461538,0.0028,0.055,0.460444530293455,NA,0.0661925797221934
"21","MiamiBeach","36",-0.00199999999999999,-0.11965811965812,0.750604550410006,0.417886964317501,40,0.025615,0.0039,0.042,0.43451426197287,NA,0.417886964317501
"22","MiamiBeach","37",-0.00429333333333333,-0.521367521367521,0.479288874396088,0.000561055212925416,40,0.0303925,0.0034,0.14,0.761907869912104,-0.00429333333333333,0.000561055212925416
"23","MiamiBeach","38",-0.00366666666666667,-0.337323037323037,0.267514170664973,0.000324111643912076,74,0.025722972972973,0.0028,0.086,0.556763208989616,-0.00366666666666667,0.000324111643912076
"24","MiamiBeach","39",-0.00385,-0.425925925925926,0.790854547860825,0.0351205138188159,37,0.0273108108108108,0.0028,0.052,0.454117776786442,-0.00385,0.0351205138188159
"25","MiamiBeach","3A",NA,NA,NA,NA,9,0.0502222222222222,0.013,0.11,0.691890955434847,NA,NA
"26","MiamiBeach","4",-0.00384,-0.413513513513514,0.923085828804196,4.35466363143977e-05,74,0.0256554054054054,0.003,0.053,0.497667665665151,-0.00384,4.35466363143977e-05
"27","MiamiBeach","40",-0.00292,-0.219047619047619,NA,0.271818443255495,36,0.0261472222222222,0.0028,0.042,0.438632684137818,NA,0.271818443255495
"28","MiamiBeach","42",-0.002,-0.176190476190476,0.389074427389793,0.0935173538857457,63,0.0292365079365079,0.0028,0.088,0.443684895561475,NA,0.0935173538857457
"29","MiamiBeach","45",0.005,0.444444444444444,0.823406602209187,0.147299138622676,28,0.03925,0.02,0.092,0.381984702013337,NA,0.147299138622676
"30","MiamiBeach","46",-0.002,-0.165573770491803,0.0631542688072271,0.0889365008295263,61,0.028555737704918,0.0028,0.059,0.415796680134839,NA,0.0889365008295263
"31","MiamiBeach","47",-0.00225,-0.149462365591398,0.244503293154802,0.101706930031093,62,0.02935,0.0028,0.059,0.394613532309395,NA,0.101706930031093
"32","MiamiBeach","48",0,-0.0740740740740741,NA,1,28,0.0315357142857143,0.02,0.062,0.248711343116086,NA,1
"33","MiamiBeach","52",-0.002,-0.176344086021505,0.471514812160201,0.0639223844999139,62,0.0309564516129032,0.0028,0.12,0.517864467937215,NA,0.0639223844999139
"34","MiamiBeach","54",-0.00225,-0.241666666666667,0.219905741848644,0.0157252997545053,60,0.0287666666666667,0.0028,0.051,0.372523463723374,-0.00225,0.0157252997545053
"35","MiamiBeach","56",-0.0015,-0.13448275862069,0.13895183453198,0.158256335437363,58,0.0278344827586207,0.0028,0.052,0.40555887808048,NA,0.158256335437363
"36","MiamiBeach","59",0,-0.115384615384615,NA,1,26,0.0343461538461538,0.02,0.077,0.35496292522654,NA,1
"37","MiamiBeach","60",-0.0015,-0.0735632183908046,0.3324569746472,0.386888075868315,58,0.0287862068965517,0.0028,0.052,0.394535839078945,NA,0.386888075868315
"38","MiamiBeach","61",-0.000999999999999999,-0.0588235294117647,0.22425646760685,0.759462865379934,21,0.030047619047619,0.022,0.039,0.19218626705052,NA,0.759462865379934
"39","MiamiBeach","62",-5e-04,0,0.350485212323361,1,22,0.0335454545454545,0.021,0.047,0.191150928397007,NA,1
"40","MiamiBeach","63",-0.00225,-0.181212121212121,0.0543279084284685,0.0996544056952821,55,0.0287690909090909,0.0028,0.097,0.502737847341247,NA,0.0996544056952821
"41","MiamiBeach","64",NA,NA,NA,NA,6,0.0435,0.035,0.048,0.109527625283417,NA,NA
"42","MiamiBeach","66",-0.01335,-0.784313725490196,0.851151340438132,4.89640020435514e-05,34,0.0284764705882353,0.0056,0.048,0.454097736650847,-0.01335,4.89640020435514e-05
"43","MiamiBeach","67",-0.01235,-0.725490196078431,0.841103593253756,0.000178129305455463,34,0.0278441176470588,0.004,0.05,0.488721655896314,-0.01235,0.000178129305455463
"44","MiamiBeach","68",-0.0159,-0.696078431372549,0.85802782911943,0.000276239723947339,34,0.0308852941176471,0.0028,0.078,0.613494858551973,-0.0159,0.000276239723947339
"45","MiamiBeach","69",-0.011,-0.696078431372549,0.85802782911943,0.000276239723947339,34,0.0328029411764706,0.0073,0.059,0.461235831583868,-0.011,0.000276239723947339
"46","MiamiBeach","70",-0.01545,-0.745098039215686,0.850589883907524,0.000194911046929055,34,0.0291941176470588,0.0039,0.074,0.575974027559739,-0.01545,0.000194911046929055
"47","MiamiBeach","71",-0.01305,-0.784313725490196,0.851151340438132,4.89640020435514e-05,34,0.0289323529411765,0.0034,0.081,0.574909869122531,-0.01305,4.89640020435514e-05
"48","MiamiBeach","74",-0.00725,-0.509803921568627,0.241796027882399,0.0177060658073666,34,0.0297911764705882,0.0084,0.062,0.393643681923286,-0.00725,0.0177060658073666
"49","MiamiBeach","78",0.00191666666666667,0.0101010101010101,0.693821892156077,0.86999611762139,33,0.0914545454545455,0.026,0.53,1.0027839456124,NA,0.86999611762139
"50","MiamiBeach","79",-0.01275,-0.0769230769230769,0.387915671953812,1,20,0.11005,0.034,0.28,0.593766548890005,NA,1
"51","MiamiBeach","81",-0.0245,-1,1,0.479500122186953,12,0.0256666666666667,0.015,0.049,0.409414051269194,NA,0.479500122186953
"52","MiamiBeach","82",-0.0169,-1,1,0.479500122186953,12,0.0115166666666667,0.0028,0.024,0.685965704038184,NA,0.479500122186953
"53","MiamiBeach","83",NA,NA,NA,NA,6,0.0125666666666667,0.0036,0.032,0.893470132916189,NA,NA
"54","MiamiBeach","84",NA,NA,NA,NA,10,0.08104,0.0045,0.17,0.769062386689913,NA,NA
"55","MiamiBeach","9",-0.005,-0.356849315068493,0.288362986167519,0.000589277692992913,73,0.0382479452054795,0.0028,0.084,0.466649647189152,-0.005,0.000589277692992913
