"","program","Monitoring.Location.ID","slope","tau","chi_square","z","n_values","mean","min","max","coefficient.of.variation","significant_slope","pvalue"
"71","SFER","9.5",0.00571428571428572,0.431410256410256,0.545936463243605,0.00102851861344413,53,0.0568679245283019,0,0.288,1.00067206176439,0.00571428571428572,0.00102851861344413
"72","SFER","9.6",NA,NA,NA,NA,1,0.008,0.008,0.008,NA,NA,NA
"73","SFER","9.7",NA,NA,NA,NA,1,0.026,0.026,0.026,NA,NA,NA
"74","SFER","9.8",NA,NA,NA,NA,1,0.003,0.003,0.003,NA,NA,NA
"75","SFER","AC1",NA,NA,NA,NA,1,0.04,0.04,0.04,NA,NA,NA
"76","SFER","AC2",NA,NA,NA,NA,1,0.03,0.03,0.03,NA,NA,NA
"77","SFER","AC3",NA,NA,NA,NA,1,0.01,0.01,0.01,NA,NA,NA
"78","SFER","AC4",NA,NA,NA,NA,1,0.09,0.09,0.09,NA,NA,NA
"79","SFER","AC5",NA,NA,NA,NA,1,0.08,0.08,0.08,NA,NA,NA
"80","SFER","AC6",NA,NA,NA,NA,1,0.07,0.07,0.07,NA,NA,NA
"81","SFER","AMI1",-0.02,-0.217391304347826,0.178799846998012,0.375043623558613,26,0.0804615384615385,0.007,0.201,0.590659169255273,NA,0.375043623558613
"82","SFER","AMI2",0.012,0.217391304347826,0.559682478168856,0.397321419035571,26,0.0566153846153846,0,0.174,0.658906373239516,NA,0.397321419035571
"83","SFER","AMI3",0,-0.0869565217391304,0.374518008894861,1,26,0.0697692307692308,0,0.387,1.22047746637582,NA,1
"84","SFER","AMI4",0,0.136363636363636,NA,0.605576616335346,25,0.05424,0,0.315,1.12653477062157,NA,0.605576616335346
"85","SFER","AMI5",0.02,0.478260869565217,0.585106319905563,0.183321226222508,26,0.0866153846153846,0,0.63,1.54108888908139,NA,0.183321226222508
"86","SFER","AMI6",0.03,0.608695652173913,0.417592266989447,0.0513483325632606,26,0.0606923076923077,0,0.335,1.04592521778737,NA,0.0513483325632606
"87","SFER","AMI7",0.018,0.0869565217391304,0.369140588664672,0.828593075218647,26,0.0621923076923077,0,0.188,0.740102837910763,NA,0.828593075218647
"88","SFER","AMI8",0.01,0.0869565217391304,0.376609331193354,0.828593075218647,26,0.0616923076923077,0,0.22,0.85685161366714,NA,0.828593075218647
"89","SFER","AMI9",0.0085,0.173913043478261,0.239205333340447,0.516002935443586,26,0.0656538461538462,0,0.189,0.748492045313972,NA,0.516002935443586
"90","SFER","BG1",0.03,0.181818181818182,0.265720140343969,0.651998473940926,24,0.45225,0.14,1.773,0.792707810290327,NA,0.651998473940926
"91","SFER","BG10",NA,NA,NA,NA,1,0.01,0.01,0.01,NA,NA,NA
"92","SFER","BG11",NA,NA,NA,NA,1,0.01,0.01,0.01,NA,NA,NA
"93","SFER","BG12",NA,NA,NA,NA,1,0.02,0.02,0.02,NA,NA,NA
"94","SFER","BG13",NA,NA,NA,NA,1,0.06,0.06,0.06,NA,NA,NA
"95","SFER","BG14",NA,NA,NA,NA,1,0.05,0.05,0.05,NA,NA,NA
"96","SFER","BG15",NA,NA,NA,NA,1,0.05,0.05,0.05,NA,NA,NA
"97","SFER","BG16",NA,NA,NA,NA,1,0.05,0.05,0.05,NA,NA,NA
"98","SFER","BG17",NA,NA,NA,NA,1,0.07,0.07,0.07,NA,NA,NA
"99","SFER","BG18",NA,NA,NA,NA,1,0,0,0,NA,NA,NA
"100","SFER","BG2",0.01625,0.382716049382716,0.966663914382201,0.130004329204729,30,0.184633333333333,0.02,0.542,0.683854367238583,NA,0.130004329204729
"101","SFER","BG20",NA,NA,NA,NA,1,0.03,0.03,0.03,NA,NA,NA
"102","SFER","BG3",0.0104,0.395061728395062,0.4768607532073,0.0405630912728824,30,0.101533333333333,0,1.26,2.24582077202686,0.0104,0.0405630912728824
"103","SFER","BG4",0.0057,0.222222222222222,0.154645024255672,0.494824145082923,30,0.0678333333333333,0,0.302,0.922111373002977,NA,0.494824145082923
"104","SFER","BG6",0.06,0.8,NA,0.133614402537716,11,0.0522727272727273,0.015,0.14,0.69945698625031,NA,0.133614402537716
"105","SFER","BG7",0.018,0.4,NA,0.617075077451974,11,0.0439090909090909,0.03,0.09,0.43930898333457,NA,0.617075077451974
"106","SFER","BG8",NA,NA,NA,NA,1,0.02,0.02,0.02,NA,NA,NA
"107","SFER","BG9",NA,NA,NA,NA,1,0.02,0.02,0.02,NA,NA,NA
"108","SFER","BK1",NA,NA,NA,NA,1,0.003,0.003,0.003,NA,NA,NA
"109","SFER","CAL1",-0.01475,-0.298850574712644,0.158467332829704,0.308937825736484,32,0.25715625,0.05,0.814,0.577156643888804,NA,0.308937825736484
"110","SFER","CAL2",-0.0066,-0.150537634408602,0.504080156792568,0.787406490666269,34,0.1565,0.02,0.653,0.772869638857352,NA,0.787406490666269
"111","SFER","CAL3",-0.004575,-0.236559139784946,0.233213909034842,0.683091398309609,34,0.139705882352941,0,0.603,0.835311157166797,NA,0.683091398309609
"112","SFER","CAL4",0.00325,0.010752688172043,0.632619734564174,0.787406490666269,34,0.103294117647059,0.01,0.522,0.974115077560089,NA,0.787406490666269
"113","SFER","CAL5",9e-04,0.0483870967741935,0.388605334091958,1,34,0.0768823529411765,0,0.627,1.4446207946511,NA,1
"114","SFER","CAL6",5e-04,0.04,NA,0.70031137293689,28,0.0499642857142857,0,0.147,0.811806315727403,NA,0.70031137293689
"115","SFER","CAL7",NA,NA,NA,NA,1,0.093,0.093,0.093,NA,NA,NA
"116","SFER","CAL8",NA,NA,NA,NA,1,0.112,0.112,0.112,NA,NA,NA
"117","SFER","CALA",NA,NA,NA,NA,1,0.064,0.064,0.064,NA,NA,NA
"118","SFER","CK1",NA,NA,NA,NA,1,0.331,0.331,0.331,NA,NA,NA
"119","SFER","CK2",NA,NA,NA,NA,1,0.122,0.122,0.122,NA,NA,NA
"120","SFER","CW1",0.0122,0.384615384615385,0.27305375510156,0.308179547467054,16,0.1028125,0,0.653,1.69785644448176,NA,0.308179547467054
"121","SFER","CW2",-0.01,-0.230769230769231,NA,1,16,0.0629375,0,0.14,0.690177248417862,NA,1
"122","SFER","CW3",0.0247,0.952380952380952,0.990541855779857,0.0114459196356358,17,0.055,0,0.15,0.746534694161482,0.0247,0.0114459196356358
"123","SFER","CW4",-0.005,-0.0769230769230769,NA,1,16,0.05425,0,0.236,1.0403130969385,NA,1
"124","SFER","CW5",0.0332,0.454545454545455,NA,0.245278116806773,12,0.0478333333333333,0,0.19,1.0361270324527,NA,0.245278116806773
"125","SFER","CW6",0,0,NA,1,12,0.043,0,0.12,0.745638118227042,NA,1
"126","SFER","CW7",-0.01,-0.4,NA,0.617075077451974,11,0.0363636363636364,0.01,0.06,0.480624593627917,NA,0.617075077451974
"127","SFER","Caseyhole",NA,NA,NA,NA,1,0.006,0.006,0.006,NA,NA,NA
"128","SFER","EB1",NA,NA,NA,NA,1,0.28,0.28,0.28,NA,NA,NA
"129","SFER","EB2",NA,NA,NA,NA,1,0.006,0.006,0.006,NA,NA,NA
"130","SFER","EH07",NA,NA,NA,NA,1,0.014,0.014,0.014,NA,NA,NA
"131","SFER","EH08",NA,NA,NA,NA,1,0.045,0.045,0.045,NA,NA,NA
"132","SFER","EKIN",0.00285714285714286,0.250326797385621,0.576726018525981,0.126893962682307,52,0.0519038461538462,0,0.39,1.09172188949596,NA,0.126893962682307
"133","SFER","EKMID",0.00166666666666667,0.182051282051282,0.631843637765032,0.254564794707152,53,0.0458867924528302,0,0.27,0.873653578385222,NA,0.254564794707152
"134","SFER","EKOFF",0.00222222222222222,0.162893081761006,0.560635520269565,0.165081961104859,54,0.0432037037037037,0,0.101,0.599349291573365,NA,0.165081961104859
"135","SFER","GP1",NA,NA,NA,NA,4,0.03775,0.008,0.083,0.921553578108554,NA,NA
"136","SFER","GP1.5",NA,NA,NA,NA,1,0.205,0.205,0.205,NA,NA,NA
"137","SFER","GP2",NA,NA,NA,NA,4,0.075,0.013,0.191,1.1103819829897,NA,NA
"138","SFER","GP3",NA,NA,NA,NA,4,0.061,0.014,0.185,1.35693084189423,NA,NA
"139","SFER","GP4",NA,NA,NA,NA,4,0.01225,0,0.026,0.875095441136653,NA,NA
"140","SFER","GP5",0.00875,0.408602150537634,0.374613816758894,0.105645429201877,34,0.0465,0,0.295,1.20197431516469,NA,0.105645429201877
"141","SFER","GS",NA,NA,NA,NA,1,0.091,0.091,0.091,NA,NA,NA
"142","SFER","Glider",NA,NA,NA,NA,2,0.03,0,0.06,1.4142135623731,NA,NA
"143","SFER","HB1",NA,NA,NA,NA,1,0.09,0.09,0.09,NA,NA,NA
"144","SFER","HB2",NA,NA,NA,NA,1,0.09,0.09,0.09,NA,NA,NA
"145","SFER","HB3",NA,NA,NA,NA,1,0.11,0.11,0.11,NA,NA,NA
"146","SFER","HB4",NA,NA,NA,NA,1,0.07,0.07,0.07,NA,NA,NA
"147","SFER","HB5",NA,NA,NA,NA,1,0.07,0.07,0.07,NA,NA,NA
"148","SFER","HB6",NA,NA,NA,NA,1,0.13,0.13,0.13,NA,NA,NA
"149","SFER","Junkpile",NA,NA,NA,NA,1,0.034,0.034,0.034,NA,NA,NA
"150","SFER","KW1",0.0105,0.59375,0.830997728659531,0.00358920304256838,34,0.0447352941176471,0,0.246,1.30117064344814,0.0105,0.00358920304256838
"151","SFER","KW2",0.01,0.489583333333333,0.645846163626024,0.03751400161554,34,0.0613235294117647,0,0.267,0.885063801218142,0.01,0.03751400161554
"152","SFER","KW3",0.00475,0.239583333333333,0.271915047041064,0.400814169382934,34,0.0429411764705882,0,0.202,0.991663792980234,NA,0.400814169382934
"153","SFER","KW4",0.010125,0.473118279569892,0.718414979434699,0.0327115835298205,33,0.0528787878787879,0,0.244,0.947456905646673,0.010125,0.0327115835298205
"154","SFER","L1",-0.045,0,0.157299207050284,1,9,0.144444444444444,0.04,0.37,0.674876714579527,NA,1
"155","SFER","L3",0.01,0,0.157299207050284,1,9,0.0811111111111111,0.01,0.27,1.00433008848082,NA,1
"156","SFER","L5",0.01,0.5,NA,1,9,0.0711111111111111,0.02,0.27,1.1015625,NA,1
"157","SFER","L7",-0.0425,-1,1,0.479500122186953,9,0.0727777777777778,0,0.18,0.813702504020147,NA,0.479500122186953
"158","SFER","L9",0,0,0.157299207050284,1,10,0.063,0.03,0.18,0.70213055650936,NA,1
"159","SFER","M01",NA,NA,NA,NA,1,0.05,0.05,0.05,NA,NA,NA
"160","SFER","M02",NA,NA,NA,NA,1,0.057,0.057,0.057,NA,NA,NA
"161","SFER","M03",NA,NA,NA,NA,1,0.374,0.374,0.374,NA,NA,NA
"162","SFER","M04",NA,NA,NA,NA,1,0.041,0.041,0.041,NA,NA,NA
"163","SFER","M05",NA,NA,NA,NA,1,0.307,0.307,0.307,NA,NA,NA
"164","SFER","MR",0.00183333333333333,0.142063492063492,0.542657804884945,0.334381575514417,55,0.0455454545454545,0,0.338,1.10521855067302,NA,0.334381575514417
"165","SFER","Mudhole",NA,NA,NA,NA,1,0.096,0.096,0.096,NA,NA,NA
"166","SFER","NaplesBlueHole",NA,NA,NA,NA,1,0.006,0.006,0.006,NA,NA,NA
"167","SFER","PLUME",NA,NA,NA,NA,1,0.02,0.02,0.02,NA,NA,NA
"168","SFER","ROME4",0.06,0.2,0.308441041184003,1,11,0.0781818181818182,0,0.22,0.751975944059039,NA,1
"169","SFER","ROME5",0.09,0.2,0.308441041184003,1,11,0.138636363636364,0.01,0.31,0.659140352096903,NA,1
"170","SFER","RP1",0.0162,0.10752688172043,0.190954155431421,0.349574806123298,34,0.183588235294118,0.045,0.381,0.482260270388861,NA,0.349574806123298
"171","SFER","RP2",0.0165,0.311827956989247,0.498720199848834,0.0823522150528067,34,0.132,0.03,0.371,0.626181161205207,NA,0.0823522150528067
"172","SFER","RP3",0.0046,0.40625,0.828676031416167,0.0309851679327369,35,0.103085714285714,0,0.42,0.866314262561675,0.0046,0.0309851679327369
"173","SFER","RP4",0.0055,0.387096774193548,0.260704501747264,0.0412268333371637,34,0.0655882352941176,0,0.365,1.24884933300522,0.0055,0.0412268333371637
"174","SFER","RedTide",NA,NA,NA,NA,1,0.037,0.037,0.037,NA,NA,NA
"175","SFER","TB1",0.00875,0.128205128205128,0.649166312785752,0.86110827222743,29,0.0697931034482759,0,0.32,1.03443385414502,NA,0.86110827222743
"176","SFER","TB10",0.0032,0.25,0.140747728410386,0.230139340443417,27,0.0588888888888889,0,0.22,0.899067074047683,NA,0.230139340443417
"177","SFER","TB11",NA,NA,NA,NA,2,0.0215,0,0.043,1.41421356237309,NA,NA
"178","SFER","TB12",NA,NA,NA,NA,1,0,0,0,NA,NA,NA
"179","SFER","TB13",NA,NA,NA,NA,1,0.015,0.015,0.015,NA,NA,NA
"180","SFER","TB2",0.014,0.435897435897436,0.173664675194303,0.104118029847889,29,0.0937586206896552,0,0.629,1.42384097885417,NA,0.104118029847889
"181","SFER","TB3",0.0093,0.0897435897435897,0.495083112204405,0.722282962716192,29,0.055448275862069,0,0.165,0.79225168434123,NA,0.722282962716192
"182","SFER","TB4",0.027,0.461538461538462,0.253669717704356,0.0542795341475205,29,0.0553103448275862,0,0.231,0.953234759705748,NA,0.0542795341475205
"183","SFER","TB5",0.012,0.5,0.64535173226986,0.0329693812442201,29,0.0496896551724138,0,0.14,0.786971666396768,0.012,0.0329693812442201
"184","SFER","TB6",NA,NA,NA,NA,2,0.0315,0.005,0.058,1.18973521913927,NA,NA
"185","SFER","TB7",NA,NA,NA,NA,2,0.0295,0.009,0.05,0.98275857724232,NA,NA
"186","SFER","TB8",NA,NA,NA,NA,2,0.027,0.025,0.029,0.104756560175785,NA,NA
"187","SFER","TB9",NA,NA,NA,NA,2,0.064,0.021,0.107,0.950174737219423,NA,NA
"188","SFER","TBA",NA,NA,NA,NA,1,0.185,0.185,0.185,NA,NA,NA
"189","SFER","TBB",NA,NA,NA,NA,1,0.077,0.077,0.077,NA,NA,NA
"190","SFER","TBC",NA,NA,NA,NA,1,0.054,0.054,0.054,NA,NA,NA
"191","SFER","UKIN",0.00341666666666667,0.291666666666667,0.542745132416235,0.0457472767901187,53,0.0513018867924528,0,0.33,1.2640224751741,0.00341666666666667,0.0457472767901187
"192","SFER","UKMID",0.005,0.377358490566038,0.973864855204972,0.00340523582129476,54,0.0544074074074074,0,0.33,1.02516709156005,0.005,0.00340523582129476
"193","SFER","UKOFF",0.00392857142857143,0.277987421383648,0.634198117642301,0.0453166994318985,54,0.0546851851851852,0,0.287,1.05342861351929,0.00392857142857143,0.0453166994318985
"194","SFER","V1",0.02625,0.333333333333333,0.443712655777476,0.158152458374423,30,0.159066666666667,0.02,0.45,0.59203916308448,NA,0.158152458374423
"195","SFER","V10",NA,NA,NA,NA,1,0,0,0,NA,NA,NA
"196","SFER","V11",NA,NA,NA,NA,1,0.007,0.007,0.007,NA,NA,NA
"197","SFER","V2",0.014,0.282051282051282,0.0967834918021392,0.381673069343418,29,0.0708275862068966,0,0.24,0.699405354972097,NA,0.381673069343418
"198","SFER","V3",0.01025,0.243589743589744,0.6283647607243,0.286320596793059,29,0.0784827586206897,0,0.45,1.11840530772486,NA,0.286320596793059
"199","SFER","V4",0.01,0.259259259259259,0.363567215764556,0.158152458374423,30,0.0717,0,0.44,1.20782992439471,NA,0.158152458374423
"200","SFER","V5",0.0055,0.153846153846154,0.0862242525918182,0.220671361919847,29,0.0732068965517241,0.01,0.41,1.24669983072604,NA,0.220671361919847
"201","SFER","V6",0.0059,0.148148148148148,0.600407773989249,0.421348232697488,30,0.0721666666666667,0,0.45,1.39669470519876,NA,0.421348232697488
"202","SFER","V7",0.00533333333333333,0.0864197530864198,NA,0.503001432513255,30,0.062,0,0.16,0.724526123248061,NA,0.503001432513255
"203","SFER","V8",0.0055,0.320512820512821,0.160956577438298,0.155131568727114,29,0.042551724137931,0,0.157,0.870268861243775,NA,0.155131568727114
"204","SFER","V9",0.00435,0.246913580246914,0.463354528588092,0.315059617440124,30,0.0622333333333333,0,0.29,0.929505394356832,NA,0.315059617440124
"205","SFER","WS",0.00363492063492064,0.316623376623377,0.999053695775972,0.0186813519409603,56,0.0636607142857143,0,0.813,1.87162035848845,0.00363492063492064,0.0186813519409603
"206","SFER","Z03027",NA,NA,NA,NA,1,0.007,0.007,0.007,NA,NA,NA
"207","SFER","Z03076",NA,NA,NA,NA,1,0.001,0.001,0.001,NA,NA,NA
"208","SFER","Z03116",NA,NA,NA,NA,1,0.003,0.003,0.003,NA,NA,NA
"209","SFER","Z03146",NA,NA,NA,NA,1,0.057,0.057,0.057,NA,NA,NA
"210","SFER","Z03198",NA,NA,NA,NA,1,0.003,0.003,0.003,NA,NA,NA
"211","SFER","Z04067",NA,NA,NA,NA,1,0.119,0.119,0.119,NA,NA,NA
"212","SFER","Z04068",NA,NA,NA,NA,1,0.037,0.037,0.037,NA,NA,NA
"213","SFER","Z04093",NA,NA,NA,NA,1,0.037,0.037,0.037,NA,NA,NA
"214","SFER","Z04099",NA,NA,NA,NA,1,0.006,0.006,0.006,NA,NA,NA
