"","program","Monitoring.Location.ID","slope","tau","chi_square","z","n_values","mean","min","max","coefficient.of.variation","significant_trend"
"38","MiamiBeach","2",NA,NA,NA,NA,11,4.12,1.71,6.93,0.385083352567885,NA
"39","MiamiBeach","20",NA,NA,NA,NA,11,4.62727272727273,2.28,6.55,0.332788507494289,NA
"40","MiamiBeach","21",NA,NA,NA,NA,11,4.53090909090909,2.65,6.3,0.280266457309278,NA
"41","MiamiBeach","22",NA,NA,NA,NA,11,10.0727272727273,2.57,70,1.97469873927894,NA
"42","MiamiBeach","23",NA,NA,NA,NA,11,10.4281818181818,2.67,71.9,1.95850065915137,NA
"43","MiamiBeach","24",NA,NA,NA,NA,11,10.26,2.6,69.7,1.92597372110435,NA
"44","MiamiBeach","25",NA,NA,NA,NA,10,11.696,0.85,79.5,2.0424705625656,NA
"45","MiamiBeach","26",NA,NA,NA,NA,11,7.53545454545455,0.31,48.1,1.79741934763325,NA
"46","MiamiBeach","27",NA,NA,NA,NA,11,8.75272727272727,0.27,60.1,1.95440951572211,NA
"47","MiamiBeach","28",NA,NA,NA,NA,11,7.54363636363636,0.62,46,1.70589331381351,NA
"48","MiamiBeach","29",NA,NA,NA,NA,11,5.72727272727273,0.38,27.1,1.26097539701496,NA
"49","MiamiBeach","3",NA,NA,NA,NA,11,4.24545454545455,2.28,6.98,0.348771013515964,NA
"50","MiamiBeach","30",NA,NA,NA,NA,11,5.92636363636364,0.33,30.14,1.37468209674766,NA
"51","MiamiBeach","31",NA,NA,NA,NA,11,6.20636363636364,0.31,33.5,1.47553721868265,NA
"52","MiamiBeach","32",NA,NA,NA,NA,11,5.45818181818182,0.39,24.9,1.2084693638358,NA
"53","MiamiBeach","33",NA,NA,NA,NA,11,5.61272727272727,0.35,25.8,1.22056932208579,NA
"54","MiamiBeach","34",NA,NA,NA,NA,11,6.84818181818182,0.3,39.6,1.59901120541603,NA
"55","MiamiBeach","35",NA,NA,NA,NA,11,9.42545454545455,2.19,66.4,2.00753566296367,NA
"56","MiamiBeach","36",NA,NA,NA,NA,11,10.0363636363636,2.65,70.8,2.01155505069406,NA
"57","MiamiBeach","37",NA,NA,NA,NA,11,9.04818181818182,2.75,58,1.80062070108536,NA
"58","MiamiBeach","38",NA,NA,NA,NA,11,8.82818181818182,2.8,56.9,1.80965879619549,NA
"59","MiamiBeach","39",NA,NA,NA,NA,11,9.36545454545455,2.83,61.8,1.85977507925431,NA
"60","MiamiBeach","3A",NA,NA,NA,NA,8,2.605,1.68,3.53,0.245638534788512,NA
"61","MiamiBeach","3B",NA,NA,NA,NA,9,3.94666666666667,2.13,6.01,0.295354319145855,NA
"62","MiamiBeach","3b",NA,NA,NA,NA,1,5.86,5.86,5.86,NA,NA
"63","MiamiBeach","4",NA,NA,NA,NA,11,4.39363636363636,2.34,5.83,0.253904736471627,NA
"64","MiamiBeach","40",NA,NA,NA,NA,11,8.13545454545454,2.8,49.7,1.69772369525959,NA
"65","MiamiBeach","41",NA,NA,NA,NA,11,7.78909090909091,2.91,44.6,1.57167110479854,NA
"66","MiamiBeach","5",NA,NA,NA,NA,11,4.66363636363636,2.51,5.99,0.235678818780693,NA
"67","MiamiBeach","6",NA,NA,NA,NA,11,4.33454545454545,2.47,5.85,0.229634893758428,NA
"68","MiamiBeach","7",NA,NA,NA,NA,11,4.79545454545455,2.82,6.48,0.225651846089068,NA
"69","MiamiBeach","8",NA,NA,NA,NA,11,4.29909090909091,2.65,5.79,0.215169826050858,NA
"70","MiamiBeach","9",NA,NA,NA,NA,11,4.75909090909091,3.02,6.95,0.263667657066368,NA
