"","program","Monitoring.Location.ID","slope","tau","chi_square","z","n_values","mean","min","max","coefficient.of.variation","significant_trend"
"21","BBAP","LRUP",NA,NA,NA,NA,2,0.86,0.82,0.9,0.0657773749940975,NA
"22","BBAP","MRDC",NA,NA,NA,NA,1,0.69,0.69,0.69,NA,NA
"23","BBAP","MRDW",NA,NA,NA,NA,1,0.42,0.42,0.42,NA,NA
"24","BBAP","MRMO",NA,NA,NA,NA,1,0.29,0.29,0.29,NA,NA
"25","BBAP","MRRB",0.055,0.666666666666667,1,0.54029137460742,8,0.27375,0.17,0.37,0.22849307768396,NA
"26","BBAP","MRSC",0.065,0.381578947368421,0.789928773099854,0.0494710679052968,39,0.833333333333333,0.45,1.4,0.313131551302408,NA
"27","BBAP","RB1A",-0.03,-0.433333333333333,0.456946971652426,0.397321419035571,22,0.364090909090909,0.16,0.82,0.380071002254503,NA
"28","BBAP","TOW1",NA,NA,NA,NA,1,0.23,0.23,0.23,NA,NA
"29","BBAP","TOW3",NA,NA,NA,NA,1,0.84,0.84,0.84,NA,NA
"30","BBAP","VR01",-0.00999999999999999,-0.0786163522012579,0.366747365957856,0.423240548250872,53,0.307358490566038,0.16,0.45,0.232186443038918,NA
"31","BBAP","VR11",0.00999999999999998,0.015625,0.0885820802719957,0.591875299282594,32,0.335625,0.16,0.73,0.389139610797933,NA
"32","BBAP","VS01",NA,NA,NA,NA,3,0.303333333333333,0.22,0.38,0.264422184956395,NA
"33","BBAP","WQ01",NA,NA,NA,NA,3,0.256666666666667,0.19,0.35,0.32441548043628,NA
"34","BBAP","WQ02",NA,NA,NA,NA,3,0.346666666666667,0.3,0.43,0.208678215521257,NA
"35","BBAP","WQ04",NA,NA,NA,NA,3,0.246666666666667,0.22,0.26,0.0936243679766961,NA
"36","BROWARD","1",-0.026,-0.227586206896552,0.49732345900526,0.826921021756705,30,0.646433333333333,0.284,1.41,0.421783598537358,NA
"37","BROWARD","10",0.0126666666666667,0.0523809523809524,0.52345065493565,0.642685858792114,30,0.455666666666667,0.235,0.793,0.313041083437795,NA
"38","BROWARD","11",-0.0306,-0.248526077097506,0.779263751937294,0.10215676757622,56,0.784714285714286,0.053,1.3,0.273384603815629,NA
"39","BROWARD","110",-0.036,-0.0833333333333333,0.720120728776272,0.65933533835972,30,0.9183,0.556,1.57,0.316332174473136,NA
"40","BROWARD","111",-0.001,-0.230769230769231,0.896931926880632,0.602167527748196,30,0.609333333333333,0.408,1.02,0.278513441896844,NA
"41","BROWARD","112",-0.02225,-0.375,0.976780681988855,0.0934924836898357,29,0.597689655172414,0.316,0.999,0.275050435479788,NA
"42","BROWARD","12",-0.0270357142857143,-0.353846153846154,0.160865090073809,0.251452186508022,30,0.907466666666667,0.066,1.5,0.257619570440039,NA
"43","BROWARD","120",-0.0313333333333333,-0.56551724137931,0.912167102640582,0.0161647801449218,30,0.749466666666667,0.335,1.49,0.356163585323351,NA
"44","BROWARD","121",-0.0365,-0.221768707482993,0.0308829836018149,0.0251966033681807,57,0.752,0.053,1.51,0.344307514712473,NA
"45","BROWARD","122",0.00750000000000001,0.046031746031746,0.0932345010154342,0.75969019311737,45,1.28564444444444,0.068,1.72,0.203495953209444,NA
"46","BROWARD","123",0.0178571428571429,0.216666666666667,0.260976382755563,0.401678166469773,28,0.94925,0.554,1.53,0.260544846737957,NA
"47","BROWARD","124",-0.0292857142857143,-0.343406593406593,0.987409433190692,0.0206208387926054,56,1.30701785714286,0.434,1.92,0.207180422080315,NA
"48","BROWARD","125",0.0191666666666667,0.346153846153846,0.294723624154161,0.136815544188534,28,0.4715,0.194,1.04,0.393094007726624,NA
"49","BROWARD","128",-0.0624999999999999,-0.466666666666667,0.347003159276856,0.0292384073653102,24,0.963291666666667,0.503,1.6,0.32929603949285,NA
"50","BROWARD","129",-0.0222,-0.0969696969696969,0.47003402289549,0.308937825736484,24,0.592666666666667,0.415,0.806,0.201447894474577,NA
"51","BROWARD","14",-0.0299999999999999,-0.173076923076923,0.359931983480758,0.401678166469773,30,1.21053333333333,0.053,1.63,0.233246585838848,NA
"52","BROWARD","15",0.00375,0.122222222222222,0.487172594681494,0.719148171266592,45,0.579755555555556,0.158,1.18,0.49943851330457,NA
"53","BROWARD","16",0.0253333333333334,0.169444444444444,0.318810191554831,0.26861696328918,29,0.730172413793103,0.053,1.28,0.274990170884185,NA
"54","BROWARD","17",-0.023,-0.163333333333333,0.392109778417342,0.340126993883975,24,0.755416666666667,0.52,1.11,0.189265054453475,NA
"55","BROWARD","19",-0.002,0.0953488372093023,0.178155682879282,0.892495274308458,46,0.791173913043478,0.343,1.6,0.357614413791482,NA
"56","BROWARD","2",-0.0221428571428571,-0.357142857142857,0.602351466263758,0.270427963910375,30,0.9851,0.589,1.53,0.186928992051052,NA
"57","BROWARD","20",0.00630000000000001,0.162244897959184,0.198847648373244,0.773365078362471,45,0.967666666666667,0.262,1.53,0.274778273285639,NA
"58","BROWARD","22",-0.00166666666666667,-0.172839506172839,0.0781029960134799,0.912067151830426,30,1.36533333333333,0.29,1.99,0.202817284106191,NA
"59","BROWARD","23",-0.042,-0.182215743440233,0.00159771518702667,0.0333284832900815,54,1.54944444444444,1.23,2.63,0.174813986612005,NA
"60","BROWARD","24",-0.00699999999999999,0.0952380952380952,0.207182470941452,0.65933533835972,30,0.4959,0.222,1.06,0.403677000422087,NA
"61","BROWARD","25",-0.012,-0.154761904761905,0.218686189068039,0.50845423058856,30,0.626533333333333,0.096,0.947,0.310461907303398,NA
"62","BROWARD","26",-0.0116666666666667,0.142857142857143,0.385879178653148,1,30,0.8015,0.268,1.43,0.368426674685514,NA
"63","BROWARD","28",-0.0055,-0.17283950617284,NA,0.826238365918728,30,1.25603333333333,0.811,2.24,0.253317769482433,NA
"64","BROWARD","29",0.00666666666666667,-0.037037037037037,0.302290563928538,1,30,1.40163333333333,0.759,2.13,0.170967259739019,NA
"65","BROWARD","3",-0.0456,-0.476190476190476,0.441215838384495,0.0594279151689524,30,1.1284,0.908,1.67,0.170013041252805,NA
"66","BROWARD","31",-0.025,-0.45679012345679,0.723248127837173,0.156069263431644,30,0.845133333333333,0.053,1.59,0.27096070877531,NA
"67","BROWARD","32",-0.0384583333333333,-0.271604938271605,0.712069597769636,0.101706930031093,30,1.0368,0.759,1.63,0.191955429310523,NA
"68","BROWARD","33",-0.017,-0.2,0.877522108724976,0.511852135620896,30,0.532366666666667,0.053,1.41,0.55477977376937,NA
"69","BROWARD","34",-0.0015,0.0137931034482759,0.677754130230926,1,30,0.2816,0.053,0.744,0.622884523388827,NA
"70","BROWARD","35",0.00414285714285714,0.00370370370370369,0.036434811234515,0.782630506409778,56,0.377142857142857,0.082,0.928,0.578223645224596,NA
"71","BROWARD","36",0.0342857142857143,0.237931034482759,0.129644702718206,0.0615184430831414,30,0.489733333333333,0.053,1.06,0.497479749091884,NA
"72","BROWARD","37",0.00975000000000001,0.110344827586207,0.137200202137137,0.381786895668765,30,0.4214,0.207,0.744,0.346812941936505,NA
"73","BROWARD","38",0.0098,0.357142857142857,0.940527262037738,0.353462760616695,30,0.278166666666667,0.053,0.587,0.367829805557174,NA
"74","BROWARD","39",0.011,0.204938271604938,0.54936612654202,0.623336410060841,29,0.269137931034483,0.053,0.499,0.336804153017075,NA
"75","BROWARD","4",-0.08875,-0.283424908424908,0.0723198120113,0.00237450268291929,56,1.48991071428571,0.909,2.64,0.263884491960662,NA
"76","BROWARD","40",0.00633333333333333,0.150943396226415,0.0306467499078404,0.257552339460981,56,0.226535714285714,0.053,0.353,0.275339484072218,NA
"77","BROWARD","41",0.00800000000000001,0.214285714285714,0.572512231136592,0.48647880261435,30,0.308033333333333,0.064,0.499,0.313961303703192,NA
"78","BROWARD","5",-0.0052,-0.0769230769230769,0.633200266454276,0.754454177494089,30,0.6013,0.233,1.6,0.538546453052463,NA
"79","BROWARD","6",0.017,0,0.265209087137618,0.916965236628864,30,0.953533333333333,0.537,1.64,0.330361897914175,NA
"80","BROWARD","64",-0.00800000000000001,-0.0179138321995465,0.0988231674239475,0.614657438396725,45,0.720644444444444,0.053,0.912,0.192325814892573,NA
"81","BROWARD","7",-0.0319642857142857,-0.166666666666667,0.204350647076783,0.566279574045329,28,1.02775,0.053,1.78,0.387377521716484,NA
"82","BROWARD","8",-0.0275,-0.154761904761905,0.571406272935985,0.50845423058856,30,1.1793,0.636,1.76,0.277070830133392,NA
"83","BROWARD","89",-0.07,-0.458333333333333,0.50280741990117,0.0962628310361518,30,1.2766,0.683,2.08,0.291930537898549,NA
"84","DEP","BAK020",-0.001235,-0.133333333333333,0.22869156022837,0.144050633909659,86,0.0826924418604651,0.02984,0.288,0.625299038426861,NA
"85","DEP","BAK021",-0.002432,-0.369878183831672,0.481952534816274,3.97732973017753e-05,86,0.0566879069767442,0.02984,0.1804,0.513576637013599,NA
"86","DEP","BAK022",-0.00405333333333334,-0.494241417497231,0.426988135313231,1.98687382041228e-08,86,0.0550426744186047,0.02984,0.1482,0.509923479492123,NA
"87","DEP","BAK023",-0.002535,-0.347397563676633,0.268837520008973,0.000106605385362394,86,0.0654374418604651,0.02984,0.2013,0.567558277050637,NA
"88","DEP","BAK024",-0.00405333333333334,-0.63499446290144,0.965074960362637,4.15974971726424e-13,86,0.0507970930232558,0.02984,0.106,0.505251429791667,NA
"89","DEP","BAK025",-0.00338666666666667,-0.534108527131783,0.778180164375575,1.38911287825135e-09,86,0.0521309302325581,0.02984,0.215,0.577539862288322,NA
"90","DEP","BAK026",-0.00399333333333333,-0.621926910299003,0.973499805456361,3.47015757278334e-12,86,0.051756976744186,0.02984,0.1127,0.514868667378385,NA
"91","DEP","BAK027",-0.00405333333333334,-0.617829457364341,0.869926951690916,2.41983044308691e-12,86,0.0511508139534884,0.02984,0.168,0.543963786004898,NA
"92","DEP","BAK028",-0.00405333333333334,-0.691140642303433,0.998416987652974,3.6803220527653e-15,86,0.0492927906976744,0.02984,0.105,0.517339935091039,NA
"93","DEP","BAK029",-0.00405333333333334,-0.720376522702104,0.998938846437616,4.90082240162112e-16,86,0.049886976744186,0.02984,0.105,0.50236948461492,NA
"94","DEP","BAK030",-0.00266666666666667,-0.0982281284606866,0.977356013150086,0.338731885623291,86,0.116239069767442,0.02984,0.3804,0.58027089662486,NA
"95","DEP","BAK031",-0.00354,-0.538870431893688,0.753042667543729,1.26735506664105e-09,86,0.0534317441860465,0.02984,0.115,0.491741083719028,NA
"96","DEP","BAK032",-0.00405333333333334,-0.497895902547065,0.58992548629032,2.23640317746487e-08,86,0.0540298837209302,0.02984,0.128,0.507593926407682,NA
"97","DEP","BAK033",-0.00405333333333334,-0.590365448504983,0.566676462591182,4.32177397306011e-11,86,0.0519190697674419,0.02984,0.1238,0.515962726734657,NA
"98","DEP","BOC070",-0.00443,-0.108212948100589,0.813248601804668,0.250825753949257,89,0.134787640449438,0.02984,0.4657,0.743119613475942,NA
"99","DEP","BOC071",-0.00394666666666667,-0.334627329192547,0.0374488040927724,4.79426645634361e-05,92,0.066173152173913,0.02984,0.1975,0.616837774536665,NA
"100","DEP","BOC072",-0.00304,-0.417624521072797,0.565015512775014,1.84732334986255e-06,87,0.058452183908046,0.02984,0.157,0.552830860179282,NA
"101","DEP","BOC073",-0.00608,-0.365626710454297,0.423120835498265,4.32020312276205e-05,87,0.0768813793103448,0.02984,0.216,0.625832734734018,NA
"102","DEP","BOC074",-0.00405333333333334,-0.553913519430761,0.588475418471665,3.19688648735911e-10,87,0.0553916091954023,0.02984,0.154,0.560937303026546,NA
"103","DEP","BOC075",-0.00351666666666667,-0.594964422550629,0.931471002999079,6.1333605454996e-12,87,0.0533298850574713,0.02984,0.1856,0.544675688964086,NA
"104","DEP","BOC076",-0.00521,-0.341543513957307,0.379105248493949,0.000141288846310866,87,0.0813831034482759,0.02984,0.2431,0.58653157138148,NA
"105","DEP","BOC077",-0.00405333333333334,-0.57088122605364,0.927851453241208,6.72446673563824e-11,87,0.055411724137931,0.02984,0.152,0.535768795157139,NA
"106","DEP","BOC078",-0.00405333333333334,-0.629994526546251,0.97556480734574,5.29591015104193e-13,87,0.0534702298850575,0.02984,0.167,0.530604548029089,NA
"107","DEP","BOC079",-0.00304,-0.496442255062945,0.45862912770268,1.50625939795908e-08,87,0.0541342528735632,0.02984,0.113,0.492562558412296,NA
"108","DEP","BOC080",-0.00338666666666667,-0.0919540229885057,0.777420241662063,0.300899037480055,87,0.138611034482759,0.02984,0.539,0.865030429956406,NA
"109","DEP","BOC081",-0.003832,-0.616858237547893,0.585634378710431,9.05962127455244e-13,87,0.0547911494252874,0.02984,0.257,0.639206619493848,NA
"110","DEP","BOC082",-0.00405333333333334,-0.613574165298303,0.943250320986176,2.03639724718826e-12,87,0.0539148275862069,0.02984,0.139,0.526322389879767,NA
"111","DEP","BOC083",-0.00304,-0.402846195949644,0.440088725747301,5.39104513712651e-06,87,0.0591502298850575,0.02984,0.2057,0.583169665936856,NA
"112","DEP","BOY090",-0.000707999999999999,-0.0300110741971207,0.587870764878894,0.770541497710554,86,0.129592093023256,0.02984,0.5408,0.704198931531201,NA
"113","DEP","BOY091",-0.004,-0.317165005537099,0.768815577277842,0.000438478960300099,86,0.0713032558139535,0.02984,0.229,0.642191091216166,NA
"114","DEP","BOY092",-0.00304,-0.553544973544974,0.516752996995076,5.01959447782848e-11,90,0.0539478888888889,0.02984,0.1288,0.532434838291715,NA
"115","DEP","BOY093",-0.002,-0.223255813953488,0.7113601245547,0.0123962615168257,86,0.0793096511627907,0.02984,0.333,0.766981965612882,NA
"116","DEP","BOY094",-0.00405333333333334,-0.561240310077519,0.74579629753415,9.29203721876998e-11,86,0.0636402325581395,0.02984,1.07,1.77124296969912,NA
"117","DEP","BOY095",-0.00405333333333334,-0.730121816168328,0.992352006470997,1.85704147348212e-17,86,0.0564610465116279,0.02984,0.616,1.18086269029224,NA
"118","DEP","BOY096",-0.00405333333333334,-0.641085271317829,0.925865213870277,1.36293543220232e-13,86,0.0510989534883721,0.02984,0.15,0.54330434201823,NA
"119","DEP","BOY097",-0.00338666666666667,-0.693576965669989,0.93007858184975,5.62536726288012e-16,86,0.0485177906976744,0.02984,0.105,0.524021662945551,NA
"120","DEP","BOY098",-0.00405333333333334,-0.702104097452935,0.986810125576361,1.22716752641563e-15,86,0.0507323255813954,0.02984,0.105,0.512597576516317,NA
"121","DEP","BOY099",-0.00405333333333334,-0.722148394241418,0.999219269578114,7.18957499424005e-17,86,0.0482520930232558,0.02984,0.105,0.523091296277855,NA
"122","DEP","BOY100",-0.00338666666666667,-0.602768549280177,0.659650880191463,3.18704437758335e-12,86,0.0505195348837209,0.02984,0.105,0.50515242943124,NA
"123","DEP","BOY101",-0.00405333333333334,-0.534883720930233,0.969633581781586,1.77972154272348e-09,86,0.0562331395348837,0.02984,0.137,0.537958878935753,NA
"124","DEP","BOYPB4",NA,NA,NA,NA,1,0.02984,0.02984,0.02984,NA,NA
"125","DEP","GOC001",-0.004003,-0.405555555555556,0.533196882047334,8.50897185628969e-05,72,0.0555883333333333,0.02984,0.146,0.431952282298212,NA
"126","DEP","GOC002",-0.00608,-0.385915492957746,0.93555212033686,0.000203535928969133,71,0.0652976056338028,0.02984,0.252,0.580655117390827,NA
"127","DEP","GOC003",-0.00405333333333334,-0.363380281690141,0.979335075197259,0.000575993242447194,71,0.0573253521126761,0.02984,0.1285,0.426962060174954,NA
"128","DEP","GOC004",-0.005,-0.459154929577465,0.914593055611016,8.82616942133937e-06,71,0.0506114084507042,0.02984,0.101,0.375951789819159,NA
"129","DEP","GOC005",-0.00304,-0.536619718309859,0.818751597380884,1.17766353150462e-07,71,0.043893661971831,0.02984,0.114,0.409764979860297,NA
"130","DEP","GOC006",-0.00236666666666666,-0.322535211267606,0.353392839120185,0.00224673459263589,71,0.0510070422535211,0.02984,0.186,0.520202608566359,NA
"131","DEP","GOC007",-0.002432,-0.452112676056338,0.404238449379416,1.0269563534347e-05,71,0.0449580281690141,0.02984,0.106,0.372144248432106,NA
"132","DEP","GOC008",-0.002432,-0.470422535211268,0.716969247367939,3.14636610514205e-06,71,0.0454285915492958,0.02984,0.1432,0.438364613932573,NA
"133","DEP","GOC009",-0.002,-0.411267605633803,0.398421775738266,5.57123013032373e-05,71,0.0442498591549296,0.02984,0.1587,0.48331263013791,NA
"134","DEP","GOC010",-0.002775,-0.563380281690141,0.708480453672991,1.99096656689335e-08,71,0.0417012676056338,0.02984,0.1216,0.374609937394832,NA
"135","DEP","GOC011",-0.001,-0.270422535211268,0.475275887164602,0.0105100363371841,71,0.0496628169014085,0.02984,0.159,0.463621793801974,NA
"136","DEP","GOC012",-0.000666666666666667,-0.0971830985915493,0.15331318156147,0.39727444710738,71,0.10730676056338,0.02984,0.951,1.28446002398874,NA
"137","DEP","GOC013",-0.002,-0.338028169014085,0.383423858672062,0.00110618036067934,71,0.0592956338028169,0.02984,0.308,0.914847200562297,NA
"138","DEP","GOC014",-0.02515,-0.0563380281690141,0.264031553900768,0.658849743556954,71,0.564547464788732,0.052,1.48,0.52180595493007,NA
"139","DEP","GOC015",-0.014,-0.219718309859155,0.245440346548823,0.0402339423774152,71,0.193211549295775,0.02984,0.64,0.847593329020609,NA
"140","DEP","HIL050",-0.001,-0.0768398268398268,0.285306305305442,0.390650782238361,88,0.121327386363636,0.02984,0.5604,0.818150602619571,NA
"141","DEP","HIL051",-0.00304,-0.562436676798379,0.497330110199047,2.81083610083058e-12,94,0.0520240425531915,0.02984,0.1412,0.511175008056803,NA
"142","DEP","HIL052",-0.00293,-0.20744389709907,0.571657475358566,0.025825981703731,87,0.0961488505747126,0.02984,0.3548,0.769422638238039,NA
"143","DEP","HIL053",-0.00405333333333334,-0.549534756431308,0.786966725319652,3.13372788894862e-10,87,0.0593144827586207,0.02984,0.1858,0.588583630493763,NA
"144","DEP","HIL054",-0.004,-0.579091406677614,0.899385086536184,2.75873143825388e-11,87,0.0511185057471264,0.02984,0.105,0.485164635042007,NA
"145","DEP","HIL055",-0.00405333333333334,-0.628352490421456,0.890450180550186,5.29591015104193e-13,87,0.0533598850574713,0.02984,0.133,0.508254558251775,NA
"146","DEP","HIL056",-0.00405333333333334,-0.640941434044882,0.957109649763917,1.08132298521363e-13,87,0.0538767816091954,0.02984,0.1929,0.585762630720403,NA
"147","DEP","HIL057",-0.005232,-0.288451012588944,0.960591250602703,0.00124404501122935,87,0.0830152873563218,0.02984,0.458,0.83211098617332,NA
"148","DEP","HIL058",-0.00405333333333334,-0.590585659551177,0.931433643928009,1.54939934228401e-11,87,0.0521303448275862,0.02984,0.106,0.482048154773574,NA
"149","DEP","HIL059",-0.00341666666666667,-0.370005473453749,0.962741606014914,2.79244310911131e-05,87,0.0734725287356322,0.02984,0.722,1.1305386149315,NA
"150","DEP","HIL060",-0.01258,-0.258347016967707,0.951222651974693,0.00523145432318175,87,0.245450574712644,0.02984,1.19,1.01179466394176,NA
"151","DEP","HIL061",-0.006,-0.680350301039956,0.985425737633821,7.11778846210412e-15,87,0.0550757471264368,0.02984,0.2208,0.599183232928147,NA
"152","DEP","HIL062",-0.00543,-0.510673234811166,0.933064012548201,9.19127456672908e-09,87,0.0755588505747126,0.02984,0.2858,0.794782763945925,NA
"153","DEP","HIL063",-0.00405333333333334,-0.617952928297756,0.995905183138031,7.26129596180473e-13,87,0.0544664367816092,0.02984,0.255,0.685808690139904,NA
"154","DEP","ILW110",-0.00405333333333334,-0.447290640394089,0.866845500687081,2.92885535117646e-07,87,0.062013908045977,0.02984,0.375,0.812921152725957,NA
"155","DEP","ILW111",-0.00405333333333334,-0.573399014778325,0.945261766953019,9.58629045991194e-11,87,0.0544041379310345,0.02984,0.1286,0.530143421167494,NA
"156","DEP","ILW112",-0.00405333333333334,-0.695238095238095,0.978096596009986,7.10079448107098e-16,87,0.0497264367816092,0.02984,0.118,0.528300894144519,NA
"157","DEP","ILW113",-0.00405333333333334,-0.698522167487685,0.997965354886914,1.38590165578574e-15,87,0.0527345977011494,0.02984,0.229,0.638905835687355,NA
"158","DEP","ILW114",-0.00402,-0.570114942528736,0.965593249025127,7.07888406822985e-11,87,0.0527555172413793,0.02984,0.168,0.551061249676603,NA
"159","DEP","ILW115",-0.00508,-0.674350649350649,0.681331404269358,4.19077507314089e-15,88,0.0532157954545455,0.02984,0.182,0.598827934785951,NA
"160","DEP","ILW116",-0.00405333333333334,-0.642145593869732,0.804845119721736,1.66594950000751e-13,87,0.0519655172413793,0.02984,0.1958,0.578699151349004,NA
"161","DEP","ILW117",-0.00405333333333334,-0.705966064586754,0.92625846184103,4.10915785506006e-16,87,0.0501619540229885,0.02984,0.171,0.555827297419971,NA
"162","DEP","ILW118",-0.00338666666666667,-0.540886699507389,0.94037882966664,5.35984894540706e-10,87,0.0520236781609195,0.02984,0.163,0.521717219666342,NA
"163","DEP","ILW119",-0.00420125,-0.642965367965368,0.948350165297432,7.65016154749608e-14,88,0.0511926136363636,0.02984,0.157,0.540739793043435,NA
"164","DEP","JUP120",-0.00181166666666666,-0.0723590585659551,0.15772156275059,0.538935219742511,87,0.108963333333333,0.02984,0.35,0.633921198952593,NA
"165","DEP","JUP121",-0.00304,-0.333661740558292,0.0253965660122578,0.000240675704574942,87,0.0663866666666667,0.02984,0.25,0.638800464672183,NA
"166","DEP","JUP122",-0.002855,-0.263820470717022,0.785095762747652,0.00432252873813169,87,0.068834367816092,0.02984,0.2131,0.607455959563156,NA
"167","DEP","JUP123",-0.000613333333333333,-0.0838533114395183,0.616187735033873,0.432783921121599,87,0.0934935632183908,0.02984,0.324,0.602252621637589,NA
"168","DEP","JUP124",-0.005016,-0.627586206896552,0.941770675612608,8.82194555837601e-13,87,0.0562150574712644,0.02984,0.235,0.677419416138169,NA
"169","DEP","JUP125",-0.00405333333333334,-0.599671592775041,0.975232801106059,9.65153851185088e-12,87,0.0548275862068966,0.02984,0.258,0.652883478084327,NA
"170","DEP","JUP126",-0.00405333333333334,-0.639627805145046,0.886891757819075,1.32444698670705e-13,87,0.0564367816091954,0.02984,0.283,0.773319191852005,NA
"171","DEP","JUP127",-0.00338666666666667,-0.473891625615764,0.78147233022482,5.09384854801713e-08,87,0.0577105747126437,0.02984,0.271,0.708833724200959,NA
"172","DEP","JUP128",-0.00390041666666667,-0.560262725779967,0.930689071526904,1.40476399178073e-10,87,0.0559041379310345,0.02984,0.261,0.648707707617204,NA
"173","DEP","JUP129",-0.00405333333333334,-0.596934865900383,0.853844665578813,4.71203366149683e-12,87,0.0613904597701149,0.02984,0.623,1.23742246848657,NA
"174","DEP","PEV040",-0.00304,-0.270431893687708,0.469184948537005,0.00217807529434888,86,0.0736260465116279,0.02984,0.233,0.581966394376674,NA
"175","DEP","PEV041",-0.00304,-0.265448504983389,0.755388042807909,0.00305199800949111,86,0.0683176744186046,0.02984,0.184,0.550768044448783,NA
"176","DEP","PEV042",-0.00405333333333334,-0.398338870431894,0.938869485719771,8.01717558207466e-06,86,0.0626139534883721,0.02984,0.22,0.579987952119604,NA
"177","DEP","PEV043",-0.004805,-0.463273125342091,0.770329366625911,1.40709664557079e-07,87,0.0611890804597701,0.02984,0.207,0.54851023195871,NA
"178","DEP","PEV044",-0.00405333333333334,-0.631527093596059,0.964651604056753,6.92096481148681e-13,87,0.0526611494252874,0.02984,0.142,0.530579541719943,NA
"179","DEP","PEV045",-0.00371333333333333,-0.617275747508306,0.80111471296839,4.85346338640499e-12,86,0.0507443023255814,0.02984,0.105,0.507147619119856,NA
"180","DEP","PEV046",-0.00454,-0.484939091915836,0.835614911256236,4.20321973667037e-08,86,0.0551573255813953,0.02984,0.116,0.490776656114287,NA
"181","DEP","PEV047",-0.00304,-0.455703211517165,0.319528700227629,2.12756173366132e-07,86,0.053771976744186,0.02984,0.157,0.51920300607838,NA
"182","DEP","PEV048",-0.0037375,-0.665116279069767,0.878313085053317,2.75918181832085e-14,86,0.0497272093023256,0.02984,0.105,0.506142428781199,NA
"183","DEP","PEV049",-0.004032,-0.606644518272425,0.680519234846775,3.65752214359225e-12,86,0.0493595348837209,0.02984,0.105,0.504415861831416,NA
"184","DEP","PEV050",0.03664,0.29202657807309,0.538250970720493,0.00101632985704656,86,0.302997093023256,0.02984,1.908,0.971822346683097,NA
"185","DEP","PEV051",-0.003,-0.259579180509413,0.958394572652015,0.00389627960495264,86,0.0775438372093023,0.02984,0.3213,0.804217102197806,NA
"186","DEP","PEV052",-0.00304,-0.471982281284607,0.390290976000986,5.78990421134571e-08,86,0.0551044186046512,0.02984,0.137,0.547382100226204,NA
"187","DEP","PEV053",-0.00405333333333334,-0.584163898117387,0.845016902964538,1.25202886450175e-11,86,0.0515959302325581,0.02984,0.1588,0.548465691008885,NA
"188","DEP","STL161",0.00881666666666667,0.150925925925926,0.865022118246043,0.117561219676025,72,0.176460277777778,0.04,0.5113,0.548985469050405,NA
"189","DEP","STL162",-0.000666666666666667,-0.0319634703196347,0.755859418108728,0.832195787682837,73,0.103400410958904,0.02984,0.303,0.649552942862349,NA
"190","DEP","STL163",4.9999999999998e-05,0.0157407407407407,0.361358509078321,0.870350744364199,72,0.0788004166666667,0.02984,0.2805,0.722879444184478,NA
"191","DEP","STL164",-0.000666666666666667,-0.0985915492957746,0.891832955135487,0.402539627090456,71,0.0667384507042253,0.02984,0.205,0.636943218479859,NA
