"","program","Monitoring.Location.ID","slope","tau","chi_square","z","n_values","mean","min","max","coefficient.of.variation","significant_slope","pvalue"
"28","MiamiBeach","10",NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA
"29","MiamiBeach","11",NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA
"30","MiamiBeach","12",NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA
"31","MiamiBeach","13",NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA
"32","MiamiBeach","14",NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA
"33","MiamiBeach","15",NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA
"34","MiamiBeach","16",NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA
"35","MiamiBeach","17",NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA
"36","MiamiBeach","18",NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA
"37","MiamiBeach","19",NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA
"38","MiamiBeach","2",NA,NA,NA,NA,11,9.36363636363636,1,31,1.22538734087155,NA,NA
"39","MiamiBeach","20",NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA
"40","MiamiBeach","21",NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA
"41","MiamiBeach","22",NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA
"42","MiamiBeach","23",NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA
"43","MiamiBeach","24",NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA
"44","MiamiBeach","25",NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA
"45","MiamiBeach","26",NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA
"46","MiamiBeach","27",NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA
"47","MiamiBeach","28",NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA
"48","MiamiBeach","29",NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA
"49","MiamiBeach","3",NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA
"50","MiamiBeach","30",NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA
"51","MiamiBeach","31",NA,NA,NA,NA,11,11.5454545454545,1,60,1.53840213642671,NA,NA
"52","MiamiBeach","32",NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA
"53","MiamiBeach","33",NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA
"54","MiamiBeach","34",NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA
"55","MiamiBeach","35",NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA
"56","MiamiBeach","36",NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA
"57","MiamiBeach","37",NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA
"58","MiamiBeach","38",NA,NA,NA,NA,11,31.8181818181818,1,117,1.03407337994073,NA,NA
"59","MiamiBeach","39",NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA
"60","MiamiBeach","3A",NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA
"61","MiamiBeach","3B",NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA
"62","MiamiBeach","3b",NA,NA,NA,NA,1,9,9,9,NA,NA,NA
"63","MiamiBeach","4",NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA
"64","MiamiBeach","40",NA,NA,NA,NA,11,36.3636363636364,1,110,1.14151653514086,NA,NA
"65","MiamiBeach","41",NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA
"66","MiamiBeach","5",NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA
"67","MiamiBeach","6",NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA
"68","MiamiBeach","7",NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA
"69","MiamiBeach","8",NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA
"70","MiamiBeach","9",NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA
