"","program","Monitoring.Location.ID","slope","tau","chi_square","z","n_values","mean","min","max","coefficient.of.variation"
"30","MiamiBeach","46",-0.100000000000001,-0.0109289617486339,0.0179146924686782,0.786933349092289,61,26.6740983606557,20.97,31.6,0.115522061598416
"31","MiamiBeach","47",-0.0249999999999999,-0.0123655913978495,0.0361333399904701,0.894549147454705,62,26.565,20.94,31.6,0.117686611156983
"32","MiamiBeach","48",0.199999999999999,0,0.416916039995653,1,27,26.4655555555556,20.5,31.6,0.129476195052949
"33","MiamiBeach","52",-0.1625,-0.033879781420765,0.0406859180328238,0.736425745581479,61,26.5831147540984,20.54,31.9,0.118544041986451
"34","MiamiBeach","54",-0.0341666666666664,-0.0508196721311475,0.233638530165206,0.734878888121549,61,27.0406557377049,19.4,33,0.124509440935165
"35","MiamiBeach","56",-0.0483333333333339,-0.00903954802259887,0.676253493351044,0.831727528974283,59,26.8115254237288,19.99,32.6,0.123949500667059
"36","MiamiBeach","59",0.0850000000000009,0.0769230769230769,NA,1,26,26.8061538461538,19.85,32.86,0.130836845713897
"37","MiamiBeach","60",-0.140833333333333,-0.0440677966101695,0.638694851607523,0.722786009384085,59,26.9489830508475,19.7,32.81,0.121264521811114
"38","MiamiBeach","61",-0.395,-0.176470588235294,0.430643886749122,0.759462865379934,21,26.8085714285714,19.12,32.58,0.147498098322484
"39","MiamiBeach","62",-0.129999999999999,-0.111111111111111,0.351755770157338,1,21,26.9257142857143,20.6,32.42,0.136403942099735
"40","MiamiBeach","63",0.0333333333333338,0.0432098765432099,0.148987432569063,0.935774145836325,54,26.647962962963,20.4,32.45,0.126462079909306
"41","MiamiBeach","64",NA,NA,NA,NA,6,26.9833333333333,20.4,32,0.162209284214811
"42","MiamiBeach","66",-0.52,-0.314285714285714,0.690749585090449,0.130203519191922,35,27.3262857142857,21.4,32.3,0.118350402304414
"43","MiamiBeach","67",-0.59,-0.314814814814815,0.340440056874778,0.147501399902633,36,27.2372222222222,21.3,32.4,0.120749195757265
"44","MiamiBeach","68",-0.800000000000001,-0.425925925925926,0.795284943820515,0.019387823142636,36,26.6119444444444,20.1,32.27,0.122029618597878
"45","MiamiBeach","69",-0.75,-0.277777777777778,0.380698662260131,0.147501399902633,36,26.9736111111111,20.6,32.8,0.119299267072067
"46","MiamiBeach","70",-0.666666666666667,-0.333333333333333,0.532385655255159,0.0455002638963584,36,26.4238888888889,20.1,32.1,0.124299438119516
"47","MiamiBeach","71",-0.77,-0.351851851851852,0.65312749295208,0.0500163954856457,36,26.6430555555556,19.63,33,0.12931077791678
"48","MiamiBeach","74",-0.484999999999999,-0.257142857142857,0.172864078837013,0.161547822085713,35,26.7777142857143,21.6,31.8,0.0940854868367685
"49","MiamiBeach","78",-0.3325,-0.228571428571429,0.473509242082687,0.273321678292298,35,27.9554285714286,20.8,33.55,0.106598094030748
"50","MiamiBeach","79",-0.800000000000001,-0.411764705882353,NA,0.520050527304795,21,28.1485714285714,24.4,31.8,0.086491547129845
"51","MiamiBeach","81",-1.6,-1,1,0.479500122186953,13,26.1269230769231,22,29.7,0.100644421548239
"52","MiamiBeach","82",-3.2,-0.8,0.873732988439456,0.296269871484286,14,25.4792857142857,19.3,30,0.118343016574615
"53","MiamiBeach","83",NA,NA,NA,NA,7,24.3085714285714,19.3,28.1,0.127029629885532
"54","MiamiBeach","84",NA,NA,NA,NA,12,27.4683333333333,23.3,31.3,0.102623743062651
"55","MiamiBeach","9",-0.3215,-0.422953216374269,0.395086315343959,3.24654368229641e-05,76,27.5702631578947,20.1,36.1,0.12958825476344
