"","program","Monitoring.Location.ID","slope","tau","chi_square","z","n_values","mean","min","max","coefficient.of.variation","significant_trend"
"27","MiamiBeach","1",NA,NA,NA,NA,11,7.54181818181818,6.78,8,0.0485801701132476,NA
"28","MiamiBeach","10",NA,NA,NA,NA,11,7.79545454545455,7.54,7.95,0.0201718934674656,NA
"29","MiamiBeach","11",NA,NA,NA,NA,11,7.78363636363636,7.51,7.96,0.021660634328381,NA
"30","MiamiBeach","12",NA,NA,NA,NA,11,7.66636363636364,7.42,7.86,0.0198017340830839,NA
"31","MiamiBeach","13",NA,NA,NA,NA,11,7.76909090909091,7.47,8.03,0.024336734140749,NA
"32","MiamiBeach","14",NA,NA,NA,NA,11,7.75454545454545,7.48,8.06,0.0264870980526896,NA
"33","MiamiBeach","15",NA,NA,NA,NA,11,7.72909090909091,7.41,8.09,0.0282303673124312,NA
"34","MiamiBeach","16",NA,NA,NA,NA,11,7.66181818181818,7.37,7.94,0.024817642887874,NA
"35","MiamiBeach","17",NA,NA,NA,NA,11,7.56545454545455,7.33,7.96,0.0280355968687288,NA
"36","MiamiBeach","18",NA,NA,NA,NA,11,7.62545454545455,7.27,7.97,0.030481812401522,NA
"37","MiamiBeach","19",NA,NA,NA,NA,11,7.60727272727273,7.16,7.91,0.0304681696392256,NA
"38","MiamiBeach","2",NA,NA,NA,NA,11,7.70818181818182,7.23,7.99,0.0274089534556605,NA
"39","MiamiBeach","20",NA,NA,NA,NA,11,7.73545454545455,7.33,7.97,0.0267905701692534,NA
"40","MiamiBeach","21",NA,NA,NA,NA,11,7.72545454545455,7.09,8.14,0.0385962048298796,NA
"41","MiamiBeach","22",NA,NA,NA,NA,11,7.74636363636364,7.02,7.99,0.0347366363382029,NA
"42","MiamiBeach","23",NA,NA,NA,NA,11,7.77090909090909,7.16,8.04,0.0313709532185699,NA
"43","MiamiBeach","24",NA,NA,NA,NA,11,7.76,7.13,8.13,0.0334505899866328,NA
"44","MiamiBeach","25",NA,NA,NA,NA,10,7.773,7.18,8.24,0.0456182337160805,NA
"45","MiamiBeach","26",NA,NA,NA,NA,11,7.79181818181818,6.7,8.88,0.0670219082269999,NA
"46","MiamiBeach","27",NA,NA,NA,NA,11,7.92363636363636,7.16,9.04,0.0561866662367985,NA
"47","MiamiBeach","28",NA,NA,NA,NA,11,7.95272727272727,7.31,8.95,0.0495660157202657,NA
"48","MiamiBeach","29",NA,NA,NA,NA,11,7.85181818181818,7.14,8.2,0.0342632176649537,NA
"49","MiamiBeach","3",NA,NA,NA,NA,11,7.54636363636364,6.94,7.94,0.0374116008987162,NA
"50","MiamiBeach","30",NA,NA,NA,NA,11,7.97363636363636,7.54,9.04,0.0475456095493306,NA
"51","MiamiBeach","31",NA,NA,NA,NA,11,7.87636363636364,7.5,8.1,0.0225354957520441,NA
"52","MiamiBeach","32",NA,NA,NA,NA,11,7.92090909090909,7.5,8.86,0.0437207136148423,NA
"53","MiamiBeach","33",NA,NA,NA,NA,11,7.94545454545455,7.51,8.81,0.0404526242755746,NA
"54","MiamiBeach","34",NA,NA,NA,NA,11,7.87818181818182,7.57,8.15,0.0204343596564021,NA
"55","MiamiBeach","35",NA,NA,NA,NA,11,7.76,7.17,8.03,0.0382669039223993,NA
"56","MiamiBeach","36",NA,NA,NA,NA,11,7.35272727272727,2.88,8.3,0.204706594350273,NA
"57","MiamiBeach","37",NA,NA,NA,NA,11,7.86909090909091,7.5,8.6,0.0382990429096237,NA
"58","MiamiBeach","38",NA,NA,NA,NA,11,7.87,7.47,8.08,0.0253174826495188,NA
"59","MiamiBeach","39",NA,NA,NA,NA,11,7.88545454545455,7.54,8.07,0.0226170773697498,NA
"60","MiamiBeach","3A",NA,NA,NA,NA,8,7.26,6.97,7.71,0.0349470042649332,NA
"61","MiamiBeach","3B",NA,NA,NA,NA,9,7.73666666666667,7.42,7.93,0.0199509035421367,NA
"62","MiamiBeach","3b",NA,NA,NA,NA,1,7.68,7.68,7.68,NA,NA
"63","MiamiBeach","4",NA,NA,NA,NA,11,7.67818181818182,7.23,7.87,0.0254671238105361,NA
"64","MiamiBeach","40",NA,NA,NA,NA,11,7.92090909090909,7.59,8.08,0.0182204932166349,NA
"65","MiamiBeach","41",NA,NA,NA,NA,11,7.91,7.56,8.08,0.0199250450617907,NA
"66","MiamiBeach","5",NA,NA,NA,NA,11,7.75272727272727,7.49,7.98,0.0245691433810717,NA
"67","MiamiBeach","6",NA,NA,NA,NA,11,7.74909090909091,7.47,8.04,0.0246777935211738,NA
"68","MiamiBeach","7",NA,NA,NA,NA,11,7.77636363636364,7.53,8.03,0.0240528863724752,NA
"69","MiamiBeach","8",NA,NA,NA,NA,11,7.66545454545455,7.27,8.05,0.0331950117892226,NA
"70","MiamiBeach","9",NA,NA,NA,NA,11,7.79363636363636,7.53,8.01,0.0223220184023763,NA
