"","X","source","site","datetime","analyte","value","units","latitude","longitude","sample_depth"
"71",775,"SFER","57.3","2014-12-03","Nitrite",0.07,NA,25,-81,NA
"72",786,"SFER","58","2014-12-03","Nitrite",0.04,NA,25,-81,NA
"73",797,"SFER","58","2014-12-03","Nitrite",0.11,NA,25,-81,NA
"74",808,"SFER","59","2014-12-03","Nitrite",0.09,NA,25,-81,NA
"75",819,"SFER","61","2014-12-04","Nitrite",0.14,NA,25,-81,NA
"76",830,"SFER","62","2014-12-04","Nitrite",0.11,NA,25,-81,NA
"77",841,"SFER","60","2014-12-04","Nitrite",0.12,NA,25,-81,NA
"78",852,"SFER","63","2014-12-04","Nitrite",0.12,NA,25,-81,NA
"79",863,"SFER","64","2014-12-04","Nitrite",0.15,NA,25,-81,NA
"80",874,"SFER","65","2014-12-04","Nitrite",0.14,NA,25,-81,NA
"81",885,"SFER","66","2014-12-04","Nitrite",0.17,NA,25,-81,NA
"82",896,"SFER","67","2014-12-04","Nitrite",0.2,NA,25,-81,NA
"83",907,"SFER","68","2014-12-04","Nitrite",0.14,NA,24,-81,NA
"84",918,"SFER","69","2014-12-04","Nitrite",0.17,NA,24,-81,NA
"85",929,"SFER","70","2014-12-04","Nitrite",0.13,NA,24,-81,NA
"86",940,"SFER","71","2014-12-04","Nitrite",0.14,NA,24,-80,NA
"87",951,"SFER","57.2","2014-12-04","Nitrite",0.09,NA,25,-81,NA
"88",962,"SFER","57.2","2014-12-04","Nitrite",0.1,NA,25,-81,NA
"89",973,"SFER","57.1","2014-12-04","Nitrite",0.1,NA,25,-81,NA
"90",984,"SFER","57","2014-12-04","Nitrite",0.11,NA,25,-81,NA
"91",995,"SFER","57.1","2014-12-04","Nitrite",0.09,NA,25,-81,NA
"92",1006,"SFER","56","2014-12-04","Nitrite",0.07,NA,25,-81,NA
"93",1017,"SFER","55","2014-12-04","Nitrite",0.1,NA,25,-81,NA
"94",1028,"SFER","54","2014-12-04","Nitrite",0.1,NA,25,-81,NA
"95",1039,"SFER","6.5","2014-12-05","Nitrite",0.08,NA,25,-80,NA
"96",1050,"SFER","6","2014-12-05","Nitrite",0.07,NA,25,-80,NA
"97",1061,"SFER","5.5","2014-12-05","Nitrite",0.09,NA,25,-80,NA
"98",1072,"SFER","EKOFF","2014-12-05","Nitrite",0.06,NA,25,-80,NA
"99",1083,"SFER","8","2015-04-13","Nitrite",0.019,NA,24,-80,NA
"100",1094,"SFER","9","2015-04-13","Nitrite",0.009,NA,24,-80,NA
"101",1105,"SFER","9","2015-04-13","Nitrite",0.011,NA,24,-80,NA
"102",1116,"SFER","9.5","2015-04-13","Nitrite",0.017,NA,24,-80,NA
"103",1127,"SFER","9.5","2015-04-13","Nitrite",0.036,NA,24,-80,NA
"104",1138,"SFER","9.5","2015-04-13","Nitrite",0.169,NA,24,-80,NA
"105",1149,"SFER","9.5","2015-04-13","Nitrite",0.061,NA,24,-80,NA
"106",1160,"SFER","9.5","2015-04-13","Nitrite",0.025,NA,24,-80,NA
"107",1171,"SFER","10","2015-04-13","Nitrite",0.022,NA,24,-80,NA
"108",1182,"SFER","11","2015-04-13","Nitrite",0,NA,24,-80,NA
"109",1193,"SFER","1","2015-04-13","Nitrite",0.438,NA,25,-80,NA
"110",1204,"SFER","2","2015-04-13","Nitrite",0.521,NA,25,-80,NA
"111",1215,"SFER","3","2015-04-13","Nitrite",0.521,NA,25,-80,NA
"112",1226,"SFER","3","2015-04-13","Nitrite",0.493,NA,25,-80,NA
"113",1237,"SFER","3","2015-04-13","Nitrite",0.06,NA,25,-80,NA
"114",1248,"SFER","EKIN","2015-04-13","Nitrite",0.065,NA,25,-80,NA
"115",1259,"SFER","EKMID","2015-04-13","Nitrite",0.041,NA,25,-80,NA
"116",1270,"SFER","4","2015-04-13","Nitrite",0.082,NA,25,-80,NA
"117",1281,"SFER","5","2015-04-13","Nitrite",0.05,NA,25,-80,NA
"118",1292,"SFER","5.5","2015-04-13","Nitrite",0.43,NA,25,-80,NA
"119",1303,"SFER","6","2015-04-13","Nitrite",0.04,NA,25,-80,NA
"120",1314,"SFER","6.5","2015-04-13","Nitrite",0.063,NA,25,-80,NA
"121",1325,"SFER","MR","2015-04-13","Nitrite",0.506,NA,25,-80,NA
"122",1336,"SFER","MR","2015-04-13","Nitrite",0.509,NA,25,-80,NA
"123",1347,"SFER","UKOFF","2015-04-13","Nitrite",NA,NA,24,-80,NA
"124",1358,"SFER","UKMID","2015-04-13","Nitrite",0.025,NA,24,-80,NA
"125",1369,"SFER","UKIN","2015-04-13","Nitrite",0.026,NA,24,-80,NA
"126",1380,"SFER","7","2015-04-13","Nitrite",0.007,NA,24,-80,NA
"127",1391,"SFER","30","2015-04-14","Nitrite",0.011,NA,25,-82,NA
"128",1402,"SFER","30","2015-04-14","Nitrite",0.008,NA,25,-82,NA
"129",1413,"SFER","30.5","2015-04-14","Nitrite",0.011,NA,25,-82,NA
"130",1424,"SFER","12","2015-04-14","Nitrite",0.351,NA,24,-80,NA
"131",1435,"SFER","12","2015-04-14","Nitrite",0,NA,24,-80,NA
"132",1446,"SFER","13","2015-04-14","Nitrite",0,NA,24,-81,NA
"133",1457,"SFER","14","2015-04-14","Nitrite",0.003,NA,24,-81,NA
"134",1468,"SFER","15","2015-04-14","Nitrite",0,NA,24,-81,NA
"135",1479,"SFER","15.5","2015-04-14","Nitrite",0.013,NA,24,-80,NA
"136",1490,"SFER","16","2015-04-14","Nitrite",0.085,NA,24,-81,NA
"137",1501,"SFER","17","2015-04-14","Nitrite",0.553,NA,24,-81,NA
"138",1512,"SFER","18","2015-04-14","Nitrite",0.044,NA,24,-81,NA
"139",1523,"SFER","18","2015-04-14","Nitrite",0.513,NA,24,-81,NA
"140",1534,"SFER","19","2015-04-14","Nitrite",0.546,NA,24,-81,NA
"141",1545,"SFER","20","2015-04-14","Nitrite",0.473,NA,24,-81,NA
"142",1556,"SFER","21LK","2015-04-14","Nitrite",0.063,NA,24,-81,NA
"143",1567,"SFER","21LK","2015-04-14","Nitrite",0.047,NA,24,-81,NA
"144",1578,"SFER","21.5","2015-04-14","Nitrite",0.052,NA,24,-81,NA
"145",1589,"SFER","WS","2015-04-14","Nitrite",0.035,NA,24,-81,NA
"146",1600,"SFER","WS","2015-04-14","Nitrite",0.505,NA,24,-81,NA
"147",1611,"SFER","22.5","2015-04-14","Nitrite",0.056,NA,24,-81,NA
"148",1622,"SFER","22","2015-04-14","Nitrite",0.014,NA,24,-81,NA
"149",1633,"SFER","23","2015-04-14","Nitrite",0.031,NA,24,-81,NA
"150",1644,"SFER","24","2015-04-14","Nitrite",0.089,NA,24,-81,NA
"151",1655,"SFER","60","2015-04-15","Nitrite",0.081,NA,25,-81,NA
"152",1666,"SFER","61","2015-04-15","Nitrite",0.031,NA,25,-81,NA
"153",1677,"SFER","62","2015-04-15","Nitrite",0.029,NA,25,-81,NA
"154",1688,"SFER","63","2015-04-15","Nitrite",0.023,NA,25,-81,NA
"155",1699,"SFER","64","2015-04-15","Nitrite",0.049,NA,25,-81,NA
"156",1710,"SFER","65","2015-04-15","Nitrite",0.027,NA,25,-81,NA
"157",1721,"SFER","31","2015-04-15","Nitrite",0.01,NA,25,-81,NA
"158",1732,"SFER","32","2015-04-15","Nitrite",0.019,NA,25,-81,NA
"159",1743,"SFER","33","2015-04-15","Nitrite",0.011,NA,25,-81,NA
"160",1754,"SFER","34","2015-04-15","Nitrite",0.006,NA,25,-81,NA
"161",1765,"SFER","42","2015-04-15","Nitrite",0.042,NA,25,-81,NA
"162",1776,"SFER","41","2015-04-15","Nitrite",0.034,NA,25,-81,NA
"163",1787,"SFER","40","2015-04-15","Nitrite",0.043,NA,25,-81,NA
"164",1798,"SFER","45","2015-04-15","Nitrite",0.072,NA,25,-81,NA
"165",1809,"SFER","46","2015-04-15","Nitrite",0.046,NA,25,-81,NA
"166",1820,"SFER","47","2015-04-15","Nitrite",0.041,NA,25,-81,NA
"167",1831,"SFER","48","2015-04-15","Nitrite",0.023,NA,25,-81,NA
"168",1842,"SFER","50","2015-04-15","Nitrite",0.041,NA,25,-81,NA
"169",1853,"SFER","51","2015-04-15","Nitrite",0.063,NA,25,-81,NA
"170",1864,"SFER","52","2015-04-15","Nitrite",0.715,NA,25,-81,NA
"171",1875,"SFER","53","2015-04-15","Nitrite",0.035,NA,25,-81,NA
"172",1886,"SFER","54","2015-04-15","Nitrite",0.042,NA,25,-81,NA
"173",1897,"SFER","55","2015-04-15","Nitrite",0.069,NA,25,-81,NA
"174",1908,"SFER","56","2015-04-15","Nitrite",0.1,NA,25,-81,NA
"175",1919,"SFER","57","2015-04-15","Nitrite",0.686,NA,25,-81,NA
"176",1930,"SFER","57.1","2015-04-15","Nitrite",0.03,NA,25,-81,NA
"177",1941,"SFER","57.2","2015-04-15","Nitrite",0.051,NA,25,-81,NA
"178",1952,"SFER","57.3","2015-04-15","Nitrite",0.027,NA,25,-81,NA
"179",1963,"SFER","58","2015-04-15","Nitrite",0.047,NA,25,-81,NA
"180",1974,"SFER","58","2015-04-15","Nitrite",0.021,NA,25,-81,NA
"181",1985,"SFER","59","2015-04-15","Nitrite",0.028,NA,25,-81,NA
"182",1996,"SFER","66","2015-04-16","Nitrite",0.018,NA,25,-81,NA
"183",2007,"SFER","67","2015-04-16","Nitrite",0.014,NA,25,-81,NA
"184",2018,"SFER","68","2015-04-16","Nitrite",0.011,NA,24,-81,NA
"185",2029,"SFER","69","2015-04-16","Nitrite",0.047,NA,24,-81,NA
"186",2040,"SFER","70","2015-04-16","Nitrite",0.018,NA,24,-81,NA
"187",2051,"SFER","57.3","2015-04-16","Nitrite",0.676,NA,25,-81,NA
"188",2062,"SFER","57.3","2015-04-16","Nitrite",0.077,NA,25,-81,NA
"189",2073,"SFER","57.2","2015-04-16","Nitrite",0.076,NA,25,-81,NA
"190",2084,"SFER","57.1","2015-04-16","Nitrite",0.044,NA,25,-81,NA
"191",2095,"SFER","57","2015-04-16","Nitrite",0.747,NA,25,-81,NA
"192",2106,"SFER","56","2015-04-16","Nitrite",0.068,NA,25,-81,NA
"193",2117,"SFER","55","2015-04-16","Nitrite",0.071,NA,25,-81,NA
"194",2128,"SFER","54","2015-04-16","Nitrite",0.705,NA,25,-81,NA
"195",2139,"SFER","EKOFF","2015-04-17","Nitrite",0.04,NA,25,-80,NA
"196",2150,"SFER","1","2015-06-01","Nitrite",0.359,NA,25,-80,NA
"197",2161,"SFER","2","2015-06-01","Nitrite",0.201,NA,25,-80,NA
"198",2172,"SFER","3","2015-06-01","Nitrite",0.028,NA,25,-80,NA
"199",2183,"SFER","EKIN","2015-06-01","Nitrite",0.067,NA,25,-80,NA
"200",2194,"SFER","EKMID","2015-06-01","Nitrite",0.096,NA,25,-80,NA
"201",2205,"SFER","EKOFF","2015-06-01","Nitrite",0.05,NA,25,-80,NA
"202",2216,"SFER","4","2015-06-01","Nitrite",0.227,NA,25,-80,NA
"203",2227,"SFER","5","2015-06-01","Nitrite",0.197,NA,25,-80,NA
"204",2238,"SFER","5.5","2015-06-01","Nitrite",0.102,NA,25,-80,NA
"205",2249,"SFER","6","2015-06-01","Nitrite",0.074,NA,25,-80,NA
"206",2260,"SFER","6.5","2015-06-01","Nitrite",0.044,NA,25,-80,NA
"207",2271,"SFER","MR","2015-06-01","Nitrite",0.053,NA,25,-80,NA
"208",2282,"SFER","MR","2015-06-01","Nitrite",0.051,NA,25,-80,NA
"209",2293,"SFER","UKOFF","2015-06-01","Nitrite",0.626,NA,24,-80,NA
"210",2304,"SFER","UKMID","2015-06-01","Nitrite",0.046,NA,24,-80,NA
"211",2315,"SFER","UKIN","2015-06-01","Nitrite",0.054,NA,24,-80,NA
"212",2326,"SFER","7","2015-06-01","Nitrite",0.058,NA,24,-80,NA
"213",2337,"SFER","8","2015-06-01","Nitrite",0.092,NA,24,-80,NA
"214",2348,"SFER","9","2015-06-02","Nitrite",0.753,NA,24,-80,NA
"215",2359,"SFER","9","2015-06-02","Nitrite",0.584,NA,24,-80,NA
"216",2370,"SFER","9.5","2015-06-02","Nitrite",0.589,NA,24,-80,NA
"217",2381,"SFER","9.5","2015-06-02","Nitrite",0.836,NA,24,-80,NA
"218",2392,"SFER","9.5","2015-06-02","Nitrite",0.599,NA,24,-80,NA
"219",2403,"SFER","12","2015-06-02","Nitrite",0.449,NA,24,-80,NA
"220",2414,"SFER","12","2015-06-02","Nitrite",0.02,NA,24,-80,NA
"221",2425,"SFER","11","2015-06-02","Nitrite",0.293,NA,24,-80,NA
"222",2436,"SFER","10","2015-06-02","Nitrite",0.094,NA,24,-80,NA
"223",2447,"SFER","13","2015-06-02","Nitrite",0.679,NA,24,-81,NA
"224",2458,"SFER","14","2015-06-02","Nitrite",0.037,NA,24,-81,NA
"225",2469,"SFER","15","2015-06-02","Nitrite",0.012,NA,24,-81,NA
"226",2480,"SFER","15.5","2015-06-02","Nitrite",0.009,NA,24,-80,NA
"227",2491,"SFER","18","2015-06-02","Nitrite",0.018,NA,24,-81,NA
"228",2502,"SFER","18","2015-06-02","Nitrite",0,NA,24,-81,NA
"229",2513,"SFER","17","2015-06-02","Nitrite",0.045,NA,24,-81,NA
"230",2524,"SFER","16","2015-06-02","Nitrite",0.194,NA,24,-81,NA
"231",2535,"SFER","19","2015-06-02","Nitrite",0.108,NA,24,-81,NA
"232",2546,"SFER","20","2015-06-02","Nitrite",0.025,NA,24,-81,NA
"233",2557,"SFER","21LK","2015-06-02","Nitrite",0.032,NA,24,-81,NA
"234",2568,"SFER","21LK","2015-06-02","Nitrite",0.023,NA,24,-81,NA
"235",2579,"SFER","21.5","2015-06-02","Nitrite",0.028,NA,24,-81,NA
"236",2590,"SFER","WS","2015-06-02","Nitrite",0.038,NA,24,-81,NA
"237",2601,"SFER","WS","2015-06-02","Nitrite",0.049,NA,24,-81,NA
"238",2612,"SFER","22.5","2015-06-02","Nitrite",0.015,NA,24,-81,NA
"239",2623,"SFER","22","2015-06-02","Nitrite",0.024,NA,24,-81,NA
"240",2634,"SFER","23","2015-06-02","Nitrite",0.054,NA,24,-81,NA
"241",2645,"SFER","24","2015-06-02","Nitrite",0.125,NA,24,-81,NA
"242",2656,"SFER","30","2015-06-02","Nitrite",0.015,NA,25,-82,NA
"243",2667,"SFER","30","2015-06-02","Nitrite",0.429,NA,25,-82,NA
"244",2678,"SFER","30.5","2015-06-03","Nitrite",0.053,NA,25,-82,NA
"245",2689,"SFER","31","2015-06-03","Nitrite",0.007,NA,25,-81,NA
"246",2700,"SFER","31","2015-06-03","Nitrite",0.544,NA,25,-81,NA
"247",2711,"SFER","32","2015-06-03","Nitrite",0.016,NA,25,-81,NA
"248",2722,"SFER","33","2015-06-03","Nitrite",0.008,NA,25,-81,NA
"249",2733,"SFER","34","2015-06-03","Nitrite",0.014,NA,25,-81,NA
"250",2744,"SFER","42","2015-06-03","Nitrite",0.019,NA,25,-81,NA
"251",2755,"SFER","41","2015-06-03","Nitrite",0.022,NA,25,-81,NA
"252",2766,"SFER","40","2015-06-03","Nitrite",0.018,NA,25,-81,NA
"253",2777,"SFER","39","2015-06-03","Nitrite",0.065,NA,25,-81,NA
"254",2788,"SFER","45","2015-06-03","Nitrite",0.004,NA,25,-81,NA
"255",2799,"SFER","46","2015-06-03","Nitrite",0,NA,25,-81,NA
"256",2810,"SFER","47","2015-06-03","Nitrite",0.028,NA,25,-81,NA
"257",2821,"SFER","48","2015-06-03","Nitrite",0.017,NA,25,-81,NA
"258",2832,"SFER","49","2015-06-03","Nitrite",0.006,NA,25,-81,NA
"259",2843,"SFER","50","2015-06-03","Nitrite",0.033,NA,25,-81,NA
"260",2854,"SFER","51","2015-06-03","Nitrite",0.02,NA,25,-81,NA
"261",2865,"SFER","52","2015-06-03","Nitrite",0.016,NA,25,-81,NA
"262",2876,"SFER","53","2015-06-03","Nitrite",0.027,NA,25,-81,NA
"263",2887,"SFER","54","2015-06-03","Nitrite",0.048,NA,25,-81,NA
"264",2898,"SFER","55","2015-06-03","Nitrite",0.029,NA,25,-81,NA
"265",2909,"SFER","56","2015-06-03","Nitrite",0.025,NA,25,-81,NA
"266",2920,"SFER","57","2015-06-03","Nitrite",0.025,NA,25,-81,NA
"267",2931,"SFER","57.1","2015-06-03","Nitrite",0.028,NA,25,-81,NA
"268",2942,"SFER","57.2","2015-06-03","Nitrite",0.029,NA,25,-81,NA
"269",2953,"SFER","57.3","2015-06-03","Nitrite",0.019,NA,25,-81,NA
"270",2964,"SFER","58","2015-06-03","Nitrite",0.019,NA,25,-81,NA
"271",2975,"SFER","59","2015-06-03","Nitrite",0.525,NA,25,-81,NA
"272",2986,"SFER","60","2015-06-04","Nitrite",0.028,NA,25,-81,NA
"273",2997,"SFER","61","2015-06-04","Nitrite",0.027,NA,25,-81,NA
"274",3008,"SFER","62","2015-06-04","Nitrite",0.053,NA,25,-81,NA
"275",3019,"SFER","68","2015-06-04","Nitrite",0.493,NA,24,-81,NA
"276",3030,"SFER","69","2015-06-04","Nitrite",0.051,NA,24,-81,NA
"277",3041,"SFER","70","2015-06-04","Nitrite",0.041,NA,24,-81,NA
"278",3052,"SFER","67","2015-06-04","Nitrite",0.009,NA,25,-81,NA
"279",3063,"SFER","66","2015-06-04","Nitrite",0.007,NA,25,-81,NA
"280",3074,"SFER","65","2015-06-04","Nitrite",0.918,NA,25,-81,NA
"281",3085,"SFER","64","2015-06-04","Nitrite",0.134,NA,25,-81,NA
"282",3096,"SFER","63","2015-06-04","Nitrite",0.028,NA,25,-81,NA
"283",3107,"SFER","54","2015-06-04","Nitrite",0.026,NA,25,-81,NA
"284",3118,"SFER","55","2015-06-04","Nitrite",0.062,NA,25,-81,NA
"285",3129,"SFER","56","2015-06-04","Nitrite",0.142,NA,25,-81,NA
"286",3140,"SFER","57","2015-06-04","Nitrite",0.02,NA,25,-81,NA
"287",3151,"SFER","57.1","2015-06-04","Nitrite",0.021,NA,25,-81,NA
"288",3162,"SFER","57.2","2015-06-04","Nitrite",0.031,NA,25,-81,NA
"289",3173,"SFER","1","2015-07-27","Nitrite",NA,NA,25,-80,NA
"290",3184,"SFER","2","2015-07-27","Nitrite",NA,NA,25,-80,NA
"291",3195,"SFER","3","2015-07-27","Nitrite",NA,NA,25,-80,NA
"292",3206,"SFER","EKIN","2015-07-27","Nitrite",NA,NA,25,-80,NA
"293",3217,"SFER","EKMID","2015-07-27","Nitrite",NA,NA,25,-80,NA
"294",3228,"SFER","EKOFF","2015-07-27","Nitrite",0.114,NA,25,-80,NA
"295",3239,"SFER","4","2015-07-27","Nitrite",0.005,NA,25,-80,NA
"296",3250,"SFER","5","2015-07-27","Nitrite",0.023,NA,25,-80,NA
"297",3261,"SFER","5.5","2015-07-27","Nitrite",0.184,NA,25,-80,NA
"298",3272,"SFER","6","2015-07-27","Nitrite",0.009,NA,25,-80,NA
"299",3283,"SFER","6","2015-07-27","Nitrite",0.029,NA,25,-80,NA
"300",3294,"SFER","6.5","2015-07-27","Nitrite",0.01,NA,25,-80,NA
"301",3305,"SFER","6.5","2015-07-27","Nitrite",0,NA,25,-80,NA
"302",3316,"SFER","MR","2015-07-27","Nitrite",0.765,NA,25,-80,NA
"303",3327,"SFER","MR","2015-07-27","Nitrite",0.02,NA,25,-80,NA
"304",3338,"SFER","UKOFF","2015-07-27","Nitrite",0.043,NA,24,-80,NA
"305",3349,"SFER","UKMID","2015-07-27","Nitrite",0.014,NA,24,-80,NA
"306",3360,"SFER","UKIN","2015-07-27","Nitrite",0.018,NA,24,-80,NA
"307",3371,"SFER","22","2015-07-28","Nitrite",0.121,NA,24,-81,NA
"308",3382,"SFER","7","2015-07-28","Nitrite",0.034,NA,24,-80,NA
"309",3393,"SFER","8","2015-07-28","Nitrite",0,NA,24,-80,NA
"310",3404,"SFER","9","2015-07-28","Nitrite",0.008,NA,24,-80,NA
"311",3415,"SFER","9","2015-07-28","Nitrite",0.011,NA,24,-80,NA
"312",3426,"SFER","9","2015-07-28","Nitrite",0.771,NA,24,-80,NA
"313",3437,"SFER","9","2015-07-28","Nitrite",0,NA,24,-80,NA
"314",3448,"SFER","9.5","2015-07-28","Nitrite",0.012,NA,24,-80,NA
"315",3459,"SFER","9.5","2015-07-28","Nitrite",0.812,NA,24,-80,NA
"316",3470,"SFER","9.5","2015-07-28","Nitrite",0.733,NA,24,-80,NA
"317",3481,"SFER","9.5","2015-07-28","Nitrite",0.015,NA,24,-80,NA
"318",3492,"SFER","9.5","2015-07-28","Nitrite",0.74,NA,24,-80,NA
"319",3503,"SFER","9.6","2015-07-28","Nitrite",0,NA,24,-80,NA
"320",3514,"SFER","9.6","2015-07-28","Nitrite",0,NA,24,-80,NA
"321",3525,"SFER","9.6","2015-07-28","Nitrite",0.048,NA,24,-80,NA
"322",3536,"SFER","9.6","2015-07-28","Nitrite",0.013,NA,24,-80,NA
"323",3547,"SFER","9.6","2015-07-28","Nitrite",0.024,NA,24,-80,NA
"324",3558,"SFER","9.7","2015-07-28","Nitrite",0,NA,24,-80,NA
"325",3569,"SFER","9.7","2015-07-28","Nitrite",0.109,NA,24,-80,NA
"326",3580,"SFER","9.7","2015-07-28","Nitrite",0.766,NA,24,-80,NA
"327",3591,"SFER","9.7","2015-07-28","Nitrite",0.059,NA,24,-80,NA
"328",3602,"SFER","9.7","2015-07-28","Nitrite",0.738,NA,24,-80,NA
"329",3613,"SFER","9.8","2015-07-28","Nitrite",0.007,NA,24,-80,NA
"330",3624,"SFER","9.8","2015-07-28","Nitrite",0.751,NA,24,-80,NA
"331",3635,"SFER","9.8","2015-07-28","Nitrite",0.757,NA,24,-80,NA
"332",3646,"SFER","9.8","2015-07-28","Nitrite",0.885,NA,24,-80,NA
"333",3657,"SFER","12","2015-07-28","Nitrite",0.859,NA,24,-80,NA
"334",3668,"SFER","12","2015-07-28","Nitrite",0.109,NA,24,-80,NA
"335",3679,"SFER","12","2015-07-28","Nitrite",0.017,NA,24,-80,NA
"336",3690,"SFER","11","2015-07-28","Nitrite",0.222,NA,24,-80,NA
