"","X","source","site","datetime","analyte","value","units","latitude","longitude","sample_depth"
"21",18653,"MiamiBeach","29","2020-02-09","Phosphorus",0.038,"mg/L",25.7876,-80.1577,NA
"22",18654,"MiamiBeach","18","2020-03-15","Phosphorus",0.04,"mg/L",25.8075,-80.1251,NA
"23",18655,"MiamiBeach","18","2020-06-21","Phosphorus",0.04,"mg/L",25.8075,-80.1251,NA
"24",18656,"MiamiBeach","35","2020-11-09","Phosphorus",0.04,"mg/L",25.7823,-80.168,NA
"25",18657,"MiamiBeach","45","2020-12-13","Phosphorus",0.042,"mg/L",25.767,-80.137,NA
"26",18658,"MiamiBeach","62","2020-11-09","Phosphorus",0.042,"mg/L",25.7808,-80.1617,NA
"27",18659,"MiamiBeach","17","2020-09-14","Phosphorus",0.045,"mg/L",25.8052,-80.1268,NA
"28",18660,"MiamiBeach","37","2020-02-23","Phosphorus",0.045,"mg/L",25.7776,-80.1565,NA
"29",18661,"MiamiBeach","60","2020-04-18","Phosphorus",0.048,"mg/L",25.7933,-80.1453,NA
"30",18662,"MiamiBeach","33","2020-02-23","Phosphorus",0.051,"mg/L",25.7852,-80.1653,NA
"31",18663,"MiamiBeach","18","2020-10-04","Phosphorus",0.39,"mg/L",25.8075,-80.1251,NA
"32",18664,"MiamiBeach","60","2020-08-18","Phosphorus",0.022,"mg/L",25.7933,-80.1453,NA
"33",18665,"MiamiBeach","4","2020-05-26","Phosphorus",0.032,"mg/L",25.8463,-80.1282,NA
"34",18666,"MiamiBeach","68","2020-05-26","Phosphorus",0.069,"mg/L",25.8549,-80.1374,NA
"35",18667,"MiamiBeach","69","2020-05-26","Phosphorus",0.04,"mg/L",25.8586,-80.1259,NA
"36",18668,"MiamiBeach","19","2020-05-26","Phosphorus",0.032,"mg/L",25.8134,-80.1246,NA
"37",18669,"MiamiBeach","30","2020-09-12","Phosphorus",0.026,"mg/L",25.7876,-80.1576,NA
"38",18670,"MiamiBeach","46","2020-10-04","Phosphorus",0.026,"mg/L",25.767,-80.1371,NA
"39",18671,"MiamiBeach","40","2020-10-03","Phosphorus",0.027,"mg/L",25.7813,-80.1552,NA
"40",18672,"MiamiBeach","38","2020-04-18","Phosphorus",0.027,"mg/L",25.7775,-80.1562,NA
"41",18673,"MiamiBeach","48","2020-06-22","Phosphorus",0.028,"mg/L",25.7741,-80.1419,NA
"42",18674,"MiamiBeach","39","2020-06-22","Phosphorus",0.028,"mg/L",25.7813,-80.1556,NA
"43",18675,"MiamiBeach","40","2020-08-15","Phosphorus",0.028,"mg/L",25.7813,-80.1552,NA
"44",18676,"MiamiBeach","36","2020-08-16","Phosphorus",0.029,"mg/L",25.7825,-80.1682,NA
"45",18677,"MiamiBeach","36","2020-11-14","Phosphorus",0.029,"mg/L",25.7825,-80.1682,NA
"46",18678,"MiamiBeach","25","2020-12-14","Phosphorus",0.029,"mg/L",25.7943,-80.1553,NA
"47",18679,"MiamiBeach","40","2020-01-17","Phosphorus",0.029,"mg/L",25.7813,-80.1552,NA
"48",18680,"MiamiBeach","42","2020-05-12","Phosphorus",0.029,"mg/L",25.8015,-80.1401,NA
"49",18681,"MiamiBeach","27","2020-05-18","Phosphorus",0.029,"mg/L",25.7878,-80.155,NA
"50",18682,"MiamiBeach","2","2020-06-21","Phosphorus",0.029,"mg/L",25.8167,-80.139,NA
"51",18683,"MiamiBeach","26","2020-08-16","Phosphorus",0.03,"mg/L",25.7949,-80.1553,NA
"52",18684,"MiamiBeach","71","2020-04-14","Phosphorus",0.04,"mg/L",25.867,-80.1243,NA
"53",18685,"MiamiBeach","66","2020-04-14","Phosphorus",0.042,"mg/L",25.8234,-80.1232,NA
"54",18686,"MiamiBeach","22","2020-05-27","Phosphorus",0.026,"mg/L",25.7942,-80.1628,NA
"55",18687,"MiamiBeach","31","2020-08-16","Phosphorus",0.03,"mg/L",25.788,-80.1627,NA
"56",18688,"MiamiBeach","34","2020-08-16","Phosphorus",0.03,"mg/L",25.7858,-80.1656,NA
"57",18689,"MiamiBeach","27","2020-10-03","Phosphorus",0.03,"mg/L",25.7878,-80.155,NA
"58",18690,"MiamiBeach","34","2020-11-14","Phosphorus",0.03,"mg/L",25.7858,-80.1656,NA
"59",18691,"MiamiBeach","38","2020-11-14","Phosphorus",0.03,"mg/L",25.7775,-80.1562,NA
"60",18692,"MiamiBeach","24","2020-02-23","Phosphorus",0.03,"mg/L",25.796,-80.159,NA
"61",18693,"MiamiBeach","37","2020-06-22","Phosphorus",0.03,"mg/L",25.7776,-80.1565,NA
"62",18694,"MiamiBeach","63","2020-04-15","Phosphorus",0.044,"mg/L",25.781,-80.1616,NA
"63",18695,"MiamiBeach","36","2020-12-19","Phosphorus",0.03,"mg/L",25.7825,-80.1682,NA
"64",18696,"MiamiBeach","22","2020-02-09","Phosphorus",0.03,"mg/L",25.7942,-80.1628,NA
"65",18697,"MiamiBeach","33","2020-03-08","Phosphorus",0.03,"mg/L",25.7852,-80.1653,NA
"66",18698,"MiamiBeach","34","2020-03-08","Phosphorus",0.03,"mg/L",25.7858,-80.1656,NA
"67",18699,"MiamiBeach","24","2020-03-08","Phosphorus",0.03,"mg/L",25.796,-80.159,NA
"68",18700,"MiamiBeach","32","2020-04-18","Phosphorus",0.03,"mg/L",25.7876,-80.1626,NA
"69",18701,"MiamiBeach","52","2020-04-18","Phosphorus",0.03,"mg/L",25.7804,-80.1432,NA
"70",18702,"MiamiBeach","32","2020-05-29","Phosphorus",0.03,"mg/L",25.7876,-80.1626,NA
"71",18703,"MiamiBeach","40","2020-12-13","Phosphorus",0.031,"mg/L",25.7813,-80.1552,NA
"72",18704,"MiamiBeach","30","2020-01-17","Phosphorus",0.031,"mg/L",25.7876,-80.1576,NA
"73",18705,"MiamiBeach","42","2020-01-18","Phosphorus",0.031,"mg/L",25.8015,-80.1401,NA
"74",18706,"MiamiBeach","31","2020-02-23","Phosphorus",0.031,"mg/L",25.788,-80.1627,NA
"75",18707,"MiamiBeach","38","2020-05-18","Phosphorus",0.031,"mg/L",25.7775,-80.1562,NA
"76",18708,"MiamiBeach","27","2020-08-15","Phosphorus",0.031,"mg/L",25.7878,-80.155,NA
"77",18709,"MiamiBeach","39","2020-09-12","Phosphorus",0.032,"mg/L",25.7813,-80.1556,NA
"78",18710,"MiamiBeach","23","2020-05-18","Phosphorus",0.032,"mg/L",25.7954,-80.1592,NA
"79",18711,"MiamiBeach","18","2020-08-04","Phosphorus",0.032,"mg/L",25.8075,-80.1251,NA
"80",18712,"MiamiBeach","34","2020-08-15","Phosphorus",0.032,"mg/L",25.7858,-80.1656,NA
"81",18713,"MiamiBeach","71","2020-06-23","Phosphorus",0.025,"mg/L",25.867,-80.1243,NA
"82",18714,"MiamiBeach","2","2020-11-15","Phosphorus",0.033,"mg/L",25.8167,-80.139,NA
"83",18715,"MiamiBeach","26","2020-02-23","Phosphorus",0.033,"mg/L",25.7949,-80.1553,NA
"84",18716,"MiamiBeach","21","2020-08-15","Phosphorus",0.033,"mg/L",25.7933,-80.1629,NA
"85",18717,"MiamiBeach","48","2020-01-11","Phosphorus",0.033,"mg/L",25.7741,-80.1419,NA
"86",18718,"MiamiBeach","4","2020-05-16","Phosphorus",0.034,"mg/L",25.8463,-80.1282,NA
"87",18719,"MiamiBeach","35","2020-05-29","Phosphorus",0.035,"mg/L",25.7823,-80.168,NA
"88",18720,"MiamiBeach","39","2020-05-29","Phosphorus",0.035,"mg/L",25.7813,-80.1556,NA
"89",18721,"MiamiBeach","66","2020-06-23","Phosphorus",0.027,"mg/L",25.8234,-80.1232,NA
"90",18722,"MiamiBeach","60","2020-06-23","Phosphorus",0.037,"mg/L",25.7933,-80.1453,NA
"91",18723,"MiamiBeach","61","2020-05-16","Phosphorus",0.036,"mg/L",25.8262,-80.134,NA
"92",18724,"MiamiBeach","4","2020-10-04","Phosphorus",0.038,"mg/L",25.8463,-80.1282,NA
"93",18725,"MiamiBeach","30","2020-12-19","Phosphorus",0.036,"mg/L",25.7876,-80.1576,NA
"94",18726,"MiamiBeach","67","2020-07-29","Phosphorus",0.029,"mg/L",25.8388,-80.1225,NA
"95",18727,"MiamiBeach","19","2020-07-29","Phosphorus",0.031,"mg/L",25.8134,-80.1246,NA
"96",18728,"MiamiBeach","35","2020-11-14","Phosphorus",0.039,"mg/L",25.7823,-80.168,NA
"97",18729,"MiamiBeach","2","2020-12-20","Phosphorus",0.039,"mg/L",25.8167,-80.139,NA
"98",18730,"MiamiBeach","32","2020-01-11","Phosphorus",0.039,"mg/L",25.7876,-80.1626,NA
"99",18731,"MiamiBeach","37","2020-10-03","Phosphorus",0.04,"mg/L",25.7776,-80.1565,NA
"100",18732,"MiamiBeach","17","2020-01-18","Phosphorus",0.041,"mg/L",25.8052,-80.1268,NA
"101",18733,"MiamiBeach","16","2020-03-15","Phosphorus",0.041,"mg/L",25.8051,-80.1269,NA
"102",18734,"MiamiBeach","31","2020-11-09","Phosphorus",0.041,"mg/L",25.788,-80.1627,NA
"103",18735,"MiamiBeach","37","2020-11-09","Phosphorus",0.043,"mg/L",25.7776,-80.1565,NA
"104",18736,"MiamiBeach","35","2020-08-16","Phosphorus",0.044,"mg/L",25.7823,-80.168,NA
"105",18737,"MiamiBeach","29","2020-11-09","Phosphorus",0.044,"mg/L",25.7876,-80.1577,NA
"106",18738,"MiamiBeach","33","2020-12-19","Phosphorus",0.044,"mg/L",25.7852,-80.1653,NA
"107",18739,"MiamiBeach","19","2020-05-16","Phosphorus",0.045,"mg/L",25.8134,-80.1246,NA
"108",18740,"MiamiBeach","56","2020-07-29","Phosphorus",0.031,"mg/L",25.7917,-80.1451,NA
"109",18741,"MiamiBeach","38","2020-07-30","Phosphorus",0.029,"mg/L",25.7775,-80.1562,NA
"110",18742,"MiamiBeach","74","2020-07-30","Phosphorus",0.03,"mg/L",25.7806,-80.1618,NA
"111",18743,"MiamiBeach","25","2020-11-09","Phosphorus",0.046,"mg/L",25.7943,-80.1553,NA
"112",18744,"MiamiBeach","62","2020-10-27","Phosphorus",0.047,"mg/L",25.7808,-80.1617,NA
"113",18745,"MiamiBeach","78","2020-05-26","Phosphorus",0.2,"mg/L",25.8499,-80.1367,NA
"114",18746,"MiamiBeach","63","2020-08-13","Phosphorus",0.036,"mg/L",25.781,-80.1616,NA
"115",18747,"MiamiBeach","32","2020-08-16","Phosphorus",0.026,"mg/L",25.7876,-80.1626,NA
"116",18748,"MiamiBeach","23","2020-12-14","Phosphorus",0.026,"mg/L",25.7954,-80.1592,NA
"117",18749,"MiamiBeach","28","2020-08-16","Phosphorus",0.027,"mg/L",25.7874,-80.155,NA
"118",18750,"MiamiBeach","2","2020-12-14","Phosphorus",0.027,"mg/L",25.8167,-80.139,NA
"119",18751,"MiamiBeach","23","2020-06-22","Phosphorus",0.027,"mg/L",25.7954,-80.1592,NA
"120",18752,"MiamiBeach","63","2020-07-28","Phosphorus",0.027,"mg/L",25.781,-80.1616,NA
"121",18753,"MiamiBeach","40","2020-03-08","Phosphorus",0.027,"mg/L",25.7813,-80.1552,NA
"122",18754,"MiamiBeach","4","2020-06-21","Phosphorus",0.028,"mg/L",25.8463,-80.1282,NA
"123",18755,"MiamiBeach","25","2020-09-12","Phosphorus",0.029,"mg/L",25.7943,-80.1553,NA
"124",18756,"MiamiBeach","34","2020-09-12","Phosphorus",0.029,"mg/L",25.7858,-80.1656,NA
"125",18757,"MiamiBeach","34","2020-10-03","Phosphorus",0.029,"mg/L",25.7858,-80.1656,NA
"126",18758,"MiamiBeach","56","2020-11-14","Phosphorus",0.029,"mg/L",25.7917,-80.1451,NA
"127",18759,"MiamiBeach","39","2020-11-14","Phosphorus",0.029,"mg/L",25.7813,-80.1556,NA
"128",18760,"MiamiBeach","63","2020-05-27","Phosphorus",0.097,"mg/L",25.781,-80.1616,NA
"129",18761,"MiamiBeach","21","2020-12-14","Phosphorus",0.029,"mg/L",25.7933,-80.1629,NA
"130",18762,"MiamiBeach","34","2020-01-17","Phosphorus",0.029,"mg/L",25.7858,-80.1656,NA
"131",18763,"MiamiBeach","71","2020-09-22","Phosphorus",0.03,"mg/L",25.867,-80.1243,NA
"132",18764,"MiamiBeach","9","2020-11-09","Phosphorus",0.056,"mg/L",25.8002,-80.1278,NA
"133",18765,"MiamiBeach","17","2020-04-18","Phosphorus",0.057,"mg/L",25.8052,-80.1268,NA
"134",18766,"MiamiBeach","2","2020-01-18","Phosphorus",0.029,"mg/L",25.8167,-80.139,NA
"135",18767,"MiamiBeach","62","2020-05-18","Phosphorus",0.029,"mg/L",25.7808,-80.1617,NA
"136",18768,"MiamiBeach","40","2020-07-28","Phosphorus",0.029,"mg/L",25.7813,-80.1552,NA
"137",18769,"MiamiBeach","19","2020-09-22","Phosphorus",0.042,"mg/L",25.8134,-80.1246,NA
"138",18770,"MiamiBeach","38","2020-09-23","Phosphorus",0.026,"mg/L",25.7775,-80.1562,NA
"139",18771,"MiamiBeach","9","2020-09-23","Phosphorus",0.034,"mg/L",25.8002,-80.1278,NA
"140",18772,"MiamiBeach","45","2020-02-23","Phosphorus",0.037,"mg/L",25.767,-80.137,NA
"141",18773,"MiamiBeach","38","2020-03-16","Phosphorus",0.037,"mg/L",25.7775,-80.1562,NA
"142",18774,"MiamiBeach","18","2020-12-20","Phosphorus",0.065,"mg/L",25.8075,-80.1251,NA
"143",18775,"MiamiBeach","42","2020-03-07","Phosphorus",0.088,"mg/L",25.8015,-80.1401,NA
"144",18776,"MiamiBeach","39","2020-10-03","Phosphorus",0.03,"mg/L",25.7813,-80.1556,NA
"145",18777,"MiamiBeach","42","2020-10-04","Phosphorus",0.03,"mg/L",25.8015,-80.1401,NA
"146",18778,"MiamiBeach","29","2020-12-13","Phosphorus",0.03,"mg/L",25.7876,-80.1577,NA
"147",18779,"MiamiBeach","56","2020-12-14","Phosphorus",0.03,"mg/L",25.7917,-80.1451,NA
"148",18780,"MiamiBeach","33","2020-01-17","Phosphorus",0.03,"mg/L",25.7852,-80.1653,NA
"149",18781,"MiamiBeach","24","2020-01-17","Phosphorus",0.03,"mg/L",25.796,-80.159,NA
"150",18782,"MiamiBeach","30","2020-07-28","Phosphorus",0.03,"mg/L",25.7876,-80.1576,NA
"151",18783,"MiamiBeach","21","2020-07-28","Phosphorus",0.03,"mg/L",25.7933,-80.1629,NA
"152",18784,"MiamiBeach","17","2020-08-04","Phosphorus",0.03,"mg/L",25.8052,-80.1268,NA
"153",18785,"MiamiBeach","48","2020-03-08","Phosphorus",0.03,"mg/L",25.7741,-80.1419,NA
"154",18786,"MiamiBeach","40","2020-04-18","Phosphorus",0.03,"mg/L",25.7813,-80.1552,NA
"155",18787,"MiamiBeach","52","2020-03-08","Phosphorus",0.03,"mg/L",25.7804,-80.1432,NA
"156",18788,"MiamiBeach","33","2020-07-28","Phosphorus",0.037,"mg/L",25.7852,-80.1653,NA
"157",18789,"MiamiBeach","16","2020-08-04","Phosphorus",0.037,"mg/L",25.8051,-80.1269,NA
"158",18790,"MiamiBeach","31","2020-10-27","Phosphorus",0.037,"mg/L",25.788,-80.1627,NA
"159",18791,"MiamiBeach","33","2020-10-27","Phosphorus",0.037,"mg/L",25.7852,-80.1653,NA
"160",18792,"MiamiBeach","19","2020-08-11","Phosphorus",0.038,"mg/L",25.8134,-80.1246,NA
"161",18793,"MiamiBeach","26","2020-10-27","Phosphorus",0.038,"mg/L",25.7949,-80.1553,NA
"162",18794,"MiamiBeach","62","2020-01-11","Phosphorus",0.038,"mg/L",25.7808,-80.1617,NA
"163",18795,"MiamiBeach","37","2020-02-09","Phosphorus",0.038,"mg/L",25.7776,-80.1565,NA
"164",18796,"MiamiBeach","2","2020-05-16","Phosphorus",0.038,"mg/L",25.8167,-80.139,NA
"165",18797,"MiamiBeach","61","2020-05-12","Phosphorus",0.031,"mg/L",25.8262,-80.134,NA
"166",18798,"MiamiBeach","63","2020-05-18","Phosphorus",0.031,"mg/L",25.781,-80.1616,NA
"167",18799,"MiamiBeach","54","2020-11-15","Phosphorus",0.032,"mg/L",25.7965,-80.1425,NA
"168",18800,"MiamiBeach","54","2020-12-14","Phosphorus",0.032,"mg/L",25.7965,-80.1425,NA
"169",18801,"MiamiBeach","30","2020-02-23","Phosphorus",0.032,"mg/L",25.7876,-80.1576,NA
"170",18802,"MiamiBeach","28","2020-08-15","Phosphorus",0.032,"mg/L",25.7874,-80.155,NA
"171",18803,"MiamiBeach","9","2020-09-21","Phosphorus",0.032,"mg/L",25.8002,-80.1278,NA
"172",18804,"MiamiBeach","19","2020-10-13","Phosphorus",0.028,"mg/L",25.8134,-80.1246,NA
"173",18805,"MiamiBeach","59","2020-01-10","Phosphorus",0.032,"mg/L",25.7933,-80.1451,NA
"174",18806,"MiamiBeach","23","2020-02-09","Phosphorus",0.032,"mg/L",25.7954,-80.1592,NA
"175",18807,"MiamiBeach","29","2020-02-23","Phosphorus",0.033,"mg/L",25.7876,-80.1577,NA
"176",18808,"MiamiBeach","40","2020-01-11","Phosphorus",0.033,"mg/L",25.7813,-80.1552,NA
"177",18809,"MiamiBeach","38","2020-05-29","Phosphorus",0.033,"mg/L",25.7775,-80.1562,NA
"178",18810,"MiamiBeach","23","2020-01-11","Phosphorus",0.034,"mg/L",25.7954,-80.1592,NA
"179",18811,"MiamiBeach","27","2020-01-11","Phosphorus",0.035,"mg/L",25.7878,-80.155,NA
"180",18812,"MiamiBeach","63","2020-06-29","Phosphorus",0.038,"mg/L",25.781,-80.1616,NA
"181",18813,"MiamiBeach","22","2020-06-29","Phosphorus",0.031,"mg/L",25.7942,-80.1628,NA
"182",18814,"MiamiBeach","47","2020-02-23","Phosphorus",0.04,"mg/L",25.7741,-80.1418,NA
"183",18815,"MiamiBeach","16","2020-05-12","Phosphorus",0.042,"mg/L",25.8051,-80.1269,NA
"184",18816,"MiamiBeach","4","2020-07-29","Phosphorus",0.028,"mg/L",25.8463,-80.1282,NA
"185",18817,"MiamiBeach","78","2020-07-29","Phosphorus",0.026,"mg/L",25.8499,-80.1367,NA
"186",18818,"MiamiBeach","62","2020-05-29","Phosphorus",0.042,"mg/L",25.7808,-80.1617,NA
"187",18819,"MiamiBeach","17","2020-05-12","Phosphorus",0.045,"mg/L",25.8052,-80.1268,NA
"188",18820,"MiamiBeach","16","2020-07-27","Phosphorus",0.045,"mg/L",25.8051,-80.1269,NA
"189",18821,"MiamiBeach","54","2020-05-16","Phosphorus",0.036,"mg/L",25.7965,-80.1425,NA
"190",18822,"MiamiBeach","2","2020-09-12","Phosphorus",0.038,"mg/L",25.8167,-80.139,NA
"191",18823,"MiamiBeach","17","2020-11-15","Phosphorus",0.038,"mg/L",25.8052,-80.1268,NA
"192",18824,"MiamiBeach","39","2020-02-23","Phosphorus",0.038,"mg/L",25.7813,-80.1556,NA
"193",18825,"MiamiBeach","9","2020-07-28","Phosphorus",0.039,"mg/L",25.8002,-80.1278,NA
"194",18826,"MiamiBeach","30","2020-10-27","Phosphorus",0.039,"mg/L",25.7876,-80.1576,NA
"195",18827,"MiamiBeach","39","2020-02-09","Phosphorus",0.048,"mg/L",25.7813,-80.1556,NA
"196",18828,"MiamiBeach","9","2020-10-15","Phosphorus",0.029,"mg/L",25.8002,-80.1278,NA
"197",18829,"MiamiBeach","18","2020-12-14","Phosphorus",0.041,"mg/L",25.8075,-80.1251,NA
"198",18830,"MiamiBeach","18","2020-02-21","Phosphorus",0.049,"mg/L",25.8075,-80.1251,NA
"199",18831,"MiamiBeach","45","2020-01-11","Phosphorus",0.049,"mg/L",25.767,-80.137,NA
"200",18832,"MiamiBeach","19","2020-12-20","Phosphorus",0.05,"mg/L",25.8134,-80.1246,NA
"201",18833,"MiamiBeach","9","2020-06-22","Phosphorus",0.041,"mg/L",25.8002,-80.1278,NA
"202",18834,"MiamiBeach","35","2020-08-15","Phosphorus",0.041,"mg/L",25.7823,-80.168,NA
"203",18835,"MiamiBeach","19","2020-08-26","Phosphorus",0.041,"mg/L",25.8134,-80.1246,NA
"204",18836,"MiamiBeach","17","2020-04-19","Phosphorus",0.044,"mg/L",25.8052,-80.1268,NA
"205",18837,"MiamiBeach","59","2020-11-08","Phosphorus",0.046,"mg/L",25.7933,-80.1451,NA
"206",18838,"MiamiBeach","17","2020-05-16","Phosphorus",0.046,"mg/L",25.8052,-80.1268,NA
"207",18839,"MiamiBeach","22","2020-10-03","Phosphorus",0.047,"mg/L",25.7942,-80.1628,NA
"208",18840,"MiamiBeach","18","2020-04-19","Phosphorus",0.047,"mg/L",25.8075,-80.1251,NA
"209",18841,"MiamiBeach","47","2020-08-13","Phosphorus",0.035,"mg/L",25.7741,-80.1418,NA
"210",18842,"MiamiBeach","17","2020-11-08","Phosphorus",0.058,"mg/L",25.8052,-80.1268,NA
"211",18843,"MiamiBeach","47","2020-05-04","Phosphorus",0.024,"mg/L",25.7741,-80.1418,NA
"212",18844,"MiamiBeach","56","2020-11-18","Phosphorus",0.029,"mg/L",25.7917,-80.1451,NA
"213",18845,"MiamiBeach","22","2020-05-04","Phosphorus",0.023,"mg/L",25.7942,-80.1628,NA
"214",18846,"MiamiBeach","71","2020-12-21","Phosphorus",0.05,"mg/L",25.867,-80.1243,NA
"215",18847,"MiamiBeach","71","2020-08-14","Phosphorus",0.059,"mg/L",25.867,-80.1243,NA
"216",18848,"MiamiBeach","19","2020-04-18","Phosphorus",0.05,"mg/L",25.8134,-80.1246,NA
"217",18849,"MiamiBeach","66","2020-08-14","Phosphorus",0.036,"mg/L",25.8234,-80.1232,NA
"218",18850,"MiamiBeach","78","2020-05-04","Phosphorus",0.068,"mg/L",25.8499,-80.1367,NA
"219",18851,"MiamiBeach","9","2020-12-22","Phosphorus",0.061,"mg/L",25.8002,-80.1278,NA
"220",18852,"MiamiBeach","46","2020-05-29","Phosphorus",0.059,"mg/L",25.767,-80.1371,NA
"221",18853,"MiamiBeach","69","2020-01-28","Phosphorus",0.041,"mg/L",25.8586,-80.1259,NA
"222",18854,"MiamiBeach","46","2020-09-23","Phosphorus",0.028,"mg/L",25.767,-80.1371,NA
"223",18855,"MiamiBeach","47","2020-09-23","Phosphorus",0.027,"mg/L",25.7741,-80.1418,NA
"224",18856,"MiamiBeach","63","2020-09-23","Phosphorus",0.03,"mg/L",25.781,-80.1616,NA
"225",18857,"MiamiBeach","22","2020-09-23","Phosphorus",0.03,"mg/L",25.7942,-80.1628,NA
"226",18858,"MiamiBeach","38","2020-05-21","Phosphorus",0.023,"mg/L",25.7775,-80.1562,NA
"227",18859,"MiamiBeach","46","2020-05-21","Phosphorus",0.022,"mg/L",25.767,-80.1371,NA
"228",18860,"MiamiBeach","4","2020-05-25","Phosphorus",0.024,"mg/L",25.8463,-80.1282,NA
"229",18861,"MiamiBeach","22","2020-01-29","Phosphorus",0.037,"mg/L",25.7942,-80.1628,NA
"230",18862,"MiamiBeach","69","2020-03-29","Phosphorus",0.031,"mg/L",25.8586,-80.1259,NA
"231",18863,"MiamiBeach","67","2020-05-25","Phosphorus",0.023,"mg/L",25.8388,-80.1225,NA
"232",18864,"MiamiBeach","34","2020-06-22","Phosphorus",0.019,"mg/L",25.7858,-80.1656,NA
"233",18865,"MiamiBeach","17","2020-05-25","Phosphorus",0.027,"mg/L",25.8052,-80.1268,NA
"234",18866,"MiamiBeach","56","2020-03-30","Phosphorus",0.025,"mg/L",25.7917,-80.1451,NA
"235",18867,"MiamiBeach","69","2020-04-30","Phosphorus",0.023,"mg/L",25.8586,-80.1259,NA
"236",18868,"MiamiBeach","69","2020-11-18","Phosphorus",0.033,"mg/L",25.8586,-80.1259,NA
"237",18869,"MiamiBeach","42","2020-09-20","Phosphorus",0.023,"mg/L",25.8015,-80.1401,NA
"238",18870,"MiamiBeach","34","2020-12-19","Phosphorus",0.023,"mg/L",25.7858,-80.1656,NA
"239",18871,"MiamiBeach","42","2020-08-18","Phosphorus",0.024,"mg/L",25.8015,-80.1401,NA
"240",18872,"MiamiBeach","62","2020-09-21","Phosphorus",0.024,"mg/L",25.7808,-80.1617,NA
"241",18873,"MiamiBeach","19","2020-11-08","Phosphorus",0.024,"mg/L",25.8134,-80.1246,NA
"242",18874,"MiamiBeach","63","2020-12-19","Phosphorus",0.024,"mg/L",25.781,-80.1616,NA
"243",18875,"MiamiBeach","82","2020-06-17","Phosphorus",0.0028,"mg/L",25.840485,-80.132921,NA
"244",18876,"MiamiBeach","79","2020-12-22","Phosphorus",0.099,"mg/L",25.8531,-80.1295,NA
"245",18877,"MiamiBeach","19","2020-01-28","Phosphorus",0.042,"mg/L",25.8134,-80.1246,NA
"246",18878,"MiamiBeach","24","2020-09-21","Phosphorus",0.022,"mg/L",25.796,-80.159,NA
"247",18879,"MiamiBeach","22","2020-04-15","Phosphorus",0.045,"mg/L",25.7942,-80.1628,NA
"248",18880,"MiamiBeach","9","2020-04-15","Phosphorus",0.06,"mg/L",25.8002,-80.1278,NA
"249",18881,"MiamiBeach","22","2020-11-09","Phosphorus",0.022,"mg/L",25.7942,-80.1628,NA
"250",18882,"MiamiBeach","47","2020-01-29","Phosphorus",0.039,"mg/L",25.7741,-80.1418,NA
"251",18883,"MiamiBeach","46","2020-06-17","Phosphorus",0.02,"mg/L",25.767,-80.1371,NA
"252",18884,"MiamiBeach","34","2020-01-29","Phosphorus",0.036,"mg/L",25.7858,-80.1656,NA
"253",18885,"MiamiBeach","9","2020-01-29","Phosphorus",0.05,"mg/L",25.8002,-80.1278,NA
"254",18886,"MiamiBeach","71","2020-05-26","Phosphorus",0.038,"mg/L",25.867,-80.1243,NA
