"","X","source","site","datetime","analyte","value","units","latitude","longitude","sample_depth"
"43",87633,"MiamiBeach","26","2020-02-13","Enterococci",NA,"MPN/100mL",NA,NA,NA
"44",87634,"MiamiBeach","27","2020-02-13","Enterococci",10,"MPN/100mL",NA,NA,NA
"45",87635,"MiamiBeach","28","2020-02-13","Enterococci",NA,"MPN/100mL",NA,NA,NA
"46",87636,"MiamiBeach","32","2020-02-13","Enterococci",NA,"MPN/100mL",NA,NA,NA
"47",87637,"MiamiBeach","33","2020-02-13","Enterococci",51,"MPN/100mL",NA,NA,NA
"48",87638,"MiamiBeach","29","2020-02-13","Enterococci",NA,"MPN/100mL",NA,NA,NA
"49",87639,"MiamiBeach","30","2020-02-13","Enterococci",NA,"MPN/100mL",NA,NA,NA
"50",87640,"MiamiBeach","31","2020-02-13","Enterococci",20,"MPN/100mL",NA,NA,NA
"51",87641,"MiamiBeach","34","2020-02-13","Enterococci",10,"MPN/100mL",NA,NA,NA
"52",87642,"MiamiBeach","37","2020-02-13","Enterococci",24200,"MPN/100mL",NA,NA,NA
"53",87643,"MiamiBeach","36","2020-02-13","Enterococci",1310,"MPN/100mL",NA,NA,NA
"54",87644,"MiamiBeach","25","2020-02-13","Enterococci",NA,"MPN/100mL",NA,NA,NA
"55",87813,"MiamiBeach","24","2020-02-16","Enterococci",20,"MPN/100mL",NA,NA,NA
"56",87814,"MiamiBeach","23","2020-02-16","Enterococci",NA,"MPN/100mL",NA,NA,NA
"57",87815,"MiamiBeach","22","2020-02-16","Enterococci",10,"MPN/100mL",NA,NA,NA
"58",87816,"MiamiBeach","21","2020-02-16","Enterococci",10,"MPN/100mL",NA,NA,NA
"59",87817,"MiamiBeach","20","2020-02-16","Enterococci",10,"MPN/100mL",NA,NA,NA
"60",87818,"MiamiBeach","15","2020-02-16","Enterococci",10,"MPN/100mL",NA,NA,NA
"61",87819,"MiamiBeach","16","2020-02-16","Enterococci",NA,"MPN/100mL",NA,NA,NA
"62",87820,"MiamiBeach","17","2020-02-16","Enterococci",20,"MPN/100mL",NA,NA,NA
"63",87821,"MiamiBeach","18","2020-02-16","Enterococci",10,"MPN/100mL",NA,NA,NA
"64",87822,"MiamiBeach","19","2020-02-16","Enterococci",84,"MPN/100mL",NA,NA,NA
"65",87823,"MiamiBeach","14","2020-02-16","Enterococci",NA,"MPN/100mL",NA,NA,NA
"66",87824,"MiamiBeach","13","2020-02-16","Enterococci",NA,"MPN/100mL",NA,NA,NA
"67",87825,"MiamiBeach","12","2020-02-16","Enterococci",175,"MPN/100mL",NA,NA,NA
"68",87826,"MiamiBeach","11","2020-02-16","Enterococci",NA,"MPN/100mL",NA,NA,NA
"69",87827,"MiamiBeach","10","2020-02-16","Enterococci",NA,"MPN/100mL",NA,NA,NA
"70",87828,"MiamiBeach","9","2020-02-16","Enterococci",NA,"MPN/100mL",NA,NA,NA
"71",87829,"MiamiBeach","8","2020-02-16","Enterococci",NA,"MPN/100mL",NA,NA,NA
"72",87830,"MiamiBeach","7","2020-02-16","Enterococci",NA,"MPN/100mL",NA,NA,NA
"73",87831,"MiamiBeach","6","2020-02-16","Enterococci",30,"MPN/100mL",NA,NA,NA
"74",87832,"MiamiBeach","5","2020-02-16","Enterococci",NA,"MPN/100mL",NA,NA,NA
"75",87833,"MiamiBeach","4","2020-02-16","Enterococci",NA,"MPN/100mL",NA,NA,NA
"76",87834,"MiamiBeach","3B","2020-02-16","Enterococci",NA,"MPN/100mL",NA,NA,NA
"77",87835,"MiamiBeach","3","2020-02-16","Enterococci",NA,"MPN/100mL",NA,NA,NA
"78",87836,"MiamiBeach","2","2020-02-16","Enterococci",10,"MPN/100mL",NA,NA,NA
"79",87837,"MiamiBeach","1","2020-02-16","Enterococci",10,"MPN/100mL",NA,NA,NA
"80",87838,"MiamiBeach","35","2020-02-16","Enterococci",NA,"MPN/100mL",NA,NA,NA
"81",87839,"MiamiBeach","41","2020-02-16","Enterococci",NA,"MPN/100mL",NA,NA,NA
"82",87840,"MiamiBeach","40","2020-02-16","Enterococci",NA,"MPN/100mL",NA,NA,NA
"83",87841,"MiamiBeach","39","2020-02-16","Enterococci",NA,"MPN/100mL",NA,NA,NA
"84",87842,"MiamiBeach","38","2020-02-16","Enterococci",NA,"MPN/100mL",NA,NA,NA
"85",88159,"MiamiBeach","1","2020-03-12","Enterococci",10,"MPN/100mL",NA,NA,NA
"86",88160,"MiamiBeach","2","2020-03-12","Enterococci",NA,"MPN/100mL",NA,NA,NA
"87",88161,"MiamiBeach","3B","2020-03-12","Enterococci",NA,"MPN/100mL",NA,NA,NA
"88",88162,"MiamiBeach","3","2020-03-12","Enterococci",NA,"MPN/100mL",NA,NA,NA
"89",88163,"MiamiBeach","4","2020-03-12","Enterococci",NA,"MPN/100mL",NA,NA,NA
"90",88164,"MiamiBeach","5","2020-03-12","Enterococci",NA,"MPN/100mL",NA,NA,NA
"91",88165,"MiamiBeach","6","2020-03-12","Enterococci",10,"MPN/100mL",NA,NA,NA
"92",88166,"MiamiBeach","7","2020-03-12","Enterococci",20,"MPN/100mL",NA,NA,NA
"93",88167,"MiamiBeach","8","2020-03-12","Enterococci",NA,"MPN/100mL",NA,NA,NA
"94",88168,"MiamiBeach","9","2020-03-12","Enterococci",NA,"MPN/100mL",NA,NA,NA
"95",88169,"MiamiBeach","10","2020-03-12","Enterococci",107,"MPN/100mL",NA,NA,NA
"96",88170,"MiamiBeach","11","2020-03-12","Enterococci",72,"MPN/100mL",NA,NA,NA
"97",88171,"MiamiBeach","12","2020-03-12","Enterococci",301,"MPN/100mL",NA,NA,NA
"98",88172,"MiamiBeach","13","2020-03-12","Enterococci",NA,"MPN/100mL",NA,NA,NA
"99",88173,"MiamiBeach","14","2020-03-12","Enterococci",NA,"MPN/100mL",NA,NA,NA
"100",88174,"MiamiBeach","15","2020-03-12","Enterococci",20,"MPN/100mL",NA,NA,NA
"101",88175,"MiamiBeach","16","2020-03-12","Enterococci",NA,"MPN/100mL",NA,NA,NA
"102",88176,"MiamiBeach","17","2020-03-12","Enterococci",51,"MPN/100mL",NA,NA,NA
"103",88177,"MiamiBeach","18","2020-03-12","Enterococci",NA,"MPN/100mL",NA,NA,NA
"104",88178,"MiamiBeach","19","2020-03-12","Enterococci",41,"MPN/100mL",NA,NA,NA
"105",88179,"MiamiBeach","20","2020-03-12","Enterococci",10,"MPN/100mL",NA,NA,NA
"106",88180,"MiamiBeach","21","2020-03-12","Enterococci",NA,"MPN/100mL",NA,NA,NA
"107",88181,"MiamiBeach","22","2020-03-12","Enterococci",30,"MPN/100mL",NA,NA,NA
"108",88182,"MiamiBeach","23","2020-03-12","Enterococci",NA,"MPN/100mL",NA,NA,NA
"109",88437,"MiamiBeach","25","2020-03-14","Enterococci",NA,"MPN/100mL",NA,NA,NA
"110",88438,"MiamiBeach","24","2020-03-14","Enterococci",20,"MPN/100mL",NA,NA,NA
"111",88439,"MiamiBeach","26","2020-03-14","Enterococci",NA,"MPN/100mL",NA,NA,NA
"112",88440,"MiamiBeach","27","2020-03-14","Enterococci",NA,"MPN/100mL",NA,NA,NA
"113",88441,"MiamiBeach","28","2020-03-14","Enterococci",NA,"MPN/100mL",NA,NA,NA
"114",88442,"MiamiBeach","32","2020-03-14","Enterococci",NA,"MPN/100mL",NA,NA,NA
"115",88443,"MiamiBeach","33","2020-03-14","Enterococci",NA,"MPN/100mL",NA,NA,NA
"116",88444,"MiamiBeach","29","2020-03-14","Enterococci",10,"MPN/100mL",NA,NA,NA
"117",88445,"MiamiBeach","30","2020-03-14","Enterococci",NA,"MPN/100mL",NA,NA,NA
"118",88446,"MiamiBeach","31","2020-03-14","Enterococci",10,"MPN/100mL",NA,NA,NA
"119",88447,"MiamiBeach","34","2020-03-14","Enterococci",NA,"MPN/100mL",NA,NA,NA
"120",88448,"MiamiBeach","41","2020-03-14","Enterococci",NA,"MPN/100mL",NA,NA,NA
"121",88449,"MiamiBeach","40","2020-03-14","Enterococci",NA,"MPN/100mL",NA,NA,NA
"122",88450,"MiamiBeach","39","2020-03-14","Enterococci",NA,"MPN/100mL",NA,NA,NA
"123",88451,"MiamiBeach","38","2020-03-14","Enterococci",NA,"MPN/100mL",NA,NA,NA
"124",88452,"MiamiBeach","37","2020-03-14","Enterococci",NA,"MPN/100mL",NA,NA,NA
"125",88453,"MiamiBeach","36","2020-03-14","Enterococci",NA,"MPN/100mL",NA,NA,NA
"126",88454,"MiamiBeach","35","2020-03-14","Enterococci",10,"MPN/100mL",NA,NA,NA
"127",88455,"MiamiBeach","3A","2020-03-14","Enterococci",30,"MPN/100mL",NA,NA,NA
"128",88681,"MiamiBeach","25","2020-04-10","Enterococci",20,"MPN/100mL",NA,NA,NA
"129",88682,"MiamiBeach","1","2020-04-10","Enterococci",NA,"MPN/100mL",NA,NA,NA
"130",88683,"MiamiBeach","2","2020-04-10","Enterococci",NA,"MPN/100mL",NA,NA,NA
"131",88684,"MiamiBeach","3B","2020-04-10","Enterococci",30,"MPN/100mL",NA,NA,NA
"132",88685,"MiamiBeach","3","2020-04-10","Enterococci",NA,"MPN/100mL",NA,NA,NA
"133",88686,"MiamiBeach","3A","2020-04-10","Enterococci",20,"MPN/100mL",NA,NA,NA
"134",88687,"MiamiBeach","4","2020-04-10","Enterococci",31,"MPN/100mL",NA,NA,NA
"135",88688,"MiamiBeach","5","2020-04-10","Enterococci",10,"MPN/100mL",NA,NA,NA
"136",88689,"MiamiBeach","6","2020-04-10","Enterococci",10,"MPN/100mL",NA,NA,NA
"137",88690,"MiamiBeach","7","2020-04-10","Enterococci",20,"MPN/100mL",NA,NA,NA
"138",88691,"MiamiBeach","8","2020-04-10","Enterococci",10,"MPN/100mL",NA,NA,NA
"139",88692,"MiamiBeach","9","2020-04-10","Enterococci",NA,"MPN/100mL",NA,NA,NA
"140",88693,"MiamiBeach","10","2020-04-10","Enterococci",31,"MPN/100mL",NA,NA,NA
"141",88694,"MiamiBeach","11","2020-04-10","Enterococci",31,"MPN/100mL",NA,NA,NA
"142",88695,"MiamiBeach","12","2020-04-10","Enterococci",122,"MPN/100mL",NA,NA,NA
"143",88696,"MiamiBeach","13","2020-04-10","Enterococci",NA,"MPN/100mL",NA,NA,NA
"144",88697,"MiamiBeach","14","2020-04-10","Enterococci",10,"MPN/100mL",NA,NA,NA
"145",88698,"MiamiBeach","15","2020-04-10","Enterococci",NA,"MPN/100mL",NA,NA,NA
"146",88699,"MiamiBeach","16","2020-04-10","Enterococci",20,"MPN/100mL",NA,NA,NA
"147",88700,"MiamiBeach","17","2020-04-10","Enterococci",NA,"MPN/100mL",NA,NA,NA
"148",88701,"MiamiBeach","18","2020-04-10","Enterococci",NA,"MPN/100mL",NA,NA,NA
"149",88702,"MiamiBeach","19","2020-04-10","Enterococci",10,"MPN/100mL",NA,NA,NA
"150",88703,"MiamiBeach","20","2020-04-10","Enterococci",NA,"MPN/100mL",NA,NA,NA
"151",88704,"MiamiBeach","21","2020-04-10","Enterococci",10,"MPN/100mL",NA,NA,NA
"152",88705,"MiamiBeach","22","2020-04-10","Enterococci",NA,"MPN/100mL",NA,NA,NA
"153",88706,"MiamiBeach","23","2020-04-10","Enterococci",10,"MPN/100mL",NA,NA,NA
"154",88707,"MiamiBeach","24","2020-04-10","Enterococci",52,"MPN/100mL",NA,NA,NA
"155",88983,"MiamiBeach","26","2020-04-11","Enterococci",10,"MPN/100mL",NA,NA,NA
"156",88984,"MiamiBeach","27","2020-04-11","Enterococci",10,"MPN/100mL",NA,NA,NA
"157",88985,"MiamiBeach","28","2020-04-11","Enterococci",NA,"MPN/100mL",NA,NA,NA
"158",88986,"MiamiBeach","32","2020-04-11","Enterococci",NA,"MPN/100mL",NA,NA,NA
"159",88987,"MiamiBeach","33","2020-04-11","Enterococci",72,"MPN/100mL",NA,NA,NA
"160",88988,"MiamiBeach","29","2020-04-11","Enterococci",10,"MPN/100mL",NA,NA,NA
"161",88989,"MiamiBeach","30","2020-04-11","Enterococci",NA,"MPN/100mL",NA,NA,NA
"162",88990,"MiamiBeach","31","2020-04-11","Enterococci",NA,"MPN/100mL",NA,NA,NA
"163",88991,"MiamiBeach","34","2020-04-11","Enterococci",10,"MPN/100mL",NA,NA,NA
"164",88992,"MiamiBeach","41","2020-04-11","Enterococci",NA,"MPN/100mL",NA,NA,NA
"165",88993,"MiamiBeach","40","2020-04-11","Enterococci",NA,"MPN/100mL",NA,NA,NA
"166",88994,"MiamiBeach","39","2020-04-11","Enterococci",10,"MPN/100mL",NA,NA,NA
"167",88995,"MiamiBeach","38","2020-04-11","Enterococci",132,"MPN/100mL",NA,NA,NA
"168",88996,"MiamiBeach","37","2020-04-11","Enterococci",565,"MPN/100mL",NA,NA,NA
"169",88997,"MiamiBeach","36","2020-04-11","Enterococci",20,"MPN/100mL",NA,NA,NA
"170",88998,"MiamiBeach","35","2020-04-11","Enterococci",10,"MPN/100mL",NA,NA,NA
"171",89197,"MiamiBeach","1","2020-05-14","Enterococci",NA,"MPN/100mL",NA,NA,NA
"172",89198,"MiamiBeach","2","2020-05-14","Enterococci",73,"MPN/100mL",NA,NA,NA
"173",89199,"MiamiBeach","3B","2020-05-14","Enterococci",NA,"MPN/100mL",NA,NA,NA
"174",89200,"MiamiBeach","3","2020-05-14","Enterococci",20,"MPN/100mL",NA,NA,NA
"175",89201,"MiamiBeach","3A","2020-05-14","Enterococci",130,"MPN/100mL",NA,NA,NA
"176",89202,"MiamiBeach","4","2020-05-14","Enterococci",52,"MPN/100mL",NA,NA,NA
"177",89203,"MiamiBeach","5","2020-05-14","Enterococci",NA,"MPN/100mL",NA,NA,NA
"178",89204,"MiamiBeach","6","2020-05-14","Enterococci",20,"MPN/100mL",NA,NA,NA
"179",89205,"MiamiBeach","7","2020-05-14","Enterococci",NA,"MPN/100mL",NA,NA,NA
"180",89206,"MiamiBeach","8","2020-05-14","Enterococci",41,"MPN/100mL",NA,NA,NA
"181",89207,"MiamiBeach","9","2020-05-14","Enterococci",NA,"MPN/100mL",NA,NA,NA
"182",89208,"MiamiBeach","10","2020-05-14","Enterococci",NA,"MPN/100mL",NA,NA,NA
"183",89209,"MiamiBeach","11","2020-05-14","Enterococci",NA,"MPN/100mL",NA,NA,NA
"184",89210,"MiamiBeach","12","2020-05-14","Enterococci",241,"MPN/100mL",NA,NA,NA
"185",89211,"MiamiBeach","13","2020-05-14","Enterococci",41,"MPN/100mL",NA,NA,NA
"186",89212,"MiamiBeach","14","2020-05-14","Enterococci",NA,"MPN/100mL",NA,NA,NA
"187",89213,"MiamiBeach","15","2020-05-14","Enterococci",10,"MPN/100mL",NA,NA,NA
"188",89214,"MiamiBeach","16","2020-05-14","Enterococci",NA,"MPN/100mL",NA,NA,NA
"189",89215,"MiamiBeach","17","2020-05-14","Enterococci",NA,"MPN/100mL",NA,NA,NA
"190",89216,"MiamiBeach","18","2020-05-14","Enterococci",NA,"MPN/100mL",NA,NA,NA
"191",89217,"MiamiBeach","19","2020-05-14","Enterococci",41,"MPN/100mL",NA,NA,NA
"192",89218,"MiamiBeach","20","2020-05-14","Enterococci",NA,"MPN/100mL",NA,NA,NA
"193",89219,"MiamiBeach","21","2020-05-14","Enterococci",10,"MPN/100mL",NA,NA,NA
"194",89220,"MiamiBeach","22","2020-05-14","Enterococci",10,"MPN/100mL",NA,NA,NA
"195",89221,"MiamiBeach","23","2020-05-14","Enterococci",NA,"MPN/100mL",NA,NA,NA
"196",89222,"MiamiBeach","24","2020-05-14","Enterococci",NA,"MPN/100mL",NA,NA,NA
"197",89223,"MiamiBeach","25","2020-05-14","Enterococci",NA,"MPN/100mL",NA,NA,NA
"198",89499,"MiamiBeach","26","2020-05-16","Enterococci",10,"MPN/100mL",NA,NA,NA
"199",89500,"MiamiBeach","27","2020-05-16","Enterococci",NA,"MPN/100mL",NA,NA,NA
"200",89501,"MiamiBeach","28","2020-05-16","Enterococci",10,"MPN/100mL",NA,NA,NA
"201",89502,"MiamiBeach","32","2020-05-16","Enterococci",10,"MPN/100mL",NA,NA,NA
"202",89503,"MiamiBeach","33","2020-05-16","Enterococci",20,"MPN/100mL",NA,NA,NA
"203",89504,"MiamiBeach","29","2020-05-16","Enterococci",NA,"MPN/100mL",NA,NA,NA
"204",89505,"MiamiBeach","30","2020-05-16","Enterococci",NA,"MPN/100mL",NA,NA,NA
"205",89506,"MiamiBeach","31","2020-05-16","Enterococci",NA,"MPN/100mL",NA,NA,NA
"206",89507,"MiamiBeach","34","2020-05-16","Enterococci",NA,"MPN/100mL",NA,NA,NA
"207",89508,"MiamiBeach","41","2020-05-16","Enterococci",51,"MPN/100mL",NA,NA,NA
"208",89509,"MiamiBeach","40","2020-05-16","Enterococci",NA,"MPN/100mL",NA,NA,NA
"209",89510,"MiamiBeach","39","2020-05-16","Enterococci",3130,"MPN/100mL",NA,NA,NA
"210",89511,"MiamiBeach","38","2020-05-16","Enterococci",110,"MPN/100mL",NA,NA,NA
"211",89512,"MiamiBeach","37","2020-05-16","Enterococci",85,"MPN/100mL",NA,NA,NA
"212",89513,"MiamiBeach","36","2020-05-16","Enterococci",10,"MPN/100mL",NA,NA,NA
"213",89514,"MiamiBeach","35","2020-05-16","Enterococci",110,"MPN/100mL",NA,NA,NA
"214",89711,"MiamiBeach","1","2020-06-18","Enterococci",10,"MPN/100mL",NA,NA,NA
"215",89712,"MiamiBeach","2","2020-06-18","Enterococci",41,"MPN/100mL",NA,NA,NA
"216",89713,"MiamiBeach","3B","2020-06-18","Enterococci",10,"MPN/100mL",NA,NA,NA
"217",89714,"MiamiBeach","3","2020-06-18","Enterococci",715,"MPN/100mL",NA,NA,NA
"218",89715,"MiamiBeach","3A","2020-06-18","Enterococci",NA,"MPN/100mL",NA,NA,NA
"219",89716,"MiamiBeach","4","2020-06-18","Enterococci",171,"MPN/100mL",NA,NA,NA
"220",89717,"MiamiBeach","5","2020-06-18","Enterococci",583,"MPN/100mL",NA,NA,NA
"221",89718,"MiamiBeach","6","2020-06-18","Enterococci",292,"MPN/100mL",NA,NA,NA
"222",89719,"MiamiBeach","7","2020-06-18","Enterococci",41,"MPN/100mL",NA,NA,NA
"223",89720,"MiamiBeach","8","2020-06-18","Enterococci",1320,"MPN/100mL",NA,NA,NA
"224",89721,"MiamiBeach","9","2020-06-18","Enterococci",20,"MPN/100mL",NA,NA,NA
"225",89722,"MiamiBeach","10","2020-06-18","Enterococci",108,"MPN/100mL",NA,NA,NA
"226",89723,"MiamiBeach","11","2020-06-18","Enterococci",465,"MPN/100mL",NA,NA,NA
"227",89724,"MiamiBeach","12","2020-06-18","Enterococci",3430,"MPN/100mL",NA,NA,NA
"228",89725,"MiamiBeach","13","2020-06-18","Enterococci",183,"MPN/100mL",NA,NA,NA
"229",89726,"MiamiBeach","14","2020-06-18","Enterococci",20,"MPN/100mL",NA,NA,NA
"230",89727,"MiamiBeach","15","2020-06-18","Enterococci",759,"MPN/100mL",NA,NA,NA
"231",89728,"MiamiBeach","16","2020-06-18","Enterococci",132,"MPN/100mL",NA,NA,NA
"232",89729,"MiamiBeach","17","2020-06-18","Enterococci",20,"MPN/100mL",NA,NA,NA
"233",89730,"MiamiBeach","18","2020-06-18","Enterococci",50,"MPN/100mL",NA,NA,NA
"234",89731,"MiamiBeach","19","2020-06-18","Enterococci",865,"MPN/100mL",NA,NA,NA
"235",89732,"MiamiBeach","20","2020-06-18","Enterococci",41,"MPN/100mL",NA,NA,NA
"236",89733,"MiamiBeach","21","2020-06-18","Enterococci",41,"MPN/100mL",NA,NA,NA
"237",89734,"MiamiBeach","22","2020-06-18","Enterococci",NA,"MPN/100mL",NA,NA,NA
"238",89735,"MiamiBeach","23","2020-06-18","Enterococci",72,"MPN/100mL",NA,NA,NA
"239",89736,"MiamiBeach","24","2020-06-18","Enterococci",10,"MPN/100mL",NA,NA,NA
"240",90003,"MiamiBeach","26","2020-06-20","Enterococci",30,"MPN/100mL",NA,NA,NA
"241",90004,"MiamiBeach","27","2020-06-20","Enterococci",20,"MPN/100mL",NA,NA,NA
"242",90005,"MiamiBeach","28","2020-06-20","Enterococci",NA,"MPN/100mL",NA,NA,NA
"243",90006,"MiamiBeach","32","2020-06-20","Enterococci",10,"MPN/100mL",NA,NA,NA
"244",90007,"MiamiBeach","33","2020-06-20","Enterococci",10,"MPN/100mL",NA,NA,NA
"245",90008,"MiamiBeach","29","2020-06-20","Enterococci",51,"MPN/100mL",NA,NA,NA
"246",90009,"MiamiBeach","30","2020-06-20","Enterococci",10,"MPN/100mL",NA,NA,NA
"247",90010,"MiamiBeach","34","2020-06-20","Enterococci",10,"MPN/100mL",NA,NA,NA
"248",90011,"MiamiBeach","41","2020-06-20","Enterococci",75,"MPN/100mL",NA,NA,NA
"249",90012,"MiamiBeach","40","2020-06-20","Enterococci",74,"MPN/100mL",NA,NA,NA
"250",90013,"MiamiBeach","39","2020-06-20","Enterococci",10,"MPN/100mL",NA,NA,NA
"251",90014,"MiamiBeach","38","2020-06-20","Enterococci",30,"MPN/100mL",NA,NA,NA
"252",90015,"MiamiBeach","37","2020-06-20","Enterococci",NA,"MPN/100mL",NA,NA,NA
"253",90016,"MiamiBeach","36","2020-06-20","Enterococci",2310,"MPN/100mL",NA,NA,NA
"254",90017,"MiamiBeach","31","2020-06-20","Enterococci",NA,"MPN/100mL",NA,NA,NA
"255",90018,"MiamiBeach","35","2020-06-20","Enterococci",3680,"MPN/100mL",NA,NA,NA
"256",90217,"MiamiBeach","1","2020-07-17","Enterococci",NA,"MPN/100mL",NA,NA,NA
"257",90218,"MiamiBeach","2","2020-07-17","Enterococci",NA,"MPN/100mL",NA,NA,NA
"258",90219,"MiamiBeach","3B","2020-07-17","Enterococci",NA,"MPN/100mL",NA,NA,NA
"259",90220,"MiamiBeach","3","2020-07-17","Enterococci",20,"MPN/100mL",NA,NA,NA
"260",90221,"MiamiBeach","3A","2020-07-17","Enterococci",269,"MPN/100mL",NA,NA,NA
"261",90222,"MiamiBeach","4","2020-07-17","Enterococci",10,"MPN/100mL",NA,NA,NA
"262",90223,"MiamiBeach","5","2020-07-17","Enterococci",20,"MPN/100mL",NA,NA,NA
"263",90224,"MiamiBeach","6","2020-07-17","Enterococci",10,"MPN/100mL",NA,NA,NA
"264",90225,"MiamiBeach","7","2020-07-17","Enterococci",NA,"MPN/100mL",NA,NA,NA
"265",90226,"MiamiBeach","8","2020-07-17","Enterococci",NA,"MPN/100mL",NA,NA,NA
"266",90227,"MiamiBeach","9","2020-07-17","Enterococci",NA,"MPN/100mL",NA,NA,NA
"267",90228,"MiamiBeach","10","2020-07-17","Enterococci",NA,"MPN/100mL",NA,NA,NA
"268",90229,"MiamiBeach","11","2020-07-17","Enterococci",20,"MPN/100mL",NA,NA,NA
"269",90230,"MiamiBeach","12","2020-07-17","Enterococci",326,"MPN/100mL",NA,NA,NA
"270",90231,"MiamiBeach","13","2020-07-17","Enterococci",52,"MPN/100mL",NA,NA,NA
"271",90232,"MiamiBeach","14","2020-07-17","Enterococci",NA,"MPN/100mL",NA,NA,NA
"272",90233,"MiamiBeach","15","2020-07-17","Enterococci",NA,"MPN/100mL",NA,NA,NA
"273",90234,"MiamiBeach","16","2020-07-17","Enterococci",20,"MPN/100mL",NA,NA,NA
"274",90235,"MiamiBeach","17","2020-07-17","Enterococci",20,"MPN/100mL",NA,NA,NA
"275",90236,"MiamiBeach","18","2020-07-17","Enterococci",20,"MPN/100mL",NA,NA,NA
