"","source","site","datetime","value","units","latitude","longitude","sample_depth"
"...84","BROWARD","37","03/06/2017 12:50:00",0.011,"mg/L",26.13877,-80.10807,0.5
"...85","BROWARD","122","12/16/2019 08:10:00",0.003,"mg/L",26.09983,-80.25017,0.5
"...86","BROWARD","39","09/06/2019 10:20:00",0.011,"mg/L",26.0655,-80.11408,0.5
"...87","BROWARD","4","05/25/2021 11:10:00",0.003,"mg/L",26.35132,-80.28333,0.5
"...88","BROWARD","89","11/16/2021 12:10:00",0.003,"mg/L",26.229646,-80.281948,0.5
"...89","BROWARD","11","08/30/2021 10:55:00",0.003,"mg/L",26.1733,-80.17093,0.5
"...90","BROWARD","34","08/27/2018 11:10:00",0.004,"mg/L",26.26352,-80.0824,0.5
"...91","BROWARD","121","03/08/2017 11:30:00",0.006,"mg/L",26.13533,-80.20202,0.5
"...92","BROWARD","35","09/11/2019 12:00:00",0.01,"mg/L",26.2511,-80.08962,0.5
"...93","BROWARD","35","05/01/2017 11:40:00",0.006,"mg/L",26.2511,-80.08962,0.5
"...94","BROWARD","26","05/01/2017 09:45:00",0.01,"mg/L",26.06812,-80.1686,0.5
"...95","BROWARD","124","03/06/2017 09:40:00",0.006,"mg/L",26.06565,-80.21588,0.5
"...96","BROWARD","111","03/07/2017 13:05:00",0.033,"mg/L",26.15322,-80.12933,0.5
"...97","BROWARD","64","05/03/2017 11:00:00",0.022,"mg/L",26.12837,-80.17503,0.5
"...98","BROWARD","122","02/27/2018 09:15:00",0.0083,"mg/L",26.09983,-80.25017,0.5
"...99","BROWARD","2","03/11/2019 09:25:00",0.11,"mg/L",26.3277,-80.13158,0.5
"...100","BROWARD","3","05/28/2019 10:30:00",0.128,"mg/L",26.32783,-80.20302,0.5
"...101","BROWARD","20","11/07/2018 13:45:00",0.043,"mg/L",26.08717,-80.18547,0.5
"...102","BROWARD","12","03/11/2019 09:45:00",0.005,"mg/L",26.17312,-80.18698,0.5
"...103","BROWARD","6","08/17/2022 11:45:00",0.005,"mg/L",26.2062,-80.13263,0.5
"...104","BROWARD","129","11/16/2022 11:40:00",0.017,"mg/L",26.02595,-80.16338,0.5
"...105","BROWARD","29","03/14/2022 10:52:00",0.005,"mg/L",26.06153,-80.43357,0.5
"...106","BROWARD","3","05/12/2022 10:50:00",0.025,"mg/L",26.32783,-80.20302,0.5
"...107","BROWARD","24","05/23/2022 11:25:00",0.023,"mg/L",26.0595,-80.14398,0.5
"...108","BROWARD","4","03/23/2022 11:30:00",0.008,"mg/L",26.35132,-80.28333,0.5
"...109","BROWARD","121","08/16/2019 13:20:00",0.003,"mg/L",26.13533,-80.20202,0.5
"...110","BROWARD","125","02/28/2018 12:40:00",0.005,"mg/L",26.1289,-80.11855,0.5
"...111","BROWARD","15","02/18/2020 09:55:00",0.028,"mg/L",26.1183,-80.14363,0.5
"...112","BROWARD","3","08/29/2018 10:40:00",0.048,"mg/L",26.32783,-80.20302,0.5
"...113","BROWARD","22","02/26/2018 13:05:00",0.0084,"mg/L",26.11607,-80.3166,0.5
"...114","BROWARD","22","06/25/2018 12:25:00",0.006,"mg/L",26.11607,-80.3166,0.5
"...115","BROWARD","40","05/03/2017 10:30:00",0.006,"mg/L",26.03485,-80.11713,0.5
"...116","BROWARD","7","03/07/2017 10:45:00",0.008,"mg/L",26.21857,-80.17055,0.5
"...117","BROWARD","14","03/21/2022 08:40:00",0.003,"mg/L",26.16428,-80.25662,0.5
"...118","BROWARD","22","03/14/2022 09:07:00",0.004,"mg/L",26.11607,-80.3166,0.5
"...119","BROWARD","124","03/16/2022 08:46:00",0.005,"mg/L",26.06565,-80.21588,0.5
"...120","BROWARD","6","06/26/2018 10:35:00",0.009,"mg/L",26.2062,-80.13263,0.5
"...121","BROWARD","22","11/05/2018 12:45:00",0.008,"mg/L",26.11607,-80.3166,0.5
"...122","BROWARD","122","09/18/2019 08:20:00",0.006,"mg/L",26.09983,-80.25017,0.5
"...123","BROWARD","64","03/13/2019 09:30:00",0.054,"mg/L",26.12837,-80.17503,0.5
"...124","BROWARD","28","02/20/2020 12:40:00",0.003,"mg/L",26.06385,-80.31325,0.5
"...125","BROWARD","37","02/24/2020 13:50:00",0.01,"mg/L",26.13877,-80.10807,0.5
"...126","BROWARD","89","06/26/2018 12:00:00",0.005,"mg/L",26.229646,-80.281948,0.5
"...127","BROWARD","15","03/13/2019 08:45:00",0.01,"mg/L",26.1183,-80.14363,0.5
"...128","BROWARD","7","02/27/2018 12:30:00",0.0084,"mg/L",26.21857,-80.17055,0.5
"...129","BROWARD","64","05/16/2022 12:45:00",0.064,"mg/L",26.12837,-80.17503,0.5
"...130","BROWARD","6","05/18/2022 12:00:00",0.003,"mg/L",26.2062,-80.13263,0.5
"...131","BROWARD","110","03/23/2022 09:25:00",0.011,"mg/L",26.23132,-80.12687,0.5
"...132","BROWARD","35","05/18/2022 11:25:00",0.003,"mg/L",26.2511,-80.08962,0.5
"...133","BROWARD","37","05/18/2022 12:15:00",0.006,"mg/L",26.13877,-80.10807,0.5
"...134","BROWARD","111","06/26/2018 11:45:00",0.016,"mg/L",26.15322,-80.12933,0.5
"...135","BROWARD","112","08/29/2018 13:30:00",0.008,"mg/L",26.16392,-80.12632,0.5
"...136","BROWARD","29","05/16/2022 11:55:00",0.007,"mg/L",26.06153,-80.43357,0.5
"...137","BROWARD","28","08/15/2022 13:30:00",0.004,"mg/L",26.06385,-80.31325,0.5
"...138","BROWARD","17","08/18/2022 12:45:00",0.02,"mg/L",26.13581667,-80.1942,0.5
"...139","BROWARD","22","08/15/2022 10:00:00",0.006,"mg/L",26.11607,-80.3166,0.5
"...140","BROWARD","2","09/09/2019 10:40:00",0.047,"mg/L",26.3277,-80.13158,0.5
"...141","BROWARD","122","08/29/2018 08:50:00",0.004,"mg/L",26.09983,-80.25017,0.5
"...142","BROWARD","24","09/23/2020 10:45:00",0.033,"mg/L",26.0595,-80.14398,0.5
"...143","BROWARD","129","08/24/2022 12:10:00",0.017,"mg/L",26.02595,-80.16338,0.5
"...144","BROWARD","38","06/13/2023 11:36:00",0.012,"mg/L",26.10265,-80.11868,0.5
"...145","BROWARD","4","03/06/2023 12:25:00",0.005,"mg/L",26.35132,-80.28333,0.5
"...146","BROWARD","12","06/20/2023 09:52:00",0.004,"mg/L",26.17312,-80.18698,0.5
"...147","BROWARD","35","06/22/2023 11:46:00",0.012,"mg/L",26.2511,-80.08962,0.5
"...148","BROWARD","124","05/16/2023 08:39:00",0.006,"mg/L",26.06565,-80.21588,0.5
"...149","BROWARD","19","03/08/2017 08:55:00",0.014,"mg/L",26.10898,-80.15908,0.5
"...150","BROWARD","40","03/04/2019 09:10:00",0.006,"mg/L",26.03485,-80.11713,0.5
"...151","BROWARD","124","03/04/2019 08:25:00",0.006,"mg/L",26.06565,-80.21588,0.5
"...152","BROWARD","14","11/12/2019 09:35:00",0.004,"mg/L",26.16428,-80.25662,0.5
"...153","BROWARD","64","09/16/2020 11:10:00",0.029,"mg/L",26.12837,-80.17503,0.5
"...154","BROWARD","20","10/29/2020 12:25:00",0.006,"mg/L",26.08717,-80.18547,0.5
"...155","BROWARD","38","12/17/2020 11:00:00",0.006,"mg/L",26.10265,-80.11868,0.5
"...156","BROWARD","121","05/18/2020 12:05:00",0.003,"mg/L",26.13533,-80.20202,0.5
"...157","BROWARD","8","10/30/2023 12:08:00",0.004,"mg/L",26.2305,-80.20485,0.5
"...158","BROWARD","128","10/31/2023 08:51:00",0.016,"mg/L",26.06768,-80.18218,0.5
"...159","BROWARD","3","05/11/2023 10:51:00",0.035,"mg/L",26.32783,-80.20302,0.5
"...160","BROWARD","122","06/20/2023 08:28:00",0.005,"mg/L",26.09983,-80.25017,0.5
"...161","BROWARD","39","03/08/2017 11:00:00",0.006,"mg/L",26.0655,-80.11408,0.5
"...162","BROWARD","64","02/28/2018 10:20:00",0.0268,"mg/L",26.12837,-80.17503,0.5
"...163","BROWARD","40","03/08/2017 10:10:00",0.006,"mg/L",26.03485,-80.11713,0.5
"...164","BROWARD","24","05/20/2020 11:00:00",0.042,"mg/L",26.0595,-80.14398,0.5
"...165","BROWARD","10","09/16/2020 13:00:00",0.028,"mg/L",26.13687,-80.11832,0.5
"...166","BROWARD","37","09/22/2020 10:50:00",0.021,"mg/L",26.13877,-80.10807,0.5
"...167","BROWARD","40","05/19/2020 09:20:00",0.011,"mg/L",26.03485,-80.11713,0.5
"...168","BROWARD","32","05/19/2020 10:20:00",0.005,"mg/L",25.95677,-80.43062,0.5
"...169","BROWARD","14","09/14/2020 09:40:00",0.003,"mg/L",26.16428,-80.25662,0.5
"...170","BROWARD","11","12/10/2020 10:10:00",0.003,"mg/L",26.1733,-80.17093,0.5
"...171","BROWARD","33","03/14/2023 11:16:00",0.018,"mg/L",26.31338,-80.0806,0.5
"...172","BROWARD","16","03/01/2023 11:27:00",0.084,"mg/L",26.12202,-80.14653,0.5
"...173","BROWARD","112","03/07/2023 14:38:00",0.027,"mg/L",26.16392,-80.12632,0.5
"...174","BROWARD","35","06/22/2023 11:32:00",0.011,"mg/L",26.2511,-80.08962,0.5
"...175","BROWARD","24","02/27/2023 12:15:00",0.006,"mg/L",26.0595,-80.14398,0.5
"...176","BROWARD","4","11/08/2022 11:15:00",0.003,"mg/L",26.35132,-80.28333,0.5
"...177","BROWARD","35","11/07/2018 10:50:00",0.009,"mg/L",26.2511,-80.08962,0.5
"...178","BROWARD","12","11/06/2018 10:30:00",0.007,"mg/L",26.17312,-80.18698,0.5
"...179","BROWARD","8","11/18/2019 12:30:00",0.003,"mg/L",26.2305,-80.20485,0.5
"...180","BROWARD","15","09/11/2019 12:20:00",0.022,"mg/L",26.1183,-80.14363,0.5
"...181","BROWARD","26","03/06/2017 10:30:00",0.013,"mg/L",26.06812,-80.1686,0.5
"...182","BROWARD","23","05/01/2017 09:15:00",0.006,"mg/L",26.14965,-80.44182,0.5
"...183","BROWARD","40","05/19/2020 09:10:00",0.012,"mg/L",26.03485,-80.11713,0.5
"...184","BROWARD","3","03/07/2017 12:35:00",0.014,"mg/L",26.32783,-80.20302,0.5
"...185","BROWARD","89","09/09/2019 12:45:00",0.003,"mg/L",26.229646,-80.281948,0.5
"...186","BROWARD","38","05/21/2019 11:00:00",0.006,"mg/L",26.10265,-80.11868,0.5
"...187","BROWARD","19","02/28/2018 09:15:00",0.005,"mg/L",26.10898,-80.15908,0.5
"...188","BROWARD","112","11/07/2022 12:55:00",0.038,"mg/L",26.16392,-80.12632,0.5
"...189","BROWARD","36","03/14/2023 13:50:00",0.005,"mg/L",26.19035,-80.1025,0.5
"...190","BROWARD","7","05/02/2017 12:30:00",0.006,"mg/L",26.21857,-80.17055,0.5
"...191","BROWARD","39","08/30/2018 11:40:00",0.005,"mg/L",26.0655,-80.11408,0.5
"...192","BROWARD","121","11/12/2019 13:35:00",0.003,"mg/L",26.13533,-80.20202,0.5
"...193","BROWARD","64","01/22/2020 13:25:00",0.033,"mg/L",26.12837,-80.17503,0.5
"...194","BROWARD","29","02/22/2021 10:40:00",0.006,"mg/L",26.06153,-80.43357,0.5
"...195","BROWARD","31","05/19/2021 11:05:00",0.004,"mg/L",25.9642,-80.31062,0.5
"...196","BROWARD","32","11/15/2021 11:40:00",0.003,"mg/L",25.95677,-80.43062,0.5
"...197","BROWARD","89","12/08/2020 12:17:00",0.003,"mg/L",26.229646,-80.281948,0.5
"...198","BROWARD","40","03/13/2023 11:10:00",0.005,"mg/L",26.03485,-80.11713,0.5
"...199","BROWARD","20","03/01/2023 15:45:00",0.034,"mg/L",26.08717,-80.18547,0.5
"...200","BROWARD","6","08/22/2023 11:10:00",0.003,"mg/L",26.2062,-80.13263,0.5
"...201","BROWARD","4","05/02/2017 11:55:00",0.006,"mg/L",26.35132,-80.28333,0.5
"...202","BROWARD","40","08/30/2018 11:10:00",0.008,"mg/L",26.03485,-80.11713,0.5
"...203","BROWARD","32","08/28/2018 11:15:00",0.004,"mg/L",25.95677,-80.43062,0.5
"...204","BROWARD","25","02/26/2020 12:25:00",0.044,"mg/L",26.04815,-80.15513,0.5
"...205","BROWARD","111","08/30/2021 13:25:00",0.012,"mg/L",26.15322,-80.12933,0.5
"...206","BROWARD","7","05/17/2021 10:45:00",0.01,"mg/L",26.21857,-80.17055,0.5
"...207","BROWARD","121","11/08/2021 13:55:00",0.009,"mg/L",26.13533,-80.20202,0.5
"...208","BROWARD","128","09/23/2020 09:45:00",0.021,"mg/L",26.06768,-80.18218,0.5
"...209","BROWARD","1","03/07/2024 10:05:00",0.042,"mg/L",26.32555,-80.09015,0.5
"...210","BROWARD","121","05/21/2024 11:33:00",0.005,"mg/L",26.13533,-80.20202,0.5
"...211","BROWARD","40","05/15/2024 09:53:00",0.004,"mg/L",26.03485,-80.11713,0.5
"...212","BROWARD","40","08/31/2023 10:16:00",0.007,"mg/L",26.03485,-80.11713,0.5
"...213","BROWARD","124","08/23/2023 08:17:00",0.018,"mg/L",26.06565,-80.21588,0.5
"...214","BROWARD","26","05/14/2024 09:18:00",0.012,"mg/L",26.06812,-80.1686,0.5
"...215","BROWARD","121","05/17/2021 12:35:00",0.003,"mg/L",26.13533,-80.20202,0.5
"...216","BROWARD","4","08/25/2021 11:10:00",0.005,"mg/L",26.35132,-80.28333,0.5
"...217","BROWARD","20","05/17/2021 14:30:00",0.031,"mg/L",26.08717,-80.18547,0.5
"...218","BROWARD","37","09/01/2021 12:35:00",0.01,"mg/L",26.13877,-80.10807,0.5
"...219","BROWARD","34","11/09/2021 11:40:00",0.006,"mg/L",26.26352,-80.0824,0.5
"...220","BROWARD","14","05/17/2021 09:15:00",0.003,"mg/L",26.16428,-80.25662,0.5
"...221","BROWARD","36","03/07/2024 12:10:00",0.003,"mg/L",26.19035,-80.1025,0.5
"...222","BROWARD","24","10/24/2024 09:28:00",0.033,"mg/L",26.0595,-80.14398,0.5
"...223","BROWARD","110","05/22/2024 08:19:00",0.031,"mg/L",26.23132,-80.12687,0.5
"...224","BROWARD","15","05/21/2024 09:25:00",0.009,"mg/L",26.1183,-80.14363,0.5
"...225","BROWARD","29","02/26/2024 09:37:00",0.004,"mg/L",26.06153,-80.43357,0.5
"...226","BROWARD","89","03/11/2024 11:45:00",0.002,"mg/L",26.229646,-80.281948,0.5
"...227","BROWARD","23","05/13/2024 08:48:00",0.003,"mg/L",26.14965,-80.44182,0.5
"...228","BROWARD","124","03/04/2019 08:20:00",0.007,"mg/L",26.06565,-80.21588,0.5
"...229","BROWARD","36","03/06/2019 09:00:00",0.005,"mg/L",26.19035,-80.1025,0.5
"...230","BROWARD","26","09/06/2019 10:45:00",0.015,"mg/L",26.06812,-80.1686,0.5
"...231","BROWARD","24","11/05/2018 10:35:00",0.018,"mg/L",26.0595,-80.14398,0.5
"...232","BROWARD","110","06/26/2018 09:00:00",0.058,"mg/L",26.23132,-80.12687,0.5
"...233","BROWARD","123","11/07/2018 13:00:00",0.048,"mg/L",26.09062,-80.17882,0.5
"...234","BROWARD","111","03/11/2019 12:55:00",0.022,"mg/L",26.15322,-80.12933,0.5
"...235","BROWARD","34","05/20/2024 10:40:00",0.002,"mg/L",26.26352,-80.0824,0.5
"...236","BROWARD","2","03/11/2024 09:40:00",0.018,"mg/L",26.3277,-80.13158,0.5
"...237","BROWARD","8","05/22/2024 11:23:00",0.004,"mg/L",26.2305,-80.20485,0.5
"...238","BROWARD","39","06/27/2018 10:45:00",0.003,"mg/L",26.0655,-80.11408,0.5
"...239","BROWARD","38","09/06/2019 10:55:00",0.01,"mg/L",26.10265,-80.11868,0.5
"...240","BROWARD","23","09/23/2020 09:50:00",0.006,"mg/L",26.14965,-80.44182,0.5
"...241","BROWARD","5","09/14/2020 12:25:00",0.018,"mg/L",26.22162,-80.10303,0.5
"...242","BROWARD","111","11/08/2021 14:15:00",0.037,"mg/L",26.15322,-80.12933,0.5
"...243","BROWARD","23","03/06/2017 09:05:00",0.009,"mg/L",26.14965,-80.44182,0.5
"...244","BROWARD","3","06/26/2018 11:15:00",0.026,"mg/L",26.32783,-80.20302,0.5
"...245","BROWARD","64","11/08/2021 12:45:00",0.046,"mg/L",26.12837,-80.17503,0.5
"...246","BROWARD","40","08/31/2023 10:28:00",0.006,"mg/L",26.03485,-80.11713,0.5
"...247","BROWARD","111","11/02/2023 12:17:00",0.038,"mg/L",26.15322,-80.12933,0.5
"...248","BROWARD","36","11/06/2023 12:05:00",0.039,"mg/L",26.19035,-80.1025,0.5
"...249","BROWARD","19","08/28/2023 08:40:00",0.026,"mg/L",26.10898,-80.15908,0.5
"...250","BROWARD","3","08/30/2023 10:07:00",0.055,"mg/L",26.32783,-80.20302,0.5
"...251","BROWARD","17","08/28/2023 10:58:00",0.009,"mg/L",26.13581667,-80.1942,0.5
"...252","BROWARD","15","11/01/2023 09:11:00",0.023,"mg/L",26.1183,-80.14363,0.5
"...253","BROWARD","14","11/02/2023 08:46:00",0.003,"mg/L",26.16428,-80.25662,0.5
"...254","BROWARD","2","10/30/2023 09:26:00",0.081,"mg/L",26.3277,-80.13158,0.5
"...255","BROWARD","121","08/28/2023 11:39:00",0.006,"mg/L",26.13533,-80.20202,0.5
"...256","BROWARD","24","08/23/2023 09:44:00",0.033,"mg/L",26.0595,-80.14398,0.5
"...257","BROWARD","16","11/12/2019 12:20:00",0.056,"mg/L",26.12202,-80.14653,0.5
"...258","BROWARD","22","03/06/2017 12:45:00",0.007,"mg/L",26.11607,-80.3166,0.5
"...259","BROWARD","15","12/16/2019 11:35:00",0.022,"mg/L",26.1183,-80.14363,0.5
"...260","BROWARD","23","05/01/2017 09:05:00",0.006,"mg/L",26.14965,-80.44182,0.5
"...261","BROWARD","10","02/20/2020 13:30:00",0.046,"mg/L",26.13687,-80.11832,0.5
"...262","BROWARD","124","03/03/2021 08:55:00",0.005,"mg/L",26.06565,-80.21588,0.5
"...263","BROWARD","40","08/25/2021 11:15:00",0.006,"mg/L",26.03485,-80.11713,0.5
"...264","BROWARD","112","08/30/2021 13:05:00",0.023,"mg/L",26.16392,-80.12632,0.5
"...265","BROWARD","35","09/01/2021 11:35:00",0.013,"mg/L",26.2511,-80.08962,0.5
"...266","BROWARD","110","02/24/2021 09:25:00",0.02,"mg/L",26.23132,-80.12687,0.5
"...267","BROWARD","20","11/05/2024 11:55:00",0.013,"mg/L",26.08717,-80.18547,0.5
"...268","BROWARD","33","11/04/2024 10:20:00",0.04,"mg/L",26.31338,-80.0806,0.5
"...269","BROWARD","8","10/28/2024 11:47:00",0.004,"mg/L",26.2305,-80.20485,0.5
"...270","BROWARD","31","07/22/2024 10:47:00",0.004,"mg/L",25.9642,-80.31062,0.5
"...271","BROWARD","1","11/04/2024 10:00:00",0.074,"mg/L",26.32555,-80.09015,0.5
"...272","BROWARD","124","07/30/2024 08:02:00",0.011,"mg/L",26.06565,-80.21588,0.5
"...273","BROWARD","17","11/05/2024 10:16:00",0.023,"mg/L",26.13581667,-80.1942,0.5
"...274","BROWARD","10","07/25/2024 12:15:00",0.026,"mg/L",26.13687,-80.11832,0.5
"...275","BROWARD","120","07/17/2024 09:10:00",0.141,"mg/L",26.32458,-80.099,0.5
"...276","BROWARD","26","06/25/2018 10:25:00",0.031,"mg/L",26.06812,-80.1686,0.5
"...277","BROWARD","23","02/26/2018 09:25:00",0.0087,"mg/L",26.14965,-80.44182,0.5
"...278","BROWARD","36","08/27/2018 12:20:00",0.022,"mg/L",26.19035,-80.1025,0.5
