"","source","site","datetime","analyte","value","units","latitude","longitude","sample_depth"
"...47","BBAP","DM08","12/05/2022 12:25:00","Chlorophyll_a__free_of_pheophytin",1.5,"ug/L",25.8398,-80.1704,0.218
"...48","BBAP","LR03","04/05/2023 15:00:00","Chlorophyll_a__free_of_pheophytin",5.4,"ug/L",25.8468,-80.1829,0.08
"...49","BBAP","VR11","04/05/2023 13:30:00","Chlorophyll_a__free_of_pheophytin",3.3,"ug/L",25.8047,-80.1794,0.862
"...50","BBAP","JT66","04/04/2023 14:45:00","Chlorophyll_a__free_of_pheophytin",0.96,"ug/L",25.8165,-80.147,0.444
"...51","BBAP","JT71","04/04/2023 15:05:00","Chlorophyll_a__free_of_pheophytin",0.34,"ug/L",25.8217,-80.1513,0.452
"...52","BBAP","VR11","09/07/2021 13:25:00","Chlorophyll_a__free_of_pheophytin",1.7,"ug/L",25.8047,-80.1794,0.971
"...53","BBAP","LR03","10/05/2021 13:30:00","Chlorophyll_a__free_of_pheophytin",5.2,"ug/L",25.8468,-80.1829,0.033
"...54","BBAP","JT71","10/04/2021 13:00:00","Chlorophyll_a__free_of_pheophytin",0.83,"ug/L",25.8217,-80.1513,0.679
"...55","BBAP","CWA5","12/20/2021 13:20:00","Chlorophyll_a__free_of_pheophytin",0.78,"ug/L",25.7633,-80.1609,0.953
"...56","BBAP","RB1A","12/20/2021 15:30:00","Chlorophyll_a__free_of_pheophytin",1.4,"ug/L",25.7524,-80.1954,0.876
"...57","BBAP","BH22","11/16/2021 11:50:00","Chlorophyll_a__free_of_pheophytin",1.3,"ug/L",25.7597,-80.1776,0.934
"...58","BBAP","BB14","10/04/2021 13:20:00","Chlorophyll_a__free_of_pheophytin",0.96,"ug/L",25.83,-80.1586,0.772
"...59","BBAP","BH22","12/20/2021 14:30:00","Chlorophyll_a__free_of_pheophytin",2.6,"ug/L",25.7597,-80.1776,0.731
"...60","BBAP","JT66","10/04/2021 12:50:00","Chlorophyll_a__free_of_pheophytin",1.6,"ug/L",25.8165,-80.147,0.616
"...61","BBAP","VR01","11/01/2021 10:05:00","Chlorophyll_a__free_of_pheophytin",1.1,"ug/L",25.8057,-80.1526,0.613
"...62","BBAP","CWA2","12/20/2021 13:45:00","Chlorophyll_a__free_of_pheophytin",1.2,"ug/L",25.7513,-80.1585,0.194
"...63","BBAP","JT66","09/06/2021 14:35:00","Chlorophyll_a__free_of_pheophytin",1.3,"ug/L",25.8165,-80.147,0.431
"...64","BBAP","CWA2","10/19/2021 13:00:00","Chlorophyll_a__free_of_pheophytin",0.54,"ug/L",25.7513,-80.1585,0.672
"...65","BBAP","CWA2","09/21/2021 13:55:00","Chlorophyll_a__free_of_pheophytin",1.7,"ug/L",25.7513,-80.1585,0.645
"...66","BBAP","VR01","09/06/2021 13:20:00","Chlorophyll_a__free_of_pheophytin",13,"ug/L",25.8057,-80.1526,0.206
"...67","BBAP","BH22","09/21/2021 14:15:00","Chlorophyll_a__free_of_pheophytin",2.3,"ug/L",25.7597,-80.1776,0.721
"...68","BBAP","JT66","12/13/2021 10:20:00","Chlorophyll_a__free_of_pheophytin",1.8,"ug/L",25.8165,-80.147,0.34
"...69","BBAP","LR03","11/02/2021 12:05:00","Chlorophyll_a__free_of_pheophytin",3,"ug/L",25.8468,-80.1829,0.2
"...70","BBAP","BB14","09/06/2021 15:20:00","Chlorophyll_a__free_of_pheophytin",2.2,"ug/L",25.83,-80.1586,0.431
"...71","BBAP","BH22","09/21/2021 14:25:00","Chlorophyll_a__free_of_pheophytin",4.9,"ug/L",25.7597,-80.1776,0.721
"...72","BBAP","BB14","11/01/2021 12:25:00","Chlorophyll_a__free_of_pheophytin",1,"ug/L",25.83,-80.1586,0.882
"...73","BBAP","JT71","11/01/2021 11:55:00","Chlorophyll_a__free_of_pheophytin",0.78,"ug/L",25.8217,-80.1513,0.555
"...74","BBAP","RB1A","10/19/2021 15:15:00","Chlorophyll_a__free_of_pheophytin",1.4,"ug/L",25.7524,-80.1954,0.905
"...75","BBAP","MRSC","09/21/2021 15:50:00","Chlorophyll_a__free_of_pheophytin",1.4,"ug/L",25.8072,-80.2599,0.5
"...76","BBAP","CWA2","10/19/2021 13:15:00","Chlorophyll_a__free_of_pheophytin",0.51,"ug/L",25.7513,-80.1585,0.672
"...77","BBAP","JFK03","11/02/2021 13:00:00","Chlorophyll_a__free_of_pheophytin",0.67,"ug/L",25.8628,-80.1697,0.781
"...78","BBAP","LR03","09/07/2021 15:20:00","Chlorophyll_a__free_of_pheophytin",10,"ug/L",25.8468,-80.1829,0.018
"...79","BBAP","JT71","09/06/2021 15:00:00","Chlorophyll_a__free_of_pheophytin",16,"ug/L",25.8217,-80.1513,0.09
"...80","BBAP","JFK03","10/05/2021 14:30:00","Chlorophyll_a__free_of_pheophytin",2.6,"ug/L",25.8628,-80.1697,0.584
"...81","BBAP","VR01","12/13/2021 09:15:00","Chlorophyll_a__free_of_pheophytin",3.4,"ug/L",25.8057,-80.1526,0.37
"...82","BBAP","BB14","12/13/2021 11:00:00","Chlorophyll_a__free_of_pheophytin",NA,"ug/L",25.83,-80.1586,0.46
"...83","BBAP","JT66","06/13/2023 11:50:00","Chlorophyll_a__free_of_pheophytin",1.9,"ug/L",25.8165,-80.147,0.428
"...84","BBAP","JT71","06/13/2023 12:15:00","Chlorophyll_a__free_of_pheophytin",0.85,"ug/L",25.8217,-80.1513,0.354
"...85","BBAP","VR11","06/12/2023 09:10:00","Chlorophyll_a__free_of_pheophytin",1.9,"ug/L",25.8047,-80.1794,0.865
"...86","BBAP","RB1A","07/25/2023 09:20:00","Chlorophyll_a__free_of_pheophytin",5,"ug/L",25.7524,-80.1954,0.683
"...87","BBAP","MRSC","07/25/2023 07:30:00","Chlorophyll_a__free_of_pheophytin",2.1,"ug/L",25.8072,-80.2599,0.177
"...88","BBAP","CWA5","02/19/2024 09:15:00","Chlorophyll_a__free_of_pheophytin",0.77,"ug/L",25.7633,-80.1609,0.877
"...89","BBAP","LR03","07/29/2024 10:00:00","Chlorophyll_a__free_of_pheophytin",8.4,"ug/L",25.8468,-80.1829,0.854
"...90","BBAP","JT66","10/02/2024 14:45:00","Chlorophyll_a__free_of_pheophytin",0.73,"ug/L",25.8165,-80.147,0.448
"...91","BBAP","BH22","07/15/2024 09:25:00","Chlorophyll_a__free_of_pheophytin",2.3,"ug/L",25.7597,-80.1776,0.688
"...92","BBAP","WQ02","07/30/2024 12:50:00","Chlorophyll_a__free_of_pheophytin",5.7,"ug/L",25.8533,-80.1455,0.819
"...93","BBAP","CWA2","09/16/2024 12:05:00","Chlorophyll_a__free_of_pheophytin",1.7,"ug/L",25.7513,-80.1585,0.159
"...94","BBAP","JT66","07/30/2024 11:20:00","Chlorophyll_a__free_of_pheophytin",8,"ug/L",25.8165,-80.147,0.407
"...95","BBAP","JT66","11/18/2024 16:10:00","Chlorophyll_a__free_of_pheophytin",2.2,"ug/L",25.8165,-80.147,0.85
"...96","BBAP","JT61","06/11/2024 06:10:00","Chlorophyll_a__free_of_pheophytin",12,"ug/L",25.8169,-80.1782,0.76
"...97","BBAP","BH22","02/19/2024 11:00:00","Chlorophyll_a__free_of_pheophytin",0.82,"ug/L",25.7597,-80.1776,0.452
"...98","BBAP","BH22","04/18/2024 11:00:00","Chlorophyll_a__free_of_pheophytin",1.6,"ug/L",25.7597,-80.1776,0.784
"...99","BBAP","LR03","07/01/2024 12:40:00","Chlorophyll_a__free_of_pheophytin",6.2,"ug/L",25.8468,-80.1829,0.121
"...100","BBAP","JT71","02/11/2025 14:00:00","Chlorophyll_a__free_of_pheophytin",0.6,"ug/L",25.8217,-80.1513,0.486
"...101","BBAP","JFK03","09/03/2024 15:50:00","Chlorophyll_a__free_of_pheophytin",7.3,"ug/L",25.8628,-80.1697,0.534
"...102","BBAP","RB1A","02/25/2025 12:45:00","Chlorophyll_a__free_of_pheophytin",1.3,"ug/L",25.7524,-80.1954,0.986
"...103","BBAP","LR03","01/09/2025 11:15:00","Chlorophyll_a__free_of_pheophytin",4.6,"ug/L",25.8468,-80.1829,0.186
"...104","BBAP","JT71","08/09/2023 10:50:00","Chlorophyll_a__free_of_pheophytin",8.2,"ug/L",25.8217,-80.1513,0.134
"...105","BBAP","JT71","11/07/2023 10:25:00","Chlorophyll_a__free_of_pheophytin",0.51,"ug/L",25.8217,-80.1513,0.668
"...106","BBAP","BB14","11/07/2023 10:45:00","Chlorophyll_a__free_of_pheophytin",1,"ug/L",25.83,-80.1586,0.634
"...107","BBAP","DM08","10/10/2023 11:35:00","Chlorophyll_a__free_of_pheophytin",2.1,"ug/L",25.8398,-80.1704,0.226
"...108","BBAP","DM08","11/06/2023 08:30:00","Chlorophyll_a__free_of_pheophytin",1.1,"ug/L",25.8398,-80.1704,0.567
"...109","BBAP","LR03","09/06/2023 08:45:00","Chlorophyll_a__free_of_pheophytin",11,"ug/L",25.8468,-80.1829,0.105
"...110","BBAP","JT61","12/05/2023 07:20:00","Chlorophyll_a__free_of_pheophytin",1.1,"ug/L",25.8169,-80.1782,0.887
"...111","BBAP","CWA2","10/23/2023 09:00:00","Chlorophyll_a__free_of_pheophytin",0.92,"ug/L",25.7513,-80.1585,0.539
"...112","BBAP","MRSC","12/11/2023 11:15:00","Chlorophyll_a__free_of_pheophytin",1.3,"ug/L",25.8072,-80.2599,0.276
"...113","BBAP","BH22","10/23/2023 09:55:00","Chlorophyll_a__free_of_pheophytin",1.8,"ug/L",25.7597,-80.1776,0.391
"...114","BBAP","DM08","09/06/2023 07:40:00","Chlorophyll_a__free_of_pheophytin",3.6,"ug/L",25.8398,-80.1704,0.565
"...115","BBAP","LR03","11/06/2023 09:00:00","Chlorophyll_a__free_of_pheophytin",0.86,"ug/L",25.8468,-80.1829,0.183
"...116","BBAP","JT71","01/10/2024 15:00:00","Chlorophyll_a__free_of_pheophytin",0.48,"ug/L",25.8217,-80.1513,0.327
"...117","BBAP","VR01","02/07/2024 11:20:00","Chlorophyll_a__free_of_pheophytin",0.68,"ug/L",25.8057,-80.1526,0.993
"...118","BBAP","BH22","08/28/2023 12:25:00","Chlorophyll_a__free_of_pheophytin",1,"ug/L",25.7597,-80.1776,0.199
"...119","BBAP","CWA2","12/11/2023 11:35:00","Chlorophyll_a__free_of_pheophytin",0.31,"ug/L",25.7513,-80.1585,0.158
"...120","BBAP","JFK03","02/05/2024 11:35:00","Chlorophyll_a__free_of_pheophytin",1.1,"ug/L",25.8628,-80.1697,0.219
"...121","BBAP","BH22","12/11/2023 12:10:00","Chlorophyll_a__free_of_pheophytin",0.93,"ug/L",25.7597,-80.1776,0.597
"...122","BBAP","CWA2","09/25/2023 10:15:00","Chlorophyll_a__free_of_pheophytin",0.76,"ug/L",25.7513,-80.1585,0.218
"...123","BBAP","JT66","02/07/2024 12:40:00","Chlorophyll_a__free_of_pheophytin",0.49,"ug/L",25.8165,-80.147,0.693
"...124","BBAP","JFK03","12/05/2023 09:35:00","Chlorophyll_a__free_of_pheophytin",1.5,"ug/L",25.8628,-80.1697,0.758
"...125","BBAP","LR03","02/05/2024 10:40:00","Chlorophyll_a__free_of_pheophytin",4.4,"ug/L",25.8468,-80.1829,0.152
"...126","BBAP","JFK03","10/10/2023 13:25:00","Chlorophyll_a__free_of_pheophytin",2.7,"ug/L",25.8628,-80.1697,0.822
"...127","BBAP","DM08","02/05/2024 10:15:00","Chlorophyll_a__free_of_pheophytin",2.4,"ug/L",25.8398,-80.1704,0.053
"...128","BBAP","JT66","01/10/2024 13:50:00","Chlorophyll_a__free_of_pheophytin",0.93,"ug/L",25.8165,-80.147,0.792
"...129","BBAP","LR03","01/08/2024 11:50:00","Chlorophyll_a__free_of_pheophytin",2.7,"ug/L",25.8468,-80.1829,0.783
"...130","BBAP","MRSC","08/28/2023 11:45:00","Chlorophyll_a__free_of_pheophytin",4.9,"ug/L",25.8072,-80.2599,0.156
"...131","BBAP","VR01","01/08/2025 07:55:00","Chlorophyll_a__free_of_pheophytin",0.49,"ug/L",25.8057,-80.1526,0.666
"...132","BBAP","DM08","07/29/2024 09:15:00","Chlorophyll_a__free_of_pheophytin",3.4,"ug/L",25.8398,-80.1704,0.054
"...133","BBAP","BH22","02/25/2025 11:45:00","Chlorophyll_a__free_of_pheophytin",0.94,"ug/L",25.7597,-80.1776,0.377
"...134","BBAP","JFK03","05/06/2024 14:50:00","Chlorophyll_a__free_of_pheophytin",7.5,"ug/L",25.8628,-80.1697,0.43
"...135","BBAP","JT61","11/12/2024 10:15:00","Chlorophyll_a__free_of_pheophytin",1.3,"ug/L",25.8169,-80.1782,0.836
"...136","BBAP","JT71","11/18/2024 16:25:00","Chlorophyll_a__free_of_pheophytin",0.34,"ug/L",25.8217,-80.1513,0.458
"...137","BBAP","JT71","07/30/2024 11:45:00","Chlorophyll_a__free_of_pheophytin",2.5,"ug/L",25.8217,-80.1513,0.449
"...138","BBAP","WQ04","09/04/2024 15:35:00","Chlorophyll_a__free_of_pheophytin",4.2,"ug/L",25.826,-80.1341,0.762
"...139","BBAP","DM08","02/11/2025 13:00:00","Chlorophyll_a__free_of_pheophytin",1.4,"ug/L",25.8398,-80.1704,0.237
"...140","BBAP","BH22","11/04/2024 09:15:00","Chlorophyll_a__free_of_pheophytin",1.6,"ug/L",25.7597,-80.1776,0.83
"...141","BBAP","LR03","04/03/2024 10:10:00","Chlorophyll_a__free_of_pheophytin",5.8,"ug/L",25.8468,-80.1829,0.098
"...142","BBAP","BB14","06/17/2024 13:10:00","Chlorophyll_a__free_of_pheophytin",40,"ug/L",25.83,-80.1586,0.598
"...143","BBAP","JT66","09/04/2024 15:45:00","Chlorophyll_a__free_of_pheophytin",1.9,"ug/L",25.8165,-80.147,0.397
"...144","BBAP","MRSC","01/28/2025 12:45:00","Chlorophyll_a__free_of_pheophytin",1.3,"ug/L",25.8072,-80.2599,0.535
"...145","BBAP","JT71","06/17/2024 13:25:00","Chlorophyll_a__free_of_pheophytin",22,"ug/L",25.8217,-80.1513,0.206
"...146","BBAP","CWA5","06/19/2024 11:35:00","Chlorophyll_a__free_of_pheophytin",5.1,"ug/L",25.7633,-80.1609,0.734
"...147","BBAP","DM08","04/03/2024 09:40:00","Chlorophyll_a__free_of_pheophytin",1.2,"ug/L",25.8398,-80.1704,0.017
"...148","BBAP","WQ02","10/02/2024 15:45:00","Chlorophyll_a__free_of_pheophytin",3.3,"ug/L",25.8533,-80.1455,0.55
"...149","BBAP","CWA2","04/18/2024 10:20:00","Chlorophyll_a__free_of_pheophytin",1.5,"ug/L",25.7513,-80.1585,0.265
"...150","BBAP","WQ02","09/04/2024 16:45:00","Chlorophyll_a__free_of_pheophytin",2.2,"ug/L",25.8533,-80.1455,0.658
"...151","BBAP","CWA2","01/28/2025 12:45:00","Chlorophyll_a__free_of_pheophytin",4.8,"ug/L",25.7513,-80.1585,0.529
"...152","BBAP","JT71","10/02/2024 15:00:00","Chlorophyll_a__free_of_pheophytin",0.58,"ug/L",25.8217,-80.1513,0.186
"...153","BBAP","CWA2","11/04/2024 14:25:00","Chlorophyll_a__free_of_pheophytin",0.75,"ug/L",25.7513,-80.1585,0.535
"...154","BBAP","BB14","01/09/2025 10:00:00","Chlorophyll_a__free_of_pheophytin",0.57,"ug/L",25.83,-80.1586,0.159
"...155","BBAP","VR11","11/12/2024 09:50:00","Chlorophyll_a__free_of_pheophytin",1.3,"ug/L",25.8047,-80.1794,0.784
"...156","BBAP","RB1A","03/18/2024 10:30:00","Chlorophyll_a__free_of_pheophytin",0.61,"ug/L",25.7524,-80.1954,0.766
"...157","BBAP","VR11","05/06/2024 12:20:00","Chlorophyll_a__free_of_pheophytin",4.4,"ug/L",25.8047,-80.1794,0.802
"...158","BBAP","DM08","06/11/2024 06:35:00","Chlorophyll_a__free_of_pheophytin",2.3,"ug/L",25.8398,-80.1704,0.093
"...159","BBAP","BB14","02/11/2025 12:35:00","Chlorophyll_a__free_of_pheophytin",0.3,"ug/L",25.83,-80.1586,0.306
"...160","BBAP","MRSC","06/19/2024 12:20:00","Chlorophyll_a__free_of_pheophytin",2.9,"ug/L",25.8072,-80.2599,0.137
"...161","BBAP","BB14","11/18/2024 16:40:00","Chlorophyll_a__free_of_pheophytin",0.4,"ug/L",25.83,-80.1586,0.609
"...162","BBAP","VR11","04/03/2024 08:50:00","Chlorophyll_a__free_of_pheophytin",1,"ug/L",25.8047,-80.1794,0.912
"...163","BBAP","CWA5","02/25/2025 10:05:00","Chlorophyll_a__free_of_pheophytin",0.84,"ug/L",25.7633,-80.1609,0.772
"...164","BBAP","BH22","05/30/2024 09:00:00","Chlorophyll_a__free_of_pheophytin",1.5,"ug/L",25.7597,-80.1776,0.747
"...165","BBAP","LR03","09/03/2024 15:00:00","Chlorophyll_a__free_of_pheophytin",3.7,"ug/L",25.8468,-80.1829,0.152
"...166","BBAP","DM08","09/03/2024 14:30:00","Chlorophyll_a__free_of_pheophytin",3.9,"ug/L",25.8398,-80.1704,0.152
"...167","BBAP","WQ04","02/11/2025 14:20:00","Chlorophyll_a__free_of_pheophytin",4.1,"ug/L",25.826,-80.1341,0.942
"...168","BBAP","BH22","06/19/2024 12:35:00","Chlorophyll_a__free_of_pheophytin",38,"ug/L",25.7597,-80.1776,0.184
"...169","BBAP","JT66","01/08/2025 09:35:00","Chlorophyll_a__free_of_pheophytin",0.3,"ug/L",25.8165,-80.147,0.565
"...170","BBAP","LR03","01/07/2020 13:20:00","Chlorophyll_a__free_of_pheophytin",3.4,"ug/L",25.8468,-80.1829,1
"...171","BBAP","DM08","02/05/2020 11:00:00","Chlorophyll_a__free_of_pheophytin",2.3,"ug/L",25.8398,-80.1704,1
"...172","BBAP","LR03","08/05/2019 19:05:00","Chlorophyll_a__free_of_pheophytin",4.4,"ug/L",25.8468,-80.1829,1
"...173","BBAP","JFK03","05/07/2019 19:05:00","Chlorophyll_a__free_of_pheophytin",3.3,"ug/L",25.8628,-80.1697,1
"...174","BBAP","DM08","12/10/2019 12:35:00","Chlorophyll_a__free_of_pheophytin",0.81,"ug/L",25.8398,-80.1704,1
"...175","BBAP","JT29","05/06/2019 16:55:00","Chlorophyll_a__free_of_pheophytin",2.2,"ug/L",25.8398,-80.1417,0.11
"...176","BBAP","DM08","02/14/2019 12:50:00","Chlorophyll_a__free_of_pheophytin",1.3,"ug/L",25.8398,-80.1704,0.2
"...177","BBAP","LR03","11/05/2019 09:55:00","Chlorophyll_a__free_of_pheophytin",4.8,"ug/L",25.8468,-80.1829,1
"...178","BBAP","DM28","02/14/2019 12:30:00","Chlorophyll_a__free_of_pheophytin",1.3,"ug/L",25.8379,-80.1775,0.8
"...179","BBAP","DM08","11/05/2019 09:25:00","Chlorophyll_a__free_of_pheophytin",0.85,"ug/L",25.8398,-80.1704,1
"...180","BBAP","DM08","01/07/2020 11:20:00","Chlorophyll_a__free_of_pheophytin",0.97,"ug/L",25.8398,-80.1704,1
"...181","BBAP","DM08","06/30/2019 13:55:00","Chlorophyll_a__free_of_pheophytin",11,"ug/L",25.8398,-80.1704,1
"...182","BBAP","DM08","06/04/2019 15:40:00","Chlorophyll_a__free_of_pheophytin",1.7,"ug/L",25.8398,-80.1704,1
"...183","BBAP","BB14","11/17/2020 15:25:00","Chlorophyll_a__free_of_pheophytin",6.8,"ug/L",25.83,-80.1586,0.532
"...184","BBAP","LR06","10/12/2020 10:40:00","Chlorophyll_a__free_of_pheophytin",7.7,"ug/L",25.853524,-80.19291,0.983
"...185","BBAP","BB14","10/13/2020 12:55:00","Chlorophyll_a__free_of_pheophytin",1.1,"ug/L",25.83,-80.1586,0.434
"...186","BBAP","VR01","10/13/2020 11:00:00","Chlorophyll_a__free_of_pheophytin",0.72,"ug/L",25.8057,-80.1526,0.512
"...187","BBAP","LR03","09/01/2020 14:00:00","Chlorophyll_a__free_of_pheophytin",4.5,"ug/L",25.8468,-80.1829,0.193
"...188","BBAP","JT66","09/02/2020 15:05:00","Chlorophyll_a__free_of_pheophytin",1.5,"ug/L",25.8165,-80.147,0.512
"...189","BBAP","BB14","09/02/2020 15:45:00","Chlorophyll_a__free_of_pheophytin",1.6,"ug/L",25.83,-80.1586,0.659
"...190","BBAP","LR03","11/16/2020 14:20:00","Chlorophyll_a__free_of_pheophytin",1.5,"ug/L",25.8468,-80.1829,0.167
"...191","BBAP","VR01","09/02/2020 14:15:00","Chlorophyll_a__free_of_pheophytin",1.5,"ug/L",25.8057,-80.1526,0.688
"...192","BBAP","DM08","11/16/2020 13:50:00","Chlorophyll_a__free_of_pheophytin",15,"ug/L",25.8398,-80.1704,0.149
"...193","BBAP","LRSP","11/16/2020 16:35:00","Chlorophyll_a__free_of_pheophytin",0.36,"ug/L",25.8757,-80.234877,0.741
"...194","BBAP","LRNSP","11/16/2020 15:00:00","Chlorophyll_a__free_of_pheophytin",4.1,"ug/L",25.889928,-80.242964,0.604
"...195","BBAP","VR01","09/02/2020 14:05:00","Chlorophyll_a__free_of_pheophytin",1.3,"ug/L",25.8057,-80.1526,0.688
"...196","BBAP","LRSP","10/12/2020 11:40:00","Chlorophyll_a__free_of_pheophytin",3.5,"ug/L",25.8757,-80.234877,0.797
"...197","BBAP","LRUP","10/12/2020 12:40:00","Chlorophyll_a__free_of_pheophytin",3.5,"ug/L",25.871414,-80.242386,0.773
