"","X","source","site","datetime","analyte","value","units","latitude","longitude","sample_depth"
"105",1153,"SFER","9.5","2015-04-13","Silicate",0.467,NA,24,-80,NA
"106",1164,"SFER","9.5","2015-04-13","Silicate",0.25,NA,24,-80,NA
"107",1175,"SFER","10","2015-04-13","Silicate",1.007,NA,24,-80,NA
"108",1186,"SFER","11","2015-04-13","Silicate",1.53,NA,24,-80,NA
"109",1197,"SFER","1","2015-04-13","Silicate",0.405,NA,25,-80,NA
"110",1208,"SFER","2","2015-04-13","Silicate",0.178,NA,25,-80,NA
"111",1219,"SFER","3","2015-04-13","Silicate",0.285,NA,25,-80,NA
"112",1230,"SFER","3","2015-04-13","Silicate",0.215,NA,25,-80,NA
"113",1241,"SFER","3","2015-04-13","Silicate",0.307,NA,25,-80,NA
"114",1252,"SFER","EKIN","2015-04-13","Silicate",0.088,NA,25,-80,NA
"115",1263,"SFER","EKMID","2015-04-13","Silicate",0.033,NA,25,-80,NA
"116",1274,"SFER","4","2015-04-13","Silicate",0.182,NA,25,-80,NA
"117",1285,"SFER","5","2015-04-13","Silicate",0,NA,25,-80,NA
"118",1296,"SFER","5.5","2015-04-13","Silicate",0,NA,25,-80,NA
"119",1307,"SFER","6","2015-04-13","Silicate",0.16,NA,25,-80,NA
"120",1318,"SFER","6.5","2015-04-13","Silicate",0.303,NA,25,-80,NA
"121",1329,"SFER","MR","2015-04-13","Silicate",0.356,NA,25,-80,NA
"122",1340,"SFER","MR","2015-04-13","Silicate",0.305,NA,25,-80,NA
"123",1351,"SFER","UKOFF","2015-04-13","Silicate",NA,NA,24,-80,NA
"124",1362,"SFER","UKMID","2015-04-13","Silicate",0.127,NA,24,-80,NA
"125",1373,"SFER","UKIN","2015-04-13","Silicate",0,NA,24,-80,NA
"126",1384,"SFER","7","2015-04-13","Silicate",0.121,NA,24,-80,NA
"127",1395,"SFER","30","2015-04-14","Silicate",2.535,NA,25,-82,NA
"128",1406,"SFER","30","2015-04-14","Silicate",0.522,NA,25,-82,NA
"129",1417,"SFER","30.5","2015-04-14","Silicate",0,NA,25,-82,NA
"130",1428,"SFER","12","2015-04-14","Silicate",0.096,NA,24,-80,NA
"131",1439,"SFER","12","2015-04-14","Silicate",0.182,NA,24,-80,NA
"132",1450,"SFER","13","2015-04-14","Silicate",1.245,NA,24,-81,NA
"133",1461,"SFER","14","2015-04-14","Silicate",0.133,NA,24,-81,NA
"134",1472,"SFER","15","2015-04-14","Silicate",0.182,NA,24,-81,NA
"135",1483,"SFER","15.5","2015-04-14","Silicate",0.211,NA,24,-80,NA
"136",1494,"SFER","16","2015-04-14","Silicate",1.478,NA,24,-81,NA
"137",1505,"SFER","17","2015-04-14","Silicate",0.805,NA,24,-81,NA
"138",1516,"SFER","18","2015-04-14","Silicate",0.346,NA,24,-81,NA
"139",1527,"SFER","18","2015-04-14","Silicate",0.258,NA,24,-81,NA
"140",1538,"SFER","19","2015-04-14","Silicate",2.164,NA,24,-81,NA
"141",1549,"SFER","20","2015-04-14","Silicate",1.511,NA,24,-81,NA
"142",1560,"SFER","21LK","2015-04-14","Silicate",0.162,NA,24,-81,NA
"143",1571,"SFER","21LK","2015-04-14","Silicate",0.125,NA,24,-81,NA
"144",1582,"SFER","21.5","2015-04-14","Silicate",0.082,NA,24,-81,NA
"145",1593,"SFER","WS","2015-04-14","Silicate",0.227,NA,24,-81,NA
"146",1604,"SFER","WS","2015-04-14","Silicate",0.19,NA,24,-81,NA
"147",1615,"SFER","22.5","2015-04-14","Silicate",0.014,NA,24,-81,NA
"148",1626,"SFER","22","2015-04-14","Silicate",0.068,NA,24,-81,NA
"149",1637,"SFER","23","2015-04-14","Silicate",0.178,NA,24,-81,NA
"150",1648,"SFER","24","2015-04-14","Silicate",3.819,NA,24,-81,NA
"151",1659,"SFER","60","2015-04-15","Silicate",0.481,NA,25,-81,NA
"152",1670,"SFER","61","2015-04-15","Silicate",1.206,NA,25,-81,NA
"153",1681,"SFER","62","2015-04-15","Silicate",1.723,NA,25,-81,NA
"154",1692,"SFER","63","2015-04-15","Silicate",4.531,NA,25,-81,NA
"155",1703,"SFER","64","2015-04-15","Silicate",4.086,NA,25,-81,NA
"156",1714,"SFER","65","2015-04-15","Silicate",2.433,NA,25,-81,NA
"157",1725,"SFER","31","2015-04-15","Silicate",0.453,NA,25,-81,NA
"158",1736,"SFER","32","2015-04-15","Silicate",0,NA,25,-81,NA
"159",1747,"SFER","33","2015-04-15","Silicate",13.818,NA,25,-81,NA
"160",1758,"SFER","34","2015-04-15","Silicate",10.491,NA,25,-81,NA
"161",1769,"SFER","42","2015-04-15","Silicate",0,NA,25,-81,NA
"162",1780,"SFER","41","2015-04-15","Silicate",4.671,NA,25,-81,NA
"163",1791,"SFER","40","2015-04-15","Silicate",13.98,NA,25,-81,NA
"164",1802,"SFER","45","2015-04-15","Silicate",5.525,NA,25,-81,NA
"165",1813,"SFER","46","2015-04-15","Silicate",1.851,NA,25,-81,NA
"166",1824,"SFER","47","2015-04-15","Silicate",17.252,NA,25,-81,NA
"167",1835,"SFER","48","2015-04-15","Silicate",21.874,NA,25,-81,NA
"168",1846,"SFER","50","2015-04-15","Silicate",0.741,NA,25,-81,NA
"169",1857,"SFER","51","2015-04-15","Silicate",7.259,NA,25,-81,NA
"170",1868,"SFER","52","2015-04-15","Silicate",16.173,NA,25,-81,NA
"171",1879,"SFER","53","2015-04-15","Silicate",24.669,NA,25,-81,NA
"172",1890,"SFER","54","2015-04-15","Silicate",21.792,NA,25,-81,NA
"173",1901,"SFER","55","2015-04-15","Silicate",13.351,NA,25,-81,NA
"174",1912,"SFER","56","2015-04-15","Silicate",18.799,NA,25,-81,NA
"175",1923,"SFER","57","2015-04-15","Silicate",17.139,NA,25,-81,NA
"176",1934,"SFER","57.1","2015-04-15","Silicate",4.066,NA,25,-81,NA
"177",1945,"SFER","57.2","2015-04-15","Silicate",0.886,NA,25,-81,NA
"178",1956,"SFER","57.3","2015-04-15","Silicate",0,NA,25,-81,NA
"179",1967,"SFER","58","2015-04-15","Silicate",0,NA,25,-81,NA
"180",1978,"SFER","58","2015-04-15","Silicate",0,NA,25,-81,NA
"181",1989,"SFER","59","2015-04-15","Silicate",0.841,NA,25,-81,NA
"182",2000,"SFER","66","2015-04-16","Silicate",1.994,NA,25,-81,NA
"183",2011,"SFER","67","2015-04-16","Silicate",4.383,NA,25,-81,NA
"184",2022,"SFER","68","2015-04-16","Silicate",3.374,NA,24,-81,NA
"185",2033,"SFER","69","2015-04-16","Silicate",3.617,NA,24,-81,NA
"186",2044,"SFER","70","2015-04-16","Silicate",3.014,NA,24,-81,NA
"187",2055,"SFER","57.3","2015-04-16","Silicate",0,NA,25,-81,NA
"188",2066,"SFER","57.3","2015-04-16","Silicate",0,NA,25,-81,NA
"189",2077,"SFER","57.2","2015-04-16","Silicate",1.167,NA,25,-81,NA
"190",2088,"SFER","57.1","2015-04-16","Silicate",6.544,NA,25,-81,NA
"191",2099,"SFER","57","2015-04-16","Silicate",18.86,NA,25,-81,NA
"192",2110,"SFER","56","2015-04-16","Silicate",18.987,NA,25,-81,NA
"193",2121,"SFER","55","2015-04-16","Silicate",16.21,NA,25,-81,NA
"194",2132,"SFER","54","2015-04-16","Silicate",10.607,NA,25,-81,NA
"195",2143,"SFER","EKOFF","2015-04-17","Silicate",0.227,NA,25,-80,NA
"196",2154,"SFER","1","2015-06-01","Silicate",1.242,NA,25,-80,NA
"197",2165,"SFER","2","2015-06-01","Silicate",0.304,NA,25,-80,NA
"198",2176,"SFER","3","2015-06-01","Silicate",0.212,NA,25,-80,NA
"199",2187,"SFER","EKIN","2015-06-01","Silicate",0.275,NA,25,-80,NA
"200",2198,"SFER","EKMID","2015-06-01","Silicate",0.477,NA,25,-80,NA
"201",2209,"SFER","EKOFF","2015-06-01","Silicate",0.284,NA,25,-80,NA
"202",2220,"SFER","4","2015-06-01","Silicate",0.731,NA,25,-80,NA
"203",2231,"SFER","5","2015-06-01","Silicate",0.303,NA,25,-80,NA
"204",2242,"SFER","5.5","2015-06-01","Silicate",0.306,NA,25,-80,NA
"205",2253,"SFER","6","2015-06-01","Silicate",0.399,NA,25,-80,NA
"206",2264,"SFER","6.5","2015-06-01","Silicate",0.356,NA,25,-80,NA
"207",2275,"SFER","MR","2015-06-01","Silicate",0.141,NA,25,-80,NA
"208",2286,"SFER","MR","2015-06-01","Silicate",0.117,NA,25,-80,NA
"209",2297,"SFER","UKOFF","2015-06-01","Silicate",0.288,NA,24,-80,NA
"210",2308,"SFER","UKMID","2015-06-01","Silicate",0.537,NA,24,-80,NA
"211",2319,"SFER","UKIN","2015-06-01","Silicate",0,NA,24,-80,NA
"212",2330,"SFER","7","2015-06-01","Silicate",1.136,NA,24,-80,NA
"213",2341,"SFER","8","2015-06-01","Silicate",0.262,NA,24,-80,NA
"214",2352,"SFER","9","2015-06-02","Silicate",0.668,NA,24,-80,NA
"215",2363,"SFER","9","2015-06-02","Silicate",0.16,NA,24,-80,NA
"216",2374,"SFER","9.5","2015-06-02","Silicate",10.898,NA,24,-80,NA
"217",2385,"SFER","9.5","2015-06-02","Silicate",1.662,NA,24,-80,NA
"218",2396,"SFER","9.5","2015-06-02","Silicate",0.301,NA,24,-80,NA
"219",2407,"SFER","12","2015-06-02","Silicate",0.388,NA,24,-80,NA
"220",2418,"SFER","12","2015-06-02","Silicate",0.111,NA,24,-80,NA
"221",2429,"SFER","11","2015-06-02","Silicate",0.492,NA,24,-80,NA
"222",2440,"SFER","10","2015-06-02","Silicate",3.407,NA,24,-80,NA
"223",2451,"SFER","13","2015-06-02","Silicate",1.712,NA,24,-81,NA
"224",2462,"SFER","14","2015-06-02","Silicate",1.248,NA,24,-81,NA
"225",2473,"SFER","15","2015-06-02","Silicate",0.722,NA,24,-81,NA
"226",2484,"SFER","15.5","2015-06-02","Silicate",0.076,NA,24,-80,NA
"227",2495,"SFER","18","2015-06-02","Silicate",0.124,NA,24,-81,NA
"228",2506,"SFER","18","2015-06-02","Silicate",0.095,NA,24,-81,NA
"229",2517,"SFER","17","2015-06-02","Silicate",2.497,NA,24,-81,NA
"230",2528,"SFER","16","2015-06-02","Silicate",4.489,NA,24,-81,NA
"231",2539,"SFER","19","2015-06-02","Silicate",1.545,NA,24,-81,NA
"232",2550,"SFER","20","2015-06-02","Silicate",2.352,NA,24,-81,NA
"233",2561,"SFER","21LK","2015-06-02","Silicate",0.251,NA,24,-81,NA
"234",2572,"SFER","21LK","2015-06-02","Silicate",0.171,NA,24,-81,NA
"235",2583,"SFER","21.5","2015-06-02","Silicate",0.152,NA,24,-81,NA
"236",2594,"SFER","WS","2015-06-02","Silicate",0.329,NA,24,-81,NA
"237",2605,"SFER","WS","2015-06-02","Silicate",0.449,NA,24,-81,NA
"238",2616,"SFER","22.5","2015-06-02","Silicate",0,NA,24,-81,NA
"239",2627,"SFER","22","2015-06-02","Silicate",0.362,NA,24,-81,NA
"240",2638,"SFER","23","2015-06-02","Silicate",2.065,NA,24,-81,NA
"241",2649,"SFER","24","2015-06-02","Silicate",3.347,NA,24,-81,NA
"242",2660,"SFER","30","2015-06-02","Silicate",1.327,NA,25,-82,NA
"243",2671,"SFER","30","2015-06-02","Silicate",1.658,NA,25,-82,NA
"244",2682,"SFER","30.5","2015-06-03","Silicate",1.628,NA,25,-82,NA
"245",2693,"SFER","31","2015-06-03","Silicate",0,NA,25,-81,NA
"246",2704,"SFER","31","2015-06-03","Silicate",0,NA,25,-81,NA
"247",2715,"SFER","32","2015-06-03","Silicate",1.998,NA,25,-81,NA
"248",2726,"SFER","33","2015-06-03","Silicate",11.949,NA,25,-81,NA
"249",2737,"SFER","34","2015-06-03","Silicate",13.212,NA,25,-81,NA
"250",2748,"SFER","42","2015-06-03","Silicate",5.182,NA,25,-81,NA
"251",2759,"SFER","41","2015-06-03","Silicate",12.883,NA,25,-81,NA
"252",2770,"SFER","40","2015-06-03","Silicate",5.343,NA,25,-81,NA
"253",2781,"SFER","39","2015-06-03","Silicate",26.696,NA,25,-81,NA
"254",2792,"SFER","45","2015-06-03","Silicate",1.159,NA,25,-81,NA
"255",2803,"SFER","46","2015-06-03","Silicate",5.241,NA,25,-81,NA
"256",2814,"SFER","47","2015-06-03","Silicate",1.338,NA,25,-81,NA
"257",2825,"SFER","48","2015-06-03","Silicate",10.537,NA,25,-81,NA
"258",2836,"SFER","49","2015-06-03","Silicate",14.203,NA,25,-81,NA
"259",2847,"SFER","50","2015-06-03","Silicate",11.261,NA,25,-81,NA
"260",2858,"SFER","51","2015-06-03","Silicate",13.222,NA,25,-81,NA
"261",2869,"SFER","52","2015-06-03","Silicate",7.802,NA,25,-81,NA
"262",2880,"SFER","53","2015-06-03","Silicate",13.826,NA,25,-81,NA
"263",2891,"SFER","54","2015-06-03","Silicate",33.212,NA,25,-81,NA
"264",2902,"SFER","55","2015-06-03","Silicate",18.126,NA,25,-81,NA
"265",2913,"SFER","56","2015-06-03","Silicate",31.257,NA,25,-81,NA
"266",2924,"SFER","57","2015-06-03","Silicate",31.495,NA,25,-81,NA
"267",2935,"SFER","57.1","2015-06-03","Silicate",2.208,NA,25,-81,NA
"268",2946,"SFER","57.2","2015-06-03","Silicate",0.011,NA,25,-81,NA
"269",2957,"SFER","57.3","2015-06-03","Silicate",0,NA,25,-81,NA
"270",2968,"SFER","58","2015-06-03","Silicate",0.604,NA,25,-81,NA
"271",2979,"SFER","59","2015-06-03","Silicate",0.009,NA,25,-81,NA
"272",2990,"SFER","60","2015-06-04","Silicate",30.599,NA,25,-81,NA
"273",3001,"SFER","61","2015-06-04","Silicate",36.103,NA,25,-81,NA
"274",3012,"SFER","62","2015-06-04","Silicate",48.724,NA,25,-81,NA
"275",3023,"SFER","68","2015-06-04","Silicate",45.558,NA,24,-81,NA
"276",3034,"SFER","69","2015-06-04","Silicate",27.608,NA,24,-81,NA
"277",3045,"SFER","70","2015-06-04","Silicate",12.359,NA,24,-81,NA
"278",3056,"SFER","67","2015-06-04","Silicate",25.677,NA,25,-81,NA
"279",3067,"SFER","66","2015-06-04","Silicate",7.338,NA,25,-81,NA
"280",3078,"SFER","65","2015-06-04","Silicate",47.521,NA,25,-81,NA
"281",3089,"SFER","64","2015-06-04","Silicate",40.775,NA,25,-81,NA
"282",3100,"SFER","63","2015-06-04","Silicate",47.041,NA,25,-81,NA
"283",3111,"SFER","54","2015-06-04","Silicate",37.163,NA,25,-81,NA
"284",3122,"SFER","55","2015-06-04","Silicate",26.908,NA,25,-81,NA
"285",3133,"SFER","56","2015-06-04","Silicate",29.149,NA,25,-81,NA
"286",3144,"SFER","57","2015-06-04","Silicate",41.864,NA,25,-81,NA
"287",3155,"SFER","57.1","2015-06-04","Silicate",10.337,NA,25,-81,NA
"288",3166,"SFER","57.2","2015-06-04","Silicate",0.142,NA,25,-81,NA
"289",3177,"SFER","1","2015-07-27","Silicate",NA,NA,25,-80,NA
"290",3188,"SFER","2","2015-07-27","Silicate",NA,NA,25,-80,NA
"291",3199,"SFER","3","2015-07-27","Silicate",NA,NA,25,-80,NA
"292",3210,"SFER","EKIN","2015-07-27","Silicate",NA,NA,25,-80,NA
"293",3221,"SFER","EKMID","2015-07-27","Silicate",NA,NA,25,-80,NA
"294",3232,"SFER","EKOFF","2015-07-27","Silicate",0.397,NA,25,-80,NA
"295",3243,"SFER","4","2015-07-27","Silicate",1.434,NA,25,-80,NA
"296",3254,"SFER","5","2015-07-27","Silicate",0.55,NA,25,-80,NA
"297",3265,"SFER","5.5","2015-07-27","Silicate",0,NA,25,-80,NA
"298",3276,"SFER","6","2015-07-27","Silicate",0.705,NA,25,-80,NA
"299",3287,"SFER","6","2015-07-27","Silicate",0.281,NA,25,-80,NA
"300",3298,"SFER","6.5","2015-07-27","Silicate",0.633,NA,25,-80,NA
"301",3309,"SFER","6.5","2015-07-27","Silicate",0.42,NA,25,-80,NA
"302",3320,"SFER","MR","2015-07-27","Silicate",0.619,NA,25,-80,NA
"303",3331,"SFER","MR","2015-07-27","Silicate",0.491,NA,25,-80,NA
"304",3342,"SFER","UKOFF","2015-07-27","Silicate",2.444,NA,24,-80,NA
"305",3353,"SFER","UKMID","2015-07-27","Silicate",0.862,NA,24,-80,NA
"306",3364,"SFER","UKIN","2015-07-27","Silicate",3.178,NA,24,-80,NA
"307",3375,"SFER","22","2015-07-28","Silicate",0.874,NA,24,-81,NA
"308",3386,"SFER","7","2015-07-28","Silicate",15.186,NA,24,-80,NA
"309",3397,"SFER","8","2015-07-28","Silicate",3.831,NA,24,-80,NA
"310",3408,"SFER","9","2015-07-28","Silicate",6.365,NA,24,-80,NA
"311",3419,"SFER","9","2015-07-28","Silicate",2.868,NA,24,-80,NA
"312",3430,"SFER","9","2015-07-28","Silicate",0.83,NA,24,-80,NA
"313",3441,"SFER","9","2015-07-28","Silicate",0.626,NA,24,-80,NA
"314",3452,"SFER","9.5","2015-07-28","Silicate",12.17,NA,24,-80,NA
"315",3463,"SFER","9.5","2015-07-28","Silicate",2.015,NA,24,-80,NA
"316",3474,"SFER","9.5","2015-07-28","Silicate",0.554,NA,24,-80,NA
"317",3485,"SFER","9.5","2015-07-28","Silicate",1.23,NA,24,-80,NA
"318",3496,"SFER","9.5","2015-07-28","Silicate",0.732,NA,24,-80,NA
"319",3507,"SFER","9.6","2015-07-28","Silicate",0.121,NA,24,-80,NA
"320",3518,"SFER","9.6","2015-07-28","Silicate",13.644,NA,24,-80,NA
"321",3529,"SFER","9.6","2015-07-28","Silicate",3.035,NA,24,-80,NA
"322",3540,"SFER","9.6","2015-07-28","Silicate",1.358,NA,24,-80,NA
"323",3551,"SFER","9.6","2015-07-28","Silicate",0.882,NA,24,-80,NA
"324",3562,"SFER","9.7","2015-07-28","Silicate",0.316,NA,24,-80,NA
"325",3573,"SFER","9.7","2015-07-28","Silicate",6.107,NA,24,-80,NA
"326",3584,"SFER","9.7","2015-07-28","Silicate",2.998,NA,24,-80,NA
"327",3595,"SFER","9.7","2015-07-28","Silicate",0.339,NA,24,-80,NA
"328",3606,"SFER","9.7","2015-07-28","Silicate",0.806,NA,24,-80,NA
"329",3617,"SFER","9.8","2015-07-28","Silicate",13.532,NA,24,-80,NA
"330",3628,"SFER","9.8","2015-07-28","Silicate",0.864,NA,24,-80,NA
"331",3639,"SFER","9.8","2015-07-28","Silicate",0.99,NA,24,-80,NA
"332",3650,"SFER","9.8","2015-07-28","Silicate",0.454,NA,24,-80,NA
"333",3661,"SFER","12","2015-07-28","Silicate",2.117,NA,24,-80,NA
"334",3672,"SFER","12","2015-07-28","Silicate",0.667,NA,24,-80,NA
"335",3683,"SFER","12","2015-07-28","Silicate",0.417,NA,24,-80,NA
"336",3694,"SFER","11","2015-07-28","Silicate",1.428,NA,24,-80,NA
"337",3705,"SFER","10","2015-07-28","Silicate",16.659,NA,24,-80,NA
"338",3716,"SFER","13","2015-07-28","Silicate",2.309,NA,24,-81,NA
"339",3727,"SFER","14","2015-07-28","Silicate",1.019,NA,24,-81,NA
"340",3738,"SFER","15","2015-07-28","Silicate",3.4,NA,24,-81,NA
"341",3749,"SFER","15","2015-07-28","Silicate",2.386,NA,24,-81,NA
"342",3760,"SFER","15.5","2015-07-28","Silicate",12.61,NA,24,-80,NA
"343",3771,"SFER","15.5","2015-07-28","Silicate",1.728,NA,24,-80,NA
"344",3782,"SFER","15.5","2015-07-28","Silicate",0.617,NA,24,-80,NA
"345",3793,"SFER","16","2015-07-28","Silicate",6.462,NA,24,-81,NA
"346",3804,"SFER","17","2015-07-28","Silicate",1.161,NA,24,-81,NA
"347",3815,"SFER","18","2015-07-28","Silicate",1.354,NA,24,-81,NA
