"","source","site","datetime","analyte","value","units","latitude","longitude","sample_depth"
"...40","BBAP","JFK03","06/08/2022 10:55:00","Phosphorus-_Total",0.023,"mg/L",25.8628,-80.1697,0.557
"...41","BBAP","JFK03","04/19/2022 18:55:00","Phosphorus-_Total",0.009,"mg/L",25.8628,-80.1697,0.433
"...42","BBAP","CWA2","07/25/2023 07:05:00","Phosphorus-_Total",0.006,"mg/L",25.7513,-80.1585,0.643
"...43","BBAP","VR01","09/07/2022 10:50:00","Phosphorus-_Total",0.006,"mg/L",25.8057,-80.1526,0.968
"...44","BBAP","RB1A","09/21/2022 13:00:00","Phosphorus-_Total",0.008,"mg/L",25.7524,-80.1954,0.96
"...45","BBAP","BB14","09/07/2022 12:50:00","Phosphorus-_Total",0.009,"mg/L",25.83,-80.1586,0.527
"...46","BBAP","BB14","02/02/2023 13:25:00","Phosphorus-_Total",0.01,"mg/L",25.83,-80.1586,0.333
"...47","BBAP","BH22","12/01/2022 09:05:00","Phosphorus-_Total",0.008,"mg/L",25.7597,-80.1776,0.641
"...48","BBAP","BH22","01/04/2023 12:30:00","Phosphorus-_Total",0.007,"mg/L",25.7597,-80.1776,0.233
"...49","BBAP","CWA5","12/01/2022 07:35:00","Phosphorus-_Total",0.008,"mg/L",25.7633,-80.1609,0.747
"...50","BBAP","DM08","01/16/2023 09:10:00","Phosphorus-_Total",0.009,"mg/L",25.8398,-80.1704,0.095
"...51","BBAP","DM08","02/01/2023 11:05:00","Phosphorus-_Total",0.013,"mg/L",25.8398,-80.1704,0.303
"...52","BBAP","DM08","12/05/2022 12:25:00","Phosphorus-_Total",0.01,"mg/L",25.8398,-80.1704,0.218
"...53","BBAP","LR03","04/05/2023 15:00:00","Phosphorus-_Total",0.021,"mg/L",25.8468,-80.1829,0.08
"...54","BBAP","VR11","04/05/2023 13:30:00","Phosphorus-_Total",0.014,"mg/L",25.8047,-80.1794,0.862
"...55","BBAP","JT66","04/04/2023 14:45:00","Phosphorus-_Total",0.009,"mg/L",25.8165,-80.147,0.444
"...56","BBAP","JT71","04/04/2023 15:05:00","Phosphorus-_Total",0.01,"mg/L",25.8217,-80.1513,0.452
"...57","BBAP","JT66","09/06/2021 14:35:00","Phosphorus-_Total",0.014,"mg/L",25.8165,-80.147,0.431
"...58","BBAP","VR01","11/01/2021 10:05:00","Phosphorus-_Total",0.009,"mg/L",25.8057,-80.1526,0.613
"...59","BBAP","BB14","10/04/2021 13:20:00","Phosphorus-_Total",0.006,"mg/L",25.83,-80.1586,0.772
"...60","BBAP","BH22","11/16/2021 11:50:00","Phosphorus-_Total",0.006,"mg/L",25.7597,-80.1776,0.934
"...61","BBAP","CWA2","10/19/2021 13:00:00","Phosphorus-_Total",0.008,"mg/L",25.7513,-80.1585,0.672
"...62","BBAP","VR11","09/07/2021 13:25:00","Phosphorus-_Total",0.025,"mg/L",25.8047,-80.1794,0.971
"...63","BBAP","CWA2","12/20/2021 13:45:00","Phosphorus-_Total",0.009,"mg/L",25.7513,-80.1585,0.194
"...64","BBAP","JT71","10/04/2021 13:00:00","Phosphorus-_Total",0.007,"mg/L",25.8217,-80.1513,0.679
"...65","BBAP","CWA5","12/20/2021 13:20:00","Phosphorus-_Total",0.006,"mg/L",25.7633,-80.1609,0.953
"...66","BBAP","LR03","10/05/2021 13:30:00","Phosphorus-_Total",0.029,"mg/L",25.8468,-80.1829,0.033
"...67","BBAP","BH22","12/20/2021 14:30:00","Phosphorus-_Total",0.006,"mg/L",25.7597,-80.1776,0.731
"...68","BBAP","RB1A","12/20/2021 15:30:00","Phosphorus-_Total",0.008,"mg/L",25.7524,-80.1954,0.876
"...69","BBAP","JT66","10/04/2021 12:50:00","Phosphorus-_Total",0.018,"mg/L",25.8165,-80.147,0.616
"...70","BBAP","CWA2","09/21/2021 13:55:00","Phosphorus-_Total",0.004,"mg/L",25.7513,-80.1585,0.645
"...71","BBAP","VR01","09/06/2021 13:20:00","Phosphorus-_Total",0.01,"mg/L",25.8057,-80.1526,0.206
"...72","BBAP","BH22","09/21/2021 14:15:00","Phosphorus-_Total",0.01,"mg/L",25.7597,-80.1776,0.721
"...73","BBAP","JT66","12/13/2021 10:20:00","Phosphorus-_Total",0.009,"mg/L",25.8165,-80.147,0.34
"...74","BBAP","LR03","11/02/2021 12:05:00","Phosphorus-_Total",0.036,"mg/L",25.8468,-80.1829,0.2
"...75","BBAP","BB14","09/06/2021 15:20:00","Phosphorus-_Total",0.086,"mg/L",25.83,-80.1586,0.431
"...76","BBAP","BH22","09/21/2021 14:25:00","Phosphorus-_Total",0.006,"mg/L",25.7597,-80.1776,0.721
"...77","BBAP","BB14","11/01/2021 12:25:00","Phosphorus-_Total",0.007,"mg/L",25.83,-80.1586,0.882
"...78","BBAP","JT71","11/01/2021 11:55:00","Phosphorus-_Total",0.008,"mg/L",25.8217,-80.1513,0.555
"...79","BBAP","RB1A","10/19/2021 15:15:00","Phosphorus-_Total",0.007,"mg/L",25.7524,-80.1954,0.905
"...80","BBAP","MRSC","09/21/2021 15:50:00","Phosphorus-_Total",0.012,"mg/L",25.8072,-80.2599,0.5
"...81","BBAP","CWA2","10/19/2021 13:15:00","Phosphorus-_Total",0.009,"mg/L",25.7513,-80.1585,0.672
"...82","BBAP","JFK03","11/02/2021 13:00:00","Phosphorus-_Total",0.008,"mg/L",25.8628,-80.1697,0.781
"...83","BBAP","LR03","09/07/2021 15:20:00","Phosphorus-_Total",0.037,"mg/L",25.8468,-80.1829,0.018
"...84","BBAP","JT71","09/06/2021 15:00:00","Phosphorus-_Total",0.015,"mg/L",25.8217,-80.1513,0.09
"...85","BBAP","JFK03","10/05/2021 14:30:00","Phosphorus-_Total",0.012,"mg/L",25.8628,-80.1697,0.584
"...86","BBAP","VR01","12/13/2021 09:15:00","Phosphorus-_Total",0.008,"mg/L",25.8057,-80.1526,0.37
"...87","BBAP","BB14","12/13/2021 11:00:00","Phosphorus-_Total",0.01,"mg/L",25.83,-80.1586,0.46
"...88","BBAP","JT66","06/13/2023 11:50:00","Phosphorus-_Total",0.007,"mg/L",25.8165,-80.147,0.428
"...89","BBAP","JT71","06/13/2023 12:15:00","Phosphorus-_Total",0.007,"mg/L",25.8217,-80.1513,0.354
"...90","BBAP","VR11","06/12/2023 09:10:00","Phosphorus-_Total",0.008,"mg/L",25.8047,-80.1794,0.865
"...91","BBAP","RB1A","07/25/2023 09:20:00","Phosphorus-_Total",0.01,"mg/L",25.7524,-80.1954,0.683
"...92","BBAP","MRSC","07/25/2023 07:30:00","Phosphorus-_Total",0.015,"mg/L",25.8072,-80.2599,0.177
"...93","BBAP","LR03","07/01/2024 12:40:00","Phosphorus-_Total",0.044,"mg/L",25.8468,-80.1829,0.121
"...94","BBAP","RB1A","03/18/2024 10:30:00","Phosphorus-_Total",0.006,"mg/L",25.7524,-80.1954,0.766
"...95","BBAP","BB14","09/04/2024 16:15:00","Phosphorus-_Total",0.009,"mg/L",25.83,-80.1586,0.076
"...96","BBAP","JFK03","05/06/2024 14:50:00","Phosphorus-_Total",0.012,"mg/L",25.8628,-80.1697,0.43
"...97","BBAP","CWA5","02/19/2024 09:15:00","Phosphorus-_Total",0.008,"mg/L",25.7633,-80.1609,0.877
"...98","BBAP","DM08","06/11/2024 06:35:00","Phosphorus-_Total",0.015,"mg/L",25.8398,-80.1704,0.093
"...99","BBAP","WQ02","07/30/2024 12:50:00","Phosphorus-_Total",0.023,"mg/L",25.8533,-80.1455,0.819
"...100","BBAP","CWA5","06/19/2024 11:35:00","Phosphorus-_Total",0.008,"mg/L",25.7633,-80.1609,0.734
"...101","BBAP","CWA2","01/28/2025 12:45:00","Phosphorus-_Total",0.015,"mg/L",25.7513,-80.1585,0.529
"...102","BBAP","CWA2","02/25/2025 10:40:00","Phosphorus-_Total",0.004,"mg/L",25.7513,-80.1585,0.035
"...103","BBAP","RB1A","04/18/2024 12:10:00","Phosphorus-_Total",0.006,"mg/L",25.7524,-80.1954,0.888
"...104","BBAP","LR03","05/06/2024 14:10:00","Phosphorus-_Total",0.022,"mg/L",25.8468,-80.1829,0.916
"...105","BBAP","CWA4","02/19/2024 10:20:00","Phosphorus-_Total",0.008,"mg/L",25.758,-80.1677,0.905
"...106","BBAP","MRSC","02/19/2024 10:05:00","Phosphorus-_Total",0.01,"mg/L",25.8072,-80.2599,0.101
"...107","BBAP","JT71","08/09/2023 10:50:00","Phosphorus-_Total",0.011,"mg/L",25.8217,-80.1513,0.134
"...108","BBAP","JT71","11/07/2023 10:25:00","Phosphorus-_Total",0.008,"mg/L",25.8217,-80.1513,0.668
"...109","BBAP","BB14","11/07/2023 10:45:00","Phosphorus-_Total",0.009,"mg/L",25.83,-80.1586,0.634
"...110","BBAP","CWA2","10/23/2023 09:00:00","Phosphorus-_Total",0.012,"mg/L",25.7513,-80.1585,0.539
"...111","BBAP","JT61","12/05/2023 07:20:00","Phosphorus-_Total",0.008,"mg/L",25.8169,-80.1782,0.887
"...112","BBAP","LR03","09/06/2023 08:45:00","Phosphorus-_Total",0.029,"mg/L",25.8468,-80.1829,0.105
"...113","BBAP","DM08","10/10/2023 11:35:00","Phosphorus-_Total",0.009,"mg/L",25.8398,-80.1704,0.226
"...114","BBAP","MRSC","12/11/2023 11:15:00","Phosphorus-_Total",0.014,"mg/L",25.8072,-80.2599,0.276
"...115","BBAP","DM08","11/06/2023 08:30:00","Phosphorus-_Total",0.011,"mg/L",25.8398,-80.1704,0.567
"...116","BBAP","BH22","10/23/2023 09:55:00","Phosphorus-_Total",0.008,"mg/L",25.7597,-80.1776,0.391
"...117","BBAP","LR03","11/06/2023 09:00:00","Phosphorus-_Total",0.023,"mg/L",25.8468,-80.1829,0.183
"...118","BBAP","DM08","09/06/2023 07:40:00","Phosphorus-_Total",0.011,"mg/L",25.8398,-80.1704,0.565
"...119","BBAP","JT71","01/10/2024 15:00:00","Phosphorus-_Total",0.007,"mg/L",25.8217,-80.1513,0.327
"...120","BBAP","VR01","02/07/2024 11:20:00","Phosphorus-_Total",0.007,"mg/L",25.8057,-80.1526,0.993
"...121","BBAP","BH22","08/28/2023 12:25:00","Phosphorus-_Total",0.004,"mg/L",25.7597,-80.1776,0.199
"...122","BBAP","CWA2","12/11/2023 11:35:00","Phosphorus-_Total",0.008,"mg/L",25.7513,-80.1585,0.158
"...123","BBAP","JFK03","02/05/2024 11:35:00","Phosphorus-_Total",0.006,"mg/L",25.8628,-80.1697,0.219
"...124","BBAP","BH22","12/11/2023 12:10:00","Phosphorus-_Total",0.009,"mg/L",25.7597,-80.1776,0.597
"...125","BBAP","CWA2","09/25/2023 10:15:00","Phosphorus-_Total",0.007,"mg/L",25.7513,-80.1585,0.218
"...126","BBAP","JT66","02/07/2024 12:40:00","Phosphorus-_Total",0.007,"mg/L",25.8165,-80.147,0.693
"...127","BBAP","JFK03","12/05/2023 09:35:00","Phosphorus-_Total",0.007,"mg/L",25.8628,-80.1697,0.758
"...128","BBAP","LR03","02/05/2024 10:40:00","Phosphorus-_Total",0.016,"mg/L",25.8468,-80.1829,0.152
"...129","BBAP","JFK03","10/10/2023 13:25:00","Phosphorus-_Total",0.007,"mg/L",25.8628,-80.1697,0.822
"...130","BBAP","DM08","02/05/2024 10:15:00","Phosphorus-_Total",0.013,"mg/L",25.8398,-80.1704,0.053
"...131","BBAP","MRSC","08/28/2023 11:45:00","Phosphorus-_Total",0.016,"mg/L",25.8072,-80.2599,0.156
"...132","BBAP","LR03","01/08/2024 11:50:00","Phosphorus-_Total",0.02,"mg/L",25.8468,-80.1829,0.783
"...133","BBAP","JT66","01/10/2024 13:50:00","Phosphorus-_Total",0.008,"mg/L",25.8165,-80.147,0.792
"...134","BBAP","VR11","06/11/2024 05:50:00","Phosphorus-_Total",0.01,"mg/L",25.8047,-80.1794,0.881
"...135","BBAP","BH22","11/04/2024 09:15:00","Phosphorus-_Total",0.007,"mg/L",25.7597,-80.1776,0.83
"...136","BBAP","WQ02","10/02/2024 15:45:00","Phosphorus-_Total",0.008,"mg/L",25.8533,-80.1455,0.55
"...137","BBAP","LR03","01/09/2025 11:15:00","Phosphorus-_Total",0.018,"mg/L",25.8468,-80.1829,0.186
"...138","BBAP","BB14","02/11/2025 12:35:00","Phosphorus-_Total",0.006,"mg/L",25.83,-80.1586,0.306
"...139","BBAP","VR11","05/06/2024 12:20:00","Phosphorus-_Total",0.011,"mg/L",25.8047,-80.1794,0.802
"...140","BBAP","JT71","06/17/2024 13:25:00","Phosphorus-_Total",0.015,"mg/L",25.8217,-80.1513,0.206
"...141","BBAP","JFK03","07/29/2024 10:35:00","Phosphorus-_Total",0.015,"mg/L",25.8628,-80.1697,0.167
"...142","BBAP","DM08","07/29/2024 09:15:00","Phosphorus-_Total",0.015,"mg/L",25.8398,-80.1704,0.054
"...143","BBAP","DM08","07/01/2024 10:35:00","Phosphorus-_Total",0.023,"mg/L",25.8398,-80.1704,0.044
"...144","BBAP","LR03","07/01/2024 12:50:00","Phosphorus-_Total",0.045,"mg/L",25.8468,-80.1829,0.547
"...145","BBAP","VR01","02/11/2025 12:55:00","Phosphorus-_Total",0.004,"mg/L",25.8057,-80.1526,0.708
"...146","BBAP","MRSC","03/18/2024 09:30:00","Phosphorus-_Total",0.011,"mg/L",25.8072,-80.2599,0.325
"...147","BBAP","JT61","02/11/2025 12:05:00","Phosphorus-_Total",0.01,"mg/L",25.8169,-80.1782,0.981
"...148","BBAP","MRSC","07/15/2024 09:15:00","Phosphorus-_Total",0.008,"mg/L",25.8072,-80.2599,0.197
"...149","BBAP","JT66","06/17/2024 13:40:00","Phosphorus-_Total",0.022,"mg/L",25.8165,-80.147,0.679
"...150","BBAP","VS01","06/17/2024 10:20:00","Phosphorus-_Total",0.013,"mg/L",25.8009,-80.1591,0.806
"...151","BBAP","CWA2","07/15/2024 08:45:00","Phosphorus-_Total",0.009,"mg/L",25.7513,-80.1585,0.066
"...152","BBAP","DM08","01/09/2025 10:40:00","Phosphorus-_Total",0.008,"mg/L",25.8398,-80.1704,0.101
"...153","BBAP","WQ04","09/04/2024 15:35:00","Phosphorus-_Total",0.012,"mg/L",25.826,-80.1341,0.762
"...154","BBAP","MRSC","09/16/2024 13:00:00","Phosphorus-_Total",0.014,"mg/L",25.8072,-80.2599,0.39
"...155","BBAP","CWA5","07/15/2024 08:10:00","Phosphorus-_Total",0.006,"mg/L",25.7633,-80.1609,0.686
"...156","BBAP","JFK03","09/03/2024 15:50:00","Phosphorus-_Total",0.011,"mg/L",25.8628,-80.1697,0.534
"...157","BBAP","DM08","09/03/2024 14:30:00","Phosphorus-_Total",0.01,"mg/L",25.8398,-80.1704,0.152
"...158","BBAP","MRSC","05/30/2024 07:45:00","Phosphorus-_Total",0.02,"mg/L",25.8072,-80.2599,0.803
"...159","BBAP","JT61","06/11/2024 06:10:00","Phosphorus-_Total",0.014,"mg/L",25.8169,-80.1782,0.76
"...160","BBAP","CWA2","07/15/2024 08:35:00","Phosphorus-_Total",0.011,"mg/L",25.7513,-80.1585,0.066
"...161","BBAP","JT71","05/07/2024 14:30:00","Phosphorus-_Total",0.009,"mg/L",25.8217,-80.1513,0.361
"...162","BBAP","JT61","07/29/2024 08:40:00","Phosphorus-_Total",0.011,"mg/L",25.8169,-80.1782,0.485
"...163","BBAP","JFK03","04/03/2024 11:00:00","Phosphorus-_Total",0.01,"mg/L",25.8628,-80.1697,0.443
"...164","BBAP","CWA5","02/25/2025 10:05:00","Phosphorus-_Total",0.004,"mg/L",25.7633,-80.1609,0.772
"...165","BBAP","BB14","07/30/2024 12:15:00","Phosphorus-_Total",0.011,"mg/L",25.83,-80.1586,0.094
"...166","BBAP","BB14","01/09/2025 10:00:00","Phosphorus-_Total",0.006,"mg/L",25.83,-80.1586,0.159
"...167","BBAP","BH22","03/18/2024 09:20:00","Phosphorus-_Total",0.006,"mg/L",25.7597,-80.1776,0.308
"...168","BBAP","LR03","07/29/2024 09:45:00","Phosphorus-_Total",0.029,"mg/L",25.8468,-80.1829,0.165
"...169","BBAP","VR01","01/08/2025 07:55:00","Phosphorus-_Total",0.004,"mg/L",25.8057,-80.1526,0.666
"...170","BBAP","VR11","11/12/2024 09:50:00","Phosphorus-_Total",0.009,"mg/L",25.8047,-80.1794,0.784
"...171","BBAP","LR03","02/11/2025 13:20:00","Phosphorus-_Total",0.015,"mg/L",25.8468,-80.1829,0.645
"...172","BBAP","WQ01","11/12/2024 11:30:00","Phosphorus-_Total",0.007,"mg/L",25.849,-80.1716,0.739
"...173","BBAP","JT66","10/02/2024 14:45:00","Phosphorus-_Total",0.006,"mg/L",25.8165,-80.147,0.448
"...174","BBAP","JT66","01/08/2025 09:35:00","Phosphorus-_Total",0.004,"mg/L",25.8165,-80.147,0.565
"...175","BBAP","VR01","09/04/2024 14:45:00","Phosphorus-_Total",0.007,"mg/L",25.8057,-80.1526,0.482
"...176","BBAP","BH22","01/28/2025 13:25:00","Phosphorus-_Total",0.005,"mg/L",25.7597,-80.1776,0.788
"...177","BBAP","VR01","11/18/2024 15:15:00","Phosphorus-_Total",0.008,"mg/L",25.8057,-80.1526,0.614
"...178","BBAP","LR03","01/07/2020 13:20:00","Phosphorus-_Total",0.03,"mg/L",25.8468,-80.1829,1
"...179","BBAP","DM08","02/05/2020 11:00:00","Phosphorus-_Total",0.017,"mg/L",25.8398,-80.1704,1
"...180","BBAP","LR03","08/05/2019 19:05:00","Phosphorus-_Total",0.064,"mg/L",25.8468,-80.1829,1
"...181","BBAP","JFK03","05/07/2019 19:05:00","Phosphorus-_Total",0.011,"mg/L",25.8628,-80.1697,1
"...182","BBAP","DM08","12/10/2019 12:35:00","Phosphorus-_Total",0.009,"mg/L",25.8398,-80.1704,1
"...183","BBAP","JT29","05/06/2019 16:55:00","Phosphorus-_Total",0.014,"mg/L",25.8398,-80.1417,0.11
"...184","BBAP","DM08","02/14/2019 12:50:00","Phosphorus-_Total",0.013,"mg/L",25.8398,-80.1704,0.2
"...185","BBAP","LR03","11/05/2019 09:55:00","Phosphorus-_Total",0.025,"mg/L",25.8468,-80.1829,1
"...186","BBAP","DM28","02/14/2019 12:30:00","Phosphorus-_Total",0.014,"mg/L",25.8379,-80.1775,0.8
"...187","BBAP","DM08","01/07/2020 11:20:00","Phosphorus-_Total",0.014,"mg/L",25.8398,-80.1704,1
"...188","BBAP","DM08","11/05/2019 09:25:00","Phosphorus-_Total",0.01,"mg/L",25.8398,-80.1704,1
"...189","BBAP","DM08","06/30/2019 13:55:00","Phosphorus-_Total",0.019,"mg/L",25.8398,-80.1704,1
"...190","BBAP","DM08","06/04/2019 15:40:00","Phosphorus-_Total",0.01,"mg/L",25.8398,-80.1704,1
"...191","BBAP","LR03","08/17/2020 16:10:00","Phosphorus-_Total",0.029,"mg/L",25.8468,-80.1829,0.137
"...192","BBAP","BB14","08/17/2020 15:20:00","Phosphorus-_Total",0.027,"mg/L",25.83,-80.1586,0.243
"...193","BBAP","BB14","08/13/2020 11:20:00","Phosphorus-_Total",0.014,"mg/L",25.83,-80.1586,0.232
"...194","BBAP","LR03","08/13/2020 12:25:00","Phosphorus-_Total",0.026,"mg/L",25.8468,-80.1829,0.207
"...195","BBAP","DM08","08/13/2020 12:00:00","Phosphorus-_Total",0.061,"mg/L",25.8398,-80.1704,0.265
"...196","BBAP","FK01","08/13/2020 10:30:00","Phosphorus-_Total",0.022,"mg/L",25.82006,-80.16591,0.818
"...197","BBAP","JFK03","08/17/2020 16:30:00","Phosphorus-_Total",0.056,"mg/L",25.8628,-80.1697,0.428
"...198","BBAP","DM00","08/17/2020 15:00:00","Phosphorus-_Total",0.032,"mg/L",25.83025,-80.16968,0.166
"...199","BBAP","JT61","08/13/2020 09:45:00","Phosphorus-_Total",0.067,"mg/L",25.8169,-80.1782,0.648
"...200","BBAP","VR11","08/17/2020 13:45:00","Phosphorus-_Total",0.021,"mg/L",25.8047,-80.1794,0.653
"...201","BBAP","LR03","05/04/2020 12:55:00","Phosphorus-_Total",0.024,"mg/L",25.8468,-80.1829,0.02
"...202","BBAP","VR01","05/05/2020 11:40:00","Phosphorus-_Total",0.01,"mg/L",25.8057,-80.1526,0.375
"...203","BBAP","LR03","07/07/2020 17:20:00","Phosphorus-_Total",0.041,"mg/L",25.8468,-80.1829,0.157
"...204","BBAP","BB14","11/17/2020 15:25:00","Phosphorus-_Total",0.01,"mg/L",25.83,-80.1586,0.532
"...205","BBAP","BB14","09/02/2020 15:45:00","Phosphorus-_Total",0.01,"mg/L",25.83,-80.1586,0.659
"...206","BBAP","JFK03","07/07/2020 18:15:00","Phosphorus-_Total",0.012,"mg/L",25.8628,-80.1697,0.212
"...207","BBAP","LRSP","10/12/2020 11:40:00","Phosphorus-_Total",0.13,"mg/L",25.8757,-80.234877,0.797
"...208","BBAP","JT66","07/06/2020 17:55:00","Phosphorus-_Total",0.01,"mg/L",25.8165,-80.147,0.623
"...209","BBAP","VR01","04/06/2020 11:40:00","Phosphorus-_Total",0.009,"mg/L",25.8057,-80.1526,0.526
"...210","BBAP","DM08","11/16/2020 13:50:00","Phosphorus-_Total",0.015,"mg/L",25.8398,-80.1704,0.149
"...211","BBAP","LR03","11/16/2020 14:20:00","Phosphorus-_Total",0.056,"mg/L",25.8468,-80.1829,0.167
"...212","BBAP","JT61","06/02/2020 10:35:00","Phosphorus-_Total",0.15,"mg/L",25.8169,-80.1782,0.703
"...213","BBAP","DM08","06/02/2020 11:15:00","Phosphorus-_Total",0.02,"mg/L",25.8398,-80.1704,0.183
"...214","BBAP","BB14","10/13/2020 12:55:00","Phosphorus-_Total",0.012,"mg/L",25.83,-80.1586,0.434
"...215","BBAP","TOW1","06/03/2020 15:00:00","Phosphorus-_Total",0.025,"mg/L",25.832759,-80.180765,0.5
"...216","BBAP","JT71","05/05/2020 13:15:00","Phosphorus-_Total",0.009,"mg/L",25.8217,-80.1513,0.219
"...217","BBAP","JT66","09/02/2020 15:05:00","Phosphorus-_Total",0.008,"mg/L",25.8165,-80.147,0.512
"...218","BBAP","LR03","09/01/2020 14:00:00","Phosphorus-_Total",0.025,"mg/L",25.8468,-80.1829,0.193
"...219","BBAP","VR01","10/13/2020 11:00:00","Phosphorus-_Total",0.01,"mg/L",25.8057,-80.1526,0.512
"...220","BBAP","LRNSP","11/16/2020 15:00:00","Phosphorus-_Total",0.039,"mg/L",25.889928,-80.242964,0.604
"...221","BBAP","VR01","09/02/2020 14:15:00","Phosphorus-_Total",0.009,"mg/L",25.8057,-80.1526,0.688
"...222","BBAP","JT66","04/06/2020 13:00:00","Phosphorus-_Total",0.01,"mg/L",25.8165,-80.147,0.35
"...223","BBAP","LRUP","10/12/2020 12:40:00","Phosphorus-_Total",0.023,"mg/L",25.871414,-80.242386,0.773
"...224","BBAP","LR03","08/26/2020 11:05:00","Phosphorus-_Total",0.027,"mg/L",25.8468,-80.1829,0.194
"...225","BBAP","JFK03","08/26/2020 11:35:00","Phosphorus-_Total",0.027,"mg/L",25.8628,-80.1697,0.31
