"","X","source","site","datetime","analyte","value","units","latitude","longitude","sample_depth"
"76",85015,"MiamiBeach","59","2020-09-18","Total_Nitrogen",0.418,"mg/L",25.7933,-80.1451,NA
"77",85016,"MiamiBeach","9","2020-01-23","Total_Nitrogen",0.422,"mg/L",25.8002,-80.1278,NA
"78",85017,"MiamiBeach","60","2020-05-17","Total_Nitrogen",0.19,"mg/L",25.7933,-80.1453,NA
"79",85018,"MiamiBeach","48","2020-10-27","Total_Nitrogen",0.51,"mg/L",25.7741,-80.1419,NA
"80",85019,"MiamiBeach","42","2020-04-19","Total_Nitrogen",0.45,"mg/L",25.8015,-80.1401,NA
"81",85020,"MiamiBeach","26","2020-10-03","Total_Nitrogen",0.54,"mg/L",25.7949,-80.1553,NA
"82",85021,"MiamiBeach","69","2020-04-14","Total_Nitrogen",0.323,"mg/L",25.8586,-80.1259,NA
"83",85022,"MiamiBeach","28","2020-10-30","Total_Nitrogen",0.285,"mg/L",25.7874,-80.155,NA
"84",85023,"MiamiBeach","46","2020-11-16","Total_Nitrogen",0.265,"mg/L",25.767,-80.1371,NA
"85",85024,"MiamiBeach","39","2020-10-03","Total_Nitrogen",0.513,"mg/L",25.7813,-80.1556,NA
"86",85025,"MiamiBeach","37","2020-10-03","Total_Nitrogen",0.57,"mg/L",25.7776,-80.1565,NA
"87",85026,"MiamiBeach","60","2020-04-18","Total_Nitrogen",0.415,"mg/L",25.7933,-80.1453,NA
"88",85027,"MiamiBeach","78","2020-01-15","Total_Nitrogen",2.133,"mg/L",25.8499,-80.1367,NA
"89",85028,"MiamiBeach","16","2020-06-13","Total_Nitrogen",0.354,"mg/L",25.8051,-80.1269,NA
"90",85029,"MiamiBeach","17","2020-06-13","Total_Nitrogen",0.364,"mg/L",25.8052,-80.1268,NA
"91",85030,"MiamiBeach","19","2020-03-30","Total_Nitrogen",0.31,"mg/L",25.8134,-80.1246,NA
"92",85031,"MiamiBeach","24","2020-05-29","Total_Nitrogen",0.55,"mg/L",25.796,-80.159,NA
"93",85032,"MiamiBeach","35","2020-05-29","Total_Nitrogen",0.59,"mg/L",25.7823,-80.168,NA
"94",85033,"MiamiBeach","30","2020-06-18","Total_Nitrogen",0.395,"mg/L",25.7876,-80.1576,NA
"95",85034,"MiamiBeach","54","2020-06-19","Total_Nitrogen",0.372,"mg/L",25.7965,-80.1425,NA
"96",85035,"MiamiBeach","22","2020-03-14","Total_Nitrogen",0.316,"mg/L",25.7942,-80.1628,NA
"97",85036,"MiamiBeach","28","2020-03-27","Total_Nitrogen",0.391,"mg/L",25.7874,-80.155,NA
"98",85037,"MiamiBeach","19","2020-11-18","Total_Nitrogen",0.4,"mg/L",25.8134,-80.1246,NA
"99",85038,"MiamiBeach","34","2020-12-22","Total_Nitrogen",0.253,"mg/L",25.7858,-80.1656,NA
"100",85039,"MiamiBeach","9","2020-12-22","Total_Nitrogen",0.421,"mg/L",25.8002,-80.1278,NA
"101",85040,"MiamiBeach","2","2020-01-18","Total_Nitrogen",0.451,"mg/L",25.8167,-80.139,NA
"102",85041,"MiamiBeach","42","2020-01-18","Total_Nitrogen",0.446,"mg/L",25.8015,-80.1401,NA
"103",85042,"MiamiBeach","24","2020-03-08","Total_Nitrogen",0.491,"mg/L",25.796,-80.159,NA
"104",85043,"MiamiBeach","17","2020-08-17","Total_Nitrogen",0.495,"mg/L",25.8052,-80.1268,NA
"105",85044,"MiamiBeach","16","2020-08-11","Total_Nitrogen",0.725,"mg/L",25.8051,-80.1269,NA
"106",85045,"MiamiBeach","22","2020-01-17","Total_Nitrogen",0.326,"mg/L",25.7942,-80.1628,NA
"107",85046,"MiamiBeach","27","2020-03-16","Total_Nitrogen",0.335,"mg/L",25.7878,-80.155,NA
"108",85047,"MiamiBeach","27","2020-01-11","Total_Nitrogen",0.521,"mg/L",25.7878,-80.155,NA
"109",85048,"MiamiBeach","17","2020-10-04","Total_Nitrogen",0.494,"mg/L",25.8052,-80.1268,NA
"110",85049,"MiamiBeach","29","2020-12-13","Total_Nitrogen",0.508,"mg/L",25.7876,-80.1577,NA
"111",85050,"MiamiBeach","25","2020-06-22","Total_Nitrogen",0.549,"mg/L",25.7943,-80.1553,NA
"112",85051,"MiamiBeach","37","2020-06-22","Total_Nitrogen",0.508,"mg/L",25.7776,-80.1565,NA
"113",85052,"MiamiBeach","25","2020-08-16","Total_Nitrogen",1.34,"mg/L",25.7943,-80.1553,NA
"114",85053,"MiamiBeach","24","2020-08-15","Total_Nitrogen",0.249,"mg/L",25.796,-80.159,NA
"115",85054,"MiamiBeach","36","2020-10-03","Total_Nitrogen",0.406,"mg/L",25.7825,-80.1682,NA
"116",85055,"MiamiBeach","18","2020-09-18","Total_Nitrogen",0.515,"mg/L",25.8075,-80.1251,NA
"117",85056,"MiamiBeach","37","2020-02-25","Total_Nitrogen",0.332,"mg/L",25.7776,-80.1565,NA
"118",85057,"MiamiBeach","21","2020-03-21","Total_Nitrogen",0.294,"mg/L",25.7933,-80.1629,NA
"119",85058,"MiamiBeach","25","2020-10-30","Total_Nitrogen",0.358,"mg/L",25.7943,-80.1553,NA
"120",85059,"MiamiBeach","30","2020-11-27","Total_Nitrogen",0.365,"mg/L",25.7876,-80.1576,NA
"121",85060,"MiamiBeach","74","2020-05-04","Total_Nitrogen",2.5,"mg/L",25.7806,-80.1618,NA
"122",85061,"MiamiBeach","63","2020-05-04","Total_Nitrogen",0.383,"mg/L",25.781,-80.1616,NA
"123",85062,"MiamiBeach","60","2020-07-14","Total_Nitrogen",0.31,"mg/L",25.7933,-80.1453,NA
"124",85063,"MiamiBeach","63","2020-09-21","Total_Nitrogen",0.235,"mg/L",25.781,-80.1616,NA
"125",85064,"MiamiBeach","34","2020-10-22","Total_Nitrogen",0.365,"mg/L",25.7858,-80.1656,NA
"126",85065,"MiamiBeach","67","2020-11-15","Total_Nitrogen",0.357,"mg/L",25.8388,-80.1225,NA
"127",85066,"MiamiBeach","63","2020-12-20","Total_Nitrogen",0.298,"mg/L",25.781,-80.1616,NA
"128",85067,"MiamiBeach","23","2020-06-13","Total_Nitrogen",0.305,"mg/L",25.7954,-80.1592,NA
"129",85068,"MiamiBeach","30","2020-07-31","Total_Nitrogen",0.313,"mg/L",25.7876,-80.1576,NA
"130",85069,"MiamiBeach","25","2020-08-24","Total_Nitrogen",0.159,"mg/L",25.7943,-80.1553,NA
"131",85070,"MiamiBeach","71","2020-03-30","Total_Nitrogen",0.321,"mg/L",25.867,-80.1243,NA
"132",85071,"MiamiBeach","67","2020-03-30","Total_Nitrogen",0.31,"mg/L",25.8388,-80.1225,NA
"133",85072,"MiamiBeach","52","2020-03-31","Total_Nitrogen",0.225,"mg/L",25.7804,-80.1432,NA
"134",85073,"MiamiBeach","40","2020-07-19","Total_Nitrogen",0.375,"mg/L",25.7813,-80.1552,NA
"135",85074,"MiamiBeach","18","2020-08-15","Total_Nitrogen",0.465,"mg/L",25.8075,-80.1251,NA
"136",85075,"MiamiBeach","35","2020-01-23","Total_Nitrogen",2.225,"mg/L",25.7823,-80.168,NA
"137",85076,"MiamiBeach","27","2020-02-25","Total_Nitrogen",0.396,"mg/L",25.7878,-80.155,NA
"138",85077,"MiamiBeach","47","2020-04-16","Total_Nitrogen",0.285,"mg/L",25.7741,-80.1418,NA
"139",85078,"MiamiBeach","27","2020-09-12","Total_Nitrogen",0.73,"mg/L",25.7878,-80.155,NA
"140",85079,"MiamiBeach","28","2020-03-16","Total_Nitrogen",0.345,"mg/L",25.7874,-80.155,NA
"141",85080,"MiamiBeach","29","2020-03-16","Total_Nitrogen",0.355,"mg/L",25.7876,-80.1577,NA
"142",85081,"MiamiBeach","40","2020-12-13","Total_Nitrogen",0.409,"mg/L",25.7813,-80.1552,NA
"143",85082,"MiamiBeach","36","2020-10-27","Total_Nitrogen",0.427,"mg/L",25.7825,-80.1682,NA
"144",85083,"MiamiBeach","22","2020-08-16","Total_Nitrogen",0.428,"mg/L",25.7942,-80.1628,NA
"145",85084,"MiamiBeach","31","2020-01-11","Total_Nitrogen",0.468,"mg/L",25.788,-80.1627,NA
"146",85085,"MiamiBeach","52","2020-10-30","Total_Nitrogen",0.367,"mg/L",25.7804,-80.1432,NA
"147",85086,"MiamiBeach","40","2020-11-27","Total_Nitrogen",0.355,"mg/L",25.7813,-80.1552,NA
"148",85087,"MiamiBeach","9","2020-06-22","Total_Nitrogen",0.56,"mg/L",25.8002,-80.1278,NA
"149",85088,"MiamiBeach","16","2020-10-12","Total_Nitrogen",0.72,"mg/L",25.8051,-80.1269,NA
"150",85089,"MiamiBeach","71","2020-11-19","Total_Nitrogen",0.213,"mg/L",25.867,-80.1243,NA
"151",85090,"MiamiBeach","36","2020-06-20","Total_Nitrogen",0.258,"mg/L",25.7825,-80.1682,NA
"152",85091,"MiamiBeach","23","2020-08-24","Total_Nitrogen",0.158,"mg/L",25.7954,-80.1592,NA
"153",85092,"MiamiBeach","18","2020-08-24","Total_Nitrogen",0.161,"mg/L",25.8075,-80.1251,NA
"154",85093,"MiamiBeach","27","2020-09-19","Total_Nitrogen",0.278,"mg/L",25.7878,-80.155,NA
"155",85094,"MiamiBeach","33","2020-12-20","Total_Nitrogen",0.287,"mg/L",25.7852,-80.1653,NA
"156",85095,"MiamiBeach","74","2020-02-24","Total_Nitrogen",2.5,"mg/L",25.7806,-80.1618,NA
"157",85096,"MiamiBeach","84","2020-02-24","Total_Nitrogen",0.928,"mg/L",25.840485,-80.132921,NA
"158",85097,"MiamiBeach","42","2020-03-30","Total_Nitrogen",0.271,"mg/L",25.8015,-80.1401,NA
"159",85098,"MiamiBeach","79","2020-05-04","Total_Nitrogen",1.833,"mg/L",25.8531,-80.1295,NA
"160",85099,"MiamiBeach","69","2020-05-25","Total_Nitrogen",0.203,"mg/L",25.8586,-80.1259,NA
"161",85100,"MiamiBeach","74","2020-07-15","Total_Nitrogen",2.04,"mg/L",25.7806,-80.1618,NA
"162",85101,"MiamiBeach","47","2020-07-15","Total_Nitrogen",0.273,"mg/L",25.7741,-80.1418,NA
"163",85102,"MiamiBeach","63","2020-02-12","Total_Nitrogen",0.263,"mg/L",25.781,-80.1616,NA
"164",85103,"MiamiBeach","42","2020-02-12","Total_Nitrogen",0.343,"mg/L",25.8015,-80.1401,NA
"165",85104,"MiamiBeach","26","2020-01-17","Total_Nitrogen",4.116,"mg/L",25.7949,-80.1553,NA
"166",85105,"MiamiBeach","19","2020-01-20","Total_Nitrogen",0.288,"mg/L",25.8134,-80.1246,NA
"167",85106,"MiamiBeach","70","2020-06-27","Total_Nitrogen",0.397,"mg/L",25.8642,-80.1291,NA
"168",85107,"MiamiBeach","56","2020-07-31","Total_Nitrogen",2.025,"mg/L",25.7917,-80.1451,NA
"169",85108,"MiamiBeach","46","2020-10-15","Total_Nitrogen",0.293,"mg/L",25.767,-80.1371,NA
"170",85109,"MiamiBeach","4","2020-07-27","Total_Nitrogen",0.347,"mg/L",25.8463,-80.1282,NA
"171",85110,"MiamiBeach","45","2020-11-09","Total_Nitrogen",0.377,"mg/L",25.767,-80.137,NA
"172",85111,"MiamiBeach","19","2020-06-21","Total_Nitrogen",0.591,"mg/L",25.8134,-80.1246,NA
"173",85112,"MiamiBeach","54","2020-09-20","Total_Nitrogen",0.51,"mg/L",25.7965,-80.1425,NA
"174",85113,"MiamiBeach","2","2020-10-24","Total_Nitrogen",0.423,"mg/L",25.8167,-80.139,NA
"175",85114,"MiamiBeach","22","2020-08-12","Total_Nitrogen",0.111,"mg/L",25.7942,-80.1628,NA
"176",85115,"MiamiBeach","42","2020-08-12","Total_Nitrogen",0.111,"mg/L",25.8015,-80.1401,NA
"177",85116,"MiamiBeach","22","2020-04-16","Total_Nitrogen",0.335,"mg/L",25.7942,-80.1628,NA
"178",85117,"MiamiBeach","67","2020-04-17","Total_Nitrogen",0.111,"mg/L",25.8388,-80.1225,NA
"179",85118,"MiamiBeach","47","2020-06-26","Total_Nitrogen",0.355,"mg/L",25.7741,-80.1418,NA
"180",85119,"MiamiBeach","26","2020-06-18","Total_Nitrogen",1.648,"mg/L",25.7949,-80.1553,NA
"181",85120,"MiamiBeach","60","2020-07-18","Total_Nitrogen",0.435,"mg/L",25.7933,-80.1453,NA
"182",85121,"MiamiBeach","68","2020-02-25","Total_Nitrogen",0.41,"mg/L",25.8549,-80.1374,NA
"183",85122,"MiamiBeach","19","2020-07-29","Total_Nitrogen",0.303,"mg/L",25.8134,-80.1246,NA
"184",85123,"MiamiBeach","54","2020-07-29","Total_Nitrogen",0.263,"mg/L",25.7965,-80.1425,NA
"185",85124,"MiamiBeach","19","2020-09-22","Total_Nitrogen",0.453,"mg/L",25.8134,-80.1246,NA
"186",85125,"MiamiBeach","66","2020-11-18","Total_Nitrogen",0.46,"mg/L",25.8234,-80.1232,NA
"187",85126,"MiamiBeach","4","2020-12-21","Total_Nitrogen",0.323,"mg/L",25.8463,-80.1282,NA
"188",85127,"MiamiBeach","62","2020-08-15","Total_Nitrogen",0.279,"mg/L",25.7808,-80.1617,NA
"189",85128,"MiamiBeach","31","2020-12-13","Total_Nitrogen",0.453,"mg/L",25.788,-80.1627,NA
"190",85129,"MiamiBeach","39","2020-03-08","Total_Nitrogen",0.45,"mg/L",25.7813,-80.1556,NA
"191",85130,"MiamiBeach","29","2020-03-08","Total_Nitrogen",0.496,"mg/L",25.7876,-80.1577,NA
"192",85131,"MiamiBeach","32","2020-09-21","Total_Nitrogen",0.5,"mg/L",25.7876,-80.1626,NA
"193",85132,"MiamiBeach","40","2020-11-14","Total_Nitrogen",0.485,"mg/L",25.7813,-80.1552,NA
"194",85133,"MiamiBeach","24","2020-08-16","Total_Nitrogen",0.479,"mg/L",25.796,-80.159,NA
"195",85134,"MiamiBeach","4","2020-03-07","Total_Nitrogen",0.531,"mg/L",25.8463,-80.1282,NA
"196",85135,"MiamiBeach","63","2020-09-20","Total_Nitrogen",0.4,"mg/L",25.781,-80.1616,NA
"197",85136,"MiamiBeach","35","2020-11-14","Total_Nitrogen",0.68,"mg/L",25.7823,-80.168,NA
"198",85137,"MiamiBeach","26","2020-01-23","Total_Nitrogen",0.365,"mg/L",25.7949,-80.1553,NA
"199",85138,"MiamiBeach","59","2020-03-15","Total_Nitrogen",0.355,"mg/L",25.7933,-80.1451,NA
"200",85139,"MiamiBeach","40","2020-01-23","Total_Nitrogen",0.275,"mg/L",25.7813,-80.1552,NA
"201",85140,"MiamiBeach","32","2020-03-21","Total_Nitrogen",0.16,"mg/L",25.7876,-80.1626,NA
"202",85141,"MiamiBeach","74","2020-05-17","Total_Nitrogen",3.1,"mg/L",25.7806,-80.1618,NA
"203",85142,"MiamiBeach","29","2020-09-21","Total_Nitrogen",0.457,"mg/L",25.7876,-80.1577,NA
"204",85143,"MiamiBeach","22","2020-08-13","Total_Nitrogen",0.173,"mg/L",25.7942,-80.1628,NA
"205",85144,"MiamiBeach","42","2020-08-14","Total_Nitrogen",0.237,"mg/L",25.8015,-80.1401,NA
"206",85145,"MiamiBeach","60","2020-06-17","Total_Nitrogen",0.326,"mg/L",25.7933,-80.1453,NA
"207",85146,"MiamiBeach","17","2020-10-28","Total_Nitrogen",0.143,"mg/L",25.8052,-80.1268,NA
"208",85147,"MiamiBeach","30","2020-07-28","Total_Nitrogen",0.525,"mg/L",25.7876,-80.1576,NA
"209",85148,"MiamiBeach","45","2020-12-19","Total_Nitrogen",0.455,"mg/L",25.767,-80.137,NA
"210",85149,"MiamiBeach","74","2020-10-15","Total_Nitrogen",0.116,"mg/L",25.7806,-80.1618,NA
"211",85150,"MiamiBeach","45","2020-05-29","Total_Nitrogen",0.53,"mg/L",25.767,-80.137,NA
"212",85151,"MiamiBeach","23","2020-10-19","Total_Nitrogen",0.322,"mg/L",25.7954,-80.1592,NA
"213",85152,"MiamiBeach","25","2020-12-20","Total_Nitrogen",0.257,"mg/L",25.7943,-80.1553,NA
"214",85153,"MiamiBeach","40","2020-01-11","Total_Nitrogen",0.242,"mg/L",25.7813,-80.1552,NA
"215",85154,"MiamiBeach","62","2020-10-30","Total_Nitrogen",0.317,"mg/L",25.7808,-80.1617,NA
"216",85155,"MiamiBeach","34","2020-05-04","Total_Nitrogen",0.343,"mg/L",25.7858,-80.1656,NA
"217",85156,"MiamiBeach","56","2020-05-25","Total_Nitrogen",0.293,"mg/L",25.7917,-80.1451,NA
"218",85157,"MiamiBeach","19","2020-06-13","Total_Nitrogen",0.362,"mg/L",25.8134,-80.1246,NA
"219",85158,"MiamiBeach","28","2020-01-17","Total_Nitrogen",0.379,"mg/L",25.7874,-80.155,NA
"220",85159,"MiamiBeach","59","2020-04-18","Total_Nitrogen",0.415,"mg/L",25.7933,-80.1451,NA
"221",85160,"MiamiBeach","52","2020-06-26","Total_Nitrogen",0.345,"mg/L",25.7804,-80.1432,NA
"222",85161,"MiamiBeach","48","2020-05-18","Total_Nitrogen",0.473,"mg/L",25.7741,-80.1419,NA
"223",85162,"MiamiBeach","52","2020-03-08","Total_Nitrogen",0.524,"mg/L",25.7804,-80.1432,NA
"224",85163,"MiamiBeach","9","2020-03-07","Total_Nitrogen",0.567,"mg/L",25.8002,-80.1278,NA
"225",85164,"MiamiBeach","18","2020-06-21","Total_Nitrogen",0.571,"mg/L",25.8075,-80.1251,NA
"226",85165,"MiamiBeach","24","2020-06-18","Total_Nitrogen",0.411,"mg/L",25.796,-80.159,NA
"227",85166,"MiamiBeach","32","2020-10-03","Total_Nitrogen",0.428,"mg/L",25.7876,-80.1626,NA
"228",85167,"MiamiBeach","2","2020-09-20","Total_Nitrogen",0.481,"mg/L",25.8167,-80.139,NA
"229",85168,"MiamiBeach","30","2020-01-17","Total_Nitrogen",0.325,"mg/L",25.7876,-80.1576,NA
"230",85169,"MiamiBeach","2","2020-08-17","Total_Nitrogen",0.479,"mg/L",25.8167,-80.139,NA
"231",85170,"MiamiBeach","78","2020-10-16","Total_Nitrogen",0.219,"mg/L",25.8499,-80.1367,NA
"232",85171,"MiamiBeach","59","2020-11-08","Total_Nitrogen",0.269,"mg/L",25.7933,-80.1451,NA
"233",85172,"MiamiBeach","23","2020-03-16","Total_Nitrogen",0.383,"mg/L",25.7954,-80.1592,NA
"234",85173,"MiamiBeach","59","2020-01-18","Total_Nitrogen",0.431,"mg/L",25.7933,-80.1451,NA
"235",85174,"MiamiBeach","48","2020-01-11","Total_Nitrogen",0.455,"mg/L",25.7741,-80.1419,NA
"236",85175,"MiamiBeach","30","2020-01-11","Total_Nitrogen",0.467,"mg/L",25.7876,-80.1576,NA
"237",85176,"MiamiBeach","52","2020-06-29","Total_Nitrogen",0.213,"mg/L",25.7804,-80.1432,NA
"238",85177,"MiamiBeach","34","2020-06-29","Total_Nitrogen",0.273,"mg/L",25.7858,-80.1656,NA
"239",85178,"MiamiBeach","22","2020-07-19","Total_Nitrogen",0.415,"mg/L",25.7942,-80.1628,NA
"240",85179,"MiamiBeach","18","2020-10-31","Total_Nitrogen",0.471,"mg/L",25.8075,-80.1251,NA
"241",85180,"MiamiBeach","31","2020-11-27","Total_Nitrogen",0.365,"mg/L",25.788,-80.1627,NA
