"","source","site","datetime","analyte","value","units","latitude","longitude","sample_depth"
"...18","DERM_BBWQ","BBMB1","09/10/2024 09:45:00","Nitrogen-_Total",0.24,"mg/L",25.4659,-80.38429,0.5
"...19","DERM_BBWQ","BB38","09/11/2024 08:30:00","Nitrogen-_Total",0.24,"mg/L",25.5196864,-80.2393748,0.5
"...20","DERM_BBWQ","MW13","09/11/2024 09:15:00","Nitrogen-_Total",0.7,"mg/L",25.5174877,-80.5425794,0.5
"...21","DERM_BBWQ","BISC127","07/11/2024 09:25:00","Nitrogen-_Total",0.24,"mg/L",25.6299983,-80.25,0.5
"...22","DERM_BBWQ","SP04","08/08/2024 09:25:00","Nitrogen-_Total",0.79,"mg/L",25.6740799,-80.2840729,0.5
"...23","DERM_BBWQ","AC01","09/09/2024 10:50:00","Nitrogen-_Total",0.3,"mg/L",25.9006722,-80.1443668,0.5
"...24","DERM_BBWQ","MR05","09/10/2024 11:10:00","Nitrogen-_Total",0.94,"mg/L",25.7857488,-80.2266574,0.5
"...25","DERM_BBWQ","BB50","07/10/2024 09:40:00","Nitrogen-_Total",0.54,"mg/L",25.2298977,-80.3767774,0.5
"...26","DERM_BBWQ","BL04","08/07/2024 10:40:00","Nitrogen-_Total",1.58,"mg/L",25.568404,-80.363504,0.5
"...27","DERM_BBWQ","BS11","02/01/2021 10:50:00","Nitrogen-_Total",1.382,"mg/L",25.927833,-80.35815,0.5
"...28","DERM_BBWQ","BL02","05/08/2024 11:00:00","Nitrogen-_Total",0.75,"mg/L",25.5411866,-80.3284753,0.5
"...29","DERM_BBWQ","TM05","05/07/2024 08:30:00","Nitrogen-_Total",1.06,"mg/L",25.7625448,-80.3202984,0.5
"...30","DERM_BBWQ","LR07","05/06/2024 08:40:00","Nitrogen-_Total",0.88,"mg/L",25.87107,-80.25103,0.5
"...31","DERM_BBWQ","BB24","02/02/2021 09:05:00","Nitrogen-_Total",0.26,"mg/L",25.7665764,-80.1405694,0.5
"...32","DERM_BBWQ","BB26","01/05/2021 08:35:00","Nitrogen-_Total",0.286,"mg/L",25.747777,-80.1850708,0.5
"...33","DERM_BBWQ","CG07","01/07/2021 08:30:00","Nitrogen-_Total",0.586,"mg/L",25.7410796,-80.3106721,0.5
"...34","DERM_BBWQ","BL06","06/05/2024 11:30:00","Nitrogen-_Total",0.86,"mg/L",25.53604325,-80.32527118,0.5
"...35","DERM_BBWQ","BB09","03/01/2021 10:20:00","Nitrogen-_Total",0.35,"mg/L",25.871374,-80.1550667,0.5
"...36","DERM_BBWQ","BB51","03/03/2021 10:15:00","Nitrogen-_Total",0.55,"mg/L",25.251496,-80.4140785,0.5
"...37","DERM_BBWQ","MR15","02/02/2021 09:55:00","Nitrogen-_Total",0.579,"mg/L",25.8959808,-80.379429,0.5
"...38","DERM_BBWQ","MW05","02/03/2021 11:25:00","Nitrogen-_Total",4.757,"mg/L",25.521443,-80.4435492,0.5
"...39","DERM_BBWQ","BISC122","02/03/2021 10:40:00","Nitrogen-_Total",0.341,"mg/L",25.4133316,-80.295,0.5
"...40","DERM_BBWQ","MI02","05/08/2024 09:40:00","Nitrogen-_Total",0.49,"mg/L",25.4893605,-80.3473436,0.5
"...41","DERM_BBWQ","AR03","05/08/2024 08:30:00","Nitrogen-_Total",0.42,"mg/L",25.2890129,-80.4430649,0.5
"...42","DERM_BBWQ","BS04","05/06/2024 08:30:00","Nitrogen-_Total",0.49,"mg/L",25.8740728,-80.1814691,0.5
"...43","DERM_BBWQ","BB02","06/03/2024 11:35:00","Nitrogen-_Total",0.17,"mg/L",25.9448704,-80.1277678,0.5
"...44","DERM_BBWQ","MI03","02/03/2021 09:40:00","Nitrogen-_Total",1.007,"mg/L",25.4894593,-80.3635494,0.5
"...45","DERM_BBWQ","BBKB1","01/07/2021 11:15:00","Nitrogen-_Total",0.226,"mg/L",25.69801,-80.17428,0.5
"...46","DERM_BBWQ","TM08","01/05/2021 09:20:00","Nitrogen-_Total",0.83,"mg/L",25.761778,-80.4810792,0.5
"...47","DERM_BBWQ","DDC1","06/04/2024 11:50:00","Nitrogen-_Total",0.62,"mg/L",25.826103,-80.385617,0.5
"...48","DERM_BBWQ","BBY4","06/06/2024 09:45:00","Nitrogen-_Total",0.14,"mg/L",25.599304,-80.275107,0.5
"...49","DERM_BBWQ","AC06","06/03/2024 09:10:00","Nitrogen-_Total",0.88,"mg/L",25.9083837,-80.1636707,0.5
"...50","DERM_BBWQ","CM02","03/02/2021 11:05:00","Nitrogen-_Total",0.428,"mg/L",25.78348,-80.23984,0.5
"...51","DERM_BBWQ","MW13","03/03/2021 10:05:00","Nitrogen-_Total",0.701,"mg/L",25.5174877,-80.5425794,0.5
"...52","DERM_BBWQ","NO07A","03/03/2021 11:35:00","Nitrogen-_Total",1.618,"mg/L",25.4628912,-80.4038901,0.5
"...53","DERM_BBWQ","BB26","03/02/2021 08:30:00","Nitrogen-_Total",0.341,"mg/L",25.747777,-80.1850708,0.5
"...54","DERM_BBWQ","BB48","06/05/2024 09:35:00","Nitrogen-_Total",0.22,"mg/L",25.308595,-80.3488753,0.5
"...55","DERM_BBWQ","BB48","02/03/2021 09:35:00","Nitrogen-_Total",0.44,"mg/L",25.308595,-80.3488753,0.5
"...56","DERM_BBWQ","MI03","06/05/2024 10:25:00","Nitrogen-_Total",0.49,"mg/L",25.4894593,-80.3635494,0.5
"...57","DERM_BBWQ","CM04","05/07/2024 09:05:00","Nitrogen-_Total",0.78,"mg/L",25.78272272,-80.26952901,0.5
"...58","DERM_BBWQ","BBMB1","01/05/2021 09:20:00","Nitrogen-_Total",0.292,"mg/L",25.4659,-80.38429,0.5
"...59","DERM_BBWQ","BBMB4","01/07/2021 09:55:00","Nitrogen-_Total",0.282,"mg/L",25.846566,-80.127483,0.5
"...60","DERM_BBWQ","MR06","05/07/2024 11:20:00","Nitrogen-_Total",0.57,"mg/L",25.7954165,-80.2443892,0.5
"...61","DERM_BBWQ","TM03A","01/05/2021 10:55:00","Nitrogen-_Total",0.676,"mg/L",25.7937979,-80.2625108,0.5
"...62","DERM_BBWQ","BISC121","03/03/2021 08:55:00","Nitrogen-_Total",0.31,"mg/L",25.3549983,-80.291665,0.5
"...63","DERM_BBWQ","CM04","06/04/2024 10:45:00","Nitrogen-_Total",0.8,"mg/L",25.78272272,-80.26952901,0.62
"...64","DERM_BBWQ","SK01","02/01/2021 12:05:00","Nitrogen-_Total",0.194,"mg/L",25.9294714,-80.1503688,0.5
"...65","DERM_BBWQ","BB48","01/06/2021 09:30:00","Nitrogen-_Total",0.273,"mg/L",25.308595,-80.3488753,0.5
"...66","DERM_BBWQ","BB04","02/01/2021 11:15:00","Nitrogen-_Total",0.152,"mg/L",25.917671,-80.1257684,0.5
"...67","DERM_BBWQ","BBMB2","05/06/2024 12:20:00","Nitrogen-_Total",0.06,"mg/L",25.80345,-80.145149,0.5
"...68","DERM_BBWQ","CD04A","05/09/2024 07:45:00","Nitrogen-_Total",0.28,"mg/L",25.594937,-80.341127,0.5
"...69","DERM_BBWQ","CM02","02/02/2021 10:30:00","Nitrogen-_Total",0.56,"mg/L",25.78348,-80.23984,0.5
"...70","DERM_BBWQ","BB37","02/04/2021 10:05:00","Nitrogen-_Total",0.26,"mg/L",25.570684,-80.19177,0.5
"...71","DERM_BBWQ","GL02","06/05/2024 11:50:00","Nitrogen-_Total",0.6,"mg/L",25.5372206,-80.3330313,0.5
"...72","DERM_BBWQ","BB28","06/04/2024 08:35:00","Nitrogen-_Total",0.06,"mg/L",25.7291777,-80.1602691,0.5
"...73","DERM_BBWQ","CD09","03/04/2021 09:10:00","Nitrogen-_Total",0.322,"mg/L",25.6658803,-80.4086772,0.5
"...74","DERM_BBWQ","BB04","01/04/2021 11:15:00","Nitrogen-_Total",0.18,"mg/L",25.917671,-80.1257684,0.5
"...75","DERM_BBWQ","BS11","03/01/2021 11:10:00","Nitrogen-_Total",1.677,"mg/L",25.927833,-80.35815,0.5
"...76","DERM_BBWQ","BBMB4","05/06/2024 11:45:00","Nitrogen-_Total",0.06,"mg/L",25.846566,-80.127483,0.5
"...77","DERM_BBWQ","MW04","02/03/2021 09:25:00","Nitrogen-_Total",2.04,"mg/L",25.4712872,-80.3792762,0.5
"...78","DERM_BBWQ","BL01","06/05/2024 11:35:00","Nitrogen-_Total",0.64,"mg/L",25.5360433,-80.3252712,0.5
"...79","DERM_BBWQ","TM08","06/04/2024 09:30:00","Nitrogen-_Total",0.92,"mg/L",25.761778,-80.4810792,0.5
"...80","DERM_BBWQ","BB24","05/07/2024 09:15:00","Nitrogen-_Total",0.06,"mg/L",25.7665764,-80.1405694,0.5
"...81","DERM_BBWQ","BB47","05/08/2024 09:05:00","Nitrogen-_Total",0.06,"mg/L",25.3367944,-80.3200766,0.5
"...82","DERM_BBWQ","L31E1","03/03/2021 09:55:00","Nitrogen-_Total",0.498,"mg/L",25.4926466,-80.346775,0.5
"...83","DERM_BBWQ","MR07","06/04/2024 11:30:00","Nitrogen-_Total",0.57,"mg/L",25.8072788,-80.2601771,0.5
"...84","DERM_BBWQ","FC03","01/06/2021 12:25:00","Nitrogen-_Total",0.743,"mg/L",25.4480526,-80.3673826,0.5
"...85","DERM_BBWQ","BB05A","03/01/2021 11:00:00","Nitrogen-_Total",0.25,"mg/L",25.9017218,-80.1422694,0.5
"...86","DERM_BBWQ","SP01","05/09/2024 08:40:00","Nitrogen-_Total",0.32,"mg/L",25.6583676,-80.2659342,0.5
"...87","DERM_BBWQ","BB50","01/06/2021 09:50:00","Nitrogen-_Total",0.344,"mg/L",25.2298977,-80.3767774,0.5
"...88","DERM_BBWQ","MW04","01/06/2021 09:05:00","Nitrogen-_Total",2.45,"mg/L",25.4712872,-80.3792762,0.5
"...89","DERM_BBWQ","MR05","02/02/2021 10:55:00","Nitrogen-_Total",0.588,"mg/L",25.7857488,-80.2266574,0.5
"...90","DERM_BBWQ","BB09","02/01/2021 10:10:00","Nitrogen-_Total",0.222,"mg/L",25.871374,-80.1550667,0.5
"...91","DERM_BBWQ","BB08","06/03/2024 08:55:00","Nitrogen-_Total",0.6,"mg/L",25.86423333,-80.17096667,0.5
"...92","DERM_BBWQ","BS04","01/04/2021 08:25:00","Nitrogen-_Total",0.734,"mg/L",25.8740728,-80.1814691,0.5
"...93","DERM_BBWQ","FC03","03/03/2021 12:00:00","Nitrogen-_Total",0.757,"mg/L",25.4480526,-80.3673826,0.5
"...94","DERM_BBWQ","BL05","06/05/2024 11:05:00","Nitrogen-_Total",0.42,"mg/L",25.576314,-80.360246,0.5
"...95","DERM_BBWQ","BS01","06/03/2024 09:10:00","Nitrogen-_Total",0.26,"mg/L",25.8720738,-80.1647689,0.5
"...96","DERM_BBWQ","AC06","02/01/2021 09:45:00","Nitrogen-_Total",0.618,"mg/L",25.9083837,-80.1636707,0.5
"...97","DERM_BBWQ","SK05","05/06/2024 10:40:00","Nitrogen-_Total",0.64,"mg/L",25.9596526,-80.2054001,0.5
"...98","DERM_BBWQ","MW04","05/08/2024 09:05:00","Nitrogen-_Total",1.98,"mg/L",25.4712872,-80.3792762,0.5
"...99","DERM_BBWQ","BB09","06/03/2024 09:25:00","Nitrogen-_Total",0.2,"mg/L",25.871374,-80.1550667,0.5
"...100","DERM_BBWQ","TM06","06/04/2024 08:40:00","Nitrogen-_Total",1.17,"mg/L",25.762007,-80.348379,0.5
"...101","DERM_BBWQ","SP08","02/04/2021 09:10:00","Nitrogen-_Total",1.042,"mg/L",25.7154804,-80.3829744,0.5
"...102","DERM_BBWQ","MR06","06/04/2024 11:15:00","Nitrogen-_Total",0.59,"mg/L",25.7954165,-80.2443892,0.5
"...103","DERM_BBWQ","AC02","05/06/2024 10:30:00","Nitrogen-_Total",0.06,"mg/L",25.8939883,-80.1540054,0.5
"...104","DERM_BBWQ","PR03","06/05/2024 10:55:00","Nitrogen-_Total",4.06,"mg/L",25.5195182,-80.364046,0.5
"...105","DERM_BBWQ","BB15A","02/04/2021 09:30:00","Nitrogen-_Total",0.312,"mg/L",25.81507571,-80.1752699,0.5
"...106","DERM_BBWQ","MI03","05/08/2024 10:00:00","Nitrogen-_Total",0.54,"mg/L",25.4894593,-80.3635494,0.5
"...107","DERM_BBWQ","BISC122","01/06/2021 10:40:00","Nitrogen-_Total",0.339,"mg/L",25.4133316,-80.295,0.5
"...108","DERM_BBWQ","SP08","06/06/2024 10:35:00","Nitrogen-_Total",0.92,"mg/L",25.7154804,-80.3829744,0.5
"...109","DERM_BBWQ","MI02","06/05/2024 10:00:00","Nitrogen-_Total",0.59,"mg/L",25.4893605,-80.3473436,0.5
"...110","DERM_BBWQ","CD01A","02/04/2021 09:30:00","Nitrogen-_Total",0.391,"mg/L",25.95683333,-80.43063333,0.5
"...111","DERM_BBWQ","MW05","05/08/2024 09:30:00","Nitrogen-_Total",3.63,"mg/L",25.521443,-80.4435492,0.5
"...112","DERM_BBWQ","BB32","05/09/2024 09:55:00","Nitrogen-_Total",0.43,"mg/L",25.68568,-80.1835687,0.5
"...113","DERM_BBWQ","BB13A","08/05/2024 10:05:00","Nitrogen-_Total",0.47,"mg/L",25.84363213,-80.16884056,0.5
"...114","DERM_BBWQ","CG03","09/12/2024 10:35:00","Nitrogen-_Total",1.17,"mg/L",25.738545,-80.286792,0.5
"...115","DERM_BBWQ","MI02","08/07/2024 09:40:00","Nitrogen-_Total",0.67,"mg/L",25.4893605,-80.3473436,0.5
"...116","DERM_BBWQ","SP03","07/11/2024 09:50:00","Nitrogen-_Total",0.92,"mg/L",25.6890693,-80.2849226,0.5
"...117","DERM_BBWQ","PR03","08/07/2024 10:20:00","Nitrogen-_Total",4.22,"mg/L",25.5195182,-80.364046,0.5
"...118","DERM_BBWQ","LR08","09/09/2024 09:00:00","Nitrogen-_Total",1.1,"mg/L",25.8703617,-80.2907737,0.5
"...119","DERM_BBWQ","BS07","09/09/2024 11:50:00","Nitrogen-_Total",0.82,"mg/L",25.9166356,-80.2114643,0.5
"...120","DERM_BBWQ","LR08","12/02/2024 08:55:00","Nitrogen-_Total",1.36,"mg/L",25.8703617,-80.2907737,0.5
"...121","DERM_BBWQ","CM02","10/08/2024 10:50:00","Nitrogen-_Total",0.61,"mg/L",25.78348,-80.23984,0.5
"...122","DERM_BBWQ","SK09","12/02/2024 11:35:00","Nitrogen-_Total",0.81,"mg/L",25.964234,-80.3110905,0.5
"...123","DERM_BBWQ","TM02","12/03/2024 09:30:00","Nitrogen-_Total",0.85,"mg/L",25.7855632,-80.2559449,0.5
"...124","DERM_BBWQ","LR01","12/02/2024 10:05:00","Nitrogen-_Total",0.69,"mg/L",25.8451746,-80.1733678,0.5
"...125","DERM_BBWQ","LR10","12/02/2024 09:20:00","Nitrogen-_Total",3.03,"mg/L",25.8695563,-80.3387186,0.5
"...126","DERM_BBWQ","OC01","11/04/2024 10:50:00","Nitrogen-_Total",0.64,"mg/L",25.89776829,-80.24577639,0.5
"...127","DERM_BBWQ","LR08","11/04/2024 09:00:00","Nitrogen-_Total",1.27,"mg/L",25.8703617,-80.2907737,0.5
"...128","DERM_BBWQ","SP03","11/07/2024 09:45:00","Nitrogen-_Total",0.93,"mg/L",25.6890693,-80.2849226,0.5
"...129","DERM_BBWQ","BB08","12/02/2024 09:05:00","Nitrogen-_Total",0.27,"mg/L",25.86423333,-80.17096667,0.5
"...130","DERM_BBWQ","BB26","11/05/2024 08:45:00","Nitrogen-_Total",0.56,"mg/L",25.747777,-80.1850708,0.5
"...131","DERM_BBWQ","AR03","11/06/2024 08:35:00","Nitrogen-_Total",0.57,"mg/L",25.2890129,-80.4430649,0.5
"...132","DERM_BBWQ","SK09","10/07/2024 12:10:00","Nitrogen-_Total",0.88,"mg/L",25.964234,-80.3110905,0.5
"...133","DERM_BBWQ","CG02A","12/05/2024 10:35:00","Nitrogen-_Total",0.52,"mg/L",25.714687,-80.280868,0.5
"...134","DERM_BBWQ","CD03A","10/17/2024 09:20:00","Nitrogen-_Total",0.56,"mg/L",25.614657,-80.317532,0.5
"...135","DERM_BBWQ","AC02","10/07/2024 10:25:00","Nitrogen-_Total",0.49,"mg/L",25.8939883,-80.1540054,0.5
"...136","DERM_BBWQ","BS08","11/04/2024 11:40:00","Nitrogen-_Total",1.12,"mg/L",25.916139,-80.222213,0.5
"...137","DERM_BBWQ","CG02","11/07/2024 08:30:00","Nitrogen-_Total",0.74,"mg/L",25.706066,-80.26086,0.5
"...138","DERM_BBWQ","SK10","10/07/2024 10:40:00","Nitrogen-_Total",0.93,"mg/L",25.956833,-80.430633,0.5
"...139","DERM_BBWQ","BB11","11/12/2024 10:10:00","Nitrogen-_Total",0.5,"mg/L",25.8464751,-80.1669677,0.5
"...140","DERM_BBWQ","OL01","12/02/2024 09:45:00","Nitrogen-_Total",0.24,"mg/L",25.938348,-80.149601,0.5
"...141","DERM_BBWQ","MR03","12/03/2024 10:40:00","Nitrogen-_Total",0.82,"mg/L",25.778711,-80.2072338,0.5
"...142","DERM_BBWQ","CG02","10/17/2024 08:30:00","Nitrogen-_Total",0.77,"mg/L",25.706066,-80.26086,0.5
"...143","DERM_BBWQ","AC03","10/07/2024 09:05:00","Nitrogen-_Total",0.96,"mg/L",25.8998739,-80.1622067,0.5
"...144","DERM_BBWQ","MR05","11/05/2024 11:25:00","Nitrogen-_Total",0.92,"mg/L",25.7857488,-80.2266574,0.5
"...145","DERM_BBWQ","TM08","10/08/2024 09:40:00","Nitrogen-_Total",0.98,"mg/L",25.761778,-80.4810792,0.5
"...146","DERM_BBWQ","WC02","10/08/2024 08:30:00","Nitrogen-_Total",0.46,"mg/L",25.7843109,-80.2104451,0.5
"...147","DERM_BBWQ","BB47","11/06/2024 09:10:00","Nitrogen-_Total",0.24,"mg/L",25.3367944,-80.3200766,0.5
"...148","DERM_BBWQ","BB05A","11/04/2024 10:50:00","Nitrogen-_Total",0.24,"mg/L",25.9017218,-80.1422694,0.5
"...149","DERM_BBWQ","BBMB4","11/12/2024 10:55:00","Nitrogen-_Total",0.24,"mg/L",25.846566,-80.127483,0.5
"...150","DERM_BBWQ","TM05","10/08/2024 08:40:00","Nitrogen-_Total",0.94,"mg/L",25.7625448,-80.3202984,0.5
"...151","DERM_BBWQ","PR01","12/04/2024 11:35:00","Nitrogen-_Total",2.79,"mg/L",25.5195874,-80.3319765,0.5
"...152","DERM_BBWQ","BISC121","12/04/2024 08:55:00","Nitrogen-_Total",0.43,"mg/L",25.3549983,-80.291665,0.5
"...153","DERM_BBWQ","BB50","12/04/2024 09:55:00","Nitrogen-_Total",0.24,"mg/L",25.2298977,-80.3767774,0.5
"...154","DERM_BBWQ","LR06","10/07/2024 08:40:00","Nitrogen-_Total",1.28,"mg/L",25.8539749,-80.1927698,0.5
"...155","DERM_BBWQ","SK05","11/04/2024 10:45:00","Nitrogen-_Total",0.96,"mg/L",25.9596526,-80.2054001,0.5
"...156","DERM_BBWQ","BB09","12/02/2024 09:50:00","Nitrogen-_Total",0.28,"mg/L",25.871374,-80.1550667,0.5
"...157","DERM_BBWQ","BISC127","11/07/2024 09:50:00","Nitrogen-_Total",0.24,"mg/L",25.6299983,-80.25,0.5
"...158","DERM_BBWQ","BS10","12/02/2024 11:05:00","Nitrogen-_Total",1.33,"mg/L",25.9187361,-80.3244952,0.5
"...159","DERM_BBWQ","BL04","11/06/2024 10:55:00","Nitrogen-_Total",0.87,"mg/L",25.568404,-80.363504,0.5
"...160","DERM_BBWQ","MI02","12/04/2024 10:20:00","Nitrogen-_Total",0.61,"mg/L",25.4893605,-80.3473436,0.5
"...161","DERM_BBWQ","CD03A","11/07/2024 09:10:00","Nitrogen-_Total",0.5,"mg/L",25.614657,-80.317532,0.5
"...162","DERM_BBWQ","BB04","12/02/2024 11:25:00","Nitrogen-_Total",0.24,"mg/L",25.917671,-80.1257684,0.5
"...163","DERM_BBWQ","BL06","11/06/2024 11:25:00","Nitrogen-_Total",1.09,"mg/L",25.53604325,-80.32527118,0.5
"...164","DERM_BBWQ","TM06","10/08/2024 09:00:00","Nitrogen-_Total",0.87,"mg/L",25.762007,-80.348379,0.5
"...165","DERM_BBWQ","WC03","12/03/2024 08:40:00","Nitrogen-_Total",0.56,"mg/L",25.7876538,-80.2150483,0.5
"...166","DERM_BBWQ","BL02","12/04/2024 12:15:00","Nitrogen-_Total",0.62,"mg/L",25.5411866,-80.3284753,0.5
"...167","DERM_BBWQ","BBMB3","10/07/2024 09:55:00","Nitrogen-_Total",0.24,"mg/L",25.825666,-80.13375,0.5
"...168","DERM_BBWQ","TM08","11/05/2024 09:30:00","Nitrogen-_Total",0.89,"mg/L",25.761778,-80.4810792,0.5
"...169","DERM_BBWQ","SP08","10/17/2024 10:00:00","Nitrogen-_Total",1,"mg/L",25.7154804,-80.3829744,0.5
"...170","DERM_BBWQ","BB15A","11/12/2024 09:35:00","Nitrogen-_Total",0.44,"mg/L",25.81507571,-80.1752699,0.5
"...171","DERM_BBWQ","TM03A","12/03/2024 10:05:00","Nitrogen-_Total",1.02,"mg/L",25.7937979,-80.2625108,0.5
"...172","DERM_BBWQ","CD01A","10/17/2024 10:10:00","Nitrogen-_Total",0.6,"mg/L",25.95683333,-80.43063333,0.5
"...173","DERM_BBWQ","TM02","11/05/2024 09:20:00","Nitrogen-_Total",0.93,"mg/L",25.7855632,-80.2559449,0.5
"...174","DERM_BBWQ","MI03","11/06/2024 10:00:00","Nitrogen-_Total",0.54,"mg/L",25.4894593,-80.3635494,0.5
"...175","DERM_BBWQ","SK02","10/07/2024 09:40:00","Nitrogen-_Total",0.97,"mg/L",25.9319891,-80.1523133,0.5
"...176","DERM_BBWQ","BBY4","12/05/2024 10:05:00","Nitrogen-_Total",0.25,"mg/L",25.599304,-80.275107,0.5
"...177","DERM_BBWQ","BS10","11/04/2024 11:15:00","Nitrogen-_Total",1.59,"mg/L",25.9187361,-80.3244952,0.5
"...178","DERM_BBWQ","SK10","11/04/2024 10:15:00","Nitrogen-_Total",0.95,"mg/L",25.956833,-80.430633,0.5
"...179","DERM_BBWQ","BISC127","12/05/2024 09:35:00","Nitrogen-_Total",0.24,"mg/L",25.6299983,-80.25,0.5
"...180","DERM_BBWQ","BL12","11/06/2024 12:15:00","Nitrogen-_Total",0.96,"mg/L",25.6610226,-80.4306146,0.5
"...181","DERM_BBWQ","BB48","11/06/2024 09:50:00","Nitrogen-_Total",0.64,"mg/L",25.308595,-80.3488753,0.5
"...182","DERM_BBWQ","BBOR1","11/06/2024 09:20:00","Nitrogen-_Total",0.52,"mg/L",25.3237,-80.3072,0.5
"...183","DERM_BBWQ","NO07A","12/04/2024 09:15:00","Nitrogen-_Total",1.97,"mg/L",25.4628912,-80.4038901,0.5
"...184","DERM_BBWQ","OL03","12/02/2024 10:15:00","Nitrogen-_Total",1.17,"mg/L",25.9637064,-80.1502022,0.5
"...185","DERM_BBWQ","MR01","10/08/2024 10:25:00","Nitrogen-_Total",0.62,"mg/L",25.770035,-80.1915094,0.5
"...186","DERM_BBWQ","AC03","12/02/2024 08:45:00","Nitrogen-_Total",0.57,"mg/L",25.8998739,-80.1622067,0.5
"...187","DERM_BBWQ","MW01","11/06/2024 09:20:00","Nitrogen-_Total",0.86,"mg/L",25.4707887,-80.3740089,0.5
"...188","DERM_BBWQ","BB32","11/07/2024 11:10:00","Nitrogen-_Total",0.12,"mg/L",25.68568,-80.1835687,0.5
"...189","DERM_BBWQ","PR03","10/16/2024 11:30:00","Nitrogen-_Total",4.65,"mg/L",25.5195182,-80.364046,0.5
"...190","DERM_BBWQ","MW04","10/16/2024 09:30:00","Nitrogen-_Total",3.68,"mg/L",25.4712872,-80.3792762,0.5
"...191","DERM_BBWQ","NO07A","10/16/2024 09:10:00","Nitrogen-_Total",1.34,"mg/L",25.4628912,-80.4038901,0.5
"...192","DERM_BBWQ","SP08","12/05/2024 10:05:00","Nitrogen-_Total",1.25,"mg/L",25.7154804,-80.3829744,0.5
"...193","DERM_BBWQ","SK01","12/02/2024 12:35:00","Nitrogen-_Total",0.46,"mg/L",25.9294714,-80.1503688,0.5
"...194","DERM_BBWQ","MR11","12/03/2024 10:50:00","Nitrogen-_Total",1.28,"mg/L",25.841603,-80.306345,0.5
"...195","DERM_BBWQ","BISC121","11/06/2024 09:00:00","Nitrogen-_Total",0.24,"mg/L",25.3549983,-80.291665,0.5
"...196","DERM_BBWQ","MW05","10/16/2024 09:25:00","Nitrogen-_Total",4.86,"mg/L",25.521443,-80.4435492,0.5
"...197","DERM_BBWQ","TM06","12/03/2024 08:35:00","Nitrogen-_Total",1.2,"mg/L",25.762007,-80.348379,0.5
"...198","DERM_BBWQ","BB32","12/05/2024 10:50:00","Nitrogen-_Total",0.24,"mg/L",25.68568,-80.1835687,0.5
"...199","DERM_BBWQ","CD02","10/17/2024 09:10:00","Nitrogen-_Total",0.62,"mg/L",25.6111839,-80.3098744,0.5
"...200","DERM_BBWQ","MR02","10/08/2024 10:40:00","Nitrogen-_Total",1.08,"mg/L",25.7689853,-80.1978204,0.5
"...201","DERM_BBWQ","TM05","11/05/2024 08:30:00","Nitrogen-_Total",0.9,"mg/L",25.7625448,-80.3202984,0.5
"...202","DERM_BBWQ","WC02","11/05/2024 08:30:00","Nitrogen-_Total",0.52,"mg/L",25.7843109,-80.2104451,0.5
"...203","DERM_BBWQ","DDC2","11/05/2024 11:40:00","Nitrogen-_Total",0.71,"mg/L",25.812261,-80.321703,0.5
