"","source","site","datetime","analyte","value","units","latitude","longitude","sample_depth"
"...58","FIU_WQMP","207-W","09/19/2020 09:10:00","Chlorophyll_a-_uncorrected",0.32,"ug/L",25.36443,-80.21508,0.7
"...59","FIU_WQMP","200-W","03/16/2020 13:11:00","Chlorophyll_a-_uncorrected",0.14868,"ug/L",25.59,-80.1,0.73
"...60","FIU_WQMP","249-W","02/15/2021 11:15:00","Chlorophyll_a-_uncorrected",0.34116,"ug/L",24.675,-80.9583,0.69
"...61","FIU_WQMP","215-W","02/05/2019 10:17:00","Chlorophyll_a-_uncorrected",0.22998,"ug/L",25.23667,-80.28897,0.69
"...62","FIU_WQMP","203-W","02/05/2019 12:56:00","Chlorophyll_a-_uncorrected",0.38704,"ug/L",25.48053,-80.11768,0.78
"...63","FIU_WQMP","244-W","06/15/2020 12:45:00","Chlorophyll_a-_uncorrected",0.33041,"ug/L",24.79333,-80.86333,0.73
"...64","FIU_WQMP","263-W","03/27/2020 12:52:00","Chlorophyll_a-_uncorrected",0.1,"ug/L",24.54843,-81.39742,0.67
"...65","FIU_WQMP","292-W","03/02/2021 14:26:00","Chlorophyll_a-_uncorrected",0.19483,"ug/L",24.76312,-81.11248,0.84
"...66","FIU_WQMP","401-W","02/15/2021 09:18:00","Chlorophyll_a-_uncorrected",0.33611,"ug/L",24.853,-80.622,0.75
"...67","FIU_WQMP","295-W","07/15/2020 12:33:00","Chlorophyll_a-_uncorrected",0.30838,"ug/L",24.85163,-81.35123,0.67
"...68","FIU_WQMP","211-W","02/08/2021 10:43:00","Chlorophyll_a-_uncorrected",0.36639,"ug/L",25.30788,-80.26165,0.76
"...69","FIU_WQMP","213-W","02/25/2021 13:20:00","Chlorophyll_a-_uncorrected",0.29575,"ug/L",25.26312,-80.18773,0.79
"...70","FIU_WQMP","214-W","02/08/2021 11:23:00","Chlorophyll_a-_uncorrected",0.1696,"ug/L",25.2462,-80.29918,0.74
"...71","FIU_WQMP","238-W","09/14/2020 11:25:00","Chlorophyll_a-_uncorrected",0.42,"ug/L",24.83442,-80.74683,0.71
"...72","FIU_WQMP","242-W","10/28/2020 10:07:00","Chlorophyll_a-_uncorrected",0.57,"ug/L",24.7915,-80.81225,0.84
"...73","FIU_WQMP","294-W","09/25/2020 12:29:00","Chlorophyll_a-_uncorrected",0.2,"ug/L",24.7555,-81.17218,0.79
"...74","FIU_WQMP","237-W","02/06/2019 10:00:00","Chlorophyll_a-_uncorrected",0.13462,"ug/L",24.83265,-80.64907,0.67
"...75","FIU_WQMP","250-W","02/17/2021 10:52:00","Chlorophyll_a-_uncorrected",0.26043,"ug/L",24.69193,-81.18245,0.7
"...76","FIU_WQMP","400-W","03/14/2020 11:41:00","Chlorophyll_a-_uncorrected",0.1,"ug/L",25.1073,-80.3064,0.72
"...77","FIU_WQMP","244-W","02/17/2021 12:12:00","Chlorophyll_a-_uncorrected",0.53291,"ug/L",24.79333,-80.86333,0.73
"...78","FIU_WQMP","231-W","02/25/2021 09:49:00","Chlorophyll_a-_uncorrected",0.30079,"ug/L",24.925,-80.503,0.65
"...79","FIU_WQMP","231-W","11/15/2020 11:22:00","Chlorophyll_a-_uncorrected",0.34,"ug/L",24.925,-80.503,0.75
"...80","FIU_WQMP","256-W","12/13/2020 12:39:00","Chlorophyll_a-_uncorrected",0.24,"ug/L",24.58497,-81.23408,0.69
"...81","FIU_WQMP","223-W","03/12/2020 10:51:00","Chlorophyll_a-_uncorrected",0.1,"ug/L",25.06018,-80.42312,0.91
"...82","FIU_WQMP","270-W","03/27/2020 13:23:00","Chlorophyll_a-_uncorrected",0.1652,"ug/L",24.52162,-81.56432,0.7
"...83","FIU_WQMP","276-W","03/22/2021 17:14:00","Chlorophyll_a-_uncorrected",0.15951,"ug/L",24.47538,-81.73742,0.74
"...84","FIU_WQMP","500-W","09/11/2020 12:51:00","Chlorophyll_a-_uncorrected",0.39,"ug/L",25.08535,-80.43346,0.69
"...85","FIU_WQMP","214-W","11/13/2020 09:42:00","Chlorophyll_a-_uncorrected",0.84,"ug/L",25.2462,-80.29918,0.69
"...86","FIU_WQMP","252-W","12/13/2020 12:09:00","Chlorophyll_a-_uncorrected",0.25,"ug/L",24.60693,-81.15442,0.66
"...87","FIU_WQMP","273-W","12/14/2020 13:07:00","Chlorophyll_a-_uncorrected",0.17,"ug/L",24.4929,-81.6571,0.67
"...88","FIU_WQMP","287-W","11/16/2020 10:41:00","Chlorophyll_a-_uncorrected",0.24,"ug/L",24.84667,-81.00833,0.76
"...89","FIU_WQMP","264-W","07/07/2020 13:57:00","Chlorophyll_a-_uncorrected",0.13767,"ug/L",24.94677,-80.45947,0.73
"...90","FIU_WQMP","281-W","07/10/2020 08:28:00","Chlorophyll_a-_uncorrected",0.22578,"ug/L",24.495,-81.89167,0.83
"...91","FIU_WQMP","228-W","03/14/2020 13:58:00","Chlorophyll_a-_uncorrected",0.11564,"ug/L",24.97667,-80.45,0.75
"...92","FIU_WQMP","318-W","10/12/2020 15:01:00","Chlorophyll_a-_uncorrected",0.22,"ug/L",24.65083,-81.90467,0.74
"...93","FIU_WQMP","505-W","02/07/2019 12:59:00","Chlorophyll_a-_uncorrected",0.55532,"ug/L",24.71208,-81.10071,0.67
"...94","FIU_WQMP","217-W","11/13/2020 14:40:00","Chlorophyll_a-_uncorrected",0.8,"ug/L",25.17332,-80.33985,0.73
"...95","FIU_WQMP","211-W","05/27/2019 12:04:00","Chlorophyll_a-_uncorrected",0.16828,"ug/L",25.30788,-80.26165,0.69
"...96","FIU_WQMP","228-W","09/20/2020 11:55:00","Chlorophyll_a-_uncorrected",0.12,"ug/L",24.97667,-80.45,0.74
"...97","FIU_WQMP","292-W","09/25/2020 12:15:00","Chlorophyll_a-_uncorrected",0.17,"ug/L",24.76312,-81.11248,0.75
"...98","FIU_WQMP","289-W","03/23/2020 12:45:00","Chlorophyll_a-_uncorrected",0.15419,"ug/L",24.77775,-81.033,0.9
"...99","FIU_WQMP","212-W","02/08/2021 11:03:00","Chlorophyll_a-_uncorrected",0.19483,"ug/L",25.29452,-80.24542,0.7
"...100","FIU_WQMP","273-W","02/28/2019 09:45:00","Chlorophyll_a-_uncorrected",0.49362,"ug/L",24.4929,-81.6571,0.76
"...101","FIU_WQMP","314-W","05/23/2019 13:50:00","Chlorophyll_a-_uncorrected",0.41509,"ug/L",24.75043,-81.43578,0.71
"...102","FIU_WQMP","333-W","06/03/2019 11:38:00","Chlorophyll_a-_uncorrected",0.10658,"ug/L",24.57717,-82.49133,0.7
"...103","FIU_WQMP","507-W","09/15/2020 13:36:00","Chlorophyll_a-_uncorrected",1.02,"ug/L",24.69309,-81.35463,0.67
"...104","FIU_WQMP","307-W","12/11/2020 12:15:00","Chlorophyll_a-_uncorrected",0.28,"ug/L",24.72503,-81.52052,0.69
"...105","FIU_WQMP","315-W","02/09/2021 12:28:00","Chlorophyll_a-_uncorrected",0.68933,"ug/L",24.63325,-81.82827,0.67
"...106","FIU_WQMP","337-W","03/26/2020 13:15:00","Chlorophyll_a-_uncorrected",0.20375,"ug/L",24.59133,-82.58783,0.68
"...107","FIU_WQMP","335-W","02/25/2019 10:17:00","Chlorophyll_a-_uncorrected",0.34217,"ug/L",24.46083,-82.38317,0.75
"...108","FIU_WQMP","259-W","05/29/2019 09:57:00","Chlorophyll_a-_uncorrected",0.30851,"ug/L",24.57037,-81.32167,0.83
"...109","FIU_WQMP","231-W","05/07/2019 12:44:00","Chlorophyll_a-_uncorrected",0.13462,"ug/L",24.925,-80.503,0.65
"...110","FIU_WQMP","229-W","09/14/2020 10:12:00","Chlorophyll_a-_uncorrected",0.38,"ug/L",24.95012,-80.56218,0.76
"...111","FIU_WQMP","235-W","09/14/2020 11:01:00","Chlorophyll_a-_uncorrected",0.37,"ug/L",24.87123,-80.66865,0.69
"...112","FIU_WQMP","218-W","03/12/2020 10:09:00","Chlorophyll_a-_uncorrected",0.13767,"ug/L",25.15897,-80.29455,0.82
"...113","FIU_WQMP","294-W","03/23/2020 15:23:00","Chlorophyll_a-_uncorrected",0.20375,"ug/L",24.7555,-81.17218,0.83
"...114","FIU_WQMP","243-W","02/15/2019 11:14:00","Chlorophyll_a-_uncorrected",0.27486,"ug/L",24.745,-80.78333,0.71
"...115","FIU_WQMP","288-W","05/30/2019 13:14:00","Chlorophyll_a-_uncorrected",0.57215,"ug/L",24.88333,-81.08333,0.76
"...116","FIU_WQMP","333-W","03/23/2021 14:17:00","Chlorophyll_a-_uncorrected",0.42694,"ug/L",24.57717,-82.49133,0.77
"...117","FIU_WQMP","207-W","11/13/2020 10:38:00","Chlorophyll_a-_uncorrected",0.78,"ug/L",25.36443,-80.21508,0.7
"...118","FIU_WQMP","302-W","12/11/2020 11:41:00","Chlorophyll_a-_uncorrected",1.67,"ug/L",24.80128,-81.48227,0.9
"...119","FIU_WQMP","243-W","05/22/2019 11:22:00","Chlorophyll_a-_uncorrected",0.18511,"ug/L",24.745,-80.78333,0.69
"...120","FIU_WQMP","209-W","05/28/2019 15:05:00","Chlorophyll_a-_uncorrected",0.40948,"ug/L",24.5857,-81.72272,0.67
"...121","FIU_WQMP","246-W","05/22/2019 11:40:00","Chlorophyll_a-_uncorrected",0.22998,"ug/L",24.71317,-80.85813,0.69
"...122","FIU_WQMP","282-W","05/30/2019 12:36:00","Chlorophyll_a-_uncorrected",0.19633,"ug/L",24.86667,-80.885,0.74
"...123","FIU_WQMP","267-W","12/14/2020 12:15:00","Chlorophyll_a-_uncorrected",0.19,"ug/L",24.53008,-81.4873,0.66
"...124","FIU_WQMP","260-W","07/11/2020 11:29:00","Chlorophyll_a-_uncorrected",0.45156,"ug/L",24.6255,-81.41662,0.73
"...125","FIU_WQMP","307-W","09/15/2020 12:40:00","Chlorophyll_a-_uncorrected",0.35,"ug/L",24.72503,-81.52052,0.67
"...126","FIU_WQMP","210-W","05/06/2019 10:55:00","Chlorophyll_a-_uncorrected",0.45436,"ug/L",25.325,-80.1636,0.79
"...127","FIU_WQMP","319-W","06/03/2019 13:25:00","Chlorophyll_a-_uncorrected",0.71239,"ug/L",24.629,-82.07133,0.69
"...128","FIU_WQMP","273-W","05/29/2019 11:44:00","Chlorophyll_a-_uncorrected",0.60581,"ug/L",24.4929,-81.6571,0.71
"...129","FIU_WQMP","501-W","09/11/2020 09:54:00","Chlorophyll_a-_uncorrected",0.69,"ug/L",25.11053,-80.43421,0.73
"...130","FIU_WQMP","263-W","12/14/2020 11:51:00","Chlorophyll_a-_uncorrected",0.22,"ug/L",24.54843,-81.39742,0.76
"...131","FIU_WQMP","301-W","09/15/2020 13:16:00","Chlorophyll_a-_uncorrected",0.29,"ug/L",24.77258,-81.39665,0.78
"...132","FIU_WQMP","314-W","09/15/2020 13:01:00","Chlorophyll_a-_uncorrected",0.3,"ug/L",24.75043,-81.43578,0.79
"...133","FIU_WQMP","267-W","03/22/2021 15:12:00","Chlorophyll_a-_uncorrected",0.26043,"ug/L",24.53008,-81.4873,0.72
"...134","FIU_WQMP","291-W","07/01/2020 16:27:00","Chlorophyll_a-_uncorrected",0.56169,"ug/L",24.81682,-81.14678,0.67
"...135","FIU_WQMP","210-W","09/19/2020 11:33:00","Chlorophyll_a-_uncorrected",0.27,"ug/L",25.325,-80.1636,0.75
"...136","FIU_WQMP","267-W","10/11/2020 11:17:00","Chlorophyll_a-_uncorrected",0.17,"ug/L",24.53008,-81.4873,0.66
"...137","FIU_WQMP","316-W","03/24/2020 11:49:00","Chlorophyll_a-_uncorrected",0.23128,"ug/L",24.58577,-81.8024,0.67
"...138","FIU_WQMP","209-W","02/09/2021 11:07:00","Chlorophyll_a-_uncorrected",0.34116,"ug/L",24.5857,-81.72272,0.66
"...139","FIU_WQMP","226-W","02/06/2019 13:10:00","Chlorophyll_a-_uncorrected",0.17389,"ug/L",25.0084,-80.50148,0.66
"...140","FIU_WQMP","212-W","02/05/2019 10:50:00","Chlorophyll_a-_uncorrected",0.21315,"ug/L",25.29452,-80.24542,0.67
"...141","FIU_WQMP","289-W","02/07/2019 13:23:00","Chlorophyll_a-_uncorrected",0.29729,"ug/L",24.77775,-81.033,0.79
"...142","FIU_WQMP","249-W","05/22/2019 12:12:00","Chlorophyll_a-_uncorrected",0.31412,"ug/L",24.675,-80.9583,0.67
"...143","FIU_WQMP","237-W","05/07/2019 13:30:00","Chlorophyll_a-_uncorrected",0.26925,"ug/L",24.83265,-80.64907,0.75
"...144","FIU_WQMP","403-W","10/11/2020 12:47:00","Chlorophyll_a-_uncorrected",0.16,"ug/L",24.483,-81.7,0.84
"...145","FIU_WQMP","302-W","05/23/2019 10:55:00","Chlorophyll_a-_uncorrected",0.44314,"ug/L",24.80128,-81.48227,0.69
"...146","FIU_WQMP","285-W","09/25/2020 11:20:00","Chlorophyll_a-_uncorrected",0.15,"ug/L",24.80998,-80.92028,0.69
"...147","FIU_WQMP","210-W","02/05/2019 13:41:00","Chlorophyll_a-_uncorrected",0.31412,"ug/L",25.325,-80.1636,0.67
"...148","FIU_WQMP","218-W","11/13/2020 14:27:00","Chlorophyll_a-_uncorrected",0.94,"ug/L",25.15897,-80.29455,0.76
"...149","FIU_WQMP","255-W","12/13/2020 12:54:00","Chlorophyll_a-_uncorrected",0.33,"ug/L",24.62168,-81.24308,0.74
"...150","FIU_WQMP","290-W","07/01/2020 16:13:00","Chlorophyll_a-_uncorrected",0.46257,"ug/L",24.86267,-81.21623,0.69
"...151","FIU_WQMP","282-W","09/25/2020 15:30:00","Chlorophyll_a-_uncorrected",0.27,"ug/L",24.86667,-80.885,0.66
"...152","FIU_WQMP","284-W","03/02/2021 12:18:00","Chlorophyll_a-_uncorrected",0.31088,"ug/L",24.87667,-80.95833,0.69
"...153","FIU_WQMP","315-W","03/24/2020 12:04:00","Chlorophyll_a-_uncorrected",0.82602,"ug/L",24.63325,-81.82827,0.67
"...154","FIU_WQMP","213-W","02/05/2019 14:03:00","Chlorophyll_a-_uncorrected",0.63946,"ug/L",25.26312,-80.18773,0.67
"...155","FIU_WQMP","239-W","02/15/2021 09:59:00","Chlorophyll_a-_uncorrected",0.30079,"ug/L",24.80223,-80.7162,0.73
"...156","FIU_WQMP","309-W","02/19/2019 12:39:00","Chlorophyll_a-_uncorrected",0.52728,"ug/L",24.69772,-81.68318,0.69
"...157","FIU_WQMP","259-W","03/01/2019 09:51:00","Chlorophyll_a-_uncorrected",0.20194,"ug/L",24.57037,-81.32167,0.75
"...158","FIU_WQMP","246-W","07/09/2020 10:50:00","Chlorophyll_a-_uncorrected",0.26983,"ug/L",24.71317,-80.85813,0.75
"...159","FIU_WQMP","314-W","12/11/2020 13:06:00","Chlorophyll_a-_uncorrected",0.68,"ug/L",24.75043,-81.43578,0.7
"...160","FIU_WQMP","305-W","07/15/2020 13:13:00","Chlorophyll_a-_uncorrected",0.82602,"ug/L",24.76852,-81.555,0.74
"...161","FIU_WQMP","217-W","09/11/2020 12:06:00","Chlorophyll_a-_uncorrected",0.17,"ug/L",25.17332,-80.33985,0.74
"...162","FIU_WQMP","325-W","10/12/2020 09:17:00","Chlorophyll_a-_uncorrected",0.3,"ug/L",24.54167,-82.1,0.7
"...163","FIU_WQMP","325-W","03/26/2020 18:24:00","Chlorophyll_a-_uncorrected",0.69936,"ug/L",24.54167,-82.1,0.67
"...164","FIU_WQMP","255-W","03/01/2019 09:12:00","Chlorophyll_a-_uncorrected",0.40387,"ug/L",24.62168,-81.24308,0.69
"...165","FIU_WQMP","250-W","05/22/2019 14:31:00","Chlorophyll_a-_uncorrected",0.50484,"ug/L",24.69193,-81.18245,0.69
"...166","FIU_WQMP","500-W","02/04/2019 11:46:00","Chlorophyll_a-_uncorrected",0.52167,"ug/L",25.08535,-80.43346,0.66
"...167","FIU_WQMP","332-W","10/12/2020 10:49:00","Chlorophyll_a-_uncorrected",0.19,"ug/L",24.5355,-82.36733,0.69
"...168","FIU_WQMP","253-W","12/14/2020 15:19:00","Chlorophyll_a-_uncorrected",0.1,"ug/L",24.64537,-81.30723,0.73
"...169","FIU_WQMP","213-W","03/16/2020 15:02:00","Chlorophyll_a-_uncorrected",0.1,"ug/L",25.26312,-80.18773,0.74
"...170","FIU_WQMP","309-W","09/17/2020 12:47:00","Chlorophyll_a-_uncorrected",0.66,"ug/L",24.69772,-81.68318,0.86
"...171","FIU_WQMP","255-W","02/15/2021 13:16:00","Chlorophyll_a-_uncorrected",0.48245,"ug/L",24.62168,-81.24308,0.77
"...172","FIU_WQMP","246-W","12/13/2020 10:34:00","Chlorophyll_a-_uncorrected",0.23,"ug/L",24.71317,-80.85813,0.73
"...173","FIU_WQMP","271-W","12/14/2020 13:35:00","Chlorophyll_a-_uncorrected",0.41,"ug/L",24.55667,-81.66667,0.66
"...174","FIU_WQMP","501-W","11/13/2020 08:54:00","Chlorophyll_a-_uncorrected",0.93,"ug/L",25.11053,-80.43421,0.69
"...175","FIU_WQMP","267-W","10/11/2020 11:17:00","Chlorophyll_a-_uncorrected",0.12,"ug/L",24.53008,-81.4873,0.66
"...176","FIU_WQMP","330-W","02/25/2019 12:19:00","Chlorophyll_a-_uncorrected",0.56654,"ug/L",24.66533,-82.374,0.67
"...177","FIU_WQMP","200-W","02/05/2019 12:28:00","Chlorophyll_a-_uncorrected",0.44875,"ug/L",25.59,-80.1,0.79
"...178","FIU_WQMP","328-W","06/03/2019 10:19:00","Chlorophyll_a-_uncorrected",0.1795,"ug/L",24.454,-82.224,0.67
"...179","FIU_WQMP","227-W","11/14/2020 09:16:00","Chlorophyll_a-_uncorrected",1.46,"ug/L",25.00167,-80.4749,0.67
"...180","FIU_WQMP","213-W","07/14/2020 10:54:00","Chlorophyll_a-_uncorrected",0.28085,"ug/L",25.26312,-80.18773,0.67
"...181","FIU_WQMP","252-W","07/09/2020 12:00:00","Chlorophyll_a-_uncorrected",0.12115,"ug/L",24.60693,-81.15442,0.78
"...182","FIU_WQMP","280-W","07/10/2020 08:12:00","Chlorophyll_a-_uncorrected",0.44605,"ug/L",24.45363,-81.84365,0.86
"...183","FIU_WQMP","330-W","12/15/2020 12:47:00","Chlorophyll_a-_uncorrected",0.53,"ug/L",24.66533,-82.374,0.76
"...184","FIU_WQMP","278-W","03/27/2020 09:40:00","Chlorophyll_a-_uncorrected",0.72139,"ug/L",24.49862,-81.81895,0.65
"...185","FIU_WQMP","267-W","03/01/2019 10:40:00","Chlorophyll_a-_uncorrected",0.31973,"ug/L",24.53008,-81.4873,0.69
"...186","FIU_WQMP","253-W","03/01/2019 13:03:00","Chlorophyll_a-_uncorrected",0.34778,"ug/L",24.64537,-81.30723,0.76
"...187","FIU_WQMP","223-W","11/14/2020 09:57:00","Chlorophyll_a-_uncorrected",1.23,"ug/L",25.06018,-80.42312,0.67
"...188","FIU_WQMP","225-W","07/07/2020 12:47:00","Chlorophyll_a-_uncorrected",0.1652,"ug/L",25.017,-80.3674,0.8
"...189","FIU_WQMP","500-W","05/27/2019 14:13:00","Chlorophyll_a-_uncorrected",0.41509,"ug/L",25.08535,-80.43346,0.67
"...190","FIU_WQMP","229-W","07/14/2020 15:59:00","Chlorophyll_a-_uncorrected",0.51764,"ug/L",24.95012,-80.56218,0.73
"...191","FIU_WQMP","225-W","03/14/2020 12:41:00","Chlorophyll_a-_uncorrected",0.1,"ug/L",25.017,-80.3674,0.77
"...192","FIU_WQMP","294-W","02/07/2019 12:38:00","Chlorophyll_a-_uncorrected",0.31412,"ug/L",24.7555,-81.17218,0.75
